,id,fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
109,109,9.5,-73.972195,40.765883,-73.96794200000002,40.761951,1
110,110,9.0,-73.982272,40.748357,-73.969325,40.763877,1
111,111,10.0,-73.99179699999998,40.735262,-73.975915,40.748697,6
112,112,35.0,-73.95331,40.787772,-73.944352,40.719772,2
113,113,9.0,-73.96083,40.77308,-73.978372,40.774907,1
114,114,17.0,-73.97339000000002,40.743883000000004,-73.954021,40.766063,1
115,115,6.1,-74.00012199999998,40.74308,-74.00615,40.734233,5
116,116,14.5,-73.961598,40.716487,-73.960417,40.674963,2
117,117,3.7,-73.966957,40.761268,-73.967912,40.765535,1
118,118,32.5,-73.872862,40.774105,-73.97059300000002,40.764393,2
119,119,5.3,-73.995083,40.739527,-73.999599,40.726264,3
120,120,11.5,-73.972018,40.750142,-74.006008,40.73622,5
121,121,4.0,-73.993701,40.741569,-73.987999,40.748834,1
122,122,10.5,-73.966473,40.7575,-73.993336,40.745051000000004,1
123,123,17.7,-73.87082,40.773748,-73.808317,40.7003,1
124,124,8.0,0.0,0.0,0.0,0.0,2
125,125,5.0,-73.971696,40.763378,-73.962035,40.776598,1
126,126,19.0,-73.98721,40.729325,-73.931985,40.697207,1
127,127,8.0,-73.98849200000002,40.71797700000001,-73.97818000000002,40.737407,1
128,128,7.3,-73.986588,40.72165,-74.00800500000003,40.717166999999996,2
129,129,6.5,-73.98213,40.774807,-73.97358299999998,40.789645,5
130,130,8.0,-74.002843,40.733692,-73.987882,40.728590000000004,1
131,131,16.5,-73.983837,40.676052,-74.002522,40.723145,1
132,132,49.57,-73.977023,40.7526,-73.79030999999998,40.643783,2
133,133,10.5,-73.988006,40.737722999999995,-73.965699,40.766095,1
134,134,22.5,-73.9882,40.75909,-73.923683,40.86861,5
135,135,11.5,-73.94747199999998,40.771227,-73.981832,40.760272,1
136,136,12.5,-73.984723,40.748022999999996,-73.977245,40.757891,2
137,137,5.5,-73.950305,40.785607,-73.943587,40.789532,1
138,138,6.5,-73.980735,40.747911,-73.97053000000002,40.761998,1
139,139,16.5,-73.99698638916014,40.75542831420898,-73.95319366455078,40.802101135253906,3
140,140,9.0,-74.00344848632812,40.73310089111328,-74.00800323486328,40.70721435546875,1
141,141,8.9,-73.9578,40.768003,-73.981712,40.763391999999996,1
142,142,10.9,-73.983735,40.746697,-73.954411,40.772219,1
143,143,8.9,-73.98103,40.729782,-73.993011,40.752803,1
144,144,8.5,-73.963115,40.774034,-73.975251,40.760822999999995,1
145,145,17.0,-73.962458,40.759027,-73.986199,40.753397,1
146,146,12.5,-74.003848,40.720855,-73.98098,40.668304,1
147,147,52.5,-73.982265,40.762062,-73.76855,40.675135,1
148,148,16.0,-74.005677,40.745546999999995,-73.962663,40.794295,1
149,149,8.0,-73.98548889160156,40.74728012084961,-74.00767517089844,40.74076843261719,1
150,150,17.3,-73.950972,40.785633000000004,-74.01024,40.720302000000004,1
151,151,5.7,-74.00844000000002,40.711253,-74.001313,40.731078000000004,1
152,152,5.5,-73.98091125488281,40.7420654296875,-73.97698974609375,40.75165557861328,1
153,153,16.5,-73.974938,40.762091,-74.003309,40.706195,2
154,154,12.9,-73.980755,40.68055800000001,-73.98911,40.726788,2
155,155,10.1,-73.99124499999998,40.739058,-73.992972,40.76768,1
156,156,9.5,-73.992583,40.730416999999996,-74.005352,40.740247,1
157,157,4.5,-73.979872,40.74902700000001,-73.97655300000002,40.757498,5
158,158,6.5,-73.971541,40.764009,-73.975937,40.755971,1
159,159,21.5,-74.0010986328125,40.72149658203125,-73.95943450927734,40.6530647277832,1
160,160,8.0,-73.975189,40.759095,-73.98051,40.76761,1
161,161,4.9,-74.00301800000003,40.739779999999996,-73.99153299999998,40.733090999999995,1
162,162,5.7,-73.991037,40.750049,-73.980438,40.75193,2
163,163,15.3,-73.949477,40.768018,-74.003118,40.733022,5
164,164,14.9,-73.992214,40.758864,-73.9938,40.722718,1
165,165,7.0,-73.999998,40.727087,-73.992448,40.735602,1
166,166,35.5,-73.86389100000002,40.770005,-74.007246,40.705533,1
167,167,8.5,-73.954598,40.78676,-73.966013,40.768112,1
168,168,4.5,-73.99414300000002,40.751193,-73.988897,40.759741999999996,1
169,169,4.1,-73.982279,40.768364,-73.985968,40.762939,1
170,170,11.7,-73.98149599999998,40.781003999999996,-73.99592,40.738813,1
171,171,23.0,-73.99772800000002,40.746099,-73.94765600000002,40.829451,1
172,172,5.7,-73.982357,40.762498,-73.97321,40.755345,2
173,173,5.3,-73.96706999999998,40.769178000000004,-73.954895,40.778209999999994,1
174,174,10.5,-73.94402313232422,40.77595901489258,-73.95504760742188,40.78507995605469,1
175,175,4.9,-73.982095,40.774001,-73.975373,40.787110999999996,1
176,176,6.5,-73.98353,40.766992,-73.986255,40.779708,4
177,177,11.3,-73.981154,40.729203999999996,-74.007407,40.748509999999996,2
178,178,11.5,-73.963511,40.761732,-73.917488,40.739776,1
179,179,5.3,-73.98341500000002,40.761844,-73.990414,40.756375,2
180,180,5.7,-74.006055,40.733166,-74.002895,40.74553,1
181,181,8.1,-73.952198,40.788107000000004,-73.980767,40.774995000000004,1
182,182,6.1,-74.008083,40.719238,-73.99831999999998,40.737977,1
183,183,9.3,-73.995636,40.746573,-73.984437,40.767145,1
184,184,4.5,-73.972072,40.755691999999996,-73.972082,40.755727,2
185,185,5.7,-73.99049000000002,40.755982,-73.974202,40.75421,4
186,186,16.5,-73.95485,40.76542,-74.00751,40.73877,2
187,187,17.0,-73.954462,40.764046,-73.99459300000002,40.729271999999995,2
188,188,24.5,-74.01278,40.707952,-73.99793199999998,40.760632,6
189,189,6.1,-74.005278,40.735298,-73.986698,40.729892,1
190,190,6.0,-74.004935,40.729625,-74.01615600000002,40.71741,1
191,191,6.5,-73.998488,40.726303,-73.998488,40.726303,1
192,192,3.7,0.0,0.0,0.0,0.0,5
193,193,4.5,-73.9265,40.765577,-73.93789699999998,40.764509999999994,3
194,194,27.0,-73.987285,40.718621999999996,-73.959295,40.778482000000004,1
195,195,16.0,-73.996652,40.744495,-73.980253,40.737635,1
196,196,16.1,-73.959222,40.763282000000004,-73.9633,40.716935,1
197,197,15.7,-73.97489499999998,40.751455,-73.98175400000002,40.783542,2
198,198,26.9,-73.863072,40.768622,-73.98214499999997,40.736167,6
199,199,5.5,-73.989692,40.735496999999995,-73.982012,40.739391999999995,1
200,200,6.0,-74.00031,40.747961,-73.993636,40.757228999999995,1
201,201,7.7,-74.00145,40.717487,-74.017455,40.709785,1
202,202,12.9,-73.985185,40.72777,-73.98060500000003,40.759143,1
203,203,11.3,-73.993973,40.746577,-74.00506,40.70936500000001,1
204,204,42.5,-73.795677,40.807722,-73.97868299999998,40.724365,2
205,205,5.7,-73.98637,40.74738,-73.975567,40.744572,2
206,206,5.3,-73.948001,40.77854,-73.958566,40.778483,2
207,207,10.5,-73.95410799999998,40.766901000000004,-73.984133,40.743475,1
208,208,7.3,-73.99400899999998,40.76144,-73.972811,40.792574,1
209,209,4.5,-73.99533100000002,40.739986,-73.987655,40.736707,1
210,210,12.5,-73.982332,40.768633,-73.983343,40.744372,1
211,211,16.5,-73.9952,40.731697,-73.94977,40.780347,1
212,212,4.9,-74.002707,40.72664,-73.991825,40.72722,2
213,213,4.1,-73.990953,40.733067,-73.996235,40.72557000000001,1
214,214,15.5,-73.985132,40.76853,-74.002285,40.73000800000001,1
215,215,11.0,-73.97221374511719,40.76557159423828,-73.97958374023438,40.73646926879883,1
216,216,4.9,-73.998287,40.72749,-73.98985400000002,40.735239,2
217,217,11.3,-73.98019599999998,40.726966,-73.956413,40.77547,1
218,218,7.3,-73.983758,40.74643,-73.963557,40.774088,1
219,219,14.9,-73.955268,40.782767,-73.93238199999998,40.794812,6
220,220,30.9,-73.981942,40.763977000000004,-73.870455,40.773607,5
221,221,6.1,-73.98971999999998,40.75238,-74.007553,40.743196999999995,1
222,222,3.3,-73.995802,40.749905,-73.99454300000002,40.750907,1
223,223,4.1,-73.991863,40.754275,-73.983796,40.753213,1
224,224,12.0,-73.973857,40.764185,-73.994435,40.750242,3
225,225,9.0,-73.991485,40.754599,-74.00497,40.751692999999996,1
226,226,2.5,-73.989142,40.720105,-73.988777,40.720662,1
227,227,8.9,-73.98948,40.743287,-73.965692,40.754512,1
228,228,10.5,-73.97899100000002,40.72375,-73.96304599999998,40.711855,1
229,229,5.7,-74.000552,40.727492,-74.005037,40.719122999999996,1
230,230,7.0,-74.002462,40.718762,-74.007071,40.705535999999995,2
231,231,12.0,-73.98499699999998,40.768466,-73.944564,40.800466,1
232,232,49.57,-73.982483,40.75674,-73.789985,40.64691,1
233,233,8.5,0.0,0.0,0.0,0.0,2
234,234,4.5,-73.947035,40.776027,-73.95549799999998,40.764307,1
235,235,7.3,-73.977897,40.762802,-73.99153000000003,40.750252,5
236,236,5.3,-73.986402,40.754723,-73.998898,40.739247999999996,1
237,237,6.9,-73.967425,40.755712,-73.983035,40.734913,5
238,238,9.3,-73.971088,40.792648,-73.968405,40.769673,1
239,239,6.7,-73.95966899999998,40.779718,-73.976259,40.788413,1
240,240,7.3,-73.979345,40.77663,-73.973842,40.757073999999996,1
241,241,9.0,-73.98088,40.779967,-73.95374699999998,40.78777,1
242,242,13.0,-74.008125,40.738935,-73.980522,40.759953,2
243,243,19.0,-73.988834,40.76428,-73.941405,40.838664,1
244,244,5.5,-73.976474,40.765048,-73.964665,40.762986,1
245,245,8.1,-73.99606800000002,40.732605,-73.980675,40.761862,1
246,246,9.3,-73.97321099999998,40.760752000000004,-73.974265,40.788281,1
247,247,18.0,-73.997845,40.721235,-73.98825699999998,40.764125,1
248,248,12.0,-73.984227,40.766897,-73.96239,40.776037,1
249,249,7.3,-73.96853399999998,40.752603,-73.992625,40.742915999999994,1
250,250,4.9,-73.95554,40.781958,-73.96219599999998,40.772095,2
251,251,16.1,-73.789506,40.647040000000004,-73.81562199999998,40.680364000000004,1
252,252,12.9,-73.978602,40.76412,-74.00885799999998,40.715637,2
253,253,4.0,-73.96197509765625,40.7761116027832,-73.95484924316406,40.77407455444336,1
254,254,15.3,-74.006636,40.751407,-73.95497900000002,40.765281,1
255,255,11.7,-73.954497,40.769857,-73.98431500000002,40.746007,1
256,256,25.3,-74.001343,40.74132,-73.928619,40.864267,1
257,257,8.9,-73.993112,40.719910999999996,-73.95672900000002,40.720723,1
258,258,6.0,-73.978778,40.75350200000001,-73.973247,40.748146999999996,1
259,259,6.0,-73.99578000000002,40.716218,-74.009132,40.72078,1
260,260,6.5,-74.003665,40.736906,-73.997843,40.724187,1
261,261,7.5,-73.97733000000002,40.74948,-73.987669,40.732709,1
262,262,16.5,-74.00399017333984,40.74797821044922,-73.98319244384766,40.75632858276367,1
263,263,4.9,-73.983249,40.734655,-73.99127800000002,40.738918,1
264,264,9.7,-73.962981,40.766443,-73.98893000000002,40.731434,1
265,265,7.7,-73.97935,40.784608,-73.963933,40.808145,1
266,266,19.0,-73.968675,40.799103,-73.935898,40.849863,2
267,267,16.9,-73.990057,40.756307,-73.94960400000002,40.834464000000004,1
268,268,10.5,-74.00219799999998,40.739608000000004,-73.987342,40.720295,2
269,269,8.9,-73.99633,40.753225,-73.978895,40.766963,3
270,270,7.5,-73.995892,40.746454,-73.995892,40.746454,1
271,271,5.5,-74.005583,40.740728000000004,-74.003423,40.748705,1
272,272,10.9,-73.964958,40.775261,-73.94966099999998,40.809689,1
273,273,8.1,0.0,0.0,0.0,0.0,4
274,274,5.7,-73.967598,40.756242,-73.953277,40.76833,1
275,275,18.1,-74.008134,40.748631,-73.952349,40.780512,2
276,276,10.9,-73.95394,40.781298,-73.994423,40.75014,5
277,277,8.9,-73.939093,40.80510200000001,-73.956073,40.771995000000004,5
278,278,13.5,-73.981627,40.78042,-74.008465,40.734012,2
279,279,5.0,-74.00269,40.739438,-73.994579,40.75057,2
280,280,5.3,-73.958749,40.781019,-73.945876,40.778165,1
281,281,7.7,-73.98779,40.721226,-73.992425,40.735723,1
282,282,9.0,-73.969465,40.797979999999995,-73.982315,40.776767,1
283,283,16.1,-73.988568,40.732096999999996,-73.957498,40.742657,1
284,284,4.9,-73.966597,40.794345,-73.965682,40.803808000000004,2
285,285,5.5,-73.999432,40.749066,-73.995077,40.738264,1
286,286,57.33,-73.781127,40.645007,-73.981802,40.762515,1
287,287,8.5,-73.95660600000002,40.771111,-73.977111,40.776811,3
288,288,9.5,-73.981932,40.777668,-73.96005799999998,40.809688,1
289,289,7.5,-73.9531021118164,40.78870010375977,-73.95677947998048,40.80590438842773,1
290,290,6.9,-73.98243199999997,40.745746999999994,-73.98243199999997,40.745746999999994,1
291,291,7.5,-73.99199499999997,40.74499,-73.986237,40.729637,2
292,292,8.1,-73.988988,40.777013000000004,-73.997445,40.760155,1
293,293,6.1,-74.006642,40.738927000000004,-74.010828,40.717907000000004,3
294,294,5.7,-73.966612,40.759278,-73.975773,40.755462,1
295,295,14.1,-73.987365,40.738572,-73.97721800000002,40.77535200000001,1
296,296,5.7,-73.989807,40.74123,-73.99391700000002,40.726492,1
297,297,7.0,-73.95906,40.781061,-73.96206,40.768603999999996,1
298,298,12.0,-73.985652,40.722120000000004,-73.970955,40.751952,1
299,299,11.5,-73.95511627197266,40.76898956298828,-73.98423767089844,40.74843978881836,1
300,300,12.1,-73.870936,40.77370300000001,-73.91426899999998,40.753681,1
301,301,26.67,-73.958063,40.760414000000004,-73.86144300000002,40.768181,1
302,302,4.5,-73.98674,40.755362,-73.995713,40.764137,1
303,303,10.1,-73.98455600000001,40.742882,-73.95908100000003,40.763551,1
304,304,7.7,-73.98101899999997,40.781874,-73.98199699999998,40.756597,1
305,305,25.0,-73.95166,40.772657,-74.010583,40.721405,2
306,306,19.0,-73.97402,40.762828000000006,-73.940839,40.726467,1
307,307,14.0,-73.98859399999998,40.75336400000001,-73.989319,40.723218,1
308,308,5.0,-73.987888,40.721047999999996,-73.983132,40.731187,1
309,309,43.5,-73.98020935058595,40.78373336791992,-74.01134490966798,40.64415740966797,1
310,310,8.0,-74.01072692871094,40.71009063720703,-73.99810028076173,40.722900390625,1
311,311,8.7,-73.97798399999998,40.75454600000001,-73.958947,40.779092999999996,4
312,312,3.7,-73.970892,40.755915,-73.966747,40.760517,1
313,313,20.5,-73.965723,40.758641,-73.93782399999998,40.855636,1
314,314,34.0,-73.97489929199219,40.75109481811523,-73.9085464477539,40.88187789916992,0
315,315,52.83,-73.87305450439453,40.774085998535156,-73.98272705078125,40.7714958190918,1
316,316,6.1,-73.978945,40.767070000000004,-73.977897,40.783568,1
317,317,8.5,-73.976877,40.759192,-73.991685,40.74981,1
318,318,20.0,-73.89317700000002,40.790756,-73.892578,40.788483,1
319,319,10.5,-73.985881,40.7383,-73.96499,40.775237,1
320,320,26.5,-73.776747,40.645265,-73.81380300000002,40.709035,1
321,321,8.0,-73.96178436279298,40.759578704833984,-73.97894287109375,40.772605895996094,4
322,322,10.6,-73.994279,40.690409,-74.016739,40.709063,1
323,323,4.5,-73.965372,40.759256,-73.97487,40.752373,1
324,324,9.7,-73.977829,40.788979,-73.967935,40.760508,1
325,325,20.5,-73.96861899999998,40.766432,-74.00855899999998,40.704591,1
326,326,9.3,-73.982229,40.731821999999994,-73.980239,40.760162,1
327,327,18.5,-74.005385,40.707002,-73.992793,40.750741999999995,1
328,328,5.0,-73.98275100000002,40.762738,-73.97835400000002,40.764564,2
329,329,34.0,-73.863506,40.769985,-73.97582,40.765446000000004,1
330,330,23.5,-73.992028,40.75497,-73.912663,40.780157,1
331,331,4.5,-73.980909,40.774584999999995,-73.98136,40.779419,3
332,332,8.0,-73.985217,40.74217700000001,-73.99998000000002,40.726917,1
333,333,26.5,-73.977765,40.766177,-73.977982,40.766937,5
334,334,5.5,-74.00482199999998,40.741812,-74.007312,40.733577000000004,2
335,335,6.1,-73.98795,40.757852,-73.988227,40.749963,1
336,336,4.9,-73.970442,40.764695,-73.961907,40.765392,4
337,337,5.3,-73.993085,40.75200200000001,-73.980337,40.764829999999996,1
338,338,8.1,-73.99096999999998,40.742158,-73.977728,40.726729999999996,1
339,339,20.33,-73.994718,40.750306,-73.95051099999998,40.728566,1
340,340,4.5,-73.955282,40.76886500000001,-73.949683,40.776472,1
341,341,7.0,-74.002792,40.76051500000001,-74.00441500000002,40.741973,1
342,342,7.7,-73.987145,40.722568,-74.005402,40.739583,1
343,343,7.3,-73.990575,40.746117,-74.003227,40.751447,1
344,344,33.07,-73.862764,40.769064,-73.984033,40.752842,2
345,345,36.5,-73.873068,40.774183,-73.978847,40.762062,5
346,346,5.0,-73.99436,40.72039,-73.98577,40.72304000000001,2
347,347,23.5,-73.958585,40.775615,-74.00048000000002,40.737611,1
348,348,6.1,-73.97985,40.786315,-73.985068,40.774133,1
349,349,11.0,-73.956597,40.777432,-73.980035,40.763175,1
350,350,6.0,-73.96826,40.76514,-73.961115,40.774882,6
351,351,11.3,-73.975868,40.790141999999996,-74.006695,40.751278000000006,5
352,352,8.1,-73.990397,40.75103,-73.981137,40.764718,1
353,353,8.9,-74.000763,40.729744000000004,-73.974662,40.74915900000001,3
354,354,4.5,-73.99784,40.68295,-73.980198,40.676842,1
355,355,11.0,-73.978836,40.764745,-73.984774,40.745978,1
356,356,8.5,-73.992108,40.764203,-73.973,40.762695,1
357,357,8.5,0.0,0.0,0.0,0.0,1
358,358,8.1,-73.978916,40.78712,-73.957307,40.783588,1
359,359,6.9,-73.996268,40.738123,-73.98238,40.73617,1
360,360,6.0,-73.971462,40.761332,-73.980797,40.768002,1
361,361,5.3,-73.988927,40.760222999999996,-73.991474,40.750591,1
362,362,6.1,-73.980068,40.74310300000001,-73.99118100000003,40.750228,1
363,363,9.5,-73.995776,40.748921,-73.96882099999998,40.764390999999996,2
364,364,11.5,-73.97941,40.766107,-74.003015,40.750522,1
365,365,17.0,-74.01294708251955,40.705242156982415,-73.98070526123048,40.74221420288085,6
366,366,5.3,-73.978002,40.778607,-73.970662,40.788625,1
367,367,10.0,-73.99588299999998,40.743784999999995,-73.990057,40.767137,1
368,368,15.5,-73.957675,40.717887,-73.942583,40.686397,1
369,369,6.9,-73.977757,40.762991,-73.983801,40.779517999999996,1
370,370,18.1,-73.986592,40.761807,-74.01065899999998,40.704133,1
371,371,15.5,-73.9941177368164,40.75117874145508,-73.97511291503906,40.7564582824707,1
372,372,10.1,-73.982334,40.722411,-73.964907,40.755644000000004,1
373,373,21.5,-73.955235,40.773077,-74.00795500000002,40.71711,6
374,374,8.5,-73.99413,40.76668,-73.98861,40.75705,1
375,375,7.3,-73.988883,40.73405,-73.992385,40.724841999999995,1
376,376,2.5,0.0,0.0,0.0,0.0,1
377,377,8.5,-73.958118,40.773086,-73.94694100000002,40.779994,1
378,378,6.1,-73.970447,40.75779,-73.969687,40.769923,5
379,379,14.1,-73.98109699999998,40.764483,-73.99185,40.722037,1
380,380,6.0,-73.9742,40.762693,-73.979824,40.755547,1
381,381,8.5,-73.958823,40.783588,-73.978697,40.777533,1
382,382,8.0,-73.98793029785155,40.72850036621094,-74.00728607177734,40.72747802734375,1
383,383,5.3,-73.971913,40.75925,-73.962905,40.77216,1
384,384,10.5,-73.978389,40.757757,-73.98044200000002,40.733626,1
385,385,5.5,-73.97077941894531,40.75881576538085,-73.97015380859375,40.74894332885742,1
386,386,8.1,-73.960853,40.761557,-73.97633499999998,40.748360999999996,1
387,387,13.0,0.0,0.0,0.0,0.0,1
388,388,8.5,-73.99476,40.765584999999994,-73.996026,40.758697999999995,1
389,389,6.1,-73.953316,40.767588,-73.97152700000002,40.757498999999996,1
390,390,12.9,-73.975224,40.765201,-73.998754,40.728,1
391,391,10.0,-73.979022,40.777667,-73.992172,40.721555,5
392,392,8.5,-74.00554699999998,40.745687,-74.011247,40.728733,6
393,393,4.9,-73.954665,40.773395,-73.94686,40.776092999999996,1
394,394,6.0,-73.964483,40.764431,-73.956576,40.77985200000001,1
395,395,5.0,-73.98214,40.772705,-73.988691,40.774325,1
396,396,12.0,-73.844904,40.736318,-73.844904,40.736318,1
397,397,13.5,-73.98265,40.753748,-74.00793,40.741921999999995,1
