,id,date,store,item,sales
70,100070,2017-11-11,3,1,34
71,100071,2017-11-12,3,1,27
72,100072,2017-11-13,3,1,24
73,100073,2017-11-14,3,1,26
74,100074,2017-11-15,3,1,33
75,100075,2017-11-16,3,1,27
76,100076,2017-11-17,3,1,34
77,100077,2017-11-18,3,1,30
78,100078,2017-11-19,3,1,34
79,100079,2017-11-20,3,1,33
80,100080,2017-11-21,3,1,32
81,100081,2017-11-22,3,1,27
82,100082,2017-11-23,3,1,23
83,100083,2017-11-24,3,1,31
84,100084,2017-11-25,3,1,29
85,100085,2017-11-26,3,1,30
86,100086,2017-11-27,3,1,27
87,100087,2017-11-28,3,1,24
88,100088,2017-11-29,3,1,32
89,100089,2017-11-30,3,1,27
90,100090,2017-11-01,4,1,27
91,100091,2017-11-02,4,1,25
92,100092,2017-11-03,4,1,30
93,100093,2017-11-04,4,1,38
94,100094,2017-11-05,4,1,31
95,100095,2017-11-06,4,1,22
96,100096,2017-11-07,4,1,20
97,100097,2017-11-08,4,1,25
98,100098,2017-11-09,4,1,23
99,100099,2017-11-10,4,1,29
100,100100,2017-11-11,4,1,34
101,100101,2017-11-12,4,1,30
102,100102,2017-11-13,4,1,18
103,100103,2017-11-14,4,1,21
104,100104,2017-11-15,4,1,16
105,100105,2017-11-16,4,1,25
106,100106,2017-11-17,4,1,33
107,100107,2017-11-18,4,1,39
108,100108,2017-11-19,4,1,29
109,100109,2017-11-20,4,1,24
110,100110,2017-11-21,4,1,27
111,100111,2017-11-22,4,1,26
112,100112,2017-11-23,4,1,26
113,100113,2017-11-24,4,1,33
114,100114,2017-11-25,4,1,32
115,100115,2017-11-26,4,1,33
116,100116,2017-11-27,4,1,17
117,100117,2017-11-28,4,1,25
118,100118,2017-11-29,4,1,20
119,100119,2017-11-30,4,1,30
120,100120,2017-11-01,5,1,19
121,100121,2017-11-02,5,1,17
122,100122,2017-11-03,5,1,18
123,100123,2017-11-04,5,1,19
124,100124,2017-11-05,5,1,25
125,100125,2017-11-06,5,1,20
126,100126,2017-11-07,5,1,23
127,100127,2017-11-08,5,1,19
128,100128,2017-11-09,5,1,21
129,100129,2017-11-10,5,1,14
130,100130,2017-11-11,5,1,16
131,100131,2017-11-12,5,1,21
132,100132,2017-11-13,5,1,24
133,100133,2017-11-14,5,1,10
134,100134,2017-11-15,5,1,12
135,100135,2017-11-16,5,1,26
136,100136,2017-11-17,5,1,25
137,100137,2017-11-18,5,1,24
138,100138,2017-11-19,5,1,22
139,100139,2017-11-20,5,1,13
140,100140,2017-11-21,5,1,19
141,100141,2017-11-22,5,1,18
142,100142,2017-11-23,5,1,23
143,100143,2017-11-24,5,1,24
144,100144,2017-11-25,5,1,23
145,100145,2017-11-26,5,1,19
146,100146,2017-11-27,5,1,13
147,100147,2017-11-28,5,1,16
148,100148,2017-11-29,5,1,23
149,100149,2017-11-30,5,1,27
150,100150,2017-11-01,6,1,21
151,100151,2017-11-02,6,1,27
152,100152,2017-11-03,6,1,20
153,100153,2017-11-04,6,1,20
154,100154,2017-11-05,6,1,21
155,100155,2017-11-06,6,1,10
156,100156,2017-11-07,6,1,21
157,100157,2017-11-08,6,1,15
158,100158,2017-11-09,6,1,18
159,100159,2017-11-10,6,1,20
160,100160,2017-11-11,6,1,25
161,100161,2017-11-12,6,1,24
162,100162,2017-11-13,6,1,21
163,100163,2017-11-14,6,1,31
164,100164,2017-11-15,6,1,17
165,100165,2017-11-16,6,1,22
166,100166,2017-11-17,6,1,21
167,100167,2017-11-18,6,1,22
168,100168,2017-11-19,6,1,26
169,100169,2017-11-20,6,1,9
170,100170,2017-11-21,6,1,11
171,100171,2017-11-22,6,1,20
172,100172,2017-11-23,6,1,20
173,100173,2017-11-24,6,1,23
174,100174,2017-11-25,6,1,22
175,100175,2017-11-26,6,1,24
176,100176,2017-11-27,6,1,11
177,100177,2017-11-28,6,1,10
178,100178,2017-11-29,6,1,20
179,100179,2017-11-30,6,1,21
180,100180,2017-11-01,7,1,15
181,100181,2017-11-02,7,1,13
182,100182,2017-11-03,7,1,17
183,100183,2017-11-04,7,1,20
184,100184,2017-11-05,7,1,21
185,100185,2017-11-06,7,1,20
186,100186,2017-11-07,7,1,13
187,100187,2017-11-08,7,1,19
188,100188,2017-11-09,7,1,18
189,100189,2017-11-10,7,1,13
190,100190,2017-11-11,7,1,28
191,100191,2017-11-12,7,1,16
192,100192,2017-11-13,7,1,8
193,100193,2017-11-14,7,1,21
194,100194,2017-11-15,7,1,12
195,100195,2017-11-16,7,1,12
196,100196,2017-11-17,7,1,21
197,100197,2017-11-18,7,1,15
198,100198,2017-11-19,7,1,25
199,100199,2017-11-20,7,1,7
200,100200,2017-11-21,7,1,16
201,100201,2017-11-22,7,1,16
202,100202,2017-11-23,7,1,21
203,100203,2017-11-24,7,1,18
204,100204,2017-11-25,7,1,24
205,100205,2017-11-26,7,1,26
206,100206,2017-11-27,7,1,12
207,100207,2017-11-28,7,1,15
208,100208,2017-11-29,7,1,12
209,100209,2017-11-30,7,1,29
210,100210,2017-11-01,8,1,28
211,100211,2017-11-02,8,1,36
212,100212,2017-11-03,8,1,29
213,100213,2017-11-04,8,1,35
214,100214,2017-11-05,8,1,31
215,100215,2017-11-06,8,1,33
216,100216,2017-11-07,8,1,29
217,100217,2017-11-08,8,1,28
218,100218,2017-11-09,8,1,40
219,100219,2017-11-10,8,1,28
220,100220,2017-11-11,8,1,40
221,100221,2017-11-12,8,1,43
222,100222,2017-11-13,8,1,26
223,100223,2017-11-14,8,1,30
224,100224,2017-11-15,8,1,27
225,100225,2017-11-16,8,1,50
226,100226,2017-11-17,8,1,32
227,100227,2017-11-18,8,1,39
228,100228,2017-11-19,8,1,35
229,100229,2017-11-20,8,1,29
230,100230,2017-11-21,8,1,22
231,100231,2017-11-22,8,1,27
232,100232,2017-11-23,8,1,35
233,100233,2017-11-24,8,1,40
234,100234,2017-11-25,8,1,42
235,100235,2017-11-26,8,1,30
236,100236,2017-11-27,8,1,23
237,100237,2017-11-28,8,1,24
238,100238,2017-11-29,8,1,32
239,100239,2017-11-30,8,1,25
240,100240,2017-11-01,9,1,21
241,100241,2017-11-02,9,1,25
242,100242,2017-11-03,9,1,34
243,100243,2017-11-04,9,1,30
244,100244,2017-11-05,9,1,28
245,100245,2017-11-06,9,1,22
246,100246,2017-11-07,9,1,19
247,100247,2017-11-08,9,1,22
248,100248,2017-11-09,9,1,31
249,100249,2017-11-10,9,1,30
250,100250,2017-11-11,9,1,31
251,100251,2017-11-12,9,1,22
252,100252,2017-11-13,9,1,18
253,100253,2017-11-14,9,1,26
254,100254,2017-11-15,9,1,22
255,100255,2017-11-16,9,1,25
256,100256,2017-11-17,9,1,26
257,100257,2017-11-18,9,1,30
258,100258,2017-11-19,9,1,33
259,100259,2017-11-20,9,1,18
260,100260,2017-11-21,9,1,29
261,100261,2017-11-22,9,1,20
262,100262,2017-11-23,9,1,32
263,100263,2017-11-24,9,1,34
264,100264,2017-11-25,9,1,28
265,100265,2017-11-26,9,1,29
266,100266,2017-11-27,9,1,21
267,100267,2017-11-28,9,1,26
268,100268,2017-11-29,9,1,27
269,100269,2017-11-30,9,1,29
270,100270,2017-11-01,10,1,28
271,100271,2017-11-02,10,1,30
272,100272,2017-11-03,10,1,24
273,100273,2017-11-04,10,1,34
274,100274,2017-11-05,10,1,37
275,100275,2017-11-06,10,1,25
276,100276,2017-11-07,10,1,29
277,100277,2017-11-08,10,1,17
278,100278,2017-11-09,10,1,25
279,100279,2017-11-10,10,1,33
280,100280,2017-11-11,10,1,34
281,100281,2017-11-12,10,1,32
282,100282,2017-11-13,10,1,24
283,100283,2017-11-14,10,1,33
284,100284,2017-11-15,10,1,30
285,100285,2017-11-16,10,1,31
286,100286,2017-11-17,10,1,27
287,100287,2017-11-18,10,1,32
288,100288,2017-11-19,10,1,33
289,100289,2017-11-20,10,1,23
290,100290,2017-11-21,10,1,27
291,100291,2017-11-22,10,1,27
292,100292,2017-11-23,10,1,22
293,100293,2017-11-24,10,1,31
294,100294,2017-11-25,10,1,27
295,100295,2017-11-26,10,1,35
296,100296,2017-11-27,10,1,23
297,100297,2017-11-28,10,1,23
298,100298,2017-11-29,10,1,28
299,100299,2017-11-30,10,1,36
300,100300,2017-11-01,1,2,63
301,100301,2017-11-02,1,2,67
302,100302,2017-11-03,1,2,75
303,100303,2017-11-04,1,2,68
304,100304,2017-11-05,1,2,74
305,100305,2017-11-06,1,2,69
306,100306,2017-11-07,1,2,68
307,100307,2017-11-08,1,2,58
308,100308,2017-11-09,1,2,62
309,100309,2017-11-10,1,2,58
310,100310,2017-11-11,1,2,69
311,100311,2017-11-12,1,2,76
312,100312,2017-11-13,1,2,61
313,100313,2017-11-14,1,2,57
314,100314,2017-11-15,1,2,55
315,100315,2017-11-16,1,2,53
316,100316,2017-11-17,1,2,75
317,100317,2017-11-18,1,2,78
318,100318,2017-11-19,1,2,73
319,100319,2017-11-20,1,2,54
320,100320,2017-11-21,1,2,55
321,100321,2017-11-22,1,2,51
322,100322,2017-11-23,1,2,73
323,100323,2017-11-24,1,2,68
324,100324,2017-11-25,1,2,63
325,100325,2017-11-26,1,2,78
326,100326,2017-11-27,1,2,58
327,100327,2017-11-28,1,2,57
328,100328,2017-11-29,1,2,66
329,100329,2017-11-30,1,2,80
330,100330,2017-11-01,2,2,84
331,100331,2017-11-02,2,2,93
332,100332,2017-11-03,2,2,78
333,100333,2017-11-04,2,2,100
334,100334,2017-11-05,2,2,103
335,100335,2017-11-06,2,2,82
336,100336,2017-11-07,2,2,86
337,100337,2017-11-08,2,2,75
338,100338,2017-11-09,2,2,92
339,100339,2017-11-10,2,2,86
340,100340,2017-11-11,2,2,99
341,100341,2017-11-12,2,2,105
342,100342,2017-11-13,2,2,56
343,100343,2017-11-14,2,2,80
344,100344,2017-11-15,2,2,92
345,100345,2017-11-16,2,2,83
346,100346,2017-11-17,2,2,88
347,100347,2017-11-18,2,2,104
348,100348,2017-11-19,2,2,103
349,100349,2017-11-20,2,2,67
350,100350,2017-11-21,2,2,89
351,100351,2017-11-22,2,2,86
352,100352,2017-11-23,2,2,97
353,100353,2017-11-24,2,2,95
354,100354,2017-11-25,2,2,87
355,100355,2017-11-26,2,2,109
356,100356,2017-11-27,2,2,68
357,100357,2017-11-28,2,2,74
358,100358,2017-11-29,2,2,79
359,100359,2017-11-30,2,2,94
360,100360,2017-11-01,3,2,53
361,100361,2017-11-02,3,2,68
362,100362,2017-11-03,3,2,75
363,100363,2017-11-04,3,2,89
364,100364,2017-11-05,3,2,99
365,100365,2017-11-06,3,2,56
366,100366,2017-11-07,3,2,71
367,100367,2017-11-08,3,2,66
368,100368,2017-11-09,3,2,80
369,100369,2017-11-10,3,2,90
370,100370,2017-11-11,3,2,75
371,100371,2017-11-12,3,2,106
372,100372,2017-11-13,3,2,67
373,100373,2017-11-14,3,2,78
374,100374,2017-11-15,3,2,79
375,100375,2017-11-16,3,2,66
376,100376,2017-11-17,3,2,84
377,100377,2017-11-18,3,2,93
378,100378,2017-11-19,3,2,81
379,100379,2017-11-20,3,2,52
380,100380,2017-11-21,3,2,79
381,100381,2017-11-22,3,2,60
382,100382,2017-11-23,3,2,96
383,100383,2017-11-24,3,2,84
384,100384,2017-11-25,3,2,77
385,100385,2017-11-26,3,2,97
386,100386,2017-11-27,3,2,73
387,100387,2017-11-28,3,2,70
388,100388,2017-11-29,3,2,68
389,100389,2017-11-30,3,2,75
390,100390,2017-11-01,4,2,85
391,100391,2017-11-02,4,2,67
392,100392,2017-11-03,4,2,71
393,100393,2017-11-04,4,2,70
394,100394,2017-11-05,4,2,96
395,100395,2017-11-06,4,2,43
396,100396,2017-11-07,4,2,76
397,100397,2017-11-08,4,2,68
398,100398,2017-11-09,4,2,69
399,100399,2017-11-10,4,2,83
400,100400,2017-11-11,4,2,76
401,100401,2017-11-12,4,2,87
402,100402,2017-11-13,4,2,49
403,100403,2017-11-14,4,2,62
404,100404,2017-11-15,4,2,69
405,100405,2017-11-16,4,2,83
406,100406,2017-11-17,4,2,68
407,100407,2017-11-18,4,2,82
408,100408,2017-11-19,4,2,75
409,100409,2017-11-20,4,2,65
410,100410,2017-11-21,4,2,59
411,100411,2017-11-22,4,2,71
412,100412,2017-11-23,4,2,57
413,100413,2017-11-24,4,2,71
414,100414,2017-11-25,4,2,98
415,100415,2017-11-26,4,2,94
416,100416,2017-11-27,4,2,58
417,100417,2017-11-28,4,2,75
418,100418,2017-11-29,4,2,57
419,100419,2017-11-30,4,2,74
420,100420,2017-11-01,5,2,44
421,100421,2017-11-02,5,2,58
422,100422,2017-11-03,5,2,48
423,100423,2017-11-04,5,2,60
424,100424,2017-11-05,5,2,73
425,100425,2017-11-06,5,2,44
426,100426,2017-11-07,5,2,48
427,100427,2017-11-08,5,2,39
428,100428,2017-11-09,5,2,58
429,100429,2017-11-10,5,2,51
430,100430,2017-11-11,5,2,50
431,100431,2017-11-12,5,2,83
432,100432,2017-11-13,5,2,48
433,100433,2017-11-14,5,2,49
434,100434,2017-11-15,5,2,43
435,100435,2017-11-16,5,2,50
436,100436,2017-11-17,5,2,66
437,100437,2017-11-18,5,2,72
438,100438,2017-11-19,5,2,47
439,100439,2017-11-20,5,2,40
440,100440,2017-11-21,5,2,45
441,100441,2017-11-22,5,2,35
442,100442,2017-11-23,5,2,49
443,100443,2017-11-24,5,2,43
444,100444,2017-11-25,5,2,69
445,100445,2017-11-26,5,2,52
446,100446,2017-11-27,5,2,36
447,100447,2017-11-28,5,2,39
448,100448,2017-11-29,5,2,53
449,100449,2017-11-30,5,2,51
450,100450,2017-11-01,6,2,46
451,100451,2017-11-02,6,2,59
452,100452,2017-11-03,6,2,58
453,100453,2017-11-04,6,2,62
454,100454,2017-11-05,6,2,70
455,100455,2017-11-06,6,2,43
456,100456,2017-11-07,6,2,49
457,100457,2017-11-08,6,2,58
458,100458,2017-11-09,6,2,62
459,100459,2017-11-10,6,2,52
460,100460,2017-11-11,6,2,54
461,100461,2017-11-12,6,2,62
462,100462,2017-11-13,6,2,36
463,100463,2017-11-14,6,2,56
464,100464,2017-11-15,6,2,39
465,100465,2017-11-16,6,2,58
466,100466,2017-11-17,6,2,58
467,100467,2017-11-18,6,2,67
468,100468,2017-11-19,6,2,59
469,100469,2017-11-20,6,2,39
470,100470,2017-11-21,6,2,44
471,100471,2017-11-22,6,2,53
472,100472,2017-11-23,6,2,68
473,100473,2017-11-24,6,2,62
474,100474,2017-11-25,6,2,63
475,100475,2017-11-26,6,2,70
476,100476,2017-11-27,6,2,37
477,100477,2017-11-28,6,2,61
478,100478,2017-11-29,6,2,57
479,100479,2017-11-30,6,2,70
480,100480,2017-11-01,7,2,50
481,100481,2017-11-02,7,2,55
482,100482,2017-11-03,7,2,44
483,100483,2017-11-04,7,2,55
484,100484,2017-11-05,7,2,60
485,100485,2017-11-06,7,2,48
486,100486,2017-11-07,7,2,40
487,100487,2017-11-08,7,2,43
488,100488,2017-11-09,7,2,42
489,100489,2017-11-10,7,2,52
490,100490,2017-11-11,7,2,59
491,100491,2017-11-12,7,2,58
492,100492,2017-11-13,7,2,40
493,100493,2017-11-14,7,2,35
494,100494,2017-11-15,7,2,38
495,100495,2017-11-16,7,2,43
496,100496,2017-11-17,7,2,56
497,100497,2017-11-18,7,2,50
498,100498,2017-11-19,7,2,59
499,100499,2017-11-20,7,2,35
500,100500,2017-11-21,7,2,46
501,100501,2017-11-22,7,2,38
502,100502,2017-11-23,7,2,54
503,100503,2017-11-24,7,2,53
504,100504,2017-11-25,7,2,41
505,100505,2017-11-26,7,2,57
506,100506,2017-11-27,7,2,38
507,100507,2017-11-28,7,2,47
508,100508,2017-11-29,7,2,46
509,100509,2017-11-30,7,2,36
510,100510,2017-11-01,8,2,69
511,100511,2017-11-02,8,2,84
512,100512,2017-11-03,8,2,88
513,100513,2017-11-04,8,2,108
514,100514,2017-11-05,8,2,102
515,100515,2017-11-06,8,2,73
516,100516,2017-11-07,8,2,101
517,100517,2017-11-08,8,2,88
518,100518,2017-11-09,8,2,87
519,100519,2017-11-10,8,2,103
520,100520,2017-11-11,8,2,100
521,100521,2017-11-12,8,2,95
522,100522,2017-11-13,8,2,63
523,100523,2017-11-14,8,2,72
524,100524,2017-11-15,8,2,78
525,100525,2017-11-16,8,2,82
526,100526,2017-11-17,8,2,103
527,100527,2017-11-18,8,2,82
528,100528,2017-11-19,8,2,94
529,100529,2017-11-20,8,2,72
530,100530,2017-11-21,8,2,78
531,100531,2017-11-22,8,2,69
532,100532,2017-11-23,8,2,72
533,100533,2017-11-24,8,2,86
534,100534,2017-11-25,8,2,99
535,100535,2017-11-26,8,2,79
536,100536,2017-11-27,8,2,81
537,100537,2017-11-28,8,2,97
538,100538,2017-11-29,8,2,91
539,100539,2017-11-30,8,2,77
540,100540,2017-11-01,9,2,54
541,100541,2017-11-02,9,2,89
542,100542,2017-11-03,9,2,71
543,100543,2017-11-04,9,2,82
544,100544,2017-11-05,9,2,95
545,100545,2017-11-06,9,2,60
546,100546,2017-11-07,9,2,75
547,100547,2017-11-08,9,2,64
548,100548,2017-11-09,9,2,72
549,100549,2017-11-10,9,2,73
550,100550,2017-11-11,9,2,74
551,100551,2017-11-12,9,2,82
552,100552,2017-11-13,9,2,62
553,100553,2017-11-14,9,2,66
554,100554,2017-11-15,9,2,74
555,100555,2017-11-16,9,2,82
556,100556,2017-11-17,9,2,74
557,100557,2017-11-18,9,2,80
558,100558,2017-11-19,9,2,97
559,100559,2017-11-20,9,2,57
560,100560,2017-11-21,9,2,67
561,100561,2017-11-22,9,2,57
562,100562,2017-11-23,9,2,85
563,100563,2017-11-24,9,2,65
564,100564,2017-11-25,9,2,100
565,100565,2017-11-26,9,2,85
566,100566,2017-11-27,9,2,53
567,100567,2017-11-28,9,2,61
568,100568,2017-11-29,9,2,68
569,100569,2017-11-30,9,2,70
570,100570,2017-11-01,10,2,69
571,100571,2017-11-02,10,2,73
572,100572,2017-11-03,10,2,82
573,100573,2017-11-04,10,2,87
574,100574,2017-11-05,10,2,75
575,100575,2017-11-06,10,2,53
576,100576,2017-11-07,10,2,69
577,100577,2017-11-08,10,2,78
578,100578,2017-11-09,10,2,61
579,100579,2017-11-10,10,2,92
580,100580,2017-11-11,10,2,94
581,100581,2017-11-12,10,2,91
582,100582,2017-11-13,10,2,65
583,100583,2017-11-14,10,2,75
584,100584,2017-11-15,10,2,77
585,100585,2017-11-16,10,2,88
586,100586,2017-11-17,10,2,83
587,100587,2017-11-18,10,2,85
588,100588,2017-11-19,10,2,81
589,100589,2017-11-20,10,2,52
590,100590,2017-11-21,10,2,69
591,100591,2017-11-22,10,2,73
592,100592,2017-11-23,10,2,85
593,100593,2017-11-24,10,2,82
594,100594,2017-11-25,10,2,86
595,100595,2017-11-26,10,2,105
596,100596,2017-11-27,10,2,60
597,100597,2017-11-28,10,2,72
598,100598,2017-11-29,10,2,73
599,100599,2017-11-30,10,2,80
600,100600,2017-11-01,1,3,50
601,100601,2017-11-02,1,3,41
602,100602,2017-11-03,1,3,43
603,100603,2017-11-04,1,3,41
604,100604,2017-11-05,1,3,51
605,100605,2017-11-06,1,3,43
606,100606,2017-11-07,1,3,37
607,100607,2017-11-08,1,3,31
608,100608,2017-11-09,1,3,37
609,100609,2017-11-10,1,3,23
610,100610,2017-11-11,1,3,39
611,100611,2017-11-12,1,3,53
612,100612,2017-11-13,1,3,35
613,100613,2017-11-14,1,3,29
614,100614,2017-11-15,1,3,37
615,100615,2017-11-16,1,3,38
616,100616,2017-11-17,1,3,35
617,100617,2017-11-18,1,3,43
618,100618,2017-11-19,1,3,43
619,100619,2017-11-20,1,3,36
620,100620,2017-11-21,1,3,40
621,100621,2017-11-22,1,3,38
622,100622,2017-11-23,1,3,40
623,100623,2017-11-24,1,3,37
624,100624,2017-11-25,1,3,41
625,100625,2017-11-26,1,3,43
626,100626,2017-11-27,1,3,23
627,100627,2017-11-28,1,3,36
628,100628,2017-11-29,1,3,42
629,100629,2017-11-30,1,3,31
630,100630,2017-11-01,2,3,50
631,100631,2017-11-02,2,3,63
632,100632,2017-11-03,2,3,57
633,100633,2017-11-04,2,3,70
634,100634,2017-11-05,2,3,58
635,100635,2017-11-06,2,3,33
636,100636,2017-11-07,2,3,52
637,100637,2017-11-08,2,3,55
638,100638,2017-11-09,2,3,63
639,100639,2017-11-10,2,3,57
640,100640,2017-11-11,2,3,69
641,100641,2017-11-12,2,3,78
642,100642,2017-11-13,2,3,49
643,100643,2017-11-14,2,3,43
644,100644,2017-11-15,2,3,73
645,100645,2017-11-16,2,3,53
646,100646,2017-11-17,2,3,61
647,100647,2017-11-18,2,3,72
648,100648,2017-11-19,2,3,73
649,100649,2017-11-20,2,3,41
650,100650,2017-11-21,2,3,54
651,100651,2017-11-22,2,3,61
652,100652,2017-11-23,2,3,64
653,100653,2017-11-24,2,3,52
654,100654,2017-11-25,2,3,69
655,100655,2017-11-26,2,3,65
656,100656,2017-11-27,2,3,47
657,100657,2017-11-28,2,3,61
658,100658,2017-11-29,2,3,53
659,100659,2017-11-30,2,3,64
660,100660,2017-11-01,3,3,38
661,100661,2017-11-02,3,3,63
662,100662,2017-11-03,3,3,50
663,100663,2017-11-04,3,3,50
664,100664,2017-11-05,3,3,42
665,100665,2017-11-06,3,3,52
666,100666,2017-11-07,3,3,32
667,100667,2017-11-08,3,3,43
668,100668,2017-11-09,3,3,48
669,100669,2017-11-10,3,3,70
670,100670,2017-11-11,3,3,55
671,100671,2017-11-12,3,3,62
672,100672,2017-11-13,3,3,40
673,100673,2017-11-14,3,3,43
674,100674,2017-11-15,3,3,49
675,100675,2017-11-16,3,3,51
676,100676,2017-11-17,3,3,43
677,100677,2017-11-18,3,3,48
678,100678,2017-11-19,3,3,61
679,100679,2017-11-20,3,3,32
680,100680,2017-11-21,3,3,49
681,100681,2017-11-22,3,3,52
682,100682,2017-11-23,3,3,61
683,100683,2017-11-24,3,3,55
684,100684,2017-11-25,3,3,55
685,100685,2017-11-26,3,3,47
686,100686,2017-11-27,3,3,38
687,100687,2017-11-28,3,3,46
688,100688,2017-11-29,3,3,42
689,100689,2017-11-30,3,3,48
690,100690,2017-11-01,4,3,34
691,100691,2017-11-02,4,3,59
692,100692,2017-11-03,4,3,34
693,100693,2017-11-04,4,3,50
694,100694,2017-11-05,4,3,54
695,100695,2017-11-06,4,3,38
696,100696,2017-11-07,4,3,41
697,100697,2017-11-08,4,3,42
698,100698,2017-11-09,4,3,50
699,100699,2017-11-10,4,3,51
700,100700,2017-11-11,4,3,55
701,100701,2017-11-12,4,3,52
702,100702,2017-11-13,4,3,33
703,100703,2017-11-14,4,3,42
704,100704,2017-11-15,4,3,33
705,100705,2017-11-16,4,3,55
706,100706,2017-11-17,4,3,32
707,100707,2017-11-18,4,3,60
708,100708,2017-11-19,4,3,52
709,100709,2017-11-20,4,3,29
710,100710,2017-11-21,4,3,46
711,100711,2017-11-22,4,3,32
712,100712,2017-11-23,4,3,44
713,100713,2017-11-24,4,3,53
714,100714,2017-11-25,4,3,43
715,100715,2017-11-26,4,3,60
716,100716,2017-11-27,4,3,35
717,100717,2017-11-28,4,3,35
718,100718,2017-11-29,4,3,35
719,100719,2017-11-30,4,3,37
720,100720,2017-11-01,5,3,27
721,100721,2017-11-02,5,3,35
722,100722,2017-11-03,5,3,30
723,100723,2017-11-04,5,3,34
724,100724,2017-11-05,5,3,53
725,100725,2017-11-06,5,3,32
726,100726,2017-11-07,5,3,31
727,100727,2017-11-08,5,3,29
728,100728,2017-11-09,5,3,32
729,100729,2017-11-10,5,3,43
730,100730,2017-11-11,5,3,41
731,100731,2017-11-12,5,3,46
732,100732,2017-11-13,5,3,31
733,100733,2017-11-14,5,3,28
734,100734,2017-11-15,5,3,29
735,100735,2017-11-16,5,3,44
736,100736,2017-11-17,5,3,34
737,100737,2017-11-18,5,3,35
738,100738,2017-11-19,5,3,48
739,100739,2017-11-20,5,3,29
740,100740,2017-11-21,5,3,35
741,100741,2017-11-22,5,3,23
742,100742,2017-11-23,5,3,26
743,100743,2017-11-24,5,3,43
744,100744,2017-11-25,5,3,36
745,100745,2017-11-26,5,3,53
746,100746,2017-11-27,5,3,29
747,100747,2017-11-28,5,3,31
748,100748,2017-11-29,5,3,22
749,100749,2017-11-30,5,3,34
750,100750,2017-11-01,6,3,42
751,100751,2017-11-02,6,3,43
752,100752,2017-11-03,6,3,35
753,100753,2017-11-04,6,3,39
754,100754,2017-11-05,6,3,43
755,100755,2017-11-06,6,3,25
756,100756,2017-11-07,6,3,38
757,100757,2017-11-08,6,3,21
758,100758,2017-11-09,6,3,38
759,100759,2017-11-10,6,3,39
760,100760,2017-11-11,6,3,40
761,100761,2017-11-12,6,3,39
762,100762,2017-11-13,6,3,26
763,100763,2017-11-14,6,3,42
764,100764,2017-11-15,6,3,27
765,100765,2017-11-16,6,3,35
766,100766,2017-11-17,6,3,37
767,100767,2017-11-18,6,3,37
768,100768,2017-11-19,6,3,34
769,100769,2017-11-20,6,3,33
770,100770,2017-11-21,6,3,33
771,100771,2017-11-22,6,3,27
772,100772,2017-11-23,6,3,42
773,100773,2017-11-24,6,3,45
774,100774,2017-11-25,6,3,30
775,100775,2017-11-26,6,3,38
