,id,fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,distance_km,hour,gb_pred,rf_pred
49,352,8.1,-73.990397,40.75103,-73.981137,40.764718,1,1.7102366751766591,19,7.149415941633166,8.02
50,161,4.9,-74.00301800000003,40.73978,-73.99153299999998,40.733091,1,1.2204859380778792,21,6.168481411464563,6.26
51,542,4.5,0.0,0.0,0.0,0.0,1,0.0,14,11.957869993689993,9.62
52,786,4.9,-73.97164000000002,40.766172,-73.96069200000002,40.76807,1,0.9458398507851108,20,5.504589948088078,5.73
53,917,15.0,-73.989695,40.735492,-73.97828,40.754775,1,2.3499413237000164,9,10.230962194738453,9.38
54,387,13.0,0.0,0.0,0.0,0.0,1,0.0,8,10.473014858730796,12.419999999999998
55,196,16.1,-73.959222,40.763282,-73.9633,40.716935,1,5.16499097311017,17,15.992470928254388,15.510000000000002
56,648,14.0,-73.94877624511719,40.782493591308594,-73.9822006225586,40.75661087036133,2,4.02565281135501,22,11.768460998810134,10.82
57,167,8.5,-73.954598,40.78676,-73.966013,40.768112,1,2.2855014196326144,8,8.635200235513999,11.37
58,597,13.5,-73.973522,40.792337,-73.942002,40.822752,5,4.298321057293688,23,13.578518127488673,10.580000000000002
59,392,8.5,-74.00554699999998,40.745687,-74.011247,40.728733,6,1.9454074450403285,20,8.124109025574402,9.46
60,803,24.5,-73.995145,40.749812,-73.940478,40.718662,3,5.763114802354046,2,18.145348167727168,15.489999999999998
61,536,5.5,-73.963307,40.798379,-73.97504,40.78278,1,1.9960587931933689,15,8.045051797340026,9.3
62,172,5.7,-73.982357,40.762498,-73.97321,40.755345,2,1.1073237119111674,23,7.306846686166325,6.28
63,830,13.3,-73.94780899999998,40.782872,-73.988676,40.741282,1,5.764858830398826,7,15.226770560897734,15.65
64,182,6.1,-74.008083,40.719238,-73.99831999999998,40.737977,1,2.240205838300564,6,8.907266147225966,10.39
65,702,6.5,-74.0098,40.7205,-74.009,40.7408,4,2.258263327306524,21,8.909361071690995,9.109999999999998
66,784,13.5,-73.96198272705078,40.7636833190918,-73.99638366699219,40.73807907104492,1,4.062394387977649,22,11.825181468025976,13.61
67,613,14.5,-73.97986999999998,40.765709,-74.001389,40.73630900000001,1,3.73804938027294,19,11.677020474553913,12.1
68,965,5.7,-73.992488,40.730615,-74.001482,40.717792,1,1.6147772511470058,10,6.516007852901239,6.39
69,171,23.0,-73.99772800000002,40.746099,-73.94765600000002,40.829451,1,10.181968855770478,2,25.588534840799603,23.450000000000006
70,345,36.5,-73.873068,40.774183,-73.978847,40.762062,5,9.009499953953995,13,35.82928932888628,37.485
71,822,7.3,-73.963465,40.774312,-73.9834,40.766893,1,1.8704969045078328,10,9.122382356647163,8.89
72,877,11.5,-73.982912,40.76426,-73.99040699999998,40.75069000000001,1,1.635649637182311,19,6.484376995536499,6.4700000000000015
73,147,52.5,-73.982265,40.762062,-73.76855,40.675135,1,20.441006317629,22,54.65541060383837,44.32899999999999
74,548,5.0,-73.921155,40.766861,-73.91318100000002,40.76518400000001,1,0.6969561680543306,23,5.0004642046305765,4.57
75,642,14.5,-73.985221,40.763296,-73.96557,40.760494,2,1.6841241100209206,19,7.955491428415357,7.1099999999999985
76,971,10.1,-74.0045,40.742143,-73.99433,40.720412,1,2.5638283357735987,1,9.01672736302149,10.16
77,934,6.1,-73.997519,40.73614,-74.007986,40.736214,1,0.8819343372360923,14,4.5770320096430455,4.77
78,184,4.5,-73.972072,40.755692,-73.972082,40.755727,2,0.003981928383744475,14,14.657921247885218,11.01
79,607,8.1,-74.007816,40.733536,-73.98655600000002,40.74004,1,1.931731126325648,7,7.7951222939458065,10.02
80,437,57.33,-73.79025,40.643705,-74.00227,40.734542,1,20.532558046969204,23,42.842854622570094,39.459
81,266,19.0,-73.968675,40.799103,-73.935898,40.849863,2,6.282031132650317,9,17.566927597424947,18.7
82,808,6.1,-73.984433,40.771084,-73.984433,40.771084,1,0.0,2,12.149907837984555,9.77
83,447,7.0,-73.9783477783203,40.76491165161133,-73.98352813720702,40.76810836791992,1,0.5627465417595431,7,4.362311472045408,4.69
84,713,7.7,-73.991197,40.751257,-73.975178,40.750687,1,1.3508666126061115,11,9.935540375536798,8.95
85,114,17.0,-73.97339000000002,40.743883,-73.954021,40.766063,1,2.9570852315165577,12,11.105571311148463,12.110000000000005
86,656,20.5,-74.016064,40.711575,-73.983339,40.760979,1,6.1465936580219145,7,15.201407820021231,17.93
87,985,21.5,-73.98495,40.759487,-73.970597,40.694542,6,7.322136549775305,23,24.78074001355943,31.993
88,426,29.0,-74.00324,40.733577,-73.94855,40.723342,1,4.746882571004937,2,14.337658362964973,16.259
89,5,12.1,-74.000964,40.73163,-73.972892,40.758233,1,3.7872390847819193,9,12.238008999934724,11.54
90,640,6.0,-74.00241700000002,40.728325,-73.991863,40.744282,1,1.9846897609661744,17,8.783830333681994,6.85
91,986,9.7,-73.995494,40.752919,-73.977412,40.743828,1,1.828129168326448,12,9.263008603386261,7.95
92,932,6.5,-73.994023,40.75171,-73.976773,40.755773,1,1.5216296208850801,22,7.856725474865482,6.909999999999998
93,41,10.9,-74.003899,40.725514,-73.976484,40.765537,2,5.013935827376487,10,14.414501066183048,14.34
94,134,22.5,-73.9882,40.75909,-73.923683,40.86861,5,13.333604922939296,1,25.72684003994678,24.088
95,938,5.3,-73.951788,40.782128,-73.961878,40.776735,1,1.0399006996938978,18,6.453134607001678,5.96
96,814,4.5,-73.962681,40.775646,-73.95743399999998,40.777766,1,0.5007709323987241,12,5.379949465846372,3.79
97,994,13.7,-73.9881,40.754748,-73.99727,40.72563,1,3.3286701847877724,11,12.11477011033898,9.8
98,805,10.1,-73.969813,40.763205,-73.99266800000002,40.721372,2,5.034379113358027,22,13.668251248691034,13.960000000000004
99,558,7.3,-73.978279,40.724843,-74.00277,40.723674,2,2.0679455770385005,21,7.81454875006312,8.41
100,875,3.3,-73.972987,40.7904,-73.96814,40.797218,1,0.8609556407463306,13,4.14768521168311,5.31
101,933,12.9,-73.972626,40.785846,-73.994321,40.736666,1,5.765757021511455,10,15.565198143354252,15.25
102,861,10.5,-73.952881,40.783467,-73.957899,40.770332,2,1.5204361749432656,16,7.334655663976165,6.68
103,868,4.9,-74.001212,40.74134,-73.986977,40.740538,1,1.2025935955650129,7,5.865997165403972,6.2799999999999985
104,792,15.0,-73.983491,40.734315,-73.956837,40.7042,1,4.032272963505645,16,12.213879652326348,9.739999999999998
105,928,49.8,-73.78555,40.64205,-73.980793,40.749187,1,20.31894771669684,23,47.4409022119585,42.608000000000004
106,246,9.3,-73.97321099999998,40.760752,-73.974265,40.788281,1,3.0623715292626934,13,9.671570558258876,9.74
107,764,8.5,-73.999112,40.72521,-74.007372,40.740927,1,1.8811347891930523,15,8.130628636357939,6.48
108,939,5.5,-73.963975,40.773902,-73.95411,40.784472,1,1.4392217246088777,18,6.7926351107220135,6.83
109,48,3.3,-73.98666,40.756072,-73.989727,40.751702,5,0.5503272397652647,0,4.924761426436286,5.63
110,828,5.0,-73.974776,40.771861,-73.980998,40.770901,1,0.5347198249460691,17,5.1612349501358485,4.130000000000001
111,616,16.0,-73.794116,40.657058,-73.79413199999998,40.65703900000001,1,0.0025070208810767645,20,21.46324531992723,34.694
112,316,6.1,-73.978945,40.76707,-73.977897,40.783568,1,1.8366152096776729,22,7.031512324919858,7.31
113,446,13.3,-73.99771,40.756485,-73.98751800000002,40.721337,1,4.001499263418902,23,11.01108117394356,10.323
114,313,20.5,-73.965723,40.758641,-73.93782399999998,40.855636,1,11.038001188872114,1,25.738055270998835,28.683000000000003
115,416,20.5,-74.0115966796875,40.70290756225585,-73.97222900390625,40.763145446777344,2,7.474501133003094,20,20.615476417255444,23.89
116,571,10.5,-73.978015,40.75992700000001,-73.956005,40.768142,1,2.0665250629275937,22,7.82214658908415,10.11
117,921,4.9,-73.986092,40.751682,-73.977242,40.760292,1,1.2133687844371863,20,7.728162210242558,6.980000000000001
118,103,14.1,-73.974492,40.751369,-74.01058499999998,40.703364,1,6.143574665433079,7,17.26693221984924,17.28
119,541,16.5,-73.979962,40.759952,-73.99467,40.723662,1,4.2212276781692575,13,13.3898056155428,12.85
120,891,9.7,-73.99171,40.758915,-73.988093,40.733613,1,2.829905998537709,21,8.74318908930489,10.54
121,660,13.3,0.0,0.0,0.0,0.0,5,0.0,3,12.394592749420534,8.5
122,35,58.0,-73.98332977294923,40.73871994018555,-73.93319702148438,40.84722518920898,1,12.782055688363378,3,25.017314871932978,22.64
123,869,6.1,-73.987769,40.750038,-73.980449,40.761698,3,1.4356697471077775,17,7.303175720116537,7.06
124,916,20.0,-73.960074,40.762443,-73.991058,40.751086,1,2.899230668481272,4,9.574372112039256,12.28
125,102,9.7,-73.97070500000002,40.761643,-73.99283299999998,40.727647,2,4.214837438665047,20,11.877166977377273,13.29
126,791,22.5,-73.96234130859375,40.77907180786133,-74.00598907470702,40.70943832397461,4,8.57165922400674,14,21.577966048156423,21.87
127,52,8.0,-73.980298,40.783723,-73.979628,40.763179,1,2.285085178134141,7,8.18834595387703,9.78
128,200,6.0,-74.00031,40.747961,-73.993636,40.757229,1,1.1739196055717482,9,8.385137723746674,6.840000000000002
129,4,5.3,-73.96809499999998,40.768008,-73.956655,40.783762,1,1.9991567879950127,7,7.56887340076154,8.489999999999998
130,953,6.9,-73.999842,40.761572,-73.982845,40.75565200000001,1,1.5756889162264007,5,6.2592958765615,7.290000000000001
131,453,5.7,-73.99171,40.73190200000001,-73.97907,40.745213,1,1.823416438060829,14,8.56437515991043,7.6400000000000015
132,714,5.7,-74.0029,40.760422,-73.988729,40.761702,2,1.2019858483055048,22,6.3558137309135745,7.43
133,476,10.0,-73.99276,40.751162,-73.98098,40.752827,1,1.0094104018797918,8,6.517061585827182,5.420000000000001
134,470,9.5,-73.957788,40.781995,-73.96262,40.764742,1,1.9611212048401985,11,8.805160164861896,10.22
135,599,10.0,-73.962393,40.778807,-73.97950300000002,40.771362,2,1.6616595043742688,18,7.849542862367102,6.93
136,646,15.5,-73.964517,40.767404,-74.003496,40.741095,1,4.39750450736576,17,15.770355976230675,18.96
137,235,7.3,-73.977897,40.762802,-73.99153000000003,40.750252,5,1.8072057324671882,21,8.32382452954885,8.3
138,793,13.0,-73.988382,40.764137,-73.99152,40.7502,1,1.5721012872064215,16,7.0058205258817665,6.24
139,972,6.5,-73.962018,40.77940200000001,-73.981495,40.77356500000001,2,1.7637979939546669,18,6.264503298325454,6.959999999999999
140,298,12.0,-73.985652,40.72212,-73.970955,40.751952,1,3.5407527336620137,2,11.43386535760051,10.75
141,856,3.3,-73.965352,40.769132,-73.96795300000002,40.76573,1,0.4371268876191152,9,5.588733959848738,3.8
142,261,7.5,-73.97733000000002,40.74948,-73.987669,40.732709,1,2.0582489379106583,21,8.048093665767233,8.14
143,57,9.7,-73.97954200000002,40.727498,-73.999315,40.730088,4,1.6908636071078362,21,6.457319675851289,6.6
144,164,14.9,-73.992214,40.758864,-73.9938,40.722718,1,4.0214722693386795,12,12.634093508205364,12.313
145,758,35.07,-73.994618,40.739409,-73.93643900000002,40.629948,1,13.12292110765772,22,39.15117987449565,32.52500000000001
146,696,4.9,-73.97855600000003,40.724624,-73.988157,40.722875,1,0.8321277665614183,21,4.462530030350426,4.9700000000000015
147,55,15.3,-73.97151,40.755886,-73.968067,40.801173,1,5.044022662879329,18,15.371032318606147,16.44
148,966,28.0,0.0,0.0,0.0,0.0,1,0.0,1,11.663231586684745,13.348333333333333
149,28,9.3,-73.98925799999998,40.690835,-74.004133,40.72569,1,4.073463090488281,6,11.871534964109678,11.19
150,923,10.5,-73.952301,40.784013,-73.973045,40.748868,1,4.28065495858116,14,14.16034201818419,12.07
151,188,24.5,-74.01278,40.707952,-73.99793199999998,40.760632,6,5.989854020916988,15,16.33773784804886,16.03
152,669,6.5,-73.95888199999997,40.709567,-73.98527,40.718643,1,2.4423181769741524,15,9.954473023912529,7.959999999999999
153,688,15.5,-73.997507,40.721777,-74.000732,40.676375,1,5.055787310066868,0,14.48111561804592,17.46
154,375,7.3,-73.988883,40.73405,-73.992385,40.724842,1,1.0655583292847488,16,6.1547871533399885,5.289999999999999
155,798,45.0,-73.969852,40.750962,-73.781802,40.648527,1,19.52047621599312,15,37.7869742846931,44.002
156,308,5.0,-73.987888,40.721048,-73.983132,40.731187,1,1.1965220144016662,1,5.790984355127398,6.01
157,54,25.5,-73.974497,40.751603,-73.934927,40.851567,4,11.60377396457927,1,25.945710478223987,22.147
158,117,3.7,-73.966957,40.761268,-73.967912,40.765535,1,0.4812376331298232,17,5.110747057977943,4.74
159,692,9.5,-74.008117,40.748635,-74.01037,40.718968,3,3.3042774160764243,20,11.176929500642547,14.080000000000002
160,204,42.5,-73.795677,40.807722,-73.97868299999998,40.724365,2,17.984675557478187,16,28.26682023427681,38.038000000000004
161,898,6.1,-73.986405,40.745185,-73.989025,40.752668,1,0.8608450079812909,12,4.876694249416612,4.4700000000000015
162,303,10.1,-73.98455600000001,40.742882,-73.95908100000003,40.763551,1,3.1443237228586427,20,9.335505189071196,9.41
163,260,6.5,-74.003665,40.736906,-73.997843,40.724187,1,1.4969547972300181,11,6.516007852901239,6.3
164,31,22.54,-74.01048278808595,40.71766662597656,-73.98577117919923,40.66036605834961,1,6.703551396163527,21,19.83491573442669,15.529999999999998
165,485,7.5,-73.964127,40.792641,-73.979984,40.782037,2,1.7811604705544437,21,5.855126892320862,6.43
166,859,9.7,-74.002499,40.733322,-73.966174,40.76540900000001,1,4.7003509850766765,4,12.947889487492557,12.529999999999998
167,36,4.5,-73.99017333984375,40.756446838378906,-73.9856185913086,40.7628288269043,1,0.8066990805199787,8,4.422697618842241,4.84
168,162,5.7,-73.991037,40.750049,-73.980438,40.75193,2,0.9169908491996804,13,6.191503239658651,5.62
169,482,9.5,-74.003197,40.744075,-74.00067,40.726062,1,2.0142389775215084,10,9.183873131612387,7.85
170,807,9.7,-73.990431,40.757773,-73.972639,40.763474,1,1.6270819847631135,16,7.889534966036563,6.24
171,845,6.6,-73.99402099999998,40.75129,-73.97253,40.749632,1,1.8196963378230449,22,8.868576163051626,9.52
172,835,4.1,-73.954595,40.778175,-73.952698,40.785715,1,0.8534880596671941,16,4.7120245406267385,5.209999999999999
173,922,2.5,-73.959008,40.712517,-73.959132,40.712184,1,0.03847462572161573,23,12.593456106835736,18.177
174,744,9.3,-73.966555,40.769955,-73.97153,40.74431,3,2.882217707834596,18,10.739756066923757,9.21
175,384,10.5,-73.978389,40.757757,-73.98044200000002,40.733626,1,2.6888128261054187,19,8.421441022852743,8.84
176,749,6.9,-73.990062,40.75663400000001,-73.971327,40.758445,1,1.5908054665889415,6,7.573991096365776,7.999999999999997
177,100,10.0,-74.002581,40.739572,-73.99458,40.760682,1,2.442168284554364,12,9.421835919951599,8.309999999999999
178,689,5.0,-73.995087,40.760146,-73.982215,40.763185,1,1.1355582786412142,16,6.5162166307601215,6.38
179,226,2.5,-73.989142,40.720105,-73.988777,40.720662,1,0.06915355055581603,3,6.906225968339914,10.19
180,456,18.5,-73.980992,40.744531,-73.94847800000002,40.778086,1,4.628221921470586,0,13.104658781738058,16.979
181,397,13.5,-73.98265,40.753748,-74.00793,40.741922,1,2.5028697393466848,15,10.200513712737187,8.440000000000001
182,674,14.9,-73.968212,40.762212,-73.919958,40.755087,2,4.140761551990315,20,11.850388752545939,10.77
183,267,16.9,-73.990057,40.756307,-73.94960400000002,40.834464,1,9.334016079155488,13,26.945774470964842,25.926000000000005
184,373,21.5,-73.955235,40.773077,-74.00795500000002,40.71711,6,7.645530483619098,19,19.907891774330718,28.456
185,677,20.5,-73.989813,40.747356,-73.92714699999998,40.762732,1,5.5484139263908085,23,15.034426328695044,15.160000000000002
186,931,5.0,-73.9994125366211,40.74410629272461,-73.98988342285155,40.74726867675781,1,0.8763986018919229,10,4.992540873149613,4.459999999999999
187,185,5.7,-73.99049000000002,40.755982,-73.974202,40.75421,4,1.3860301911495077,5,7.575726901503995,7.31
188,335,6.1,-73.98795,40.757852,-73.988227,40.749963,1,0.8775270210950514,20,4.719802498950191,5.07
189,811,7.7,-73.98729,40.739077,-74.008045,40.712155,1,3.4670647934155565,7,12.148082513506713,20.67
190,388,8.5,-73.99476,40.765585,-73.996026,40.758698,1,0.7731867266458047,9,5.380488603808507,4.77
191,78,7.0,-73.988425,40.764342,-74.001642,40.745752,2,2.3478401767288526,22,8.898543006553261,8.95
192,769,4.9,-73.947062,40.784043,-73.951198,40.772092,1,1.3737664545219213,15,7.094435767954232,7.590000000000002
193,751,11.0,-73.97426999999998,40.756035,-73.96899,40.785887,1,3.3490379068428258,21,9.793903290046973,10.51
194,344,33.07,-73.862764,40.769064,-73.984033,40.752842,2,10.371758036267662,14,30.69564808594419,33.181999999999995
195,79,8.5,-73.994128,40.735087,-73.986393,40.751461,1,1.9338062764602169,22,7.656668428348415,7.639999999999999
196,177,11.3,-73.981154,40.729204,-74.007407,40.74851,2,3.0823281642564444,13,10.995848464730278,9.9
197,657,2.5,-73.98640999999998,40.76335,-73.98640999999998,40.76335,1,0.0,1,12.261205871974953,9.77
198,210,12.5,-73.982332,40.768633,-73.983343,40.744372,1,2.6990437934979243,8,8.961464491531563,8.34
199,381,8.5,-73.958823,40.783588,-73.978697,40.777533,1,1.8037351344654289,13,7.019238106463548,8.290000000000001
200,512,10.1,-73.993027,40.725563,-73.958591,40.717069,1,3.051876764761312,2,9.633317190705043,9.000000000000002
201,685,20.5,-73.98441,40.716667,-73.92223800000002,40.767287,6,7.688762176187649,23,22.795420788392576,21.33
202,997,29.3,-73.94238,40.837712,-73.864372,40.769985,2,9.991246491144736,11,28.800250196788536,31.271
203,927,57.33,-73.776721,40.645324,-73.983183,40.748877,2,20.869629256295664,9,55.93861405912228,53.11099999999999
204,376,2.5,0.0,0.0,0.0,0.0,1,0.0,5,10.473014858730796,9.89
205,788,6.0,-73.977032,40.750545,-73.990488,40.737205,1,1.8669101216760748,13,8.623047336470952,8.49
206,91,7.7,-73.96888100000002,40.764533,-73.985311,40.748956,1,2.21703317478583,11,10.014720454288064,11.92
207,170,11.7,-73.98149599999998,40.781004,-73.99592,40.738813,1,4.846168791810907,20,13.156455565093253,12.78
208,584,7.3,-73.968412,40.786347,-73.952285,40.789819,1,1.4115406809657256,8,6.06800221807364,5.69
209,90,10.5,-74.00113499999998,40.730979,-73.984424,40.76463,1,3.997867534917917,21,10.914752609968795,10.77
210,75,15.07,-73.961933,40.795585,-73.962253,40.764817,2,3.4213515977698434,1,10.77764467379923,18.8
211,747,11.3,-73.974097,40.759455,-74.009692,40.722595,1,5.078572329975113,7,15.069695159340398,17.23
212,969,7.7,-73.981439,40.760569,-73.957854,40.77930900000001,1,2.8787073675799717,23,8.308810332815487,9.39
213,368,15.5,-73.957675,40.717887,-73.942583,40.686397,1,3.7254874395581137,1,13.124515209487784,11.04
214,893,10.5,-73.983825,40.738307,-73.957293,40.766155,1,3.818833458254689,9,12.047152910683586,10.55
215,529,10.5,-73.97248,40.784842,-73.954747,40.775662,1,1.8086798773412633,11,8.511128253114686,8.83
216,870,7.3,-73.976538,40.755762,-73.959461,40.763329,1,1.6663507896417125,20,6.764214091090873,5.88
217,97,9.0,-73.984977,40.752122,-74.000925,40.757982,1,1.4930112539723053,12,7.215792037679971,7.0299999999999985
218,897,10.9,-74.014483,40.71451,-73.982215,40.740178,1,3.942039113237248,21,10.970458273110463,10.55
219,272,10.9,-73.964958,40.775261,-73.94966099999998,40.809689,1,4.0390066861356315,18,12.003070638054119,9.33
220,881,8.5,0.0,0.0,0.0,0.0,1,0.0,23,22.628774559976286,25.509000000000004
221,936,9.0,-73.98844909667969,40.7259407043457,-73.98915100097656,40.72842025756836,1,0.28198655571100123,12,4.4233281605982535,4.43
222,270,7.5,-73.995892,40.746454,-73.995892,40.746454,1,0.0,1,7.325122952445433,10.080000000000002
223,708,18.9,-74.010163,40.708902,-73.987847,40.749225,5,4.86206859438661,12,14.227685699183647,14.929999999999998
224,483,7.0,-73.95893000000002,40.763626,-73.973753,40.759813,1,1.3184625050638423,5,6.783578485120303,6.58
225,610,6.0,-73.96865799999998,40.77030300000001,-73.982578,40.77470200000001,1,1.2701526412702289,10,5.9974117211734965,6.85
226,431,13.0,-73.985802,40.77747700000001,-73.987414,40.754369,1,2.5730762299005345,10,9.703563476734102,9.77
227,754,6.1,-73.983305,40.748403,-73.99111500000002,40.765688,1,2.0314608749683503,19,8.09490568995372,9.04
228,729,8.9,-74.008557,40.72074,-73.981338,40.728984,1,2.470119757352689,13,9.460992180085457,10.54
229,279,5.0,-74.00269,40.739438,-73.994579,40.75057,2,1.413896395329867,20,6.211093173707707,6.6800000000000015
230,13,7.0,-74.00536,40.728867,-74.008913,40.710907,1,2.019383827197718,19,7.81454875006312,9.13
231,943,9.5,-73.98600400000002,40.749766,-74.003312,40.724212,1,3.193825335792277,20,10.388980541986738,10.15
232,395,5.0,-73.98214,40.772705,-73.988691,40.774325,1,0.5803101675340612,8,4.8898422006438045,4.04
233,810,4.9,-73.952797,40.780497,-73.955042,40.788527,5,0.9126820464207492,12,5.56985223883817,7.77
234,74,16.5,-73.9828,40.745287,-74.01425,40.702935,1,5.4038725240101035,16,16.160996099961125,17.48
235,239,6.7,-73.95966899999998,40.779718,-73.976259,40.788413,1,1.6987581609614837,16,6.297305611258843,7.49
236,275,18.1,-74.008134,40.748631,-73.952349,40.780512,2,5.885549923608786,11,18.49691167630181,15.23
237,505,13.3,-74.005752,40.717735,-73.962639,40.766952,2,6.568310615943372,14,15.8418715426926,16.04
238,236,5.3,-73.986402,40.754723,-73.998898,40.739248,1,2.017196653457644,0,8.458310456398234,7.980000000000001
239,59,6.5,-73.98543000000002,40.736011,-73.982501,40.724802,1,1.2705845555475177,12,6.498368195823579,6.44
240,920,4.9,-73.987447,40.741957,-73.97799300000001,40.754168,2,1.5741291669484077,14,8.248806106400616,7.880000000000001
