,id,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,hour
32,32,31.9,2009-01-09 16:10:00,-73.87302700000002,40.77388300000001,-73.984545,40.769545,3,16
33,33,5.7,2011-09-07 14:05:00,-73.976162,40.744988,-73.990002,40.738323,2,14
34,34,18.1,2011-09-07 23:05:44,-73.993717,40.740785,-73.99927199999998,40.676617,1,23
35,35,58.0,2015-01-11 03:15:38,-73.98332977294923,40.73871994018555,-73.93319702148438,40.84722518920898,1,3
36,36,4.5,2015-03-12 08:08:38,-73.99017333984375,40.756446838378906,-73.9856185913086,40.7628288269043,1,8
37,37,5.3,2012-01-19 10:15:30,-73.995199,40.75474000000001,-74.005416,40.75108400000001,1,10
38,38,9.0,2013-11-24 11:42:00,-73.95774,40.773617,-73.977087,40.758465,6,11
39,39,9.8,2009-03-02 20:42:49,-73.972673,40.759186,-73.969897,40.791367,1,20
40,40,8.1,2011-03-29 15:39:49,-73.984267,40.744961,-73.981646,40.759608,1,15
41,41,10.9,2011-10-15 10:55:24,-74.003899,40.725514,-73.976484,40.765537,2,10
42,42,17.5,2013-11-22 08:38:09,-73.97845,40.76292,-74.008482,40.716502,1,8
43,43,12.1,2009-06-10 21:28:00,-73.988558,40.7372,-73.958688,40.780748,1,21
44,44,5.3,2011-03-04 18:12:00,-73.997037,40.737095,-73.98612800000002,40.735043,1,18
45,45,6.9,2011-08-31 21:14:15,-73.971114,40.758944,-73.97793,40.736613,1,21
46,46,4.5,2011-06-01 20:30:00,-73.980822,40.74442,-73.991093,40.748797,1,20
47,47,3.3,2011-12-14 07:53:00,-73.988877,40.76357700000001,-73.985573,40.760262,1,7
48,48,3.3,2012-07-18 00:16:00,-73.98666,40.756072,-73.989727,40.751702,5,0
49,49,9.0,2013-01-29 12:26:00,-73.992253,40.742657,-73.983597,40.755947,1,12
50,50,9.7,2011-12-06 09:09:21,-73.985582,40.73976500000001,-73.973899,40.760426,1,9
51,51,5.5,2012-10-06 20:31:36,-73.952825,40.772048,-73.95219399999998,40.781152,3,20
52,52,8.0,2013-01-23 07:01:38,-73.980298,40.783723,-73.979628,40.763179,1,7
53,53,7.5,2013-09-07 03:17:00,-73.97770799999998,40.746212,-73.975782,40.745055,1,3
54,54,25.5,2013-11-10 01:12:19,-73.974497,40.751603,-73.934927,40.851567,4,1
55,55,15.3,2012-01-04 18:07:29,-73.97151,40.755886,-73.968067,40.801173,1,18
56,56,34.67,2010-05-31 18:06:00,-73.985427,40.758853,-73.872907,40.774497,1,18
57,57,9.7,2011-03-19 21:55:00,-73.97954200000002,40.727498,-73.999315,40.730088,4,21
58,58,13.7,2012-07-19 23:53:14,-74.002113,40.739582,-73.971918,40.791899,2,23
59,59,6.5,2009-03-23 12:13:29,-73.98543000000002,40.736011,-73.982501,40.724802,1,12
60,60,5.0,2014-07-16 10:57:00,-73.996148,40.74189000000001,-73.992202,40.739425,6,10
61,61,4.5,2011-04-22 23:21:03,-74.009137,40.713436,-74.00282299999998,40.72342800000001,3,23
62,62,4.9,2012-01-02 14:54:00,-74.003985,40.73167700000001,-73.999765,40.723512,1,14
63,63,7.0,2014-05-01 09:12:00,-73.96620300000002,40.7675,-73.980915,40.77424,6,9
64,64,7.3,2011-11-07 10:47:40,-74.003919,40.753019,-73.992368,40.735362,1,10
65,65,7.5,2012-10-07 17:59:08,-74.004736,40.715882,-74.017723,40.705141,1,17
66,66,8.5,2014-01-17 09:03:00,-73.991467,40.750575,-73.98575,40.741547,4,9
67,67,16.5,2014-04-29 18:28:00,-73.970323,40.75084,-73.99839200000002,40.724862,6,18
68,68,11.5,2015-04-12 10:19:05,-73.97927856445312,40.72343826293945,-74.00460815429686,40.7469482421875,6,10
69,69,5.0,2015-05-12 23:51:42,-73.95479583740234,40.779335021972656,-73.94493103027344,40.780086517333984,1,23
70,70,6.9,2009-08-02 02:34:11,-73.99578100000002,40.723411,-74.005004,40.71895,2,2
71,71,3.7,2010-01-31 10:53:00,-74.00163,40.730767,-73.997112,40.737533,1,10
72,72,6.9,2010-05-14 08:09:00,-73.955118,40.768942,-73.963495,40.761887,2,8
73,73,10.1,2012-05-21 15:20:00,-73.977788,40.771838,-73.9662,40.778113,2,15
74,74,16.5,2014-12-08 16:00:01,-73.9828,40.745287,-74.01425,40.702935,1,16
75,75,15.07,2010-08-16 01:33:00,-73.961933,40.795585,-73.962253,40.764817,2,1
76,76,7.7,2010-12-04 14:26:13,-73.996601,40.736569,-73.982152,40.744322,1,14
77,77,24.9,2011-08-12 04:20:00,-74.006662,40.73121,-73.92594,40.825588,1,4
78,78,7.0,2013-02-06 22:16:00,-73.988425,40.764342,-74.001642,40.745752,2,22
79,79,8.5,2014-06-11 22:24:21,-73.994128,40.735087,-73.986393,40.751461,1,22
80,80,5.7,2010-08-19 16:33:00,-73.97383,40.763717,-73.98942,40.771522,1,16
81,81,5.0,2013-03-10 15:44:00,-74.01335999999998,40.702272,-74.01699,40.709245,1,15
82,82,8.5,2013-06-14 08:27:43,-73.95371,40.790813,-73.957015,40.777676,1,8
83,83,17.0,2013-07-08 21:24:00,-74.00972800000002,40.705167,-73.970897,40.749307,1,21
84,84,8.0,2014-03-21 11:00:29,-73.950688,40.828531,-73.964101,40.80814,1,11
85,85,12.0,2014-10-02 13:39:56,-73.995387,40.749482,-73.975789,40.748741,1,13
86,86,12.5,2011-08-31 08:21:47,-73.917399,40.746485,-73.97375600000002,40.763836,1,8
87,87,7.5,2014-05-19 06:26:00,-73.990815,40.730495,-73.978337,40.751085,1,6
88,88,6.9,2012-04-05 05:50:00,-74.00744300000002,40.732547,-73.991112,40.742312,5,5
89,89,5.0,2015-03-04 14:55:40,-73.9887466430664,40.74495315551758,-73.99568176269531,40.74422073364258,2,14
90,90,10.5,2010-04-27 21:40:07,-74.00113499999998,40.730979,-73.984424,40.76463,1,21
91,91,7.7,2011-02-22 11:09:16,-73.96888100000002,40.764533,-73.985311,40.748956,1,11
92,92,11.0,2015-04-03 16:21:30,-73.9810562133789,40.77426528930664,-73.95904541015625,40.78067398071289,2,16
93,93,5.7,2009-01-09 15:01:20,-73.99282600000002,40.751271,-73.982786,40.742432,1,15
94,94,9.0,2013-01-09 14:42:00,-73.946852,40.775802,-73.96434,40.760703,1,14
95,95,13.5,2013-07-06 17:18:00,-73.950655,40.783282,-73.984365,40.769802,1,17
96,96,7.5,2013-10-08 17:29:00,-73.976512,40.76527700000001,-73.977672,40.778052,1,17
97,97,9.0,2014-12-07 12:26:00,-73.984977,40.752122,-74.000925,40.757982,1,12
98,98,14.0,2015-05-17 08:02:59,-73.97920989990234,40.72368240356445,-74.01746368408203,40.71139526367188,1,8
99,99,5.7,2011-06-09 00:53:00,-73.983052,40.722588,-73.988022,40.733738,3,0
100,100,10.0,2014-11-12 12:40:29,-74.002581,40.739572,-73.99458,40.760682,1,12
101,101,5.7,2010-06-04 14:49:00,-73.993452,40.761447,-73.979662,40.759618,5,14
102,102,9.7,2010-11-08 20:42:00,-73.97070500000002,40.761643,-73.99283299999998,40.727647,2,20
103,103,14.1,2011-03-09 07:24:34,-73.974492,40.751369,-74.01058499999998,40.703364,1,7
104,104,7.7,2011-08-04 10:38:00,-73.991607,40.76318,-73.982718,40.76239,2,10
105,105,52.0,2009-03-25 00:08:52,-74.035839,40.74732,-74.035839,40.74732,1,0
106,106,11.3,2010-03-22 10:01:00,-74.00766999999998,40.732177,-73.974663,40.758932,1,10
107,107,8.5,2012-03-25 09:22:45,-73.986681,40.725659,-73.977068,40.754504,1,9
108,108,12.9,2012-06-05 09:16:00,-73.965315,40.790852,-73.978195,40.766375,6,9
109,109,9.5,2012-11-06 11:33:14,-73.972195,40.765883,-73.96794200000002,40.761951,1,11
110,110,9.0,2014-05-22 18:30:00,-73.982272,40.748357,-73.969325,40.763877,1,18
111,111,10.0,2014-10-17 08:28:00,-73.99179699999998,40.735262,-73.975915,40.748697,6,8
112,112,35.0,2012-12-06 18:05:00,-73.95331,40.787772,-73.944352,40.719772,2,18
113,113,9.0,2012-12-06 18:05:00,-73.96083,40.77308,-73.978372,40.774907,1,18
114,114,17.0,2014-07-20 12:48:35,-73.97339000000002,40.743883,-73.954021,40.766063,1,12
115,115,6.1,2009-01-25 18:41:00,-74.00012199999998,40.74308,-74.00615,40.734233,5,18
116,116,14.5,2010-03-27 02:26:39,-73.961598,40.716487,-73.960417,40.674963,2,2
117,117,3.7,2011-01-05 17:39:00,-73.966957,40.761268,-73.967912,40.765535,1,17
118,118,32.5,2012-05-11 15:03:53,-73.872862,40.774105,-73.97059300000002,40.764393,2,15
119,119,5.3,2010-01-03 10:20:12,-73.995083,40.739527,-73.999599,40.726264,3,10
120,120,11.5,2012-11-08 21:00:00,-73.972018,40.750142,-74.006008,40.73622,5,21
121,121,4.0,2013-11-23 23:34:03,-73.993701,40.741569,-73.987999,40.748834,1,23
122,122,10.5,2010-06-17 16:12:58,-73.966473,40.7575,-73.993336,40.745051,1,16
123,123,17.7,2012-08-19 19:56:34,-73.87082,40.773748,-73.808317,40.7003,1,19
124,124,8.0,2013-01-17 17:22:00,0.0,0.0,0.0,0.0,2,17
125,125,5.0,2013-05-10 16:39:08,-73.971696,40.763378,-73.962035,40.776598,1,16
126,126,19.0,2013-09-17 04:22:00,-73.98721,40.729325,-73.931985,40.697207,1,4
127,127,8.0,2014-01-06 21:21:00,-73.98849200000002,40.71797700000001,-73.97818000000002,40.737407,1,21
128,128,7.3,2010-09-30 08:38:00,-73.986588,40.72165,-74.00800500000003,40.717167,2,8
129,129,6.5,2012-10-06 15:47:00,-73.98213,40.774807,-73.97358299999998,40.789645,5,15
130,130,8.0,2013-02-11 00:13:00,-74.002843,40.733692,-73.987882,40.72859,1,0
131,131,16.5,2014-09-12 23:10:00,-73.983837,40.676052,-74.002522,40.723145,1,23
132,132,49.57,2009-09-22 21:14:00,-73.977023,40.7526,-73.79030999999998,40.643783,2,21
133,133,10.5,2012-02-03 13:46:35,-73.988006,40.737723,-73.965699,40.766095,1,13
134,134,22.5,2012-02-12 01:26:00,-73.9882,40.75909,-73.923683,40.86861,5,1
135,135,11.5,2012-12-21 06:47:00,-73.94747199999998,40.771227,-73.981832,40.760272,1,6
136,136,12.5,2014-11-01 16:51:09,-73.984723,40.748023,-73.977245,40.757891,2,16
137,137,5.5,2013-01-26 18:36:00,-73.950305,40.785607,-73.943587,40.789532,1,18
138,138,6.5,2013-05-20 11:03:50,-73.980735,40.747911,-73.97053000000002,40.761998,1,11
139,139,16.5,2015-05-31 07:33:18,-73.99698638916014,40.75542831420898,-73.95319366455078,40.802101135253906,3,7
140,140,9.0,2015-02-15 22:41:32,-74.00344848632812,40.73310089111328,-74.00800323486328,40.70721435546875,1,22
141,141,8.9,2009-06-25 10:29:00,-73.9578,40.768003,-73.981712,40.763392,1,10
142,142,10.9,2009-07-23 17:05:10,-73.983735,40.746697,-73.954411,40.772219,1,17
143,143,8.9,2011-03-19 15:00:27,-73.98103,40.729782,-73.993011,40.752803,1,15
144,144,8.5,2011-05-06 11:37:14,-73.963115,40.774034,-73.975251,40.760823,1,11
145,145,17.0,2013-02-08 09:50:04,-73.962458,40.759027,-73.986199,40.753397,1,9
146,146,12.5,2010-08-24 01:39:26,-74.003848,40.720855,-73.98098,40.668304,1,1
147,147,52.5,2014-05-13 22:19:00,-73.982265,40.762062,-73.76855,40.675135,1,22
148,148,16.0,2014-10-25 21:24:00,-74.005677,40.745547,-73.962663,40.794295,1,21
149,149,8.0,2015-04-19 22:21:12,-73.98548889160156,40.74728012084961,-74.00767517089844,40.74076843261719,1,22
150,150,17.3,2010-05-17 07:44:00,-73.950972,40.785633,-74.01024,40.720302,1,7
151,151,5.7,2011-10-26 03:37:00,-74.00844000000002,40.711253,-74.001313,40.731078,1,3
152,152,5.5,2015-04-18 09:30:31,-73.98091125488281,40.7420654296875,-73.97698974609375,40.75165557861328,1,9
153,153,16.5,2009-02-27 13:31:21,-73.974938,40.762091,-74.003309,40.706195,2,13
154,154,12.9,2009-07-16 20:33:00,-73.980755,40.68055800000001,-73.98911,40.726788,2,20
155,155,10.1,2011-05-16 13:10:38,-73.99124499999998,40.739058,-73.992972,40.76768,1,13
156,156,9.5,2013-08-09 21:19:00,-73.992583,40.730417,-74.005352,40.740247,1,21
157,157,4.5,2010-03-14 15:40:00,-73.979872,40.74902700000001,-73.97655300000002,40.757498,5,15
158,158,6.5,2011-04-27 13:19:48,-73.971541,40.764009,-73.975937,40.755971,1,13
159,159,21.5,2015-01-30 00:16:06,-74.0010986328125,40.72149658203125,-73.95943450927734,40.6530647277832,1,0
160,160,8.0,2014-11-04 12:11:19,-73.975189,40.759095,-73.98051,40.76761,1,12
161,161,4.9,2009-12-27 21:07:39,-74.00301800000003,40.73978,-73.99153299999998,40.733091,1,21
162,162,5.7,2010-07-04 13:07:47,-73.991037,40.750049,-73.980438,40.75193,2,13
163,163,15.3,2011-06-12 13:33:00,-73.949477,40.768018,-74.003118,40.733022,5,13
164,164,14.9,2012-08-28 12:29:40,-73.992214,40.758864,-73.9938,40.722718,1,12
165,165,7.0,2012-11-11 18:23:00,-73.999998,40.727087,-73.992448,40.735602,1,18
166,166,35.5,2013-03-24 18:05:42,-73.86389100000002,40.770005,-74.007246,40.705533,1,18
167,167,8.5,2014-08-13 08:26:00,-73.954598,40.78676,-73.966013,40.768112,1,8
168,168,4.5,2009-01-16 21:10:00,-73.99414300000002,40.751193,-73.988897,40.759742,1,21
169,169,4.1,2011-01-21 18:43:46,-73.982279,40.768364,-73.985968,40.762939,1,18
170,170,11.7,2011-02-26 20:27:36,-73.98149599999998,40.781004,-73.99592,40.738813,1,20
171,171,23.0,2013-06-22 02:35:01,-73.99772800000002,40.746099,-73.94765600000002,40.829451,1,2
172,172,5.7,2009-06-06 23:56:00,-73.982357,40.762498,-73.97321,40.755345,2,23
173,173,5.3,2009-01-24 09:51:00,-73.96706999999998,40.769178,-73.954895,40.77821,1,9
174,174,10.5,2015-02-27 07:50:56,-73.94402313232422,40.77595901489258,-73.95504760742188,40.78507995605469,1,7
175,175,4.9,2009-03-25 14:48:49,-73.982095,40.774001,-73.975373,40.787111,1,14
176,176,6.5,2010-09-10 18:45:00,-73.98353,40.766992,-73.986255,40.779708,4,18
177,177,11.3,2011-08-31 13:47:02,-73.981154,40.729204,-74.007407,40.74851,2,13
178,178,11.5,2013-04-12 04:39:51,-73.963511,40.761732,-73.917488,40.739776,1,4
179,179,5.3,2009-05-29 09:46:11,-73.98341500000002,40.761844,-73.990414,40.756375,2,9
180,180,5.7,2010-07-15 19:09:01,-74.006055,40.733166,-74.002895,40.74553,1,19
181,181,8.1,2009-09-07 18:52:00,-73.952198,40.788107,-73.980767,40.774995,1,18
182,182,6.1,2010-06-09 06:20:32,-74.008083,40.719238,-73.99831999999998,40.737977,1,6
183,183,9.3,2012-04-15 17:02:44,-73.995636,40.746573,-73.984437,40.767145,1,17
184,184,4.5,2013-02-06 14:52:00,-73.972072,40.755692,-73.972082,40.755727,2,14
185,185,5.7,2011-12-13 05:56:00,-73.99049000000002,40.755982,-73.974202,40.75421,4,5
186,186,16.5,2014-07-27 08:22:00,-73.95485,40.76542,-74.00751,40.73877,2,8
187,187,17.0,2013-06-06 15:23:56,-73.954462,40.764046,-73.99459300000002,40.729272,2,15
188,188,24.5,2014-07-12 15:22:00,-74.01278,40.707952,-73.99793199999998,40.760632,6,15
189,189,6.1,2010-05-25 20:14:00,-74.005278,40.735298,-73.986698,40.729892,1,20
190,190,6.0,2012-09-08 00:49:20,-74.004935,40.729625,-74.01615600000002,40.71741,1,0
191,191,6.5,2014-01-08 21:55:58,-73.998488,40.726303,-73.998488,40.726303,1,21
192,192,3.7,2010-09-05 17:08:00,0.0,0.0,0.0,0.0,5,17
193,193,4.5,2012-08-30 18:57:00,-73.9265,40.765577,-73.93789699999998,40.76451,3,18
194,194,27.0,2013-05-02 07:41:00,-73.987285,40.718622,-73.959295,40.778482,1,7
195,195,16.0,2014-02-05 00:28:00,-73.996652,40.744495,-73.980253,40.737635,1,0
196,196,16.1,2010-01-12 17:11:00,-73.959222,40.763282,-73.9633,40.716935,1,17
197,197,15.7,2010-11-07 17:14:23,-73.97489499999998,40.751455,-73.98175400000002,40.783542,2,17
198,198,26.9,2012-04-22 00:35:00,-73.863072,40.768622,-73.98214499999997,40.736167,6,0
199,199,5.5,2013-01-05 21:36:00,-73.989692,40.735497,-73.982012,40.739392,1,21
200,200,6.0,2013-10-05 09:12:21,-74.00031,40.747961,-73.993636,40.757229,1,9
201,201,7.7,2009-11-16 23:53:00,-74.00145,40.717487,-74.017455,40.709785,1,23
202,202,12.9,2011-04-05 11:29:00,-73.985185,40.72777,-73.98060500000003,40.759143,1,11
203,203,11.3,2012-04-25 20:39:00,-73.993973,40.746577,-74.00506,40.70936500000001,1,20
204,204,42.5,2011-01-10 16:07:00,-73.795677,40.807722,-73.97868299999998,40.724365,2,16
205,205,5.7,2011-01-14 18:10:00,-73.98637,40.74738,-73.975567,40.744572,2,18
206,206,5.3,2012-04-02 08:02:16,-73.948001,40.77854,-73.958566,40.778483,2,8
207,207,10.5,2010-02-10 08:57:54,-73.95410799999998,40.766901,-73.984133,40.743475,1,8
208,208,7.3,2011-05-31 22:21:01,-73.99400899999998,40.76144,-73.972811,40.792574,1,22
209,209,4.5,2011-09-26 09:32:42,-73.99533100000002,40.739986,-73.987655,40.736707,1,9
210,210,12.5,2012-10-23 08:09:25,-73.982332,40.768633,-73.983343,40.744372,1,8
211,211,16.5,2013-09-07 22:29:00,-73.9952,40.731697,-73.94977,40.780347,1,22
212,212,4.9,2012-07-31 19:20:00,-74.002707,40.72664,-73.991825,40.72722,2,19
213,213,4.1,2011-08-26 08:00:00,-73.990953,40.733067,-73.996235,40.72557000000001,1,8
214,214,15.5,2013-03-17 12:56:58,-73.985132,40.76853,-74.002285,40.73000800000001,1,12
215,215,11.0,2015-05-25 15:11:09,-73.97221374511719,40.76557159423828,-73.97958374023438,40.73646926879883,1,15
216,216,4.9,2009-04-08 19:11:10,-73.998287,40.72749,-73.98985400000002,40.735239,2,19
217,217,11.3,2009-06-06 01:57:52,-73.98019599999998,40.726966,-73.956413,40.77547,1,1
218,218,7.3,2011-02-27 14:45:00,-73.983758,40.74643,-73.963557,40.774088,1,14
219,219,14.9,2012-01-13 11:28:00,-73.955268,40.782767,-73.93238199999998,40.794812,6,11
220,220,30.9,2012-03-16 07:58:00,-73.981942,40.763977,-73.870455,40.773607,5,7
221,221,6.1,2012-06-18 20:57:27,-73.98971999999998,40.75238,-74.007553,40.743197,1,20
222,222,3.3,2010-02-23 09:49:00,-73.995802,40.749905,-73.99454300000002,40.750907,1,9
223,223,4.1,2012-01-06 07:05:08,-73.991863,40.754275,-73.983796,40.753213,1,7
224,224,12.0,2014-07-21 14:03:00,-73.973857,40.764185,-73.994435,40.750242,3,14
225,225,9.0,2014-08-05 11:44:33,-73.991485,40.754599,-74.00497,40.751693,1,11
226,226,2.5,2012-03-29 03:51:00,-73.989142,40.720105,-73.988777,40.720662,1,3
227,227,8.9,2012-06-30 13:43:00,-73.98948,40.743287,-73.965692,40.754512,1,13
228,228,10.5,2014-01-31 04:49:53,-73.97899100000002,40.72375,-73.96304599999998,40.711855,1,4
229,229,5.7,2010-11-16 19:40:00,-74.000552,40.727492,-74.005037,40.719123,1,19
230,230,7.0,2012-12-15 19:11:53,-74.002462,40.718762,-74.007071,40.705536,2,19
231,231,12.0,2014-07-20 23:51:54,-73.98499699999998,40.768466,-73.944564,40.800466,1,23
232,232,49.57,2010-05-24 14:24:00,-73.982483,40.75674,-73.789985,40.64691,1,14
233,233,8.5,2011-07-24 01:14:35,0.0,0.0,0.0,0.0,2,1
234,234,4.5,2012-08-18 18:33:00,-73.947035,40.776027,-73.95549799999998,40.764307,1,18
235,235,7.3,2009-08-08 21:32:00,-73.977897,40.762802,-73.99153000000003,40.750252,5,21
236,236,5.3,2010-01-08 00:28:00,-73.986402,40.754723,-73.998898,40.739248,1,0
237,237,6.9,2010-09-19 19:28:00,-73.967425,40.755712,-73.983035,40.734913,5,19
238,238,9.3,2012-05-16 18:14:00,-73.971088,40.792648,-73.968405,40.769673,1,18
239,239,6.7,2009-02-13 16:54:52,-73.95966899999998,40.779718,-73.976259,40.788413,1,16
240,240,7.3,2009-06-20 19:28:37,-73.979345,40.77663,-73.973842,40.757074,1,19
241,241,9.0,2013-09-03 08:08:00,-73.98088,40.779967,-73.95374699999998,40.78777,1,8
242,242,13.0,2013-01-20 14:33:27,-74.008125,40.738935,-73.980522,40.759953,2,14
243,243,19.0,2013-07-31 06:51:13,-73.988834,40.76428,-73.941405,40.838664,1,6
244,244,5.5,2013-09-09 22:12:59,-73.976474,40.765048,-73.964665,40.762986,1,22
245,245,8.1,2009-01-23 07:28:00,-73.99606800000002,40.732605,-73.980675,40.761862,1,7
246,246,9.3,2011-02-18 13:19:49,-73.97321099999998,40.760752,-73.974265,40.788281,1,13
247,247,18.0,2013-05-11 19:51:00,-73.997845,40.721235,-73.98825699999998,40.764125,1,19
248,248,12.0,2014-09-13 12:17:00,-73.984227,40.766897,-73.96239,40.776037,1,12
249,249,7.3,2009-04-21 22:59:27,-73.96853399999998,40.752603,-73.992625,40.742916,1,22
250,250,4.9,2009-09-26 15:17:20,-73.95554,40.781958,-73.96219599999998,40.772095,2,15
251,251,16.1,2010-05-28 21:33:07,-73.789506,40.64704,-73.81562199999998,40.680364,1,21
252,252,12.9,2011-05-02 08:20:11,-73.978602,40.76412,-74.00885799999998,40.715637,2,8
253,253,4.0,2015-02-14 19:00:23,-73.96197509765625,40.7761116027832,-73.95484924316406,40.77407455444336,1,19
254,254,15.3,2011-05-02 12:44:59,-74.006636,40.751407,-73.95497900000002,40.765281,1,12
255,255,11.7,2012-06-24 17:33:00,-73.954497,40.769857,-73.98431500000002,40.746007,1,17
256,256,25.3,2010-05-22 23:29:57,-74.001343,40.74132,-73.928619,40.864267,1,23
257,257,8.9,2010-06-30 02:22:05,-73.993112,40.719911,-73.95672900000002,40.720723,1,2
258,258,6.0,2013-04-26 02:06:00,-73.978778,40.75350200000001,-73.973247,40.748147,1,2
259,259,6.0,2013-05-02 03:57:12,-73.99578000000002,40.716218,-74.009132,40.72078,1,3
260,260,6.5,2011-01-23 11:44:28,-74.003665,40.736906,-73.997843,40.724187,1,11
261,261,7.5,2012-10-14 21:06:27,-73.97733000000002,40.74948,-73.987669,40.732709,1,21
262,262,16.5,2015-04-30 14:07:57,-74.00399017333984,40.74797821044922,-73.98319244384766,40.75632858276367,1,14
263,263,4.9,2010-07-12 09:44:33,-73.983249,40.734655,-73.99127800000002,40.738918,1,9
264,264,9.7,2012-01-08 19:03:15,-73.962981,40.766443,-73.98893000000002,40.731434,1,19
265,265,7.7,2012-04-24 13:00:36,-73.97935,40.784608,-73.963933,40.808145,1,13
266,266,19.0,2014-05-09 09:42:16,-73.968675,40.799103,-73.935898,40.849863,2,9
267,267,16.9,2009-07-31 13:53:52,-73.990057,40.756307,-73.94960400000002,40.834464,1,13
268,268,10.5,2012-11-18 12:17:00,-74.00219799999998,40.739608,-73.987342,40.720295,2,12
269,269,8.9,2011-06-15 18:07:00,-73.99633,40.753225,-73.978895,40.766963,3,18
270,270,7.5,2012-08-25 01:53:42,-73.995892,40.746454,-73.995892,40.746454,1,1
271,271,5.5,2012-09-06 13:41:00,-74.005583,40.740728,-74.003423,40.748705,1,13
272,272,10.9,2009-05-13 18:17:00,-73.964958,40.775261,-73.94966099999998,40.809689,1,18
273,273,8.1,2009-10-30 18:13:00,0.0,0.0,0.0,0.0,4,18
274,274,5.7,2010-01-17 22:07:00,-73.967598,40.756242,-73.953277,40.76833,1,22
275,275,18.1,2009-12-06 11:58:29,-74.008134,40.748631,-73.952349,40.780512,2,11
276,276,10.9,2010-06-30 06:15:00,-73.95394,40.781298,-73.994423,40.75014,5,6
277,277,8.9,2011-04-04 18:56:00,-73.939093,40.80510200000001,-73.956073,40.771995,5,18
278,278,13.5,2014-03-03 23:30:00,-73.981627,40.78042,-74.008465,40.734012,2,23
279,279,5.0,2014-05-19 20:59:26,-74.00269,40.739438,-73.994579,40.75057,2,20
280,280,5.3,2011-12-07 19:40:21,-73.958749,40.781019,-73.945876,40.778165,1,19
281,281,7.7,2012-06-17 02:05:53,-73.98779,40.721226,-73.992425,40.735723,1,2
282,282,9.0,2013-01-01 14:26:00,-73.969465,40.79798,-73.982315,40.776767,1,14
283,283,16.1,2011-10-08 00:24:00,-73.988568,40.732097,-73.957498,40.742657,1,0
