,switch,arsenic,distance,assoc,education,distance100,education4
155,0,0.56,30.3139991760254,1,8,0.30313999176025397,1
156,1,0.61,21.979000091552702,1,0,0.21979000091552706,0
157,1,2.17,10.458000183105499,1,5,0.10458000183105498,1
158,0,0.61,74.9990005493164,0,5,0.7499900054931641,1
159,1,0.96,81.9710006713867,1,3,0.8197100067138671,1
160,1,0.94,92.1760025024414,1,5,0.921760025024414,1
161,1,0.93,106.60800170898399,1,3,1.0660800170898401,1
162,0,1.02,103.060997009277,1,4,1.03060997009277,1
163,0,1.24,86.6050033569336,0,0,0.866050033569336,0
164,0,1.42,110.561996459961,0,5,1.10561996459961,1
165,0,1.31,122.325996398926,0,5,1.2232599639892598,1
166,0,0.83,122.018997192383,0,0,1.22018997192383,0
167,0,2.64,57.632999420165994,1,2,0.57632999420166,1
168,0,1.84,39.59600067138671,0,5,0.3959600067138671,1
169,0,2.48,39.515998840331996,0,0,0.39515998840332,0
170,0,1.27,21.5550003051758,0,10,0.215550003051758,2
171,0,0.69,51.74800109863279,0,0,0.5174800109863279,0
172,1,0.61,13.520999908447301,1,5,0.135209999084473,1
173,0,0.89,31.4540004730225,0,5,0.314540004730225,1
174,1,0.75,89.43099975585942,0,5,0.8943099975585942,1
175,0,0.81,19.2639999389648,1,0,0.192639999389648,0
176,0,1.81,53.36299896240229,1,9,0.533629989624023,2
177,0,1.25,30.128999710082997,1,0,0.30128999710083,0
178,1,1.12,27.136999130249,1,9,0.27136999130248995,2
179,1,0.71,28.7119998931885,1,0,0.287119998931885,0
180,1,2.16,20.6399993896484,1,0,0.206399993896484,0
181,1,1.7,36.75,0,5,0.3675,1
182,1,1.84,49.6800003051758,0,5,0.496800003051758,1
183,0,1.26,102.71099853515601,1,0,1.0271099853515602,0
184,0,2.53,108.615997314453,1,0,1.0861599731445302,0
185,0,2.95,96.4359970092773,0,0,0.964359970092773,0
186,0,0.62,100.861000061035,0,0,1.00861000061035,0
187,1,3.01,137.899993896484,0,10,1.3789999389648402,2
188,0,2.56,124.670997619629,1,5,1.24670997619629,1
189,1,1.97,151.065994262695,0,10,1.5106599426269498,2
190,0,1.2,121.575996398926,1,5,1.21575996398926,1
191,0,0.89,32.8499984741211,0,0,0.328499984741211,0
192,0,0.52,8.546999931335451,0,10,0.08546999931335451,2
193,1,2.49,27.9740009307861,0,4,0.279740009307861,1
194,1,1.25,29.4580001831055,0,0,0.294580001831055,0
195,0,1.13,19.659999847412106,1,5,0.19659999847412105,1
196,1,1.13,47.7089996337891,0,12,0.477089996337891,2
197,1,0.52,71.5230026245117,0,10,0.715230026245117,2
198,1,0.88,67.17600250244139,1,10,0.6717600250244139,2
199,0,3.48,69.9670028686523,0,5,0.6996700286865231,1
200,0,0.56,83.5719985961914,0,10,0.8357199859619141,2
201,0,1.35,71.4250030517578,0,5,0.714250030517578,1
202,1,1.67,71.4250030517578,0,0,0.714250030517578,0
203,0,1.92,71.4250030517578,0,10,0.714250030517578,2
204,0,2.41,190.287994384766,0,7,1.9028799438476598,1
205,0,2.36,186.304992675781,0,5,1.8630499267578102,1
206,0,2.41,218.300003051758,0,0,2.1830000305175803,0
207,1,1.46,53.5439987182617,0,14,0.535439987182617,3
208,1,2.0,63.6020011901855,0,0,0.636020011901855,0
209,1,1.32,67.4929962158203,0,5,0.674929962158203,1
210,1,1.75,66.7360000610352,0,5,0.6673600006103519,1
211,1,1.84,47.995998382568395,0,0,0.479959983825684,0
212,0,1.72,54.4160003662109,0,5,0.544160003662109,1
213,0,1.77,94.722999572754,0,5,0.94722999572754,1
214,1,2.77,70.7740020751953,0,7,0.707740020751953,1
215,1,0.73,11.248999595642099,1,0,0.112489995956421,0
216,1,0.69,4.88000011444092,1,0,0.0488000011444092,0
217,0,0.58,18.142999649047894,1,5,0.18142999649047895,1
218,1,0.52,15.7790002822876,1,12,0.157790002822876,2
219,1,0.62,0.38699999451637296,1,5,0.0038699999451637297,1
220,1,3.33,14.9650001525879,1,5,0.14965000152587898,1
221,0,0.51,24.6770000457764,0,0,0.246770000457764,0
222,0,1.26,17.5069999694824,1,0,0.175069999694824,0
223,1,0.6,22.881999969482397,0,5,0.228819999694824,1
224,1,0.59,6.7960000038147,0,5,0.067960000038147,1
225,1,0.66,8.996000289917001,1,0,0.08996000289917001,0
226,1,0.74,2.40899991989136,1,0,0.024089999198913598,0
227,1,0.71,9.30599975585938,1,0,0.0930599975585938,0
228,1,0.86,21.996000289917003,1,7,0.21996000289917006,1
229,0,0.51,14.0769996643066,0,10,0.14076999664306603,2
230,1,0.58,29.649000167846694,1,5,0.2964900016784669,1
231,0,0.55,11.376999855041499,0,5,0.113769998550415,1
232,1,1.26,29.5410003662109,0,0,0.295410003662109,0
233,0,0.52,33.367000579834,0,10,0.33367000579834005,2
234,0,0.83,26.7150001525879,0,10,0.26715000152587903,2
235,0,0.57,21.118000030517603,0,5,0.21118000030517606,1
236,0,0.53,71.4820022583008,0,0,0.7148200225830079,0
237,0,0.67,71.6370010375977,1,0,0.716370010375977,0
238,1,3.5,23.830999374389602,0,5,0.23830999374389605,1
239,1,2.8,5.72800016403198,1,12,0.05728000164031979,2
240,1,0.77,15.8149995803833,1,5,0.15814999580383302,1
241,1,0.74,32.5870018005371,1,5,0.325870018005371,1
242,1,0.77,40.13100051879879,0,10,0.4013100051879879,2
243,1,1.58,49.6380004882813,1,2,0.49638000488281303,1
244,1,0.8,24.886999130249,0,10,0.24886999130248996,2
245,0,0.55,47.6710014343262,1,0,0.476710014343262,0
246,1,0.9,56.590999603271506,1,10,0.5659099960327151,2
247,0,0.52,74.1169967651367,0,8,0.741169967651367,1
248,1,2.59,81.8489990234375,1,0,0.818489990234375,0
249,1,1.27,86.09400177001949,1,8,0.8609400177001949,1
250,0,0.97,71.8059997558594,0,14,0.7180599975585941,3
251,0,1.47,61.744998931884794,1,4,0.617449989318848,1
252,0,1.03,25.0450000762939,0,12,0.250450000762939,2
253,0,0.93,19.929000854492198,1,2,0.199290008544922,1
254,0,0.79,50.1189994812012,0,10,0.501189994812012,2
255,0,0.66,53.81600189208979,1,5,0.5381600189208979,1
256,0,0.85,33.5029983520508,1,10,0.335029983520508,2
257,0,0.93,58.3559989929199,0,5,0.583559989929199,1
258,0,1.42,17.9540004730225,0,12,0.17954000473022502,2
259,0,0.75,28.027000427246104,0,4,0.2802700042724611,1
260,0,1.46,31.6679992675781,0,8,0.316679992675781,1
261,0,1.16,34.437000274658196,0,5,0.344370002746582,1
262,0,1.17,50.95199966430661,0,15,0.509519996643066,3
263,1,0.83,60.7529983520508,1,0,0.6075299835205079,0
264,1,1.24,74.8769989013672,0,5,0.748769989013672,1
265,1,3.08,57.95999908447271,0,5,0.5795999908447271,1
266,1,3.59,61.6240005493164,0,0,0.6162400054931639,0
267,1,1.96,76.0660018920898,0,7,0.760660018920898,1
268,1,1.67,105.866996765137,0,5,1.05866996765137,1
269,0,1.69,112.675003051758,0,0,1.1267500305175802,0
270,0,2.71,197.13499450683602,1,5,1.9713499450683605,1
271,0,1.27,304.09698486328097,1,5,3.0409698486328103,1
272,0,1.43,339.531005859375,0,4,3.39531005859375,1
273,0,1.0,70.2710037231445,0,5,0.702710037231445,1
274,0,0.52,92.7440032958984,0,5,0.927440032958984,1
275,0,0.65,55.9210014343262,0,9,0.5592100143432621,2
276,0,0.7,50.8289985656738,1,0,0.508289985656738,0
277,0,0.51,37.601001739502,0,0,0.3760100173950201,0
278,0,1.02,17.9309997558594,0,0,0.179309997558594,0
279,1,2.05,11.8170003890991,0,5,0.11817000389099101,1
280,1,0.77,18.7970008850098,1,0,0.18797000885009804,0
281,1,1.2,17.5750007629395,0,5,0.17575000762939497,1
282,1,0.62,22.443000793457,0,5,0.22443000793457002,1
283,1,1.31,27.0259990692139,1,5,0.27025999069213896,1
284,1,1.79,17.1399993896484,0,0,0.17139999389648394,0
285,1,0.56,25.4540004730225,0,0,0.25454000473022503,0
286,1,0.77,45.576000213623,0,5,0.45576000213623,1
287,1,0.66,52.7610015869141,0,0,0.527610015869141,0
288,1,1.1,30.5410003662109,0,0,0.30541000366210896,0
289,1,0.82,16.399000167846697,1,5,0.16399000167846695,1
290,1,2.22,29.3190002441406,0,5,0.29319000244140603,1
291,1,2.82,36.0610008239746,1,0,0.3606100082397461,0
292,0,0.64,22.607000350952106,0,6,0.22607000350952106,1
293,1,1.26,27.141000747680696,1,6,0.2714100074768069,1
294,1,1.53,9.44699954986572,1,5,0.0944699954986572,1
295,1,1.8,16.69700050354,0,0,0.1669700050354,0
296,1,1.24,50.4770011901855,1,8,0.504770011901855,1
297,0,0.93,9.22399997711182,0,5,0.0922399997711182,1
298,1,0.54,6.9310002326965305,1,6,0.06931000232696531,1
299,1,0.82,27.2919998168945,0,5,0.27291999816894497,1
300,1,0.61,25.2950000762939,0,5,0.252950000762939,1
301,0,0.71,52.7120018005371,1,5,0.527120018005371,1
302,1,0.81,51.72900009155271,0,4,0.517290000915527,1
303,1,0.65,68.57199859619139,1,4,0.6857199859619139,1
304,1,0.68,23.679000854492198,1,0,0.236790008544922,0
305,1,1.26,45.20199966430661,1,9,0.452019996643066,2
306,1,0.92,9.168999671936039,0,5,0.0916899967193604,1
307,1,1.25,16.371000289917,1,0,0.16371000289916998,0
308,1,1.16,19.4169998168945,0,5,0.19416999816894495,1
309,1,0.76,57.792999267578104,1,5,0.577929992675781,1
310,1,1.2,43.271999359130895,0,10,0.43271999359130897,2
311,0,0.9,19.840000152587894,0,9,0.19840000152587894,2
312,1,0.52,5.17999982833862,0,5,0.0517999982833862,1
313,1,0.53,42.685001373291,0,8,0.4268500137329101,1
314,0,0.64,5.16200017929077,1,8,0.051620001792907697,1
315,1,1.96,38.9640007019043,1,10,0.3896400070190429,2
316,1,0.59,58.0979995727539,0,9,0.5809799957275389,2
317,1,1.48,61.5900001525879,0,9,0.6159000015258791,2
318,1,1.78,32.594001770019496,0,0,0.32594001770019504,0
319,1,1.41,30.163999557495107,0,5,0.30163999557495097,1
320,1,1.5,18.5219993591309,0,5,0.18521999359130895,1
321,1,1.86,24.774999618530305,0,12,0.24774999618530305,2
322,1,1.6,35.4360008239746,1,5,0.354360008239746,1
323,1,0.7,31.3409996032715,0,10,0.31340999603271497,2
324,0,0.51,15.5710000991821,1,5,0.155710000991821,1
325,1,2.48,27.1730003356934,0,0,0.271730003356934,0
326,1,0.63,49.034000396728494,0,10,0.490340003967285,2
327,1,1.07,135.320007324219,1,0,1.3532000732421898,0
328,0,0.71,37.7779998779297,0,7,0.377779998779297,1
329,1,1.12,3.77900004386902,1,8,0.0377900004386902,1
330,0,0.53,49.1689987182617,0,0,0.491689987182617,0
331,0,0.58,50.7239990234375,1,0,0.507239990234375,0
332,1,1.31,26.216999053955107,0,12,0.26216999053955103,2
333,1,1.49,20.9139995574951,0,12,0.20913999557495103,2
334,1,0.86,3.31200003623962,0,5,0.0331200003623962,1
335,1,0.64,35.7150001525879,0,10,0.357150001525879,2
336,1,1.44,52.2919998168945,0,0,0.5229199981689451,0
337,0,1.52,60.145999908447294,0,5,0.6014599990844729,1
338,1,1.27,44.4609985351563,0,0,0.44460998535156304,0
339,0,2.17,70.02200317382811,1,0,0.7002200317382811,0
340,0,1.73,95.8079986572266,0,5,0.9580799865722659,1
341,1,1.93,121.763999938965,0,9,1.2176399993896498,2
342,1,2.2,127.56600189209,0,5,1.2756600189209,1
343,1,1.6,120.15299987792999,0,8,1.2015299987792998,1
344,1,1.65,66.21499633789061,0,0,0.6621499633789061,0
345,0,0.81,54.9729995727539,1,0,0.549729995727539,0
346,0,1.86,73.2149963378906,0,5,0.7321499633789059,1
347,0,1.93,33.3660011291504,1,5,0.333660011291504,1
348,1,1.9,87.3140029907227,0,5,0.8731400299072269,1
349,0,4.06,95.3089981079102,0,5,0.953089981079102,1
350,1,4.03,128.09500122070298,1,3,1.28095001220703,1
351,1,1.56,109.777000427246,0,10,1.09777000427246,2
352,0,2.53,138.578994750977,0,0,1.3857899475097701,0
353,0,3.41,162.264007568359,0,0,1.62264007568359,0
354,0,2.21,155.785995483398,0,0,1.5578599548339802,0
355,0,2.92,105.651000976563,0,5,1.0565100097656301,1
356,0,2.06,93.9619979858398,0,5,0.939619979858398,1
357,1,3.89,72.1019973754883,0,5,0.7210199737548829,1
358,1,2.88,55.548999786377,0,0,0.5554899978637701,0
359,0,1.39,49.69599914550779,0,0,0.4969599914550779,0
360,1,2.07,45.5110015869141,0,10,0.455110015869141,2
361,0,1.46,50.582000732421896,0,0,0.505820007324219,0
362,1,1.51,81.2060012817383,0,5,0.8120600128173829,1
363,0,3.23,95.77100372314449,0,5,0.9577100372314448,1
364,1,4.21,76.5080032348633,0,5,0.765080032348633,1
365,1,2.49,56.6380004882813,0,5,0.566380004882813,1
366,1,0.78,38.9819984436035,1,0,0.389819984436035,0
367,1,2.32,30.8369998931885,0,0,0.30836999893188505,0
368,1,1.43,60.7190017700195,0,7,0.607190017700195,1
369,1,1.71,29.600999832153306,0,0,0.296009998321533,0
370,1,1.99,77.1350021362305,0,5,0.771350021362305,1
371,1,2.48,95.099998474121,0,0,0.95099998474121,0
372,1,4.29,50.393001556396506,1,10,0.5039300155639651,2
373,1,3.88,49.7210006713867,0,0,0.497210006713867,0
374,1,3.04,72.5299987792969,1,0,0.725299987792969,0
375,1,3.36,25.6770000457764,1,10,0.256770000457764,2
376,1,3.44,8.02400016784668,1,10,0.0802400016784668,2
377,0,1.38,63.67900085449221,0,5,0.6367900085449221,1
378,0,1.9,53.314998626709006,0,10,0.5331499862670901,2
379,1,2.79,45.97800064086911,0,0,0.459780006408691,0
380,1,3.73,69.6179962158203,0,10,0.696179962158203,2
381,1,2.04,72.2170028686523,0,0,0.722170028686523,0
382,1,2.09,55.551998138427706,0,0,0.5555199813842769,0
383,1,2.63,81.3789978027344,1,0,0.8137899780273441,0
384,1,3.3,81.1320037841797,1,0,0.8113200378417971,0
385,1,3.25,51.7089996337891,0,6,0.517089996337891,1
386,1,1.53,55.7789993286133,0,5,0.557789993286133,1
387,1,2.6,26.972999572753896,0,5,0.269729995727539,1
388,1,2.0,28.2150001525879,0,0,0.282150001525879,0
389,1,2.82,71.96099853515629,1,0,0.719609985351563,0
390,1,2.56,75.5260009765625,0,0,0.755260009765625,0
391,0,3.62,45.0699996948242,0,0,0.45069999694824203,0
392,1,5.25,80.6800003051758,0,0,0.8068000030517579,0
393,1,1.59,96.94000244140629,0,0,0.9694000244140628,0
394,1,2.21,115.327003479004,0,0,1.1532700347900402,0
395,1,2.42,108.546997070313,0,3,1.0854699707031301,1
396,1,2.36,86.936996459961,0,0,0.8693699645996099,0
397,1,1.22,94.14199829101558,0,0,0.9414199829101558,0
398,1,3.93,81.8960037231445,1,0,0.8189600372314451,0
399,0,4.93,54.95999908447271,0,0,0.5495999908447271,0
400,1,1.91,46.6100006103516,0,0,0.466100006103516,0
401,1,2.33,68.07399749755861,0,0,0.6807399749755861,0
402,1,2.18,102.398002624512,0,0,1.02398002624512,0
403,1,4.77,107.369003295898,1,0,1.07369003295898,0
404,1,3.79,84.8840026855469,0,0,0.848840026855469,0
405,1,3.48,84.890998840332,0,0,0.84890998840332,0
406,0,3.02,58.6829986572266,0,0,0.5868299865722659,0
407,1,2.71,68.3140029907227,1,7,0.683140029907227,1
408,1,2.34,38.78099822998049,0,0,0.38780998229980507,0
409,1,3.15,81.7580032348633,1,0,0.817580032348633,0
410,1,2.56,102.953002929688,1,5,1.02953002929688,1
411,1,3.34,107.48000335693399,0,12,1.07480003356934,2
412,1,2.32,120.09400177002001,1,10,1.2009400177001999,2
413,1,3.62,135.0,1,10,1.35,2
414,1,1.02,71.7730026245117,0,0,0.7177300262451171,0
415,1,3.26,33.1969985961914,1,0,0.33196998596191396,0
416,1,1.61,47.012001037597706,1,7,0.470120010375977,1
417,1,1.16,60.3619995117188,1,0,0.603619995117188,0
418,0,1.01,128.84899902343798,1,0,1.2884899902343798,0
419,0,0.67,144.070999145508,1,9,1.4407099914550803,2
420,0,3.17,110.425003051758,0,5,1.10425003051758,1
421,0,2.44,113.009002685547,1,0,1.1300900268554699,0
422,0,2.26,78.9759979248047,0,7,0.789759979248047,1
423,1,1.65,52.9300003051758,1,7,0.5293000030517581,1
424,1,3.86,14.005000114440902,0,5,0.14005000114440902,1
425,1,3.32,18.476999282836896,1,5,0.18476999282836892,1
426,1,3.19,61.957000732421896,0,0,0.619570007324219,0
427,1,3.42,66.0640029907227,1,10,0.660640029907227,2
428,1,1.66,60.3120002746582,0,0,0.6031200027465821,0
429,1,3.35,74.9209976196289,0,9,0.749209976196289,2
430,1,3.09,73.838996887207,0,0,0.73838996887207,0
431,1,3.59,61.17200088500979,0,0,0.6117200088500979,0
432,1,3.88,10.809000015258801,1,0,0.10809000015258803,0
433,1,2.94,65.9029998779297,1,10,0.659029998779297,2
434,1,0.95,34.527999877929695,1,5,0.3452799987792969,1
435,1,2.6,63.909000396728494,0,9,0.639090003967285,2
436,1,3.24,74.8489990234375,0,9,0.748489990234375,2
437,1,3.32,81.5550003051758,0,0,0.815550003051758,0
438,1,3.26,66.43699645996101,0,5,0.6643699645996101,1
439,1,3.27,60.4589996337891,0,0,0.604589996337891,0
440,1,3.4,43.4850006103516,0,0,0.434850006103516,0
441,1,2.91,116.44100189209,0,5,1.1644100189209,1
442,1,1.48,84.8740005493164,0,10,0.8487400054931641,2
443,1,4.35,62.2919998168945,0,0,0.6229199981689449,0
444,1,1.87,70.10299682617189,0,5,0.7010299682617189,1
445,1,3.01,60.5610008239746,0,5,0.605610008239746,1
446,0,3.05,45.2120018005371,0,0,0.4521200180053711,0
447,1,2.62,49.69800186157229,0,10,0.4969800186157229,2
448,1,3.26,32.449001312255895,0,12,0.3244900131225589,2
449,1,1.92,47.0190010070801,1,0,0.470190010070801,0
450,1,3.44,62.6189994812012,0,5,0.6261899948120121,1
451,1,2.57,30.179000854492198,0,8,0.301790008544922,1
452,1,2.97,47.646999359130895,1,9,0.4764699935913089,2
453,0,2.95,52.0989990234375,1,9,0.520989990234375,2
454,1,2.28,95.0739974975586,0,5,0.950739974975586,1
455,1,3.17,80.7030029296875,0,14,0.807030029296875,3
456,1,3.69,80.427001953125,0,5,0.80427001953125,1
457,0,3.08,81.5830001831055,1,5,0.8158300018310549,1
458,1,2.86,47.3390007019043,1,5,0.473390007019043,1
459,0,1.95,44.9500007629395,1,5,0.44950000762939507,1
