,date,type,year,avg_price,size,nb_sold
326,2018-03-25,organic,2018,1.55,small,121007.94
327,2018-03-18,organic,2018,1.54,small,170801.85
328,2018-03-11,organic,2018,1.52,small,129169.72
329,2018-03-04,organic,2018,1.52,small,142345.03
330,2018-02-25,organic,2018,1.57,small,122912.97
331,2018-02-18,organic,2018,1.52,small,246515.35
332,2018-02-11,organic,2018,1.56,small,98465.26
333,2018-02-04,organic,2018,1.53,small,117922.52
334,2018-01-28,organic,2018,1.61,small,118616.17
335,2018-01-21,organic,2018,1.63,small,108705.28
336,2018-01-14,organic,2018,1.59,small,145680.62
337,2018-01-07,organic,2018,1.51,small,129541.43
338,2015-12-27,conventional,2015,0.95,large,10197890.05
339,2015-12-20,conventional,2015,0.98,large,9329861.85
340,2015-12-13,conventional,2015,0.93,large,10805838.91
341,2015-12-06,conventional,2015,0.89,large,12160838.62
342,2015-11-29,conventional,2015,0.99,large,9003178.41
343,2015-11-22,conventional,2015,0.96,large,10389879.59
344,2015-11-15,conventional,2015,0.92,large,11699787.51
345,2015-11-08,conventional,2015,0.97,large,12199657.4
346,2015-11-01,conventional,2015,0.97,large,14229286.82
347,2015-10-25,conventional,2015,1.04,large,11410478.34
348,2015-10-18,conventional,2015,0.99,large,14082539.61
349,2015-10-11,conventional,2015,1.0,large,13326573.45
350,2015-10-04,conventional,2015,1.02,large,13775651.69
351,2015-09-27,conventional,2015,1.03,large,13819912.63
352,2015-09-20,conventional,2015,1.02,large,13846044.56
353,2015-09-13,conventional,2015,1.03,large,14888077.69
354,2015-09-06,conventional,2015,1.02,large,14245598.38
355,2015-08-30,conventional,2015,1.07,large,11995960.83
356,2015-08-23,conventional,2015,1.08,large,12551529.7
357,2015-08-16,conventional,2015,1.05,large,12998327.25
358,2015-08-09,conventional,2015,1.05,large,13926692.62
359,2015-08-02,conventional,2015,1.09,large,12219014.12
360,2015-07-26,conventional,2015,1.07,large,12009228.05
361,2015-07-19,conventional,2015,1.07,large,12605457.17
362,2015-07-12,conventional,2015,1.07,large,12403360.2
363,2015-07-05,conventional,2015,1.04,large,14213650.06
364,2015-06-28,conventional,2015,1.06,large,11505999.24
365,2015-06-21,conventional,2015,1.02,large,13244466.6
366,2015-06-14,conventional,2015,0.98,large,12821015.03
367,2015-06-07,conventional,2015,1.0,large,12582265.21
368,2015-05-31,conventional,2015,1.03,large,11599634.02
369,2015-05-24,conventional,2015,1.04,large,12513821.19
370,2015-05-17,conventional,2015,1.06,large,11003341.22
371,2015-05-10,conventional,2015,1.02,large,13509064.65
372,2015-05-03,conventional,2015,0.96,large,16602589.04
373,2015-04-26,conventional,2015,1.07,large,10867403.08
374,2015-04-19,conventional,2015,1.03,large,12277858.78
375,2015-04-12,conventional,2015,1.02,large,11210544.11
376,2015-04-05,conventional,2015,1.06,large,11526980.36
377,2015-03-29,conventional,2015,1.04,large,11541041.35
378,2015-03-22,conventional,2015,1.01,large,12659784.83
379,2015-03-15,conventional,2015,1.04,large,10634070.76
380,2015-03-08,conventional,2015,1.02,large,10973972.6
381,2015-03-01,conventional,2015,0.97,large,13733124.48
382,2015-02-22,conventional,2015,1.02,large,11354281.64
383,2015-02-15,conventional,2015,1.03,large,9783489.59
384,2015-02-08,conventional,2015,0.95,large,13381347.54
385,2015-02-01,conventional,2015,0.89,large,18956479.74
386,2015-01-25,conventional,2015,1.04,large,10734652.82
387,2015-01-18,conventional,2015,1.03,large,11701947.8
388,2015-01-11,conventional,2015,1.01,large,12134773.38
389,2015-01-04,conventional,2015,0.95,large,13624083.05
390,2016-12-25,conventional,2016,1.0,large,10282925.61
391,2016-12-18,conventional,2016,0.96,large,10339168.2
392,2016-12-11,conventional,2016,0.98,large,9967220.02
393,2016-12-04,conventional,2016,1.0,large,9908982.97
394,2016-11-27,conventional,2016,1.21,large,7337341.77
395,2016-11-20,conventional,2016,1.27,large,8033510.82
396,2016-11-13,conventional,2016,1.36,large,7759608.21
397,2016-11-06,conventional,2016,1.44,large,7126936.31
398,2016-10-30,conventional,2016,1.43,large,6852046.35
399,2016-10-23,conventional,2016,1.34,large,8104522.26
400,2016-10-16,conventional,2016,1.3,large,8855072.75
401,2016-10-09,conventional,2016,1.27,large,9579338.98
402,2016-10-02,conventional,2016,1.23,large,9123897.74
403,2016-09-25,conventional,2016,1.22,large,9255913.78
404,2016-09-18,conventional,2016,1.15,large,9481313.14
405,2016-09-11,conventional,2016,1.08,large,10380438.09
406,2016-09-04,conventional,2016,1.04,large,11083513.46
407,2016-08-28,conventional,2016,1.09,large,10420973.0
408,2016-08-21,conventional,2016,1.1,large,9906498.51
409,2016-08-14,conventional,2016,1.12,large,10879341.61
410,2016-08-07,conventional,2016,1.15,large,10731379.56
411,2016-07-31,conventional,2016,1.23,large,10423957.83
412,2016-07-24,conventional,2016,1.2,large,10795751.15
413,2016-07-17,conventional,2016,1.15,large,10628872.6
414,2016-07-10,conventional,2016,1.1,large,11677528.0
415,2016-07-03,conventional,2016,1.06,large,13315901.42
416,2016-06-26,conventional,2016,1.04,large,12029918.6
417,2016-06-19,conventional,2016,1.02,large,12842698.33
418,2016-06-12,conventional,2016,1.04,large,11533969.83
419,2016-06-05,conventional,2016,0.97,large,13396651.73
420,2016-05-29,conventional,2016,0.94,large,13829591.06
421,2016-05-22,conventional,2016,0.93,large,12981224.42
422,2016-05-15,conventional,2016,0.89,large,14437190.03
423,2016-05-08,conventional,2016,0.82,large,17896391.6
424,2016-05-01,conventional,2016,0.84,large,15899858.37
425,2016-04-24,conventional,2016,0.87,large,14382184.8
426,2016-04-17,conventional,2016,0.9,large,12896366.58
427,2016-04-10,conventional,2016,0.9,large,11538132.36
428,2016-04-03,conventional,2016,0.94,large,11512621.85
429,2016-03-27,conventional,2016,0.94,large,12745266.73
430,2016-03-20,conventional,2016,0.93,large,13727453.57
431,2016-03-13,conventional,2016,0.93,large,13104887.66
432,2016-03-06,conventional,2016,0.95,large,12196587.24
433,2016-02-28,conventional,2016,0.91,large,13210854.56
434,2016-02-21,conventional,2016,0.94,large,12003751.56
435,2016-02-14,conventional,2016,0.88,large,13187973.29
436,2016-02-07,conventional,2016,0.76,large,20470572.61
437,2016-01-31,conventional,2016,0.93,large,13278053.61
438,2016-01-24,conventional,2016,0.95,large,14054367.5
439,2016-01-17,conventional,2016,0.94,large,13832256.04
440,2016-01-10,conventional,2016,0.93,large,13226088.66
441,2016-01-03,conventional,2016,0.86,large,16054083.86
442,2017-12-31,conventional,2017,0.98,large,13197460.59
443,2017-12-24,conventional,2017,1.18,large,8964247.34
444,2017-12-17,conventional,2017,1.07,large,9934618.43
445,2017-12-10,conventional,2017,1.03,large,11659897.51
446,2017-12-03,conventional,2017,1.09,large,10905968.0
447,2017-11-26,conventional,2017,1.24,large,7312239.0
448,2017-11-19,conventional,2017,1.17,large,7847059.0
449,2017-11-12,conventional,2017,1.15,large,9994648.0
450,2017-11-05,conventional,2017,1.19,large,9774987.75
451,2017-10-29,conventional,2017,1.29,large,9803569.58
452,2017-10-22,conventional,2017,1.44,large,8761192.74
453,2017-10-15,conventional,2017,1.58,large,8534404.17
454,2017-10-08,conventional,2017,1.65,large,7609509.9
455,2017-10-01,conventional,2017,1.64,large,8354516.32
456,2017-09-24,conventional,2017,1.62,large,8295761.93
457,2017-09-17,conventional,2017,1.57,large,8328241.87
458,2017-09-10,conventional,2017,1.56,large,8373234.08
459,2017-09-03,conventional,2017,1.57,large,8565265.61
460,2017-08-27,conventional,2017,1.47,large,8587105.6
461,2017-08-20,conventional,2017,1.41,large,8837219.28
462,2017-08-13,conventional,2017,1.33,large,11154310.29
463,2017-08-06,conventional,2017,1.33,large,10988313.58
464,2017-07-30,conventional,2017,1.32,large,11088082.78
465,2017-07-23,conventional,2017,1.31,large,11339580.43
466,2017-07-16,conventional,2017,1.33,large,11202844.97
467,2017-07-09,conventional,2017,1.17,large,11031218.25
468,2017-07-02,conventional,2017,1.21,large,10988734.57
469,2017-06-25,conventional,2017,1.17,large,10805961.74
470,2017-06-18,conventional,2017,1.18,large,11199448.6
471,2017-06-11,conventional,2017,1.21,large,10090861.46
472,2017-06-04,conventional,2017,1.24,large,10157565.24
473,2017-05-28,conventional,2017,1.28,large,10932970.72
474,2017-05-21,conventional,2017,1.26,large,10213231.95
475,2017-05-14,conventional,2017,1.19,large,9717257.8
476,2017-05-07,conventional,2017,1.09,large,13549102.59
477,2017-04-30,conventional,2017,1.18,large,11291149.13
478,2017-04-23,conventional,2017,1.18,large,10224484.11
479,2017-04-16,conventional,2017,1.23,large,10069354.29
480,2017-04-09,conventional,2017,1.21,large,10821096.24
481,2017-04-02,conventional,2017,1.21,large,9733584.68
482,2017-03-26,conventional,2017,1.24,large,9664310.82
483,2017-03-19,conventional,2017,1.25,large,9622711.73
484,2017-03-12,conventional,2017,1.22,large,9575227.17
485,2017-03-05,conventional,2017,1.13,large,10807889.59
486,2017-02-26,conventional,2017,0.99,large,11398142.68
487,2017-02-19,conventional,2017,0.99,large,10351148.2
488,2017-02-12,conventional,2017,0.87,large,12184188.37
489,2017-02-05,conventional,2017,0.77,large,20328161.55
490,2017-01-29,conventional,2017,0.96,large,11683464.54
491,2017-01-22,conventional,2017,0.94,large,14212881.66
492,2017-01-15,conventional,2017,0.98,large,12625665.39
493,2017-01-08,conventional,2017,0.99,large,13856934.7
494,2017-01-01,conventional,2017,0.89,large,14201200.68
495,2018-03-25,conventional,2018,1.03,large,12125711.42
496,2018-03-18,conventional,2018,1.05,large,11061051.69
497,2018-03-11,conventional,2018,1.09,large,10758039.45
498,2018-03-04,conventional,2018,1.07,large,11289307.37
499,2018-02-25,conventional,2018,1.06,large,10415463.59
500,2018-02-18,conventional,2018,1.08,large,10491918.44
501,2018-02-11,conventional,2018,0.97,large,11541844.87
502,2018-02-04,conventional,2018,0.87,large,20445501.03
503,2018-01-28,conventional,2018,1.09,large,12119884.61
504,2018-01-21,conventional,2018,1.08,large,13929702.12
505,2018-01-14,conventional,2018,1.2,large,11866197.84
506,2018-01-07,conventional,2018,1.13,large,10781339.21
507,2015-12-27,organic,2015,1.52,large,206198.62
508,2015-12-20,organic,2015,1.53,large,205909.13
509,2015-12-13,organic,2015,1.43,large,222314.6
