   90,   30,   15,   40,   20,   15
   65,   47,   55,   73,   75,   85
   76,  104,   71,  104,   71,  108
   53,   54,   53,   37,   46,   45
   60,   62,   63,   80,   80,   60
  100,   60,   70,   85,  105,   60
  115,   45,   20,   45,   25,   20
  100,  100,  100,  100,  100,  100
   65,   65,   60,  110,   95,  130
   50,   47,   50,   57,   50,   65
   75,   55,   70,   55,   95,  110
   65,   50,   35,  115,   95,   95
   30,   80,   90,   55,   45,   55
   60,  115,  105,   65,   70,   80
   40,   35,   30,  120,   70,  105
   45,   25,   50,   25,   25,   35
  105,   95,   80,   40,   80,   90
   50,   75,   45,   40,   45,   60
   60,   90,   70,   60,  120,   40
   75,   95,   95,   95,   95,   85
   55,  130,  115,   50,   50,   75
   38,   35,   35,   65,   55,   50
   60,   80,   95,   70,   85,   50
   57,   80,   91,   80,   87,   75
   40,   55,   70,   45,   60,   30
   60,  100,  115,   70,   85,   90
   40,   65,   95,   60,   45,   35
   30,  105,   90,   25,   25,   50
   37,   25,   41,   25,   41,   25
   77,   85,   51,   55,   51,   65
   60,   82,   45,   45,   45,   74
   95,  117,   80,   65,   70,   92
  100,  100,   90,  150,  140,   90
  100,  150,   90,  180,  160,   90
  125,  130,   90,  130,   90,   95
  125,  170,  100,  120,   90,   95
  125,  120,   90,  170,  100,   95
   60,   90,  140,   50,   50,   40
   60,   40,   60,   95,   60,   55
  125,   58,   58,   76,   76,   67
  130,   85,   80,   85,   95,   60
   55,   85,   55,   50,   55,   60
   50,   64,   50,   45,   50,   41
   80,   80,   90,  110,  130,  110
   80,   90,   80,  130,  110,  110
   65,  110,  130,   60,   65,   95
   75,  103,   80,   70,   80,   92
   55,   35,   50,   55,  110,   85
   40,   20,   30,   40,   80,   55
  110,   85,   95,   80,   95,   50
   90,   55,   75,   60,   75,   30
   64,   88,   50,   88,   50,  106
   66,   41,   77,   61,   87,   23
   70,   60,   75,  110,   75,   90
   45,   60,   45,   25,   45,   55
   78,   70,   61,   50,   61,  100
   62,   50,   58,   73,   54,   72
   50,   30,   55,   65,   55,   20
   60,   50,   50,   60,   70,   50
   65,   76,   84,   54,   96,  105
   40,   30,   30,   40,   50,   30
   84,   71,   43,   71,   43,   48
   70,  110,   70,  115,   70,   90
   80,   70,   70,   90,  100,   70
  106,   90,  130,   90,  154,  110
   69,   69,   76,   69,   86,   91
   70,   55,   65,   95,   85,   70
   43,   30,   55,   40,   65,   97
   60,   85,   49,   60,   49,   60
   80,  120,   79,   95,   79,   70
   90,  130,   80,   65,   85,   55
   80,  100,   70,   50,   60,   45
   70,   80,   50,   35,   35,   35
   45,   75,   37,   70,   55,   83
   50,   50,  120,   80,   80,   30
   20,   10,   55,   15,   20,   80
   65,   95,   57,  100,   85,   93
   75,   95,   67,  125,   95,   83
   25,   35,   70,   95,   55,   45
   50,   60,   95,  120,   70,   70
   70,   70,  115,  130,   90,   60
   72,   60,   30,   20,   30,   25
   86,   92,   88,   68,   75,   73
  110,  130,   80,   70,   60,   80
  100,  100,  100,  100,  100,  100
  110,   65,  105,   55,   95,   80
   70,   75,   60,  105,   60,  105
   40,   80,   35,   35,   45,   70
   65,   40,   70,   80,  140,   70
   45,   20,   50,   60,  120,   50
   75,   86,   67,  106,   67,   60
   55,   40,   40,   65,   45,   35
   70,   20,   50,   20,   50,   40
   60,   80,  110,   50,   80,   45
   70,   85,   70,   60,   70,   50
   70,   60,   62,   80,   82,   60
   50,   85,   85,   55,   55,   50
   60,   60,   75,   60,   75,   80
   30,   40,   55,   40,   55,   60
   74,   48,   76,   83,   81,  104
   74,   48,   76,   83,   81,  104
   40,   45,   35,   40,   40,   90
   80,  105,  105,  105,  105,   80
   80,  135,  130,   95,   90,   70
   60,   75,  100,   55,   80,   50
   50,   20,   55,   25,   25,   30
  100,  100,  100,  100,  100,  100
  106,  110,   90,  154,   90,  130
   45,   85,   50,   55,   50,   65
   65,  125,   60,   95,   60,  105
   70,   90,   70,   60,   60,   70
   95,   60,   79,  100,  125,   81
   95,   80,  105,   40,   70,  100
   20,   25,   45,   70,   90,   60
   55,   50,   40,   40,   40,   75
   60,   40,   50,   75,   85,   95
   60,   60,   60,   85,   85,   85
   60,   60,   60,  105,  105,  105
   90,  100,   90,  125,   85,   90
   64,   78,   52,   78,   52,   81
   70,   94,   50,   94,   50,   66
   40,   45,   65,  100,  120,   90
   50,   70,   50,   50,   50,   40
  105,  105,   75,   65,  100,   50
  135,   85,   40,   40,   85,    5
   76,   25,   45,   67,   55,   24
   60,   85,   42,   85,   42,   91
  116,   55,   85,  107,   95,   29
   40,   50,   45,   70,   45,   70
   81,  102,   77,   85,   75,   85
   90,   92,   87,   75,   85,   76
   55,   47,   52,   40,   40,   41
   46,   57,   40,   40,   40,   50
   70,   62,   67,   55,   55,   56
   61,   72,   57,   55,   55,   65
   31,   45,   90,   30,   30,   40
   73,   76,   75,   81,  100,  100
   61,   90,   45,   50,   50,  160
  100,   50,   50,   76,   96,   70
   40,   30,   35,   45,   40,   55
   85,   70,   80,   97,   80,  123
   30,   45,  135,   45,   90,   30
   60,   60,   40,   65,   45,   35
   70,   70,   40,   60,   40,   60
   75,  105,   75,  105,   75,   45
   45,   50,   55,   75,   65,   30
   35,   40,  100,   90,   55,   35
   70,   60,  125,  115,   70,   55
   35,   45,  160,   30,   45,   70
   55,   55,   45,   63,   45,   45
   60,   45,   70,   45,   90,   95
   90,  120,  100,  150,  120,  100
   75,   65,   55,   65,   55,   69
   67,   82,   62,   46,   48,   43
   95,  124,   78,   69,   71,   58
   50,   53,   48,   53,   48,   64
   50,   53,   48,   53,   48,   64
   50,   53,   48,   53,   48,   64
   35,   70,   55,   45,   55,   25
   60,   95,   80,   60,   80,   30
   45,   55,   39,   35,   39,   42
   45,   85,   70,   40,   40,   60
   60,   50,  100,   85,   70,   65
   65,   70,   60,   65,   65,  115
   45,   35,   50,   70,   50,   30
   90,   60,   60,   40,   40,   40
   43,   70,   48,   50,   60,   38
   80,   80,   80,   80,   80,   80
   20,   40,   15,   35,   35,   60
   83,   80,   75,   70,   70,  101
   63,   60,   55,   50,   50,   71
   40,   45,   40,   35,   35,   56
   50,   55,   50,   36,   30,   43
   90,   93,   55,   70,   55,   55
   35,   55,   40,   50,   50,   90
  100,  100,   80,   60,   60,   50
   50,   65,   90,   35,   35,   15
   65,  125,  100,   55,   70,   85
   53,   51,   53,   61,   56,   40
   60,   50,   40,   85,   75,   95
   90,   75,   75,   90,  100,   70
   40,   50,   40,   40,   40,   90
   65,   65,   65,   50,   50,   90
   90,   95,   95,   70,   90,   70
   50,   85,   55,   65,   65,   90
   35,   55,   35,   30,   30,   35
   65,   60,   70,   85,   75,   40
   85,   80,   70,  135,   75,   90
   85,   80,   90,  105,   95,   60
   65,  105,   60,   60,   70,   95
   64,   66,   68,   81,   76,   50
   60,   55,  145,   75,  150,   40
   50,   52,   48,   65,   50,   55
   70,   84,   70,   65,   70,   51
   41,   50,   37,   50,   37,   66
   71,   82,   64,   64,   59,  112
   86,   68,   72,  109,   66,  106
   95,   85,   85,   65,   65,   35
   58,   64,   58,   80,   65,   80
   61,   78,   95,   56,   58,   57
   65,   95,   75,   55,   55,   85
   60,   90,   55,   90,   80,  110
   90,   85,   75,  115,  100,  115
   28,   25,   25,   45,   35,   40
   97,  165,   60,   65,   50,   58
   65,  100,   70,   80,   80,  105
   55,   81,   60,   50,   70,   97
   30,   56,   35,   25,   35,   72
  105,  150,   90,  150,   90,   95
   80,   50,  100,  100,  200,   50
  110,  160,  110,   80,  110,  100
   80,  100,  200,   50,  100,   50
   80,   75,  150,   75,  150,   50
  100,   90,  130,   45,   65,   55
   35,   65,   35,   65,   35,   65
  100,  120,  100,  150,  120,   90
  110,   65,   75,  125,   85,   30
  105,  130,  120,   45,   45,   40
   80,   85,   95,   30,   30,   25
  115,  140,  130,   55,   55,   40
   40,   70,   40,   35,   40,   60
   55,   75,   85,   25,   25,   15
   50,   60,   45,  100,   80,   65
   60,   70,   65,  125,  105,   90
   50,   50,   77,   95,   77,   91
   50,   65,  107,  105,  107,   86
   50,   65,  107,  105,  107,   86
   50,   65,  107,  105,  107,   86
   50,   65,  107,  105,  107,   86
   50,   65,  107,  105,  107,   86
   70,   83,   50,   37,   50,   60
   50,   75,   75,   65,   65,   50
   95,  135,   80,  110,   80,  100
   95,  100,   85,  108,   70,   70
   50,   72,   35,   35,   35,   65
   50,   75,   85,   20,   30,   40
   75,  100,  110,   45,   55,   65
   75,  125,   75,   30,   75,   85
   80,  100,   70,   60,   70,   95
   38,   35,   40,   27,   25,   35
   70,   85,   65,  105,   85,  120
   70,  130,  100,   55,   80,   65
   60,  100,   89,   55,   69,  112
   65,   90,  115,   45,  115,   58
   50,   75,   70,   35,   70,   48
   70,  110,   80,   55,   80,  105
   55,   65,   95,   95,   45,   85
   80,   92,   65,   65,   80,   68
   90,   60,   70,   75,   70,   45
   40,   40,   50,   30,   30,   30
   65,   45,   55,   45,   70,   45
  105,   95,   75,   85,   75,   74
   35,   46,   34,   35,   45,   20
   75,   75,   95,   75,   95,  113
   60,   60,   75,   60,   75,   83
   73,  100,   60,  100,   60,   65
   45,   53,   70,   40,   60,   42
   70,  120,   40,   95,   40,   95
    1,   90,   45,   30,   30,   40
   65,   95,  100,   60,   50,   50
   30,   65,  100,   45,   25,   40
   76,   48,   48,   57,   62,   34
   50,   40,   85,   40,   65,   25
   30,   42,  118,   42,   88,   30
   90,  100,   60,   90,   60,   80
   45,   65,   34,   40,   34,   45
   60,   40,   60,   40,   60,   35
   20,   10,  230,   10,  230,    5
   44,   75,   35,   63,   33,   45
   72,   58,   80,  103,   80,   97
   50,   35,   55,   25,   25,   15
   75,   98,   63,   98,   63,  101
   75,   98,   63,   98,   63,  101
   75,   98,   63,   98,   63,  101
   65,   80,  140,   40,   70,   70
   66,   65,   48,   62,   57,   52
   55,   45,   50,   45,   65,   80
   50,   45,   45,   35,   35,   50
   40,   50,   90,   30,   55,   65
   50,   60,   60,   60,   60,   30
  103,   93,   67,   71,   61,   84
  150,  160,  100,   95,   65,  100
   60,   60,   60,   35,   35,   30
   68,   75,   53,   83,  113,   60
   95,   75,  110,  100,   80,   30
   95,   75,   80,  100,  110,   30
   90,   65,   65,   40,   40,   15
   40,   40,   40,   70,   40,   20
   82,   80,   86,   85,   75,   72
   55,   20,   35,   20,   45,   75
   45,   30,   15,   85,   65,   65
   55,   95,   55,   35,   75,  115
   45,   45,   55,   45,   55,   63
  160,  110,   65,   65,  110,   30
   50,   50,   50,   50,   50,   50
   60,   62,   50,   62,   60,   40
   60,   80,   50,   40,   40,   30
   45,   30,   40,  105,   50,   20
   70,   95,   85,   55,   65,   70
   40,   60,   30,   31,   31,   70
   45,   22,   60,   27,   30,   29
   70,   40,   50,   55,   50,   25
   40,   60,   40,   40,   40,   30
   60,   60,   60,   60,   60,   60
   50,   92,  108,   92,  108,   35
   60,   25,   35,   70,   80,   60
   78,   52,   60,   63,   65,   23
   44,   48,   65,   50,   64,   43
   73,   95,   62,   85,   65,   85
   85,  120,   70,   50,   60,  100
   55,   75,   50,   40,   40,   80
   40,   55,   30,   30,   30,   60
   60,   75,   85,  100,   85,  115
   30,   45,   55,   70,   55,   85
   75,   85,  200,   55,   65,   30
   85,  110,   90,   45,   90,   80
  109,   66,   84,   81,   99,   32
   63,   63,   47,   41,   41,   74
   70,  100,  115,   30,   65,   30
  100,   75,  115,   90,  115,   85
   75,   75,   55,  105,   85,   30
   30,   30,   30,   30,   30,   30
   40,   30,   32,   50,   52,   65
   45,   40,   60,   40,   75,   50
   55,   63,   90,   50,   80,   42
  100,   73,   83,   73,   83,   55
  100,  110,   90,   85,   90,   60
   75,   87,   63,   87,   63,   98
   60,   85,   60,   50,   50,  125
   50,   50,   40,   30,   30,   50
   62,   48,   66,   59,   57,   49
   67,   57,   55,   77,   55,  114
   95,   65,   65,  110,  130,   60
   40,   55,   30,   30,   30,   85
   78,   81,   71,   74,   69,  126
   65,   55,  115,  100,   40,   60
  100,  100,  125,  110,   50,   50
   75,  100,   95,   40,   70,  110
   60,   80,   50,   50,   50,   40
   40,   40,   35,   50,  100,   70
   80,   70,   65,   80,  120,  100
   65,   63,   45,   45,   45,   45
   91,  129,   90,   72,   90,  108
  120,  100,   85,   30,   85,   45
   75,   80,   55,   25,   35,   35
   54,   78,  103,   53,   45,   22
   85,   50,   95,  120,  115,   80
   35,   20,   65,   40,   65,   20
   55,   40,   85,   80,  105,   40
   45,   60,   40,   70,   50,   45
   70,   85,  140,   85,   70,   20
   95,  109,  105,   75,   85,   56
   50,   65,   64,   44,   48,   43
   83,  106,   65,   86,   65,   85
   62,   77,   62,   50,   42,   65
   45,  100,   45,   45,   45,   10
   40,   45,   35,   65,   55,   70
   85,  110,   76,   65,   82,   56
   99,   68,   83,   72,   87,   51
   50,   50,   62,   40,   62,   65
   55,   68,   64,   45,   55,   31
   50,   50,   40,   50,   40,   64
   35,   55,   40,   45,   40,   60
   78,   84,   78,  109,   85,  100
  100,  134,  110,   95,  100,   61
   82,  121,  119,   69,   59,   71
   35,   35,   35,   35,   35,   35
   58,   89,   77,   45,   45,   48
   95,   65,  110,   60,  130,   65
   80,  115,   80,   65,   55,   93
   48,   72,   48,   72,   48,   48
   90,  130,   75,   75,   75,   55
   75,   75,  130,   75,  130,   95
   51,   65,   65,   80,   75,   59
   36,   50,   50,   65,   60,   44
   71,   95,   85,  110,   95,   79
  130,   65,   60,  110,   95,   65
   30,   45,   59,   30,   39,   57
   70,   65,   60,   90,   75,   90
   60,   55,   50,   40,   55,   45
   80,   82,   83,  100,  100,   80
   70,   80,  102,   80,  102,   40
   50,   70,   50,   50,   50,   70
  100,  100,  100,  100,  100,  100
   80,  105,   65,  100,   70,   70
   80,   80,   80,   55,   55,   90
   75,   80,   85,  110,   90,   50
   91,   90,   72,   90,  129,  108
   80,   52,   50,   90,   50,   89
   65,   73,   55,   47,   75,   85
   80,  110,  120,  130,   90,   70
   85,   60,   65,  135,  105,  100
   40,   30,   50,   55,   55,  100
   70,   55,   75,   45,   65,   60
   38,   41,   40,   50,   65,   65
  130,   70,   35,   70,   35,   60
  170,   90,   45,   90,   45,   60
  110,   80,   90,   95,   90,   65
   59,   63,   80,   65,   80,   58
   60,   85,   69,   60,   69,   77
   70,  120,   65,   45,   85,  125
   40,   35,   30,   20,   20,   50
   65,   90,   50,   85,   45,   55
   65,   90,  120,   85,   70,   60
   60,   67,   85,   77,   75,  116
   40,   55,   99,   40,   79,   47
  110,   78,   73,   76,   71,   60
   64,   51,   23,   51,   23,   28
  140,   70,   45,   85,   50,   45
   40,   30,   30,   55,   30,   85
  190,   33,   58,   33,   58,   33
   55,   45,   43,   55,   43,   72
   55,   45,   45,   25,   25,   15
   60,   59,   85,   79,  105,   36
   60,   79,  105,   59,   85,   36
   60,   69,   95,   69,   95,   36
   45,   45,   35,   20,   30,   20
   95,   23,   48,   23,   48,   23
   65,   75,   70,   95,   70,   95
  126,  131,   95,  131,   98,   99
   38,   30,   85,   55,   65,   30
   65,   65,   45,   75,   45,   95
   86,   76,   86,  116,   56,   95
  126,  131,   95,  131,   98,   99
   73,  115,   60,   60,   60,   90
   90,   90,   85,  125,   90,  100
   75,  100,   63,   80,   63,  116
  100,  150,  120,  120,  100,   90
   38,   30,   41,   30,   41,   60
   60,  105,   60,  120,   60,  105
   40,   65,   40,   80,   40,   65
   40,   45,   35,   30,   40,   55
   72,   85,   70,   65,   70,   58
