,INSTNM,OPEID,REGION,SAT_AVG_ALL,PCTPELL,PCTFLOAN,ADM_RATE_ALL,UG,AVGFACSAL,COMPL_RPY_5YR_RT,DEBT_MDN,MEDIAN_HH_INC,Tuition
219,Brigham Young University-Idaho,162500,7,1040.0,0.3968,0.2646,0.99588537839823,8949.0,8444.0,0.866557511,6604.5,58959.59,8667.0
220,School of the Art Institute of Chicago,175300,3,1155.0,0.1883,0.415,0.6648456057007099,2053.0,9648.0,0.755447942,19500,72806.39,39613.0
221,Aurora University,163400,3,990.0,0.4156,0.6994,0.7724234963067099,1316.0,7505.0,0.80445151,15775.5,77796.79,17494.0
222,Blackburn College,163900,3,1005.0,0.5675,0.8137,0.55473098330241,540.0,5872.0,0.788819876,12000,56165.33,13721.0
223,Bradley University,164100,3,1163.0,0.2352,0.6611,0.6567602873938599,5116.0,8299.0,0.883677298,24031,74072.54,26533.0
224,Chicago State University,169400,3,875.0,0.7078,0.9228,0.21179670236274,5060.0,7392.0,0.432126697,20250,51518.57,11689.0
225,University of Chicago,177400,3,1506.0,0.1114,0.2543,0.08384050018291,4008.0,17446.0,0.929501085,13170,74573.19,25883.0
226,Concordia University-Chicago,166600,3,1047.0,0.4265,0.7607,0.50314748201438,1280.0,4155.0,0.837837838,17750,68556.46,17938.0
227,Eastern Illinois University,167400,3,1010.0,0.4024,0.664,0.50214215093925,9346.0,8037.0,0.767441861,18250,66452.23,16174.0
228,Elmhurst College,167600,3,1090.0,0.3228,0.8111,0.54779005524861,2484.0,7853.0,0.837516513,17750,80672.5,20678.0
229,Eureka College,167800,3,1033.0,0.4127,0.7696,0.62367346938775,498.0,5819.0,0.802371542,18750,63161.33,15133.0
230,Governors State University,914500,3,911.0,0.5305,0.6226,0.3886894075403901,3020.0,7568.0,0.562054208,13000,67479.79,18082.0
231,Greenville College,168400,3,1022.0,0.3898,0.8359,0.5628616517622299,1134.0,5774.0,PrivacySuppressed,14750,58941.13,19683.0
232,Hebrew Theological College,168500,3,1048.0,0.5752,0.0788,0.96774193548387,220.0,6012.0,PrivacySuppressed,5500,62643.23,31188.0
233,University of Illinois at Chicago,177600,3,1092.0,0.5159,0.4855,0.7665347293156201,16140.0,10611.0,0.79407851,14750,71955.13,13527.0
234,University of Illinois at Urbana-Champaign,177500,3,1305.0,0.2049,0.3759,0.65557079090935,28414.0,11834.0,0.855513308,18950,77278.04,18143.0
235,Illinois Wesleyan University,169600,3,1249.0,0.1939,0.616,0.6191239316239301,2027.0,8084.0,0.95010395,25997.5,81071.43,27169.0
236,Illinois Institute of Technology,169100,3,1251.0,0.2836,0.4027,0.52714058596411,1736.0,12430.0,0.92948718,24039.5,74075.49,18854.0
237,Illinois State University,169200,3,1090.0,0.2725,0.6027,0.87717274899085,18025.0,7831.0,0.842596613,17750,74746.5,20437.0
238,Judson University,170000,3,1086.0,0.4199,0.7109,0.70597243491577,1111.0,7016.0,0.785388128,17469,75944.27,19500.0
239,Lewis University,170700,3,1051.0,0.3165,0.6644,0.6183659217877,3327.0,8930.0,0.810035842,19195.5,79812.86,19809.0
240,Lincoln Christian University,170800,3,1013.0,0.4747,0.6789,0.596,653.0,5352.0,0.843971631,18728,60672.01,21173.0
241,Lincoln College,170900,3,824.0,0.5839,0.6748,0.5160089352196501,1010.0,5261.0,0.632,9500,67725.68,15923.0
242,Loyola University Chicago,171000,3,1195.0,0.2647,0.5873,0.7125956854558101,7141.0,10160.0,0.872654691,20500,76055.22,31149.0
243,MacMurray College,171700,3,922.0,0.5686,0.87,0.6266944734098001,739.0,5726.0,0.820512821,20000,57876.41,18595.0
244,McKendree University,172200,3,1006.0,0.3641,0.5756,0.63497899159663,1993.0,7036.0,0.820809249,15950,58622.67,18733.0
245,Millikin University,172400,3,1069.0,0.42,0.758,0.6,2307.0,5945.0,0.835357625,20500,63904.96,20429.0
246,Monmouth College,172500,3,1070.0,0.4437,0.75,0.62401204365826,1069.0,6842.0,0.920529801,19848.5,66145.51,14528.0
247,North Central College,173400,3,1125.0,0.2502,0.7002,0.57164362939646,2117.0,8344.0,0.918653576,20000,86906.76,22627.0
248,North Park University,173500,3,1014.0,0.3986,0.7129,0.49448859266854,1655.0,7732.0,0.853174603,18543,70754.04,18443.0
249,Northern Illinois University,173700,3,1029.0,0.4452,0.6674,0.5035382186092701,17151.0,7956.0,0.849069767,17000,75712.57,19259.0
250,Northwestern University,173900,3,1460.0,0.1376,0.3008,0.13044019674989,9013.0,15534.0,0.927702703,18000,81811.63,28155.0
251,Northeastern Illinois University,169300,3,870.0,0.4856,0.306,0.6703711935985699,8324.0,7451.0,0.762322015,10750,61978.62,15591.0
252,Olivet Nazarene University,174100,3,1078.0,0.3175,0.7202,0.76578756351318,1874.0,7022.0,0.934883721,18921.5,66225.19,20091.0
253,Quincy University,174500,3,1010.0,0.4038,0.6937,0.63361236316806,1041.0,5433.0,0.868312757,15057,58100.78,17102.0
254,Rockford University,174800,3,1007.0,0.5151,0.802,0.53822222222222,1100.0,5317.0,0.85,18750,64497.21,21201.0
255,Roosevelt University,174900,3,1038.0,0.4558,0.7306,0.72279322853688,4665.0,7993.0,0.69740634,17500,70632.13,22229.0
256,Dominican University,175000,3,1010.0,0.5058,0.7701,0.6277337178562801,1127.0,7121.0,0.82735426,18750,69994.18,18246.0
257,University of St Francis,166400,3,1069.0,0.3842,0.6776,0.5052705551651401,2858.0,7728.0,0.81122449,20000,76865.85,17613.0
258,Saint Xavier University,176800,3,990.0,0.5192,0.7347,0.74667004947355,2611.0,7072.0,0.799482536,18610,69054.28,16330.0
259,University of Illinois at Springfield,933300,3,1068.0,0.3782,0.5201,0.6312335958005201,2118.0,7455.0,0.793680297,14595,58971.81,12566.0
260,Southern Illinois University-Carbondale,175800,3,1032.0,0.4283,0.5996,0.8064122996156301,17788.0,7415.0,0.712657838,15000,59313.76,16048.0
261,Southern Illinois University-Edwardsville,175900,3,1070.0,0.3601,0.5871,0.88222450552273,9576.0,7804.0,0.843495935,14000,59952.94,16712.0
262,Trinity Christian College,177100,3,1097.0,0.3523,0.7105,0.8768873403019699,854.0,6630.0,0.848484849,19500,74534.57,21042.0
263,Trinity International University-Illinois,177200,3,1042.0,0.4662,0.8545,0.66310160427807,1089.0,7392.0,PrivacySuppressed,17000,72368.27,20468.0
264,VanderCook College of Music,177800,3,1107.0,0.3378,0.6081,0.95744680851063,138.0,5120.0,PrivacySuppressed,27000,65913.33,25287.0
265,Western Illinois University,178000,3,970.0,0.4621,0.7047,0.6007171094971,10652.0,8658.0,0.843323217,17991,67698.0,17219.0
266,Wheaton College,178100,3,1314.0,0.199,0.4774,0.70522577371892,2418.0,8998.0,0.964,21500,81885.15,25260.0
267,Anderson University,178500,3,1050.0,0.3133,0.6726,0.59618320610687,2090.0,6437.0,0.81010453,21000,64040.72,23345.0
268,Ball State University,178600,3,1070.0,0.339,0.6037,0.60500293493475,16350.0,7530.0,0.790339517,18500,62817.43,15201.0
269,Bethel College-Indiana,178700,3,1026.0,0.4875,0.6681,0.66460268317853,1534.0,5873.0,0.815642458,18210,61051.82,16996.0
270,Butler University,178800,3,1209.0,0.1519,0.5522,0.70431459318113,3315.0,8498.0,0.937728938,25504,71968.39,32575.0
271,DePauw University,179200,3,1208.0,0.1948,0.4358,0.64762639907371,2223.0,9424.0,0.923832924,23977,72050.75,24556.0
272,University of Evansville,179500,3,1157.0,0.2339,0.5492,0.69738420926325,2624.0,7702.0,0.905691057,23388,61532.75,20879.0
273,Franklin College,179800,3,994.0,0.3628,0.773,0.69797330696984,1020.0,6723.0,0.898954704,19960,61682.88,21698.0
274,Goshen College,179900,3,1059.0,0.32299999999999995,0.5349,0.6587202007528199,1041.0,5482.0,0.92578125,15000,61693.43,17533.0
275,Grace College and Theological Seminary,180000,3,1063.0,0.2897,0.5132,0.77381894959092,1175.0,7086.0,0.922261484,19100,63627.14,17605.0
276,Hanover College,180100,3,1103.0,0.3057,0.648,0.6128166915052099,1142.0,7794.0,0.897849462,26500,64885.98,20588.0
277,Holy Cross College,726300,3,984.0,0.3272,0.5976,0.90595611285266,485.0,4331.0,PrivacySuppressed,10500,72725.39,22685.0
278,Huntington University,180300,3,1029.0,0.3408,0.6406,0.83915343915343,897.0,6168.0,0.95,22500,63046.08,19983.0
279,Indiana University-Purdue University-Fort Wayne,182800,3,995.0,0.3121,0.403,0.92156303479749,9772.0,7464.0,0.790139907,13935,61940.3,14961.0
280,Indiana University-Purdue University-Indianapolis,181300,3,1014.0,0.3721,0.4988,0.6966516372237399,20211.0,8038.0,0.761811024,14250,64749.24,12861.0
281,University of Indianapolis,180400,3,1030.0,0.3435,0.6268,0.7340631929046499,2856.0,7222.0,0.82631579,19295,63891.1,21890.0
282,Indiana Institute of Technology,180500,3,962.0,0.6678,0.8526,0.6959549071618001,2052.0,7229.0,0.675233645,9500,60972.77,23834.0
283,University of Southern Indiana,180800,3,1002.0,0.3331,0.5242,0.69332260659694,8539.0,6945.0,0.744680851,13000,57279.45,11990.0
284,Indiana State University,180700,3,910.0,0.4343,0.6047,0.85489466113884,9537.0,7086.0,0.6,12000,56049.16,12143.0
285,Indiana University-Kokomo,181400,3,947.0,0.3072,0.3559,0.71316818774445,2381.0,5969.0,0.689473684,12000,60071.06,9899.0
286,Indiana University-South Bend,181600,3,955.0,0.3354,0.3687,0.7620704654197399,5897.0,5972.0,0.710674157,12000,59249.25,10035.0
287,Indiana University-Bloomington,180900,3,1199.0,0.1604,0.3202,0.77986254096221,29383.0,9999.0,0.890931885,18500,70094.49,15349.0
288,Indiana University-Northwest,181500,3,928.0,0.3038,0.3605,0.7927527018436099,4101.0,6604.0,0.623966942,12632,61713.1,8549.0
289,Indiana University-Southeast,181700,3,955.0,0.3485,0.4012,0.8455958549222801,5655.0,6667.0,0.744394619,10500,57669.69,11534.0
290,Indiana University-East,181100,3,961.0,0.328,0.3670000000000001,0.62242562929061,2262.0,6087.0,0.616352201,13000,51277.14,9263.0
291,Manchester University,182000,3,1013.0,0.3681,0.8207,0.7063411325873101,1054.0,7278.0,PrivacySuppressed,17989,60877.57,20203.0
292,Marian University,182100,3,1026.0,0.2742,0.6958,0.56109481915933,1271.0,6156.0,0.703764321,20164,65206.92,19193.0
293,Indiana Wesleyan University-Marion,182200,3,1086.0,0.4004,0.6947,0.9521410579345,5220.0,7135.0,0.724956283,17256,62930.13,26318.0
294,University of Notre Dame,184000,3,1455.0,0.1051,0.3736,0.19799526353472,8038.0,13583.0,0.954727794,21000,76710.92,29727.0
295,Oakland City University,182400,3,925.0,0.1268,0.1487,0.55288461538461,1125.0,5407.0,0.778409091,14500,52931.31,23867.0
296,Purdue University-Calumet Campus,182700,3,960.0,0.3252,0.4129,0.6463094792056899,8088.0,8253.0,0.621968616,13706,61126.89,11207.0
297,Purdue University-North Central Campus,182600,3,943.0,0.2266,0.3093,0.4839743589743499,3416.0,7162.0,0.669191919,12000,65416.73,9625.0
298,Rose-Hulman Institute of Technology,183000,3,1322.0,0.1667,0.5316,0.57792657584853,1581.0,10536.0,0.967581047,26328,67724.52,36068.0
299,University of Saint Francis-Fort Wayne,183200,3,974.0,0.4148,0.8259,0.95257315842583,1385.0,5872.0,0.845173042,18750,63802.5,16197.0
300,Saint Mary-of-the-Woods College,183500,3,952.0,0.4826,0.7399,0.59363957597173,1354.0,5000.0,0.783018868,15531,56558.81,16530.0
301,Saint Mary's College,183600,3,1125.0,0.2205,0.6261,0.80371660859465,1449.0,6941.0,0.936117936,25000,72879.94,25332.0
302,Taylor University,183800,3,1191.0,0.1759,0.456,0.8508158508158501,1843.0,6703.0,0.953436807,19322,68822.46,25709.0
303,Trine University,183900,3,1089.0,0.1713,0.4373,0.77663870767319,1267.0,7242.0,0.810690423,16012.5,60275.33,25583.0
304,Valparaiso University,184200,3,1159.0,0.2504,0.6429,0.81898753192128,2979.0,8190.0,0.860526316,24000,72576.06,20626.0
305,Wabash College,184400,3,1145.0,0.2695,0.6916,0.6142742582197199,858.0,8327.0,0.863849765,23000,66824.54,20373.0
306,Buena Vista University,184700,4,1010.0,0.4747,0.7607,0.6807580174927099,2629.0,6481.0,0.850132626,17067.5,51579.73,19869.0
307,Central College,185000,4,1068.0,0.2495,0.7066,0.64278736567893,1336.0,7059.0,0.90776699,24000,59591.09,20618.0
308,Clarke University,185200,4,1045.0,0.3656,0.7787,0.71917263325377,1107.0,6132.0,0.897515528,19766,57836.44,23799.0
309,Coe College,185400,4,1126.0,0.2941,0.7282,0.63349725195256,1256.0,7204.0,0.894150418,23071.5,61192.02,20496.0
310,Cornell College,185600,4,1177.0,0.3361,0.6927,0.7045454545454499,987.0,7254.0,0.888513514,26250,67428.42,24559.0
311,Dordt College,185900,4,1159.0,0.2695,0.6133,0.69821162444113,1420.0,6197.0,PrivacySuppressed,19000,61155.28,23777.0
312,Drake University,186000,4,1224.0,0.1593,0.508,0.66871354006754,2890.0,9363.0,0.917973462,21915,70375.31,27303.0
313,University of Dubuque,189100,4,944.0,0.4414,0.7975,0.77419354838709,655.0,6257.0,0.808270677,15305,58943.3,22006.0
314,Emmaus Bible College,2328900,4,1069.0,0.5,0.5046,0.34722222222222,294.0,4377.0,PrivacySuppressed,10504.5,63394.45,13940.0
315,Faith Baptist Bible College and Theological Seminary,712100,4,1051.0,0.456,0.368,0.64233576642335,382.0,5083.0,PrivacySuppressed,8000,57604.15,13261.0
316,Graceland University-Lamoni,186600,4,961.0,0.4159,0.6895,0.47892542843909,1477.0,5585.0,0.758454106,17011,56137.53,16666.0
317,Grand View University,186700,4,969.0,0.3898,0.7725,0.98214285714285,1378.0,6497.0,0.827018122,18750,62140.86,17251.0
318,Grinnell College,186800,4,1402.0,0.222,0.4233,0.24914250077954,1344.0,9177.0,0.939597315,12000,70311.1,23192.0
319,Iowa State University,186900,4,1142.0,0.2134,0.522,0.87152995199332,22087.0,10513.0,0.872953245,18950,61269.08,13997.0
320,Iowa Wesleyan University,187100,4,949.0,0.482,0.7759,0.49628588636819,777.0,5714.0,0.838095238,14750,55010.75,22620.0
321,University of Iowa,189200,4,1164.0,0.1918,0.4384,0.8073754862329301,19284.0,10708.0,0.835095137,16944.5,63769.8,14085.0
322,Loras College,187300,4,1088.0,0.2389,0.6933,0.9496,1626.0,6274.0,0.944711539,21500,66273.98,18325.0
323,Luther College,187400,4,1179.0,0.1866,0.6822,0.6688911704312099,2621.0,7618.0,0.904047976,26964.5,65739.49,24974.0
324,Morningside College,187900,4,1070.0,0.3376,0.7729,0.5599209833187,968.0,6623.0,0.891566265,18130,54990.75,20899.0
325,Mount Mercy University,188000,4,990.0,0.34700000000000003,0.7514,0.6064981949458399,1363.0,6081.0,0.840085288,17244,61693.27,18102.0
326,University of Northern Iowa,189000,4,1050.0,0.2631,0.5771,0.7953281423804199,12413.0,8382.0,0.858291457,16000,56117.97,15961.0
327,Northwestern College,188300,4,1141.0,0.2913,0.6473,0.72123176661264,1243.0,6442.0,0.945409429,19364.5,58600.59,20464.0
328,Saint Ambrose University,188900,4,1050.0,0.2539,0.6761,0.72977219167321,2116.0,7137.0,0.850515464,20500,63314.56,24479.0
329,Simpson College,188700,4,1104.0,0.2711,0.7367,0.89457120377655,1912.0,6536.0,0.922942207,22000,60274.33,22120.0
330,Upper Iowa University,189300,4,930.0,0.4402,0.733,0.65997770345596,4758.0,5838.0,0.787735849,16750,57565.93,17737.0
331,Waldorf University,189500,4,937.0,0.5323,0.8191,0.66093928980526,600.0,5044.0,0.803680982,9468,57010.8,20832.0
332,Wartburg College,189600,4,1105.0,0.221,0.6579999999999999,0.73823940381928,1600.0,6719.0,0.943965517,23786,58222.9,22896.0
333,Baker University,190300,4,1048.0,0.3912,0.6634,0.81616832779623,828.0,5881.0,0.827380952,20412.5,67758.92,21249.0
334,Benedictine College,1025600,4,1129.0,0.2096,0.5457,0.99147121535181,1323.0,6581.0,0.917695473,19500,64485.18,24221.0
335,Bethany College,190400,4,959.0,0.4073,0.6987,0.99272727272727,608.0,3917.0,0.88,11350.5,57710.76,19832.0
336,Emporia State University,192700,4,1030.0,0.3919,0.6284,0.86981566820276,4198.0,6352.0,0.826719577,12666,56675.47,14409.0
337,Friends University,191800,4,1014.0,0.4093,0.698,0.5849315068493101,2668.0,6709.0,0.759206799,20250,60343.56,16474.0
338,University of Kansas,194800,4,1145.0,0.2289,0.4514,0.9346750247443,19698.0,9819.0,0.83886689,14424,70891.42,18755.0
339,Newman University,193900,4,1095.0,0.1611,0.2441,0.56274664561957,1557.0,6079.0,0.785714286,15250,62008.99,13906.0
340,Kansas Wesleyan University,192900,4,1020.0,0.4258,0.7871,0.6161369193154,697.0,5734.0,0.663755459,14857.5,54592.99,20514.0
341,Manhattan Christian College,193100,4,1025.0,0.3987,0.7749,0.82178217821782,406.0,5283.0,PrivacySuppressed,10500,58385.25,18609.0
342,McPherson College,193300,4,940.0,0.42,0.7577,0.7271341463414599,463.0,5720.0,0.777777778,15750,59250.54,20003.0
343,MidAmerica Nazarene University,703200,4,1015.0,0.383,0.6674,0.6135857461024399,1302.0,6292.0,0.790432802,15000,69737.68,18597.0
344,University of Saint Mary,194300,4,978.0,0.325,0.5016,0.49042553191489,510.0,5717.0,0.785340314,17000,62613.14,14850.0
345,Southwestern College,194000,4,999.0,0.3741,0.4785,0.91160220994475,1114.0,5296.0,0.759656652,18338,58156.66,22807.0
346,Sterling College,194500,4,990.0,0.4597,0.7653,0.41413237924865,440.0,4627.0,0.803030303,13516.5,58015.54,17648.0
347,Tabor College,194600,4,1007.0,0.3385,0.7348,0.5540540540540501,572.0,4534.0,0.862068966,14750,57538.37,21434.0
348,Wichita State University,195000,4,1089.0,0.3607,0.5101,0.94732965009208,11377.0,7644.0,0.774827403,13750,60078.99,14945.0
349,Alice Lloyd College,195100,5,1006.0,0.5495,0.5906,0.35107046352109,557.0,4729.0,0.721311475,7550,31403.34,10968.0
350,Asbury University,195200,5,1101.0,0.3281,0.5978,0.56851851851851,1338.0,6328.0,0.851190476,19000,61842.48,25897.0
351,Bellarmine University,195400,5,1120.0,0.2476,0.6279,0.839422259983,2347.0,7799.0,0.875984252,19000,65601.28,23494.0
352,Berea College,195500,5,1117.0,0.8328,0.2134,0.3651376146788901,1590.0,7633.0,0.76446281,4830,47532.74,4222.0
353,Brescia University,195800,5,1003.0,0.57,0.7726,0.47941247291114,688.0,5246.0,0.764705882,16111,50402.08,10731.0
354,Campbellsville University,195900,5,986.0,0.4261,0.5244,0.75571927103528,1500.0,5036.0,0.786516854,10500,47586.61,16674.0
355,Centre College,196100,5,1279.0,0.1449,0.4448,0.71170839469808,1055.0,8068.0,0.896825397,25000,64052.84,23062.0
356,University of the Cumberlands,196200,5,1022.0,0.3992,0.4689,0.6828465651995,1554.0,5054.0,0.78807947,8250,44968.88,16357.0
357,Eastern Kentucky University,196300,5,1028.0,0.4336,0.5797,0.7063142437591701,13285.0,7122.0,0.744689221,13750,47617.36,11647.0
358,Georgetown College,196400,5,1045.0,0.3687,0.7538,0.67692307692307,1365.0,6285.0,0.88671875,19500,56937.11,19210.0
359,Kentucky State University,196800,5,931.0,0.6397,0.6933,0.37919463087248,2129.0,6382.0,0.514950166,16000,51636.62,8770.0
360,Kentucky Wesleyan College,196900,5,1048.0,0.5049,0.67,0.64212488350419,680.0,5179.0,0.833333333,12000,52095.32,17719.0
361,University of Kentucky,198900,5,1143.0,0.2479,0.4491,0.89105473965287,16897.0,10099.0,0.801016419,15000,59287.73,16298.0
362,Kentucky Christian University,196500,5,977.0,0.4682,0.7668,0.36286919831223,569.0,4919.0,0.837398374,13250,53919.37,19282.0
363,University of Louisville,199900,5,1159.0,0.2894,0.4091,0.7168817759421701,14464.0,9361.0,0.799451805,12500,59042.66,15782.0
364,Morehead State University,197600,5,1047.0,0.3767,0.4998,0.85392798690671,6747.0,6810.0,0.629824561,14585,42103.85,11870.0
365,Murray State University,197700,5,1069.0,0.3303,0.4708,0.90603200656544,7487.0,7106.0,0.798301486,14000,48948.11,9808.0
366,Northern Kentucky University,927500,5,1068.0,0.3339,0.5144,0.918886034879,10838.0,7565.0,0.774271845,15000,63568.77,8966.0
367,University of Pikeville,198000,5,965.0,0.4474,0.4816,1.0,917.0,5879.0,0.735099338,11100,35782.96,17342.0
368,Spalding University,196000,5,970.0,0.4474,0.6334,0.50102110279101,1098.0,6942.0,0.619047619,18000,55916.29,19081.0
369,Thomas More College,200100,5,1016.0,0.2905,0.5943,0.88308295231874,1272.0,6204.0,0.783050848,19000,64733.74,18750.0
370,Union College,198800,5,970.0,0.5333,0.7368,0.69184741959611,638.0,4616.0,0.733333333,12000,38949.24,20660.0
371,Western Kentucky University,200200,5,1047.0,0.3539,0.4913,0.92698448141118,13235.0,7129.0,0.753834643,15000,50387.75,10948.0
372,Centenary College of Louisiana,200300,5,1114.0,0.3454,0.604,0.67068273092369,858.0,6228.0,0.713114754,19500,58549.24,25112.0
373,Dillard University,200400,5,888.0,0.7725,0.9,0.47605633802816,1953.0,6262.0,0.538011696,26000,51069.58,17715.0
374,Grambling State University,200600,5,871.0,0.8128,0.8906,0.38225446428571,4289.0,6109.0,0.468831169,23385,44602.47,16527.0
375,Louisiana State University-Alexandria,201100,5,950.0,0.4197,0.4252,0.67792891619131,2386.0,5455.0,0.588607595,7750,39416.07,7370.0
376,Louisiana State University and Agricultural & Mechanical College,201000,5,1163.0,0.2028,0.2969,0.77342360433759,26121.0,9447.0,0.802155992,14000,57504.74,11355.0
377,Louisiana State University-Shreveport,201300,5,1029.0,0.35700000000000004,0.35600000000000004,0.75545171339563,3422.0,6237.0,0.639112903,11500,47946.96,6932.0
378,Louisiana College,200700,5,969.0,0.4213,0.5919,0.69444444444444,1125.0,5696.0,0.767441861,11500,46322.14,14202.0
379,Louisiana Tech University,200800,5,1105.0,0.2147,0.2976,0.63844465349639,8921.0,7420.0,0.779436153,12500,46738.12,9233.0
380,Loyola University New Orleans,201600,5,1134.0,0.3101,0.7235,0.90309106098579,3688.0,8342.0,0.834661355,20500,67759.61,24610.0
381,McNeese State University,201700,5,1029.0,0.3489,0.3902,0.8204530313124501,6703.0,6608.0,0.758576874,10500,47295.56,9485.0
382,University of New Orleans,201500,5,1034.0,0.3251,0.3294,0.57655137334689,12260.0,7591.0,0.719183674,10500,51940.24,8891.0
383,Nicholls State University,200500,5,1030.0,0.3793,0.4933,0.90204251771571,6556.0,5798.0,0.748344371,11000,49304.74,10625.0
384,University of Louisiana at Monroe,202000,5,1054.0,0.3448,0.3893,0.87649985367281,8033.0,7120.0,0.769425676,11250,43063.22,7859.0
385,Northwestern State University of Louisiana,202100,5,1008.0,0.3995,0.4858,0.83967811822965,8270.0,6197.0,0.684632192,12946.5,43125.41,9966.0
386,Our Lady of the Lake College,3106200,5,1010.0,0.3335,0.6135,0.5271565495207601,1053.0,6628.0,0.731012658,15796,54007.12,15881.0
387,Southeastern Louisiana University,202400,5,1030.0,0.3355,0.3891,0.8795051102743399,12916.0,6267.0,0.714213963,10000,53084.32,10254.0
388,Southern University and A & M College,202500,5,911.0,0.6776,0.8009,0.7856287425149701,7769.0,6355.0,0.463732681,16185,45854.37,12666.0
389,Southern University at New Orleans,202600,5,803.0,0.7451,0.9446,0.21448467966573,3573.0,3952.0,0.323076923,12500,43920.92,8224.0
390,University of Louisiana at Lafayette,203100,5,1069.0,0.3203,0.3545,0.5527209323667,14091.0,8105.0,0.764080765,12000,47090.8,9459.0
391,Tulane University of Louisiana,202900,5,1346.0,0.1518,0.3605,0.30498533724340005,7353.0,10993.0,0.834070797,21954,69803.28,32475.0
392,Xavier University of Louisiana,203200,5,1050.0,0.5329,0.6723,0.65752011553538,3284.0,8372.0,0.679558011,16250,55657.89,17222.0
393,Colby College,203900,1,1363.0,0.1132,0.2371,0.22520742789411,1814.0,11758.0,0.940520446,18939,80130.48,25530.0
394,University of Maine at Fort Kent,204100,1,885.0,0.324,0.4032,0.89302325581395,886.0,6729.0,0.829787234,12500,44056.6,13012.0
395,University of Maine,205300,1,1090.0,0.3297,0.6323,0.91207895689967,8220.0,9128.0,0.883272538,17500,54908.38,15955.0
396,Maine Maritime Academy,204400,1,1050.0,0.2937,0.8006,0.65149544863459,710.0,7288.0,PrivacySuppressed,27000,56725.03,23175.0
397,University of New England,205000,1,1070.0,0.195,0.6544,0.8514492753623101,1222.0,8077.0,0.877876106,21500,64934.4,31266.0
398,Saint Joseph's College of Maine,205100,1,989.0,0.221,0.5374,0.7762589928057501,3322.0,6024.0,0.871165644,12018.5,63952.22,26358.0
399,University of Southern Maine,205400,1,984.0,0.3672,0.5435,0.8777189888301,8726.0,8703.0,0.856007067,15042,58065.5,16528.0
400,University of Baltimore,210200,2,972.0,0.4428,0.5575,0.526706231454,2016.0,10575.0,0.707129094,15000,65721.01,14473.0
401,Bowie State University,206200,2,883.0,0.5222,0.6766,0.57469112691875,3109.0,8339.0,0.460829493,16000,77046.6,13737.0
402,Capitol Technology University,143600,2,1023.0,0.3429,0.5539999999999999,0.97486033519553,684.0,7177.0,PrivacySuppressed,19546,73053.75,15471.0
403,Washington Adventist University,206700,2,821.0,0.5183,0.7043,0.33090909090909004,1030.0,5462.0,PrivacySuppressed,25000,69837.96,16307.0
404,Coppin State University,206800,2,888.0,0.6215,0.6893,0.3718841230631,3092.0,7395.0,0.486111111,14000,54222.17,9055.0
405,Frostburg State University,207200,2,955.0,0.3628,0.5878,0.6345514950166099,4430.0,7099.0,0.785632839,14317.5,70221.41,17186.0
406,Johns Hopkins University,207700,2,1453.0,0.1229,0.3745,0.14120279500667002,5278.0,10951.0,0.857278782,14500,81539.46,34455.0
407,University of Maryland-Baltimore County,210500,2,1209.0,0.2766,0.4174,0.59422335120895,9101.0,9816.0,0.852968037,16250,83010.29,18827.0
408,University of Maryland-College Park,210300,2,1315.0,0.1941,0.344,0.44875852852219,24638.0,12375.0,0.884943182,16507.5,90010.73,15634.0
409,Maryland Institute College of Art,208000,2,1140.0,0.2322,0.5621,0.47354635935044,1588.0,8068.0,0.844978166,23250,80395.11,36948.0
410,University of Maryland Eastern Shore,210600,2,834.0,0.5431,0.5389,0.49055042074768,2969.0,7856.0,0.462566845,15000,66039.83,15453.0
411,Morgan State University,208300,2,878.0,0.62,0.8024,0.66719056974459,5685.0,8826.0,0.41397154,21672,63566.62,16225.0
412,Mount St Mary's University,208600,2,1013.0,0.2033,0.6066,0.6715197120889901,1500.0,7334.0,0.907035176,18710.5,81781.05,29049.0
413,Notre Dame of Maryland University,206500,2,1087.0,0.3011,0.4713,0.51918465227817,1930.0,7387.0,0.710601719,20000,70799.46,19354.0
414,St Mary's College of Maryland,209500,2,1145.0,0.1756,0.6386,0.7880597014925299,1547.0,7147.0,0.903896104,17500,85886.58,21049.0
415,Towson University,209900,2,1081.0,0.2652,0.4741,0.73380834931944,13905.0,7232.0,0.809727243,14750,80470.71,17516.0
416,Stevenson University,210700,2,1006.0,0.317,0.6258,0.59735514181311,2185.0,8356.0,0.859050445,20609,74334.54,26475.0
417,McDaniel College,210900,2,1074.0,0.3107,0.6713,0.79818435754189,1610.0,7185.0,0.82278481,21250,83552.93,20096.0
418,American International College,211400,1,887.0,0.5187,0.8473,0.6315533980582501,1102.0,6409.0,0.681093394,19275,62232.99,20943.0
419,Amherst College,211500,1,1451.0,0.2254,0.1568,0.14122315592902998,1695.0,12444.0,0.897727273,10500,82187.65,18848.0
420,Babson College,212100,1,1317.0,0.1628,0.3626,0.26303885045236,1751.0,15310.0,0.963963964,25000,82978.89,31884.0
421,Boston Baptist College,3248300,1,943.0,0.4419,0.5698,0.92307692307692,108.0,4286.0,PrivacySuppressed,14999,68167.52,23874.0
422,Becker College,212300,1,1009.0,0.3919,0.8273,0.6689106487148101,1166.0,7731.0,0.825242718,17753,68777.13,27752.0
