,sliding_tackle,aggression,scaled_sliding_tackle,scaled_aggression
76,14,32,0.5890174184346302,1.8914758576878599
77,55,69,2.31399700099319,4.078494818139448
78,13,31,0.5469447456892995,1.8323672371351143
79,18,28,0.7573081094159531,1.6550413754768774
80,10,43,0.4207267274533073,2.5416706837680616
81,83,86,3.4920318378624504,5.083341367536123
82,83,75,3.4920318378624504,4.433146541455922
83,64,68,2.6926510557011665,4.0193861975867025
84,87,80,3.6603225288437735,4.72868964421965
85,56,73,2.3560696737385207,4.31492930035043
86,66,68,2.7767964011918282,4.0193861975867025
87,80,78,3.3658138196264584,4.610472403114159
88,86,83,3.618249856098443,4.906015505877887
89,81,85,3.407886492371789,5.024232746983378
90,11,31,0.462799400198638,1.8323672371351143
91,86,81,3.618249856098443,4.787798264772396
92,84,87,3.534104510607781,5.142449988088869
93,88,70,3.702395201589104,4.137603438692194
94,85,87,3.5761771833531117,5.142449988088869
95,39,45,1.6408342370678983,2.659887924873553
96,35,58,1.4725435460865755,3.4282999920592463
97,85,72,3.5761771833531117,4.255820679797685
98,57,84,2.3981423464838514,4.9651241264306325
99,38,73,1.5987615643225677,4.31492930035043
100,86,81,3.618249856098443,4.787798264772396
101,26,48,1.093889491378599,2.83721378653179
102,21,55,0.8835261276519453,3.2509741304010094
103,85,87,3.5761771833531117,5.142449988088869
104,12,41,0.5048720729439687,2.4234534426625705
105,87,86,3.6603225288437735,5.083341367536123
106,85,79,3.5761771833531117,4.669581023666904
107,76,86,3.1975231286451353,5.083341367536123
108,75,83,3.1554504558998047,4.906015505877887
109,75,86,3.1554504558998047,5.083341367536123
110,31,56,1.3042528551052526,3.3100827509537547
111,16,35,0.6731627639252916,2.068801719346097
112,85,79,3.5761771833531117,4.669581023666904
113,45,59,1.8932702735398828,3.4874086126119916
114,16,51,0.6731627639252916,3.0145396481900266
115,51,44,2.145706310011867,2.6007793043208074
116,78,82,3.2816684741357967,4.846906885325141
117,10,36,0.4207267274533073,2.1279103398988424
118,14,20,0.5890174184346302,1.1821724110549126
119,21,52,0.8835261276519453,3.0736482687427724
120,84,82,3.534104510607781,4.846906885325141
121,19,75,0.7993807821612838,4.433146541455922
122,84,88,3.534104510607781,5.201558608641615
123,84,84,3.534104510607781,4.9651241264306325
124,83,78,3.4920318378624504,4.610472403114159
125,34,56,1.4304708733412448,3.3100827509537547
126,49,82,2.0615609645212056,4.846906885325141
127,40,62,1.6829069098132292,3.6647344742702286
128,33,54,1.3883982005959141,3.1918655098482636
129,61,77,2.5664330374651745,4.551363782561413
130,87,89,3.6603225288437735,5.26066722919436
131,17,26,0.7152354366706224,1.5368241343713862
132,63,63,2.650578382955836,3.7238430948229744
133,61,61,2.5664330374651745,3.6056258537174832
134,82,81,3.4499591651171198,4.787798264772396
135,8,35,0.3365813819626458,2.068801719346097
136,78,84,3.2816684741357967,4.9651241264306325
137,85,83,3.5761771833531117,4.906015505877887
138,41,63,1.7249795825585599,3.7238430948229744
139,32,83,1.3463255278505832,4.906015505877887
140,17,62,0.7152354366706224,3.6647344742702286
141,86,80,3.618249856098443,4.72868964421965
142,71,75,2.9871597649184816,4.433146541455922
143,83,80,3.4920318378624504,4.72868964421965
144,19,40,0.7993807821612838,2.364344822109825
145,83,78,3.4920318378624504,4.610472403114159
146,42,66,1.7670522553038905,3.9011689564812113
147,78,88,3.2816684741357967,5.201558608641615
148,23,61,0.9676714731426067,3.6056258537174832
149,13,38,0.5469447456892995,2.2461275810043335
150,82,74,3.4499591651171198,4.374037920903176
151,19,25,0.7993807821612838,1.4777155138186406
152,79,81,3.3237411468811273,4.787798264772396
153,85,84,3.5761771833531117,4.9651241264306325
154,18,63,0.7573081094159531,3.7238430948229744
155,32,77,1.3463255278505832,4.551363782561413
156,84,90,3.534104510607781,5.319775849747106
157,51,65,2.145706310011867,3.8420603359284655
158,51,58,2.145706310011867,3.4282999920592463
159,27,30,1.1359621641239297,1.7732586165823687
160,68,68,2.8609417466824896,4.0193861975867025
161,26,72,1.093889491378599,4.255820679797685
162,83,78,3.4920318378624504,4.610472403114159
163,47,31,1.9774156190305443,1.8323672371351143
164,78,87,3.2816684741357967,5.142449988088869
165,86,81,3.618249856098443,4.787798264772396
166,82,73,3.4499591651171198,4.31492930035043
167,32,54,1.3463255278505832,3.1918655098482636
168,73,79,3.0713051104091433,4.669581023666904
169,28,75,1.1780348368692604,4.433146541455922
170,43,57,1.8091249280492214,3.3691913715065005
171,64,88,2.6926510557011665,5.201558608641615
172,62,74,2.608505710210505,4.374037920903176
173,83,79,3.4920318378624504,4.669581023666904
174,61,69,2.5664330374651745,4.078494818139448
175,11,39,0.462799400198638,2.3052362015570793
176,12,38,0.5048720729439687,2.2461275810043335
177,39,57,1.6408342370678983,3.3691913715065005
178,80,83,3.3658138196264584,4.906015505877887
179,25,61,1.0518168186332681,3.6056258537174832
180,83,83,3.4920318378624504,4.906015505877887
181,82,74,3.4499591651171198,4.374037920903176
182,77,83,3.239595801390466,4.906015505877887
183,13,33,0.5469447456892995,1.9505844782406057
184,71,74,2.9871597649184816,4.374037920903176
185,62,52,2.608505710210505,3.0736482687427724
186,84,81,3.534104510607781,4.787798264772396
187,78,83,3.2816684741357967,4.906015505877887
188,14,36,0.5890174184346302,2.1279103398988424
189,52,64,2.187778982757198,3.7829517153757197
190,82,88,3.4499591651171198,5.201558608641615
191,37,55,1.556688891577237,3.2509741304010094
192,20,62,0.8414534549066146,3.6647344742702286
193,82,84,3.4499591651171198,4.9651241264306325
194,24,32,1.0097441458879375,1.8914758576878599
195,13,62,0.5469447456892995,3.6647344742702286
196,74,78,3.113377783154474,4.610472403114159
197,13,23,0.5469447456892995,1.3594982727131493
198,16,30,0.6731627639252916,1.7732586165823687
199,35,58,1.4725435460865755,3.4282999920592463
200,82,85,3.4499591651171198,5.024232746983378
201,71,81,2.9871597649184816,4.787798264772396
202,30,71,1.262180182359922,4.196712059244939
203,69,73,2.9030144194278202,4.31492930035043
204,28,54,1.1780348368692604,3.1918655098482636
205,80,70,3.3658138196264584,4.137603438692194
206,32,52,1.3463255278505832,3.0736482687427724
207,19,63,0.7993807821612838,3.7238430948229744
208,64,81,2.6926510557011665,4.787798264772396
209,36,59,1.5146162188319061,3.4874086126119916
210,27,60,1.1359621641239297,3.5465172331647374
211,44,65,1.851197600794552,3.8420603359284655
212,77,66,3.239595801390466,3.9011689564812113
213,79,84,3.3237411468811273,4.9651241264306325
214,14,62,0.5890174184346302,3.6647344742702286
215,37,80,1.556688891577237,4.72868964421965
216,63,71,2.650578382955836,4.196712059244939
217,11,27,0.462799400198638,1.5959327549241318
218,58,68,2.440215019229182,4.0193861975867025
219,81,89,3.407886492371789,5.26066722919436
220,31,56,1.3042528551052526,3.3100827509537547
221,84,83,3.534104510607781,4.906015505877887
222,84,86,3.534104510607781,5.083341367536123
223,80,92,3.3658138196264584,5.437993090852597
224,78,79,3.2816684741357967,4.669581023666904
225,62,76,2.608505710210505,4.492255162008667
226,33,59,1.3883982005959141,3.4874086126119916
227,54,34,2.2719243282478594,2.0096930987933512
228,18,23,0.7573081094159531,1.3594982727131493
229,22,40,0.925598800397276,2.364344822109825
230,83,90,3.4920318378624504,5.319775849747106
231,80,92,3.3658138196264584,5.437993090852597
232,51,67,2.145706310011867,3.9602775770339567
233,23,60,0.9676714731426067,3.5465172331647374
234,85,73,3.5761771833531117,4.31492930035043
235,68,92,2.8609417466824896,5.437993090852597
236,58,56,2.440215019229182,3.3100827509537547
237,52,68,2.187778982757198,4.0193861975867025
238,30,65,1.262180182359922,3.8420603359284655
239,23,73,0.9676714731426067,4.31492930035043
240,14,32,0.5890174184346302,1.8914758576878599
241,82,89,3.4499591651171198,5.26066722919436
242,85,82,3.5761771833531117,4.846906885325141
243,48,64,2.019488291775875,3.7829517153757197
244,68,70,2.8609417466824896,4.137603438692194
245,30,55,1.262180182359922,3.2509741304010094
246,86,76,3.618249856098443,4.492255162008667
247,75,78,3.1554504558998047,4.610472403114159
248,79,90,3.3237411468811273,5.319775849747106
249,40,56,1.6829069098132292,3.3100827509537547
250,42,58,1.7670522553038905,3.4282999920592463
251,57,74,2.3981423464838514,4.374037920903176
252,20,70,0.8414534549066146,4.137603438692194
253,67,73,2.818869073937159,4.31492930035043
254,12,40,0.5048720729439687,2.364344822109825
255,55,57,2.31399700099319,3.3691913715065005
256,25,46,1.0518168186332681,2.7189965454262985
257,30,81,1.262180182359922,4.787798264772396
258,76,80,3.1975231286451353,4.72868964421965
259,34,63,1.4304708733412448,3.7238430948229744
260,24,18,1.0097441458879375,1.0639551699494212
261,77,91,3.239595801390466,5.378884470299852
262,16,32,0.6731627639252916,1.8914758576878599
263,82,81,3.4499591651171198,4.787798264772396
264,64,64,2.6926510557011665,3.7829517153757197
265,79,84,3.3237411468811273,4.9651241264306325
266,20,76,0.8414534549066146,4.492255162008667
267,82,86,3.4499591651171198,5.083341367536123
268,25,59,1.0518168186332681,3.4874086126119916
269,65,79,2.734723728446497,4.669581023666904
270,82,78,3.4499591651171198,4.610472403114159
271,71,78,2.9871597649184816,4.610472403114159
272,39,66,1.6408342370678983,3.9011689564812113
273,19,40,0.7993807821612838,2.364344822109825
274,12,42,0.5048720729439687,2.4825620632153163
275,84,71,3.534104510607781,4.196712059244939
276,12,60,0.5048720729439687,3.5465172331647374
277,85,87,3.5761771833531117,5.142449988088869
278,14,57,0.5890174184346302,3.3691913715065005
279,12,18,0.5048720729439687,1.0639551699494212
280,81,64,3.407886492371789,3.7829517153757197
281,44,33,1.851197600794552,1.9505844782406057
282,80,83,3.3658138196264584,4.906015505877887
283,79,74,3.3237411468811273,4.374037920903176
284,19,11,0.7993807821612838,0.6501948260802018
285,68,74,2.8609417466824896,4.374037920903176
286,14,22,0.5890174184346302,1.3003896521604037
287,83,79,3.4920318378624504,4.669581023666904
288,13,28,0.5469447456892995,1.6550413754768774
289,20,72,0.8414534549066146,4.255820679797685
290,81,78,3.407886492371789,4.610472403114159
291,31,66,1.3042528551052526,3.9011689564812113
292,65,80,2.734723728446497,4.72868964421965
293,77,86,3.239595801390466,5.083341367536123
294,38,67,1.5987615643225677,3.9602775770339567
295,82,82,3.4499591651171198,4.846906885325141
296,13,34,0.5469447456892995,2.0096930987933512
297,33,67,1.3883982005959141,3.9602775770339567
298,19,56,0.7993807821612838,3.3100827509537547
299,78,77,3.2816684741357967,4.551363782561413
300,36,57,1.5146162188319061,3.3691913715065005
301,17,51,0.7152354366706224,3.0145396481900266
302,76,64,3.1975231286451353,3.7829517153757197
303,85,85,3.5761771833531117,5.024232746983378
304,24,86,1.0097441458879375,5.083341367536123
305,26,73,1.093889491378599,4.31492930035043
306,70,68,2.945087092173151,4.0193861975867025
307,31,66,1.3042528551052526,3.9011689564812113
308,75,88,3.1554504558998047,5.201558608641615
309,84,73,3.534104510607781,4.31492930035043
310,79,74,3.3237411468811273,4.374037920903176
311,28,64,1.1780348368692604,3.7829517153757197
312,30,80,1.262180182359922,4.72868964421965
313,69,74,2.9030144194278202,4.374037920903176
314,77,69,3.239595801390466,4.078494818139448
315,51,92,2.145706310011867,5.437993090852597
316,36,66,1.5146162188319061,3.9011689564812113
317,80,68,3.3658138196264584,4.0193861975867025
318,70,78,2.945087092173151,4.610472403114159
319,81,72,3.407886492371789,4.255820679797685
320,11,32,0.462799400198638,1.8914758576878599
321,40,85,1.6829069098132292,5.024232746983378
322,79,73,3.3237411468811273,4.31492930035043
323,58,67,2.440215019229182,3.9602775770339567
324,66,44,2.7767964011918282,2.6007793043208074
325,83,74,3.4920318378624504,4.374037920903176
326,11,25,0.462799400198638,1.4777155138186406
327,81,64,3.407886492371789,3.7829517153757197
328,26,55,1.093889491378599,3.2509741304010094
329,26,67,1.093889491378599,3.9602775770339567
330,52,73,2.187778982757198,4.31492930035043
331,21,62,0.8835261276519453,3.6647344742702286
332,34,68,1.4304708733412448,4.0193861975867025
333,84,79,3.534104510607781,4.669581023666904
334,82,83,3.4499591651171198,4.906015505877887
335,85,82,3.5761771833531117,4.846906885325141
336,72,87,3.0292324376638122,5.142449988088869
337,56,64,2.3560696737385207,3.7829517153757197
338,85,87,3.5761771833531117,5.142449988088869
339,52,75,2.187778982757198,4.433146541455922
340,84,77,3.534104510607781,4.551363782561413
341,81,75,3.407886492371789,4.433146541455922
342,31,45,1.3042528551052526,2.659887924873553
343,82,77,3.4499591651171198,4.551363782561413
344,78,72,3.2816684741357967,4.255820679797685
345,23,48,0.9676714731426067,2.83721378653179
346,13,31,0.5469447456892995,1.8323672371351143
347,79,77,3.3237411468811273,4.551363782561413
348,80,76,3.3658138196264584,4.492255162008667
349,80,83,3.3658138196264584,4.906015505877887
350,65,82,2.734723728446497,4.846906885325141
351,74,58,3.113377783154474,3.4282999920592463
352,25,47,1.0518168186332681,2.7781051659790443
353,10,30,0.4207267274533073,1.7732586165823687
354,30,58,1.262180182359922,3.4282999920592463
355,74,86,3.113377783154474,5.083341367536123
356,73,69,3.0713051104091433,4.078494818139448
357,28,70,1.1780348368692604,4.137603438692194
358,38,71,1.5987615643225677,4.196712059244939
359,22,51,0.925598800397276,3.0145396481900266
360,82,80,3.4499591651171198,4.72868964421965
361,10,83,0.4207267274533073,4.906015505877887
362,79,86,3.3237411468811273,5.083341367536123
363,78,83,3.2816684741357967,4.906015505877887
364,30,50,1.262180182359922,2.9554310276372813
365,83,78,3.4920318378624504,4.610472403114159
366,80,80,3.3658138196264584,4.72868964421965
367,18,41,0.7573081094159531,2.4234534426625705
368,34,52,1.4304708733412448,3.0736482687427724
369,16,34,0.6731627639252916,2.0096930987933512
370,80,77,3.3658138196264584,4.551363782561413
371,51,58,2.145706310011867,3.4282999920592463
372,72,72,3.0292324376638122,4.255820679797685
373,63,84,2.650578382955836,4.9651241264306325
374,81,80,3.407886492371789,4.72868964421965
375,13,37,0.5469447456892995,2.187018960451588
376,13,31,0.5469447456892995,1.8323672371351143
377,22,61,0.925598800397276,3.6056258537174832
378,84,73,3.534104510607781,4.31492930035043
379,23,80,0.9676714731426067,4.72868964421965
380,74,82,3.113377783154474,4.846906885325141
381,80,80,3.3658138196264584,4.72868964421965
382,77,83,3.239595801390466,4.906015505877887
383,75,80,3.1554504558998047,4.72868964421965
384,14,43,0.5890174184346302,2.5416706837680616
385,14,22,0.5890174184346302,1.3003896521604037
386,37,81,1.556688891577237,4.787798264772396
387,82,68,3.4499591651171198,4.0193861975867025
388,74,93,3.113377783154474,5.497101711405343
389,18,62,0.7573081094159531,3.6647344742702286
390,35,75,1.4725435460865755,4.433146541455922
391,69,73,2.9030144194278202,4.31492930035043
392,69,70,2.9030144194278202,4.137603438692194
393,80,76,3.3658138196264584,4.492255162008667
394,44,41,1.851197600794552,2.4234534426625705
395,60,74,2.524360364719844,4.374037920903176
396,16,27,0.6731627639252916,1.5959327549241318
397,76,78,3.1975231286451353,4.610472403114159
398,24,42,1.0097441458879375,2.4825620632153163
399,53,69,2.2298516555025287,4.078494818139448
400,82,70,3.4499591651171198,4.137603438692194
401,76,76,3.1975231286451353,4.492255162008667
402,25,48,1.0518168186332681,2.83721378653179
403,71,56,2.9871597649184816,3.3100827509537547
404,75,75,3.1554504558998047,4.433146541455922
405,77,65,3.239595801390466,3.8420603359284655
406,69,73,2.9030144194278202,4.31492930035043
407,81,72,3.407886492371789,4.255820679797685
408,79,83,3.3237411468811273,4.906015505877887
409,41,41,1.7249795825585599,2.4234534426625705
410,84,91,3.534104510607781,5.378884470299852
411,73,79,3.0713051104091433,4.669581023666904
412,16,18,0.6731627639252916,1.0639551699494212
413,30,59,1.262180182359922,3.4874086126119916
414,77,84,3.239595801390466,4.9651241264306325
415,42,70,1.7670522553038905,4.137603438692194
416,19,38,0.7993807821612838,2.2461275810043335
417,86,78,3.618249856098443,4.610472403114159
418,42,47,1.7670522553038905,2.7781051659790443
419,22,61,0.925598800397276,3.6056258537174832
420,80,76,3.3658138196264584,4.492255162008667
421,75,75,3.1554504558998047,4.433146541455922
422,75,76,3.1554504558998047,4.492255162008667
423,13,18,0.5469447456892995,1.0639551699494212
424,35,62,1.4725435460865755,3.6647344742702286
425,18,65,0.7573081094159531,3.8420603359284655
426,81,75,3.407886492371789,4.433146541455922
427,78,74,3.2816684741357967,4.374037920903176
428,26,58,1.093889491378599,3.4282999920592463
429,33,75,1.3883982005959141,4.433146541455922
430,80,85,3.3658138196264584,5.024232746983378
431,70,87,2.945087092173151,5.142449988088869
432,26,56,1.093889491378599,3.3100827509537547
433,22,50,0.925598800397276,2.9554310276372813
434,28,32,1.1780348368692604,1.8914758576878599
435,54,66,2.2719243282478594,3.9011689564812113
436,86,83,3.618249856098443,4.906015505877887
437,55,73,2.31399700099319,4.31492930035043
438,81,82,3.407886492371789,4.846906885325141
439,82,85,3.4499591651171198,5.024232746983378
440,31,66,1.3042528551052526,3.9011689564812113
441,15,40,0.631090091179961,2.364344822109825
442,82,76,3.4499591651171198,4.492255162008667
443,49,70,2.0615609645212056,4.137603438692194
444,67,77,2.818869073937159,4.551363782561413
445,42,66,1.7670522553038905,3.9011689564812113
446,75,85,3.1554504558998047,5.024232746983378
447,12,26,0.5048720729439687,1.5368241343713862
448,70,66,2.945087092173151,3.9011689564812113
449,78,81,3.2816684741357967,4.787798264772396
450,25,54,1.0518168186332681,3.1918655098482636
451,44,67,1.851197600794552,3.9602775770339567
452,77,88,3.239595801390466,5.201558608641615
453,33,67,1.3883982005959141,3.9602775770339567
454,76,70,3.1975231286451353,4.137603438692194
455,25,54,1.0518168186332681,3.1918655098482636
456,53,75,2.2298516555025287,4.433146541455922
457,32,48,1.3463255278505832,2.83721378653179
458,79,66,3.3237411468811273,3.9011689564812113
459,13,74,0.5469447456892995,4.374037920903176
460,80,88,3.3658138196264584,5.201558608641615
461,81,81,3.407886492371789,4.787798264772396
462,78,79,3.2816684741357967,4.669581023666904
463,70,69,2.945087092173151,4.078494818139448
464,35,56,1.4725435460865755,3.3100827509537547
465,24,67,1.0097441458879375,3.9602775770339567
466,33,75,1.3883982005959141,4.433146541455922
467,85,88,3.5761771833531117,5.201558608641615
468,74,74,3.113377783154474,4.374037920903176
469,82,76,3.4499591651171198,4.492255162008667
470,79,74,3.3237411468811273,4.374037920903176
471,18,63,0.7573081094159531,3.7238430948229744
472,40,53,1.6829069098132292,3.132756889295518
473,79,77,3.3237411468811273,4.551363782561413
474,32,53,1.3463255278505832,3.132756889295518
475,26,60,1.093889491378599,3.5465172331647374
476,11,45,0.462799400198638,2.659887924873553
477,81,75,3.407886492371789,4.433146541455922
478,88,82,3.702395201589104,4.846906885325141
479,64,80,2.6926510557011665,4.72868964421965
480,25,61,1.0518168186332681,3.6056258537174832
481,24,80,1.0097441458879375,4.72868964421965
482,40,55,1.6829069098132292,3.2509741304010094
483,36,55,1.5146162188319061,3.2509741304010094
484,72,82,3.0292324376638122,4.846906885325141
485,77,79,3.239595801390466,4.669581023666904
486,82,78,3.4499591651171198,4.610472403114159
487,15,33,0.631090091179961,1.9505844782406057
488,50,66,2.1036336372665363,3.9011689564812113
489,82,79,3.4499591651171198,4.669581023666904
490,68,59,2.8609417466824896,3.4874086126119916
491,55,59,2.31399700099319,3.4874086126119916
492,39,74,1.6408342370678983,4.374037920903176
493,82,73,3.4499591651171198,4.31492930035043
494,59,53,2.482287691974513,3.132756889295518
495,78,85,3.2816684741357967,5.024232746983378
496,83,82,3.4920318378624504,4.846906885325141
497,80,76,3.3658138196264584,4.492255162008667
498,84,84,3.534104510607781,4.9651241264306325
499,80,84,3.3658138196264584,4.9651241264306325
500,36,65,1.5146162188319061,3.8420603359284655
501,13,43,0.5469447456892995,2.5416706837680616
502,14,15,0.5890174184346302,0.8866293082911844
503,22,83,0.925598800397276,4.906015505877887
504,73,84,3.0713051104091433,4.9651241264306325
505,27,35,1.1359621641239297,2.068801719346097
506,68,68,2.8609417466824896,4.0193861975867025
507,79,81,3.3237411468811273,4.787798264772396
508,39,70,1.6408342370678983,4.137603438692194
509,81,87,3.407886492371789,5.142449988088869
510,59,73,2.482287691974513,4.31492930035043
511,12,32,0.5048720729439687,1.8914758576878599
512,11,39,0.462799400198638,2.3052362015570793
513,14,36,0.5890174184346302,2.1279103398988424
514,31,45,1.3042528551052526,2.659887924873553
515,79,79,3.3237411468811273,4.669581023666904
516,73,69,3.0713051104091433,4.078494818139448
517,79,70,3.3237411468811273,4.137603438692194
518,75,80,3.1554504558998047,4.72868964421965
519,12,34,0.5048720729439687,2.0096930987933512
520,81,79,3.407886492371789,4.669581023666904
521,11,63,0.462799400198638,3.7238430948229744
522,16,37,0.6731627639252916,2.187018960451588
523,70,64,2.945087092173151,3.7829517153757197
524,59,65,2.482287691974513,3.8420603359284655
525,30,40,1.262180182359922,2.364344822109825
526,35,90,1.4725435460865755,5.319775849747106
527,18,25,0.7573081094159531,1.4777155138186406
528,38,83,1.5987615643225677,4.906015505877887
529,54,74,2.2719243282478594,4.374037920903176
530,77,80,3.239595801390466,4.72868964421965
531,16,37,0.6731627639252916,2.187018960451588
532,79,80,3.3237411468811273,4.72868964421965
533,61,68,2.5664330374651745,4.0193861975867025
534,79,75,3.3237411468811273,4.433146541455922
535,79,77,3.3237411468811273,4.551363782561413
536,55,44,2.31399700099319,2.6007793043208074
537,71,81,2.9871597649184816,4.787798264772396
538,15,36,0.631090091179961,2.1279103398988424
539,13,27,0.5469447456892995,1.5959327549241318
540,68,78,2.8609417466824896,4.610472403114159
541,81,75,3.407886492371789,4.433146541455922
542,45,65,1.8932702735398828,3.8420603359284655
543,78,75,3.2816684741357967,4.433146541455922
544,27,61,1.1359621641239297,3.6056258537174832
545,79,74,3.3237411468811273,4.374037920903176
546,32,47,1.3463255278505832,2.7781051659790443
547,74,74,3.113377783154474,4.374037920903176
548,78,73,3.2816684741357967,4.31492930035043
549,80,79,3.3658138196264584,4.669581023666904
550,76,69,3.1975231286451353,4.078494818139448
551,78,82,3.2816684741357967,4.846906885325141
552,62,58,2.608505710210505,3.4282999920592463
553,45,57,1.8932702735398828,3.3691913715065005
554,31,62,1.3042528551052526,3.6647344742702286
555,32,66,1.3463255278505832,3.9011689564812113
556,66,66,2.7767964011918282,3.9011689564812113
557,45,63,1.8932702735398828,3.7238430948229744
558,79,74,3.3237411468811273,4.374037920903176
559,81,75,3.407886492371789,4.433146541455922
560,43,47,1.8091249280492214,2.7781051659790443
561,25,41,1.0518168186332681,2.4234534426625705
562,63,65,2.650578382955836,3.8420603359284655
563,32,67,1.3463255278505832,3.9602775770339567
564,79,71,3.3237411468811273,4.196712059244939
565,75,78,3.1554504558998047,4.610472403114159
566,62,60,2.608505710210505,3.5465172331647374
567,78,83,3.2816684741357967,4.906015505877887
568,76,78,3.1975231286451353,4.610472403114159
569,24,76,1.0097441458879375,4.492255162008667
570,81,73,3.407886492371789,4.31492930035043
571,77,80,3.239595801390466,4.72868964421965
572,20,62,0.8414534549066146,3.6647344742702286
573,78,78,3.2816684741357967,4.610472403114159
574,73,84,3.0713051104091433,4.9651241264306325
575,33,68,1.3883982005959141,4.0193861975867025
576,15,75,0.631090091179961,4.433146541455922
577,84,88,3.534104510607781,5.201558608641615
578,80,78,3.3658138196264584,4.610472403114159
579,64,56,2.6926510557011665,3.3100827509537547
580,79,75,3.3237411468811273,4.433146541455922
581,80,85,3.3658138196264584,5.024232746983378
582,30,52,1.262180182359922,3.0736482687427724
583,79,76,3.3237411468811273,4.492255162008667
584,27,48,1.1359621641239297,2.83721378653179
585,81,75,3.407886492371789,4.433146541455922
586,26,59,1.093889491378599,3.4874086126119916
587,73,65,3.0713051104091433,3.8420603359284655
588,43,52,1.8091249280492214,3.0736482687427724
589,24,60,1.0097441458879375,3.5465172331647374
590,25,75,1.0518168186332681,4.433146541455922
591,76,88,3.1975231286451353,5.201558608641615
592,25,73,1.0518168186332681,4.31492930035043
593,77,86,3.239595801390466,5.083341367536123
594,20,57,0.8414534549066146,3.3691913715065005
595,77,58,3.239595801390466,3.4282999920592463
596,73,87,3.0713051104091433,5.142449988088869
597,78,81,3.2816684741357967,4.787798264772396
598,14,38,0.5890174184346302,2.2461275810043335
599,43,54,1.8091249280492214,3.1918655098482636
600,14,85,0.5890174184346302,5.024232746983378
601,78,81,3.2816684741357967,4.787798264772396
