Hard Target,424
Heaven & Earth,425
Hot Shots! Part Deux,426
Live Nude Girls,427
The Englishman Who Went Up a Hill But Came Down a Mountain,428
The House of the Spirits,429
House Party 3,430
The Hudsucker Proxy,431
I'll Do Anything,432
In the Army Now,433
In the Line of Fire,434
In the Name of the Father,435
The Inkwell,436
What's Love Got to Do with It,437
Judgment Night,438
Jurassic Park,439
Kalifornia,440
Killing Zoe,441
King of the Hill,442
Lassie,443
Last Action Hero,444
Life With Mikey,445
Lightning Jack,446
M. Butterfly,447
Made in America,448
Malice,449
The Man without a Face,450
Manhattan Murder Mystery,451
Menace II Society,452
Executive Decision,453
In the Realm of the Senses,454
What Happened Was...,455
Much Ado About Nothing,456
Mr. Jones,457
Mr. Wonderful,458
Mrs. Doubtfire,459
Naked,460
The Next Karate Kid,461
No Escape,462
North,463
Orlando,464
A Perfect World,465
Philadelphia,466
The Piano,467
Poetic Justice,468
The Program,469
The Puppet Masters,470
Radioland Murders,471
The Ref,472
The Remains of the Day,473
Renaissance Man,474
Rising Sun,475
The Road to Wellville,476
RoboCop 3,477
Robin Hood: Men in Tights,478
Romeo Is Bleeding,479
Romper Stomper,480
Ruby in Paradise,481
Rudy,482
Savage Nights,483
Schindler's List,484
The Scout,485
Searching for Bobby Fischer,486
The Secret Garden,487
Serial Mom,488
The Shadow,489
Shadowlands,490
Short Cuts,491
A Simple Twist of Fate,492
Sirens,493
Six Degrees of Separation,494
Sleepless in Seattle,495
Sliver,496
Blade Runner,497
Son in Law,498
So I Married an Axe Murderer,499
Striking Distance,500
Super Mario Bros.,501
Surviving the Game,502
Terminal Velocity,503
Thirty Two Short Films About Glenn Gould,504
Threesome,505
The Nightmare Before Christmas,506
The Three Musketeers,507
Tombstone,508
Trial by Jury,509
True Romance,510
The War Room,511
The Pagemaster,512
"Paris, France",513
Killer,514
Welcome to the Dollhouse,515
Germinal,516
Chasers,517
Cronos,518
Kika,519
Bhaji on the Beach,520
Little Big League,521
Wide Eyed and Legless,522
"Ciao, Professore!",523
Spanking the Monkey,524
The Little Rascals,525
Andre,526
Princess Caraboo,527
The Celluloid Closet,528
Café au Lait,529
The Brady Bunch Movie,530
Home Alone,531
Ghost,532
Aladdin,533
Terminator 2: Judgment Day,534
Dances with Wolves,535
The Silence of the Lambs,536
Snow White and the Seven Dwarfs,537
Beauty and the Beast,538
Pinocchio,539
Pretty Woman,540
The Wild Bunch,541
Love and a .45,542
Bye Bye Love,543
One Fine Day,544
Candyman: Farewell to the Flesh,545
Fargo,546
Homeward Bound II: Lost in San Francisco,547
Heavy Metal,548
Hellraiser: Bloodline,549
The Pallbearer,550
Jane Eyre,551
Loaded,552
Bread and Chocolate,553
The Aristocats,554
The Flower of My Secret,555
Ed,556
Scream of Stone,557
My Favorite Season,558
A Thin Line Between Love and Hate,559
The Last Supper,560
Primal Fear,561
Carried Away,562
All Dogs Go to Heaven 2,563
Land and Freedom,564
Denise Calls Up,565
A Family Thing,566
Sgt. Bilko,567
Jack & Sarah,568
Girl 6,569
Diabolique,570
Courage Under Fire,571
Mission: Impossible,572
Moll Flanders,573
The Superwife,574
DragonHeart,575
Eddie,576
Purple Noon,577
James and the Giant Peach,578
Fear,579
Kids in the Hall: Brain Candy,580
Faithful,581
Underground,582
Bloodsport II,583
Pather Panchali,584
The World of Apu,585
Mystery Science Theater 3000: The Movie,586
Space Jam,587
Barbarella,588
Some Folks Call It a Sling Blade,589
The Run of the Country,590
Alphaville,591
Coup de Torchon,592
It's My Party,593
Country Life,594
Operation Dumbo Drop,595
The Promise,596
Mrs. Winterbourne,597
Solo,598
The Substitute,599
True Crime,600
Butterfly Kiss,601
Feeling Minnesota,602
Delta of Venus,603
Angus,604
Faces,605
Boys,606
The Quest,607
Cosi,608
Mulholland Falls,609
The Truth About Cats & Dogs,610
Oliver & Company,611
Celtic Pride,612
Flipper,613
Dead Man,614
The Horseman on the Roof,615
The Visitors,616
Multiplicity,617
"The Haunted World of Edward D. Wood, Jr.",618
The Craft,619
The Great White Hype,620
Last Dance,621
Cold Comfort Farm,622
Heaven's Prisoners,623
The Rock,624
Cemetery Man,625
Twister,626
Barb Wire,627
Ghost in the Shell,628
Thinner,629
Spy Hard,630
A Close Shave,631
Force of Evil,632
The Stupids,633
The Arrival,634
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,635
A Month by the Lake,636
Gold Diggers: The Secret of Bear Mountain,637
Kim,638
Carmen Miranda: Bananas Is My Business,639
Ashes of Time,640
Maya Lin: A Strong Clear Vision,641
Stalingrad,642
The Phantom,643
Striptease,644
Heavy,645
Jack,646
I Shot Andy Warhol,647
The Grass Harp,648
Spirits of the Dead,649
Trainspotting,650
Til There Was You,651
Independence Day,652
Stealing Beauty,653
The Fan,654
The Hunchback of Notre Dame,655
The Cable Guy,656
Kingpin,657
Eraser,658
The Gate of Heavenly Peace,659
The Nutty Professor,660
My Life and Times With Antonin Artaud,661
Daylight,662
The Frighteners,663
Lone Star,664
Harriet the Spy,665
Phenomenon,666
Walking and Talking,667
She's the One,668
A Time to Kill,669
American Buffalo,670
Alaska,671
Fled,672
Kazaam,673
Larger Than Life,674
Two Deaths,675
A Very Brady Sequel,676
Death in the Garden,677
Kaspar Hauser,678
The Adventures of Pinocchio,679
Joe's Apartment,680
The First Wives Club,681
Stonewall,682
Ransom,683
High School High,684
Phat Beach,685
Foxfire,686
Chain Reaction,687
Matilda,688
Emma,689
The Crow: City of Angels,690
House Arrest,691
Eyes Without a Face,692
Bordello of Blood,693
The Story of Xinghua,694
The Day the Sun Turned Cold,695
Flirt,696
The Spitfire Grill,697
Escape from L.A.,698
Cyclo,699
Basquiat,700
Tin Cup,701
The Ballad of Narayama,702
The Godfather,703
Police Story 3: Supercop,704
Wife,705
Small Faces,706
Bound,707
Carpool,708
Kansas City,709
Gone Fishin',710
Vive L'Amour,711
Nothing to Lose,712
Project S,713
The Relic,714
The Island of Dr. Moreau,715
First Kid,716
The Trigger Effect,717
Bogus,718
Bulletproof,719
The Land Before Time III: The Time of the Great Giving,720
1-900,721
Halloween: The Curse of Michael Myers,722
Twelfth Night,723
Mother Night,724
Wild Reeds,725
For Whom the Bell Tolls,726
The Philadelphia Story,727
Singin' in the Rain,728
An American in Paris,729
Funny Face,730
Breakfast at Tiffany's,731
Vertigo,732
Rear Window,733
It Happened One Night,734
Gaslight,735
The Gay Divorcee,736
North by Northwest,737
The Apartment,738
Some Like It Hot,739
Charade,740
Casablanca,741
The Maltese Falcon,742
My Fair Lady,743
Sabrina,744
Roman Holiday,745
The Little Princess,746
Meet Me in St. Louis,747
The Wizard of Oz,748
Gone with the Wind,749
My Favorite Year,750
Sunset Boulevard,751
Citizen Kane,752
2001: A Space Odyssey,753
All About Eve,754
The Women,755
Rebecca,756
Foreign Correspondent,757
Notorious,758
Spellbound,759
An Affair to Remember,760
To Catch a Thief,761
Father of the Bride,762
The Band Wagon,763
Ninotchka,764
Love in the Afternoon,765
Gigi,766
The Reluctant Debutante,767
The Adventures of Robin Hood,768
The Mark of Zorro,769
Laura,770
The Ghost and Mrs. Muir,771
Lost Horizon,772
Top Hat,773
To Be or Not to Be,774
My Man Godfrey,775
Giant,776
East of Eden,777
The Thin Man,778
His Girl Friday,779
Around the World in Eighty Days,780
It's a Wonderful Life,781
Mr. Smith Goes to Washington,782
Bringing Up Baby,783
Penny Serenade,784
The Scarlet Letter,785
Angel on My Shoulder,786
Little Lord Fauntleroy,787
They Made Me a Criminal,788
The Inspector General,789
Angel and the Badman,790
The 39 Steps,791
A Walk in the Sun,792
Night of the Living Dead,793
The African Queen,794
Beat the Devil,795
Cat on a Hot Tin Roof,796
The Last Time I Saw Paris,797
Meet John Doe,798
A Farewell to Arms,799
"Yes, Madam",800
Dangerous Ground,801
Picnic,802
The Pompatus of Love,803
Fly Away Home,804
Bliss,805
Grace of My Heart,806
Maximum Risk,807
Michael Collins,808
The Rich Man's Wife,809
Big Night,810
Last Man Standing,811
Caught,812
Set It Off,813
2 Days in the Valley,814
Extreme Measures,815
The Glimmer Man,816
D3: The Mighty Ducks,817
The Chamber,818
The Apple Dumpling Gang,819
"Davy Crockett, King of the Wild Frontier",820
Escape to Witch Mountain,821
The Love Bug,822
Herbie Rides Again,823
Old Yeller,824
The Parent Trap,825
Pollyanna,826
Homeward Bound: The Incredible Journey,827
The Shaggy Dog,828
Swiss Family Robinson,829
That Darn Cat!,830
"20,000 Leagues Under the Sea",831
Cool Runnings,832
Angels in the Outfield,833
Cinderella,834
Winnie the Pooh and the Blustery Day,835
The Three Caballeros,836
The Sword in the Stone,837
So Dear to My Heart,838
Robin Hood: Prince of Thieves,839
Mary Poppins,840
Dumbo,841
Pete's Dragon,842
Bedknobs and Broomsticks,843
Alice in Wonderland,844
The Fox and the Hound,845
Freeway,846
The Sound of Music,847
Die Hard,848
The Lawnmower Man,849
The Secret Agent,850
Secrets & Lies,851
That Thing You Do!,852
To Gillian on Her 37th Birthday,853
Surviving Picasso,854
Beautiful Thing,855
The Long Kiss Goodnight,856
The Ghost and the Darkness,857
Looking for Richard,858
Trees Lounge,859
Normal Life,860
Get on the Bus,861
Shadow Conspiracy,862
Jude,863
Everyone Says I Love You,864
Romeo + Juliet,865
Swingers,866
Sleepers,867
Johns,868
Aladdin and the King of Thieves,869
Shall We Dance,870
A Damsel in Distress,871
Crossfire,872
"Murder, My Sweet",873
Willy Wonka & the Chocolate Factory,874
The Innocents,875
Sleeper,876
Bananas,877
A Fish Called Wanda,878
Life of Brian,879
Victor/Victoria,880
The Candidate,881
The Great Race,882
Bonnie and Clyde,883
The Old Man and the Sea,884
Dial M for Murder,885
Madame Butterfly,886
Dirty Dancing,887
Reservoir Dogs,888
Platoon,889
Weekend at Bernie's,890
Basic Instinct,891
The Doors,892
The Crying Game,893
Glengarry Glen Ross,894
Sophie's Choice,895
E.T. the Extra-Terrestrial,896
A Christmas Carol,897
Days of Thunder,898
Top Gun,899
Rebel Without a Cause,900
A Streetcar Named Desire,901
Children of the Corn IV: The Gathering,902
Microcosmos,903
Palookaville,904
The Associate,905
The Funeral,906
The People vs. Larry Flynt,907
A Perfect Candidate,908
On Golden Pond,909
The Return of the Pink Panther,910
Drop Dead Fred,911
The Abyss,912
The Fog,913
Escape from New York,914
The Howling,915
Jean de Florette,916
Manon of the Spring,917
Private Benjamin,918
Monty Python and the Holy Grail,919
Hustler White,920
Snowriders,921
When We Were Kings,922
The Wrong Trousers,923
The Return of Martin Guerre,924
Faust,925
He Walked by Night,926
Raw Deal,927
T-Men,928
The Tin Drum,929
The Ruling Class,930
Mina Tannenbaum,931
2 or 3 Things I Know About Her,932
The Bloody Child,933
Dear God,934
Bad Moon,935
American Dream,936
Bob Roberts,937
Cinema Paradiso,938
"The Cook, the Thief, His Wife & Her Lover",939
Dead Tired,940
Delicatessen,941
The Double Life of Veronique,942
Enchanted April,943
Paths of Glory,944
The Grifters,945
Hear My Song,946
The Shooter,947
The English Patient,948
Mediterraneo,949
My Left Foot: The Story of Christy Brown,950
"Sex, Lies, and Videotape",951
Passion Fish,952
Strictly Ballroom,953
The Thin Blue Line,954
Tie Me Up! Tie Me Down!,955
Madonna: Truth or Dare,956
Paris is Burning,957
One Flew Over the Cuckoo's Nest,958
Up in Smoke,959
The Empire Strikes Back,960
The Princess Bride,961
Raiders of the Lost Ark,962
Brazil,963
Aliens,964
"The Good, the Bad and the Ugly",965
Withnail & I,966
12 Angry Men,967
Lawrence of Arabia,968
A Clockwork Orange,969
To Kill a Mockingbird,970
Apocalypse Now,971
Once Upon a Time in the West,972
Return of the Jedi,973
Wings of Desire,974
The Third Man,975
GoodFellas,976
Alien,977
Army of Darkness,978
The Big Blue,979
Ran,980
The Killer,981
Psycho,982
The Blues Brothers,983
The Godfather: Part II,984
Full Metal Jacket,985
A Grand Day Out,986
Henry V,987
Amadeus,988
The Quiet Man,989
Once Upon a Time in America,990
Raging Bull,991
Annie Hall,992
The Right Stuff,993
Stalker,994
Das Boot,995
The Sting,996
Harold and Maude,997
Trust,998
The Seventh Seal,999
Local Hero,1000
The Terminator,1001
Braindead,1002
Glory,1003
Rosencrantz & Guildenstern Are Dead,1004
Manhattan,1005
Miller's Crossing,1006
Dead Poets Society,1007
