,num_patients_cured,efficacy_rate,prior,likelihood,posterior_prob
36,0,0.36,1.0,0.01152921504606847,0.00011415064402047985
37,0,0.37,1.0,0.009849302918817906,9.751785068136535e-05
38,0,0.38,1.0,0.008392993658683404,8.309894711567722e-05
39,0,0.39,1.0,0.007133429116628828,7.062801105573093e-05
40,0,0.4,1.0,0.0060466176,5.9867500990098976e-05
41,0,0.41000000000000003,1.0,0.00511116753300641,5.060561913867729e-05
42,0,0.42,1.0,0.004308042068994059,4.2653881871228284e-05
43,0,0.43,1.0,0.0036203333145689138,3.584488430266249e-05
44,0,0.44,1.0,0.003033054890961141,3.0030246445159797e-05
45,0,0.45,1.0,0.0025329516211914063,2.5078728922687176e-05
46,0,0.46,1.0,0.0021083251926492033,2.0874506857912894e-05
47,0,0.47000000000000003,1.0,0.00174887470365513,1.7315591125298307e-05
48,0,0.48,1.0,0.0014455510594905718,1.4312386727629415e-05
49,0,0.49,1.0,0.0011904242382761296,1.1786378596793356e-05
50,0,0.5,1.0,0.0009765625,9.668935643564351e-06
51,0,0.51,1.0,0.0007979226629761196,7.90022438590217e-06
52,0,0.52,1.0,0.0006492506210854506,6.428223971143072e-06
53,0,0.53,1.0,0.0005259913223583002,5.207834874834652e-06
54,0,0.54,1.0,0.00042420747482776496,4.20007400819569e-06
55,0,0.55,1.0,0.0003405062891601558,3.371349397625303e-06
56,0,0.56,1.0,0.0002719736093841814,2.692808013704765e-06
57,0,0.5700000000000001,1.0,0.00021611482313284205,2.139750724087544e-06
58,0,0.58,1.0,0.00017080198121677845,1.6911087249185976e-06
59,0,0.59,1.0,0.0001342265931015241,1.32897616932202e-06
60,0,0.6,1.0,0.00010485760000000014,1.0381940594059414e-06
61,0,0.61,1.0,8.140406085191613e-05,8.059808005140206e-07
62,0,0.62,1.0,6.278211847988223e-05,6.216051334641802e-07
63,0,0.63,1.0,4.8085843724178446e-05,4.7609746261562793e-07
64,0,0.64,1.0,3.656158440062977e-05,3.6199588515474994e-07
65,0,0.65,1.0,2.7585473535156207e-05,2.731235003480811e-07
66,0,0.66,1.0,2.0643777540597743e-05,2.0439383703562109e-07
67,0,0.67,1.0,1.531578985264449e-05,1.516414836895493e-07
68,0,0.68,1.0,1.125899906842622e-05,1.1147523830124965e-07
69,0,0.6900000000000001,1.0,8.196282869807992e-06,8.115131554265334e-08
70,0,0.7000000000000001,1.0,5.904899999999985e-06,5.846435643564338e-08
71,0,0.71,1.0,4.207072333002015e-06,4.165418151487142e-08
72,0,0.72,1.0,2.961967666954242e-06,2.9326412544101387e-08
73,0,0.73,1.0,2.0589113209464893e-06,2.0385260603430577e-08
74,0,0.74,1.0,1.4116709565337615e-06,1.39769401637006e-08
75,0,0.75,1.0,9.5367431640625e-07,9.442319964418312e-09
76,0,0.76,1.0,6.340338096537597e-07,6.2775624718193995e-09
77,0,0.77,1.0,4.142651121364896e-07,4.101634773628607e-09
78,0,0.78,1.0,2.655992279142394e-07,2.629695325883557e-09
79,0,0.79,1.0,1.6679880978200975e-07,1.6514733641783134e-09
80,0,0.8,1.0,1.0240000000000004e-07,1.0138613861386138e-09
81,0,0.81,1.0,6.131066257800983e-08,6.070362631486119e-10
82,0,0.8200000000000001,1.0,3.570467226623985e-08,3.5351160659643394e-10
83,0,0.8300000000000001,1.0,2.0159939004489966e-08,1.9960335648009856e-10
84,0,0.84,1.0,1.099511627776003e-08,1.0886253740356459e-10
85,0,0.85,1.0,5.766503906250021e-09,5.709409808168334e-11
86,0,0.86,1.0,2.8925465497600048e-09,2.863907475009904e-11
87,0,0.87,1.0,1.3785849184900027e-09,1.3649355628613881e-11
88,0,0.88,1.0,6.191736422399992e-10,6.1304321013861275e-12
89,0,0.89,1.0,2.593742460099992e-10,2.568061841683159e-12
90,0,0.9,1.0,9.99999999999996e-11,9.900990099009856e-13
91,0,0.91,1.0,3.486784400999994e-11,3.4522617831683093e-13
92,0,0.92,1.0,1.0737418239999943e-11,1.0631107168316769e-13
93,0,0.93,1.0,2.824752489999982e-12,2.796784643564337e-14
94,0,0.9400000000000001,1.0,6.046617599999944e-13,5.986750099009842e-15
95,0,0.9500000000000001,1.0,9.765624999999883e-14,9.668935643564236e-16
96,0,0.96,1.0,1.0485760000000085e-14,1.0381940594059484e-16
97,0,0.97,1.0,5.904900000000067e-16,5.846435643564419e-18
98,0,0.98,1.0,1.024000000000011e-17,1.0138613861386242e-19
99,0,0.99,1.0,1.0000000000000135e-20,9.900990099010029e-23
100,0,1.0,1.0,0.0,0.0
101,1,0.0,1.0,0.0,0.0
102,1,0.01,1.0,0.09135172474836425,0.0009044725222610318
103,1,0.02,1.0,0.16674955242603018,0.0016509856675844562
104,1,0.03,1.0,0.2280693175963698,0.002258112055409601
105,1,0.04,1.0,0.27701359832979244,0.002742708894354379
106,1,0.05,1.0,0.31512470486230504,0.003120046582795098
107,1,0.06,1.0,0.34379688133717035,0.0034039295181898035
108,1,0.07,1.0,0.3642877580919416,0.0036068094860588255
109,1,0.08,1.0,0.3777290906292457,0.003739891986428173
110,1,0.09,1.0,0.38513682011680994,0.0038132358427406905
111,1,0.1,1.0,0.3874204890000005,0.003835846425742577
112,1,0.11,1.0,0.3853920440782342,0.003815762812655782
113,1,0.12,1.0,0.3797740581946397,0.0037601391900459356
114,1,0.13,1.0,0.37120740051593876,0.00367532079718751
115,1,0.14,1.0,0.36025838423632944,0.0035669146954092003
116,1,0.15,1.0,0.3474254194248051,0.0034398556378693553
117,1,0.16,1.0,0.3331451976494878,0.003298467303460273
118,1,0.17,1.0,0.317798433954819,0.003146519148067513
119,1,0.18,1.0,0.3017151907374749,0.002987279116212621
120,1,0.19,1.0,0.2851798070642986,0.0028235624461811723
121,1,0.2,1.0,0.2684354560000003,0.0026577767920792092
122,1,0.21,1.0,0.2516883515634988,0.0024919638768663233
123,1,0.22,1.0,0.23511162600922644,0.0023278378812794684
124,1,0.23,1.0,0.21884889723309453,0.0021668207646841032
125,1,0.24,1.0,0.2030175452317878,0.002010074705265225
126,1,0.25,1.0,0.18771171569824247,0.001858531838596459
127,1,0.26,1.0,0.1730050680152067,0.0017129214654970951
128,1,0.27,1.0,0.1589532841123235,0.001573794892201222
129,1,0.28,1.0,0.1455963538798413,0.0014415480582162497
130,1,0.29,1.0,0.13296065208350236,0.0013164420998366562
131,1,0.3,1.0,0.12106082100000018,0.001198621990099011
132,1,0.31,1.0,0.10990147229028639,0.001088133389012736
133,1,0.32,1.0,0.09947872094857471,0.0009849378311740065
134,1,0.33,1.0,0.08978156350777344,0.000888926371364093
135,1,0.34,1.0,0.08079311204691988,0.0007999318024447509
136,1,0.35000000000000003,1.0,0.07249169493261721,0.0007177395537882889
137,1,0.36,1.0,0.0648518346341352,0.0006420973726151997
138,1,0.37,1.0,0.05784511238035923,0.0005727238849540515
139,1,0.38,1.0,0.05144092887580154,0.0005093161274831833
140,1,0.39,1.0,0.04560716976205318,0.000451556136257952
141,1,0.4,1.0,0.04031078400000004,0.00039911667326732685
142,1,0.41000000000000003,1.0,0.03551828285648527,0.0003516661668958936
143,1,0.42,1.0,0.03119616670650874,0.0003088729376882052
144,1,0.43,1.0,0.027311286408151468,0.0002704087763183312
145,1,0.44,1.0,0.02383114557183756,0.0002359519363548272
146,1,0.45,1.0,0.020724149627929712,0.00020518960027653168
147,1,0.46,1.0,0.017959807196641378,0.00017781987323407295
148,1,0.47000000000000003,1.0,0.01550888888147004,0.0001535533552620795
149,1,0.48,1.0,0.013343548241451446,0.00013211433902427167
150,1,0.49,1.0,0.011437409348143216,0.00011324167671428921
151,1,0.5,1.0,0.00976562500000001,9.668935643564361e-05
152,1,0.51,1.0,0.008304909349343297,8.222682524102269e-05
153,1,0.52,1.0,0.007033548395092389,6.963909302071669e-05
154,1,0.53,1.0,0.0059313915074446725,5.872664858856108e-05
155,1,0.54,1.0,0.004979826878412899,4.930521661794947e-05
156,1,0.55,1.0,0.004161743534179685,4.120538152653151e-05
157,1,0.56,1.0,0.003461482301253222,3.427210199260614e-05
158,1,0.5700000000000001,1.0,0.0028647778880400068,2.8364137505346585e-05
159,1,0.58,1.0,0.002358694026326941,2.335340620125683e-05
160,1,0.59,1.0,0.001931553412924372,1.9124291217072977e-05
161,1,0.6,1.0,0.0015728640000000028,1.557291089108913e-05
162,1,0.61,1.0,0.0012732430030684334,1.2606366367014184e-05
163,1,0.62,1.0,0.0010243398278296598,1.0141978493362963e-05
164,1,0.63,1.0,0.000818758960708985,8.106524363455292e-06
165,1,0.64,1.0,0.000649983722677863,6.435482402751115e-06
166,1,0.65,1.0,0.0005123016513671869,5.072293577892937e-06
167,1,0.66,1.0,0.000400732152258663,3.967645071867948e-06
168,1,0.67,1.0,0.00031095694549308577,3.078781638545402e-06
169,1,0.68,1.0,0.00023925373020405763,2.3688488139015594e-06
170,1,0.6900000000000001,1.0,0.00018243339290863005,1.8062712169171283e-06
171,1,0.7000000000000001,1.0,0.0001377809999999999,1.3641683168316814e-06
172,1,0.71,1.0,0.00010300073642867018,1.0198092715709913e-06
173,1,0.72,1.0,7.616488286453778e-05,7.54107751134037e-07
174,1,0.73,1.0,5.5666861640405135e-05,5.511570459446049e-07
175,1,0.74,1.0,4.017832722442248e-05,3.978052200437867e-07
176,1,0.75,1.0,2.8610229492187517e-05,2.832695989325495e-07
177,1,0.76,1.0,2.0077737305702384e-05,1.9878947827428092e-07
178,1,0.77,1.0,1.3868875493265105e-05,1.373155989432188e-07
179,1,0.78,1.0,9.416699898777595e-06,9.323465246314446e-08
180,1,0.79,1.0,6.2748123679898945e-06,6.212685512861278e-08
181,1,0.8,1.0,4.096000000000007e-06,4.05544554455446e-08
182,1,0.81,1.0,2.613770352009895e-06,2.587891437633558e-08
183,1,0.8200000000000001,1.0,1.6265461810175983e-06,1.6104417633837597e-08
184,1,0.8300000000000001,1.0,9.842793749250989e-07,9.745340345793053e-09
185,1,0.84,1.0,5.772436045824008e-07,5.715283213687134e-09
186,1,0.85,1.0,3.267685546875009e-07,3.23533222462872e-09
187,1,0.86,1.0,1.7768500234240005e-07,1.759257448934653e-09
188,1,0.87,1.0,9.225914454510015e-08,9.134568766841594e-10
189,1,0.88,1.0,4.5406067097600114e-08,4.495650207683177e-10
190,1,0.89,1.0,2.0985734449899953e-08,2.077795490089103e-10
191,1,0.9,1.0,8.999999999999996e-09,8.910891089108902e-11
192,1,0.91,1.0,3.5255264498999947e-09,3.490620247425735e-11
193,1,0.92,1.0,1.234803097599997e-09,1.2225773243564319e-11
194,1,0.93,1.0,3.7528854509999744e-10,3.715728169306903e-12
195,1,0.9400000000000001,1.0,9.473034239999918e-11,9.379241821782092e-13
196,1,0.9500000000000001,1.0,1.8554687499999827e-11,1.8370977722772096e-13
197,1,0.96,1.0,2.5165824000000314e-12,2.491665742574287e-14
198,1,0.97,1.0,1.9092510000000212e-13,1.890347524752495e-15
199,1,0.98,1.0,5.017600000000061e-15,4.967920792079265e-17
200,1,0.99,1.0,9.90000000000015e-18,9.801980198019945e-20
201,1,1.0,1.0,0.0,0.0
202,2,0.0,1.0,0.0,0.0
203,2,0.01,1.0,0.004152351124925643,4.1112387375501395e-05
204,2,0.02,1.0,0.015313734406472136,0.0001516211327373478
205,2,0.03,1.0,0.03174160605722668,0.0003142733272992739
206,2,0.04,1.0,0.05194004968683603,0.0005142579176914456
207,2,0.05,1.0,0.07463479852001954,0.0007389584011883119
208,2,0.06,1.0,0.0987501680436552,0.0009777244360757934
209,2,0.07,1.0,0.12338778903114138,0.0012216612775360525
210,2,0.08,1.0,0.14780703546361768,0.001463435994689283
211,2,0.09,1.0,0.17140704631572282,0.0016970994684725022
212,2,0.1,1.0,0.19371024450000005,0.0019179232128712866
213,2,0.11,1.0,0.2143472604704783,0.002122250103668101
214,2,0.12,1.0,0.2330431720739832,0.002307358139346367
215,2,0.13,1.0,0.24960497620899302,0.0024713363981088404
216,2,0.14,1.0,0.26391021170800844,0.002612972393148597
217,2,0.15,1.0,0.27589665660205076,0.0027316500653668378
218,2,0.16,1.0,0.28555302655670345,0.0028272576886802306
219,2,0.17,1.0,0.2929106047896823,0.002900104997917645
220,2,0.18,1.0,0.2980357371918955,0.002950848883088073
221,2,0.19,1.0,0.30102312967898154,0.002980427026524568
222,2,0.2,1.0,0.301989888,0.0029899988910891072
223,2,0.21,1.0,0.30107024332595705,0.002980893498276801
224,2,0.22,1.0,0.29841090993478697,0.0029545634647008593
225,2,0.23,1.0,0.29416702420292545,0.0029125447940883693
226,2,0.24,1.0,0.2884986169083297,0.002856421949587421
227,2,0.25,1.0,0.28156757354736334,0.002787797757894685
228,2,0.26,1.0,0.2735350399699887,0.002708267722475134
229,2,0.27,1.0,0.2645592331458533,0.0026193983479787437
230,2,0.28,1.0,0.254793619289722,0.0025227091018784342
231,2,0.29,1.0,0.24438542389995827,0.002419657662375823
232,2,0.3,1.0,0.2334744405,0.002311628123762375
233,2,0.31,1.0,0.22219210702166575,0.0021999218516996597
234,2,0.32,1.0,0.21066082083227564,0.0020857507013096587
235,2,0.33,1.0,0.1989934653866319,0.001970232330560711
236,2,0.34,1.0,0.18729312338149587,0.0018543873602128293
237,2,0.35000000000000003,1.0,0.1756529531059569,0.0017391381495639288
238,2,0.36,1.0,0.16415620641765458,0.0016253089744322226
239,2,0.37,1.0,0.1528763684338063,0.0015136274102357052
240,2,0.38,1.0,0.14187740060906542,0.0014047267387036172
241,2,0.39,1.0,0.13121407038098892,0.0012991492116929588
242,2,0.4,1.0,0.12093235199999994,0.0011973500198019789
243,2,0.41000000000000003,1.0,0.11106988452578857,0.001099701826988005
244,2,0.42,1.0,0.1016564742677611,0.0010064997452253568
245,2,0.43,1.0,0.09271463017504042,0.0009179666353964392
246,2,0.44,1.0,0.08426012184328269,0.0008342586321117093
247,2,0.45,1.0,0.07630255090283203,0.0007554708010181385
248,2,0.46,1.0,0.06884592758712527,0.0006816428473972795
249,2,0.47000000000000003,1.0,0.06188924525341336,0.0006127648044892409
250,2,0.48,1.0,0.05542704654141361,0.0005487826390238968
251,2,0.49,1.0,0.04944997571108973,0.0004896037199117792
252,2,0.5,1.0,0.04394531249999999,0.0004351021039603957
253,2,0.51,1.0,0.03889748358518948,0.00038512359985336096
254,2,0.52,1.0,0.03428854842607535,0.00033949057847599336
255,2,0.53,1.0,0.030098656904798987,0.0002980065040079106
256,2,0.54,1.0,0.026306476770746393,0.0002604601660469938
257,2,0.55,1.0,0.02288958943798826,0.00022662959839592323
258,2,0.56,1.0,0.019824853179904796,0.00019628567504856222
259,2,0.5700000000000001,1.0,0.017088733215866524,0.00016919537837491598
260,2,0.58,1.0,0.014657598592174546,0.00014512473853638157
261,2,0.59,1.0,0.012507986125156589,0.00012384144678372853
262,2,0.6,1.0,0.010616832,0.00010511714851485142
263,2,0.61,1.0,0.008961671906212419,8.87294248139843e-05
264,2,0.62,1.0,0.007520810841170383,7.446347367495424e-05
265,2,0.63,1.0,0.006273463928675596,6.211350424431279e-05
266,2,0.64,1.0,0.005199869781422896,5.1483859222008845e-05
267,2,0.65,1.0,0.004281378086425777,4.238988204381955e-05
268,2,0.66,1.0,0.0035005132123771382,3.465854665719937e-05
269,2,0.67,1.0,0.0028410157292777325,2.812886860671021e-05
270,2,0.68,1.0,0.002287863795076296,2.265211678293361e-05
271,2,0.6900000000000001,1.0,0.001827276403165467,1.8091845575895703e-05
272,2,0.7000000000000001,1.0,0.0014467004999999956,1.4323767326732622e-05
273,2,0.71,1.0,0.0011347839754813815,1.1235484905756246e-05
274,2,0.72,1.0,0.0008813365017182215,8.726103977408129e-06
275,2,0.73,1.0,0.0006772801499582627,6.705744058992696e-06
276,2,0.74,1.0,0.0005145916525281795,5.0949668567146455e-06
277,2,0.75,1.0,0.00038623809814453147,3.824139585589418e-06
278,2,0.76,1.0,0.00028610775660625873,2.8327500654085005e-06
279,2,0.77,1.0,0.00020893762427897194,2.068689349296751e-06
280,2,0.78,1.0,0.00015023916656686038,1.4875165006619832e-06
281,2,0.79,1.0,0.00010622360937240036,1.0517189046772308e-06
282,2,0.8,1.0,7.372799999999991e-05,7.299801980198007e-07
283,2,0.81,1.0,5.014312070040036e-05,4.964665415881221e-07
284,2,0.8200000000000001,1.0,3.334419671086068e-05,3.301405614936699e-07
285,2,0.8300000000000001,1.0,2.1625196854971984e-05,2.1411085995021754e-07
286,2,0.84,1.0,1.3637380158259219e-05,1.3502356592335852e-07
287,2,0.85,1.0,8.332598144531261e-06,8.250097172803225e-08
288,2,0.86,1.0,4.911721136179201e-06,4.86309023384079e-08
289,2,0.87,1.0,2.7784196222620523e-06,2.7509105170911392e-08
290,2,0.88,1.0,1.4984002142208004e-06,1.483564568535445e-08
291,2,0.89,1.0,7.640715133804484e-07,7.565064488915326e-09
292,2,0.9,1.0,3.644999999999996e-07,3.608910891089103e-09
293,2,0.91,1.0,1.6041145347044972e-07,1.5882322125787092e-09
294,2,0.92,1.0,6.390106030079976e-08,6.326837653544527e-10
295,2,0.93,1.0,2.2436893732049902e-08,2.2214746269356326e-10
296,2,0.9400000000000001,1.0,6.6784891391999435e-09,6.612365484356375e-11
297,2,0.9500000000000001,1.0,1.5864257812499831e-09,1.570718595297012e-11
298,2,0.96,1.0,2.717908992000025e-10,2.690999001980221e-12
299,2,0.97,1.0,2.7779602050000192e-11,2.750455648514869e-13
300,2,0.98,1.0,1.1063808000000105e-12,1.0954265346534752e-14
301,2,0.99,1.0,4.410450000000057e-15,4.366782178217876e-17
302,2,1.0,1.0,0.0,0.0
303,3,0.0,1.0,0.0,0.0
304,3,0.01,1.0,0.00011184784174883898,1.1074043737508804e-06
305,3,0.02,1.0,0.0008334005119168521,8.251490216998531e-06
306,3,0.03,1.0,0.0026178644170908633,2.591944967416695e-05
307,3,0.04,1.0,0.005771116631870676,5.71397686323829e-05
308,3,0.05,1.0,0.010475059441406257,0.00010371345981590348
309,3,0.06,1.0,0.016808539241473224,0.0001664211806086457
310,3,0.07,1.0,0.024766007834207616,0.0002452079983584911
311,3,0.08,1.0,0.034274095179969336,0.00033934747702939915
312,3,0.09,1.0,0.04520625397337747,0.0004475866730037371
313,3,0.1,1.0,0.05739562800000007,0.0005682735445544558
314,3,0.11,1.0,0.07064628809513904,0.0006994681989617723
315,3,0.12,1.0,0.08474297166326669,0.0008390393233986797
316,3,0.13,1.0,0.09945945412159117,0.0009847470705108032
317,3,0.14,1.0,0.11456567329960064,0.0011343135970257484
318,3,0.15,1.0,0.12983372075390637,0.0012854823837020425
319,3,0.16,1.0,0.145042807139913,0.0014360673974248804
320,3,0.17,1.0,0.15998330221444504,0.0015839930912321283
321,3,0.18,1.0,0.17445994372208531,0.0017273261754661904
322,3,0.19,1.0,0.1882943033382931,0.001864300033052406
323,3,0.2,1.0,0.20132659200000022,0.001993332594059407
324,3,0.21,1.0,0.21341688134498238,0.00211303842915824
325,3,0.22,1.0,0.2244458126005238,0.0022222357683220166
326,3,0.23,1.0,0.23431485910536082,0.002319949100053076
327,3,0.24,1.0,0.24294620371227774,0.0024054079575473028
328,3,0.25,1.0,0.2502822875976565,0.0024780424514619444
329,3,0.26,1.0,0.25628508249440407,0.002537476064301029
330,3,0.27,1.0,0.2609351340616638,0.002583516178828353
331,3,0.28,1.0,0.2642304200041565,0.0026161427723183795
332,3,0.29,1.0,0.26618506265159786,0.002635495669817799
333,3,0.3,1.0,0.26682793200000016,0.0026418607128712874
334,3,0.31,1.0,0.2662011716974549,0.002635655165321334
335,3,0.32,1.0,0.26435867712285593,0.0026174126447807504
336,3,0.33,1.0,0.26136455155259136,0.0025877678371543683
337,3,0.34,1.0,0.2572915634331663,0.0025474412221105558
338,3,0.35000000000000003,1.0,0.2522196249726563,0.002497224009630259
339,3,0.36,1.0,0.24623430962648205,0.002437963461648336
340,3,0.37,1.0,0.2394254235788715,0.002370548748305657
341,3,0.38,1.0,0.23188564400621464,0.0022958974654080644
342,3,0.39,1.0,0.2237092347479158,0.002214942918296195
343,3,0.4,1.0,0.21499084800000012,0.0021286222574257428
344,3,0.41000000000000003,1.0,0.20582441878225244,0.0020378655324975476
345,3,0.42,1.0,0.19630215720671115,0.0019435857149179311
346,3,0.43,1.0,0.18651364198955514,0.0018466697226688618
347,3,0.44,1.0,0.17654501719544965,0.0017479704672816788
348,3,0.45,1.0,0.16647829287890648,0.0016482999294941225
349,3,0.46,1.0,0.15639074908680325,0.0015484232582851799
350,3,0.47000000000000003,1.0,0.14635444160555622,0.001449053877282734
351,3,0.48,1.0,0.13643580687117202,0.0013508495729819003
352,3,0.49,1.0,0.12669536260619083,0.0012544095307543638
353,3,0.5,1.0,0.11718750000000014,0.0011602722772277236
354,3,0.51,1.0,0.1079603626037913,0.001068914481225656
355,3,0.52,1.0,0.09905580656421771,0.000980750560041759
356,3,0.53,1.0,0.09050943636620407,0.0008961330333287526
357,3,0.54,1.0,0.08235070989103227,0.0008153535632775468
358,3,0.55,1.0,0.07460310631640629,0.0007386446169941213
359,3,0.56,1.0,0.06728435018634364,0.000666181685013303
360,3,0.5700000000000001,1.0,0.06040668485608638,0.0005980859886741222
361,3,0.58,1.0,0.0539771884664206,0.0005344276085784215
362,3,0.59,1.0,0.04799812561848714,0.00047522896651967436
363,3,0.6,1.0,0.04246732800000004,0.0004204685940594061
364,3,0.61,1.0,0.03737859735240736,0.00037008512230106276
365,3,0.62,1.0,0.03272212436158342,0.00032398142932260794
366,3,0.63,1.0,0.028484917297770307,0.00028202888413633953
367,3,0.64,1.0,0.024651234519338188,0.00024407162890433836
368,3,0.65,1.0,0.02120301528515624,0.00020993084440748742
369,3,0.66,1.0,0.018120303687599325,0.00017940894740197343
370,3,0.67,1.0,0.015381660918109758,0.00015229367245653218
371,3,0.68,1.0,0.012964561505432362,0.00012836199510329063
372,3,0.6900000000000001,1.0,0.01084576961878859,0.00010738385761176815
373,3,0.7000000000000001,1.0,0.009001691999999986,8.912566336633646e-05
374,3,0.71,1.0,0.007408704575556608,7.335351064907529e-05
375,3,0.72,1.0,0.006043450297496379,5.9836141559370055e-05
376,3,0.73,1.0,0.004883106266365749,4.834758679570045e-05
377,3,0.74,1.0,0.003905618696111318,3.86694920407061e-05
378,3,0.75,1.0,0.0030899047851562526,3.059311668471535e-05
379,3,0.76,1.0,0.0024160210557861916,2.3921000552338516e-05
380,3,0.77,1.0,0.0018652982109543025,1.846829911835942e-05
381,3,0.78,1.0,0.0014204430293594105,1.4063792369895145e-05
382,3,0.79,1.0,0.0010656082717993194,1.0550576948508107e-05
383,3,0.8,1.0,0.0007864319999999992,7.786455445544542e-06
384,3,0.81,1.0,0.0005700481090150791,5.644040683317611e-06
385,3,0.8200000000000001,1.0,0.00040507024152453024,4.010596450737921e-06
386,3,0.8300000000000001,1.0,0.0002815515825823804,2.787639431508715e-06
387,3,0.84,1.0,0.0001909233222156291,1.8903299229270198e-06
388,3,0.85,1.0,0.00012591481640625047,1.2466813505569345e-06
389,3,0.86,1.0,8.045867004026883e-05,7.966204954482057e-07
390,3,0.87,1.0,4.9584104028061215e-05,4.909317230501108e-07
391,3,0.88,1.0,2.9302048633651253e-05,2.901192934024875e-07
392,3,0.89,1.0,1.6485421743238774e-05,1.6322199745780955e-07
393,3,0.9,1.0,8.748000000000003e-06,8.66138613861386e-08
394,3,0.91,1.0,4.325168078758792e-06,4.282344632434445e-08
395,3,0.92,1.0,1.9596325158911906e-06,1.940230213753653e-08
396,3,0.93,1.0,7.949070922211959e-07,7.870367249714807e-09
397,3,0.9400000000000001,1.0,2.790124351487987e-07,2.7624993579088965e-09
398,3,0.9500000000000001,1.0,8.037890624999934e-08,7.958307549504881e-10
399,3,0.96,1.0,1.739461754880017e-08,1.7222393612673425e-10
400,3,0.97,1.0,2.395219021200007e-09,2.3715039813861443e-11
401,3,0.98,1.0,1.44567091200001e-10,1.4313573386138705e-12
402,3,0.99,1.0,1.1643588000000087e-12,1.1528304950495128e-14
403,3,1.0,1.0,0.0,0.0
404,4,0.0,1.0,0.0,0.0
405,4,0.01,1.0,1.977108313742105e-06,1.9575329839030733e-08
406,4,0.02,1.0,2.9764303997030424e-05,2.946960791785189e-07
407,4,0.03,1.0,0.00014168853803842282,1.4028568122616112e-06
408,4,0.04,1.0,0.0004208105877405703,4.166441462777921e-06
409,4,0.05,1.0,0.0009648081064453133,9.552555509359533e-06
410,4,0.06,1.0,0.0018775495961220099,1.8589599961604046e-05
411,4,0.07,1.0,0.003262189203968208,3.22989030095862e-05
412,4,0.08,1.0,0.005215623179560551,5.163983346099553e-05
413,4,0.09,1.0,0.0078241593415461,7.746692417372371e-05
414,4,0.1,1.0,0.011160261000000015,0.00011049763366336643
415,4,0.11,1.0,0.015280236470016017,0.00015128947000015848
416,4,0.12,1.0,0.020222754601461373,0.00020022529308377586
417,4,0.13,1.0,0.026008075646737922,0.00025750569947265254
418,4,0.14,1.0,0.03263789530046763,0.0003231474782224516
419,4,0.15,1.0,0.04009570787988284,0.00039698720673151305
420,4,0.16,1.0,0.048347602379971,0.00047868913247496017
421,4,0.17,1.0,0.05734341254071978,0.0005677565598091064
422,4,0.18,1.0,0.0670181491127523,0.0006635460308193294
423,4,0.19,1.0,0.0772936492098549,0.0007652836555431175
424,4,0.2,1.0,0.08808038400000008,0.0008720830099009905
425,4,0.21,1.0,0.09927937201807725,0.0009829640793869029
426,4,0.22,1.0,0.11078415109128413,0.0010968727830820205
427,4,0.23,1.0,0.12248276725962036,0.0012127006659368345
428,4,0.24,1.0,0.1342597441567851,0.0013293043975919309
429,4,0.25,1.0,0.14599800109863295,0.0014455247633528008
