,0
392,12.706848
393,13.739709
394,13.927052
395,12.706848
396,13.180633
397,12.807652
398,12.844631
399,12.505807
400,13.230321
401,12.7938595
402,12.771386
403,12.987688
404,12.683859
405,13.3847275
406,13.017003
407,12.537173
408,12.807516
409,13.641157
410,12.498742
411,13.156831
412,13.358108
413,13.266463
414,12.733755
415,13.253391
416,13.241922
417,12.955128
418,12.779873
419,14.253765
420,13.085699
421,13.345507
422,13.195614
423,12.847926
424,12.8346815
425,12.409014
426,12.644327
427,14.077875
428,12.891691
429,12.807652
430,12.702292
431,13.803438
432,13.815511
433,12.375815
434,13.171153
435,13.526494
436,13.490473
437,13.644722
438,12.989974
439,13.267329
440,12.336882
441,12.18587
442,13.370785
443,12.765689
444,12.230765
445,12.8992195
446,13.845069
447,13.132314
448,13.07107
449,13.161584
450,14.187074
451,12.717398
452,12.354492
453,13.44604
454,13.606024
455,13.21949
456,13.115338
457,13.465953
458,13.267329
459,12.4490185
460,13.864301
461,12.759957
462,12.345835
463,12.792469
464,12.706848
465,11.289782
466,13.049792
467,12.691581
468,12.738171
469,12.744027
470,12.580735
471,13.674753
472,13.996999
473,13.955273
474,13.664572
475,13.161584
476,13.038981
477,12.992082
478,12.660328
479,13.287878
480,12.843971
481,12.702292
482,13.652933
483,13.171153
484,14.141211
485,12.59473
486,13.880362
487,12.245053
488,13.458693
489,14.06237
490,13.021438
491,12.821259
492,12.354492
493,13.414958
494,12.89295
495,13.10216
496,13.493927
497,12.608199
498,13.345507
499,12.9888315
500,13.3847275
501,13.07107
502,12.742566
503,13.995622
504,12.542545
505,12.388394
506,13.178743
507,12.999065
508,13.329377
509,14.210925
510,13.279367
511,13.081541
512,13.906265
513,12.577636
514,13.329377
515,12.611538
516,12.637856
517,13.527828
518,14.626441
519,13.6989765
520,12.570716
521,12.154779
522,13.151922
523,12.367341
524,12.524527
525,13.497369
526,13.3847275
527,14.285514
528,12.807652
529,13.403021
530,12.508027
531,12.206073
532,13.785051
533,11.982929
534,12.225875
535,12.788288
536,13.021438
537,13.296317
538,12.425208
539,12.756792
540,14.569283
541,12.542545
542,12.672595
543,13.180633
544,12.8346815
545,13.7212
546,13.56961
547,12.468245
548,12.660328
549,12.278394
550,13.465953
551,14.187074
552,13.019222
553,12.472276
554,12.88917
555,13.493927
556,14.48334
557,12.380026
558,13.527828
559,12.711383
560,13.038981
561,12.911519
562,13.687677
563,13.66817
564,13.36719
565,12.983101
566,12.468437
567,13.41727
568,13.321215
569,12.911642
570,12.73346
571,13.487006
572,12.999065
573,13.3847275
574,12.481809
575,12.611538
576,12.491252
577,13.74294
578,13.180633
579,12.100712
580,13.33586
581,12.483705
582,13.5008
583,12.992254
584,12.500607
585,12.706848
586,13.369224
587,13.71015
588,12.821259
589,13.437174
590,13.132314
591,12.487485
592,12.577636
593,12.598115
594,12.7938595
595,12.390475
596,12.827992
597,13.296317
598,13.151922
599,14.014361
600,13.136267
601,12.899095
602,12.128111
603,13.038981
604,12.98425
605,13.058358
606,13.182517
607,13.002453
608,12.314927
609,13.287878
610,12.736701
611,13.3847275
612,13.187402
613,13.451667
614,12.396693
615,12.959845
616,13.171153
617,13.091905
618,12.072541
619,12.254863
620,12.468437
621,13.265597
622,12.206073
623,13.3129835
624,12.691581
625,12.575911
626,13.235602
627,13.857132
628,13.205785
629,13.081541
630,12.292251
631,13.244581
632,12.963837
633,13.3847275
634,13.203021
635,12.936034
636,12.273731
637,12.409014
638,12.658739
639,13.92884
640,12.842649
641,12.628067
642,13.296317
643,13.500114
644,12.97154
645,12.388394
646,13.208541
647,13.180633
648,11.964001
649,12.959845
650,12.301383
651,13.163506
652,12.691581
653,13.300509
654,12.7278385
655,13.815511
656,14.937188
657,13.112313
658,13.525158
659,13.696727
660,12.505807
661,13.115338
662,13.07107
663,12.650759
664,12.685408
665,12.709873
666,12.63134
667,13.39239
668,12.577636
669,14.038654
670,13.038981
671,12.983101
672,13.406037
673,13.670485
674,12.860998
675,13.116345
676,12.542545
677,12.144197
678,13.078411
679,13.950915
680,12.310432
681,13.591116
682,13.321051
683,12.931203
684,12.8992195
685,13.595538
686,12.676076
687,13.136267
688,12.867471
689,12.88917
690,12.829333
691,14.210858
692,12.793582
693,12.923912
694,13.444447
695,12.409014
696,13.458836
697,12.498742
698,12.323855
699,13.795308
700,13.586098
701,12.180755
702,13.081541
703,13.091905
704,11.77529
705,12.691581
706,12.99453
707,13.217673
708,12.644327
709,13.180633
710,12.873902
711,12.400817
712,13.36766
713,12.278394
714,12.911642
715,12.429216
716,12.912876
717,13.021438
718,13.5008
719,12.495004
720,12.577464
721,13.244581
722,14.271668
723,13.362954
724,12.765689
725,12.676076
726,12.254863
727,12.409014
728,12.700768
729,13.800397
730,13.124361
731,12.660328
732,12.906692
733,13.217673
734,12.75852
735,12.807652
736,13.284482
737,13.3129835
738,14.077875
739,12.358793
740,12.7938595
741,13.036805
742,13.514405
743,12.628067
744,12.8866415
745,13.235692
746,13.3847275
747,13.0168915
748,13.156765
749,12.983101
750,12.706845
751,13.764217
752,13.010314
753,13.4585495
754,13.652991
755,12.665078
756,13.756291
757,14.085538
758,13.660727
759,12.913123
760,13.244581
761,12.8992195
762,12.706848
763,12.834548
764,12.912383
765,13.235692
766,13.621925
767,12.468437
768,13.541074
769,12.911642
770,12.971308
771,12.741103
772,13.05033
773,13.017003
774,12.873902
775,12.94801
776,12.505992
777,13.108265
778,12.821259
779,14.626441
780,12.628067
781,12.8992195
782,12.676076
783,13.480038
784,13.3847275
785,12.292251
786,13.122363
787,13.038981
788,12.356646
789,12.919513
790,13.165422
791,13.422468
792,14.119312
793,12.429016
794,12.254863
795,12.971424
796,13.511022
797,13.473021
798,13.060488
799,13.910821
800,13.3847275
801,14.011077
802,12.953045
803,13.345507
804,12.861518
805,13.122363
806,12.637856
807,13.244581
808,13.272506
809,12.796633
810,12.7513
811,12.945626
812,12.75708
813,13.345507
814,14.690979
815,12.845291
816,12.644327
817,12.429216
818,13.432785
819,12.415117
820,12.691581
821,12.6473875
822,13.910821
823,12.568978
824,12.973864
825,12.32829
826,13.623138
827,12.072541
828,13.051404
829,13.3984785
830,13.296317
831,12.765689
832,12.506177
833,13.403776
834,12.428816
835,12.690041
836,12.97154
837,12.947891
838,12.560245
839,12.712891
840,12.549663
841,12.676076
842,12.968629
843,12.706848
844,13.031344
845,12.771386
846,13.406037
847,13.350295
848,13.14608
849,12.445089
850,13.191516
851,12.56951
852,12.989974
853,13.017003
854,12.697716
855,12.822609
856,12.487485
857,13.017003
858,12.959845
859,12.023351
860,12.409014
861,13.244581
862,13.19914
863,13.7212
864,12.542545
865,12.524527
866,13.054085
867,13.033532
868,12.850964
869,12.577633
870,13.373044
871,13.060382
872,13.586098
873,13.573439
874,13.664688
875,13.906265
876,11.901584
877,12.873902
878,12.341477
879,12.128111
880,12.935793
881,12.206073
882,12.323855
883,13.487006
884,13.74294
885,14.054527
886,13.458836
887,13.051941
888,12.832011
889,13.081541
890,13.514405
891,13.82546
892,12.8866415
893,12.736701
894,12.25009
895,12.97537
896,13.795308
897,13.399995
898,13.5008
899,12.582795
900,13.715691
901,13.592367
902,13.641038
903,12.206073
904,12.611538
905,13.180633
906,12.66017
907,12.4490185
908,13.217673
909,12.983101
910,12.363076
911,13.329377
912,12.230765
913,12.8583975
914,12.6884985
915,13.377006
916,13.253391
917,12.6884985
918,12.506177
919,12.577636
920,12.429216
921,12.742566
922,12.4490185
923,13.592367
924,13.019222
925,13.80546
926,12.5721035
927,12.94801
928,12.791078
929,12.873902
930,12.611538
931,13.208541
932,12.571927
933,12.611204
934,13.7001
935,13.997832
936,12.842649
937,12.611521
938,12.441145
939,12.765689
940,13.244581
941,12.660328
942,13.253391
943,13.786081
944,13.72668
945,12.945626
946,12.468437
947,14.094278
948,12.821123
949,13.844973
950,12.983101
951,13.30635
952,13.040068
953,13.487006
954,13.654167
955,13.217673
956,13.458836
957,12.685408
958,12.752748
959,12.842649
960,13.3847275
961,12.860998
962,12.959845
963,12.254863
964,13.353476
965,12.721886
966,12.188417
967,13.2755995
968,12.99453
969,13.531157
970,13.185338
971,12.487485
972,12.89295
973,13.1697235
974,13.547631
975,13.381646
976,13.059423
977,12.377923
978,12.283033
979,12.965008
980,12.542545
981,13.484225
982,12.94801
983,12.845291
984,12.69496
985,13.190022
986,12.553203
987,12.468437
988,12.896717
989,13.091801
990,13.369224
991,13.279367
992,13.377006
993,12.441145
994,12.092344
995,12.581079
996,12.205823
997,13.224017
998,12.154516
999,12.574182
1000,13.458836
1001,12.506177
1002,12.460715
1003,13.180633
1004,12.409014
1005,13.2410345
1006,13.151922
1007,12.691581
1008,13.199325
1009,12.543615
1010,13.038981
1011,13.07107
1012,13.71015
1013,13.195986
1014,12.969213
1015,12.012536
1016,13.161584
1017,13.07107
1018,12.553203
1019,12.680753
1020,13.641157
1021,12.567238
1022,12.8346815
1023,12.764258
1024,13.009083
1025,12.660328
1026,12.511018
1027,12.660328
1028,12.409014
1029,13.205076
1030,13.71015
1031,14.711598
1032,13.22492
1033,12.428816
1034,13.551545
1035,13.795308
1036,12.8866415
1037,12.936034
1038,12.847926
1039,13.246349
1040,12.294541
1041,13.217673
1042,13.14614
1043,12.193494
1044,13.060488
1045,13.287878
1046,13.049792
1047,13.120361
1048,13.151922
1049,13.482134
1050,12.923912
1051,13.652991
1052,13.864301
1053,13.381646
1054,13.337475
1055,13.7483015
1056,12.845291
1057,13.457406
1058,13.176851
1059,12.959845
1060,12.427215
1061,13.850375
1062,13.579788
1063,12.899095
1064,12.524527
1065,13.217673
1066,11.849398
1067,12.429216
1068,12.6698065
1069,13.132314
1070,13.061551
1071,12.7938595
1072,14.032636
1073,13.801412
1074,13.151922
1075,12.676076
1076,12.644327
1077,12.784651
1078,13.560618
1079,12.691581
1080,12.245294
1081,13.623138
1082,13.151922
1083,13.10216
1084,13.422468
1085,12.7938595
1086,13.217673
1087,12.323855
1088,13.122363
1089,12.860998
1090,13.638415
1091,13.012548
1092,13.5008
1093,13.262125
1094,12.97154
1095,12.983101
1096,12.392552
1097,13.024751
1098,12.560245
1099,11.925035
1100,14.266586
1101,13.355062
1102,12.560245
1103,12.180755
1104,13.614006
1105,13.217673
1106,13.93507
1107,13.320969
1108,12.206073
1109,12.813117
1110,12.56083
1111,12.524527
1112,12.768256
1113,13.399995
1114,13.171153
1115,12.4761
1116,13.444447
1117,13.343905
1118,12.774223
1119,13.222209
1120,12.321631
1121,12.384219
1122,13.790193
1123,13.997832
1124,13.132314
1125,12.618182
1126,12.043553
1127,12.180755
1128,12.513557
1129,12.818552
1130,12.7143955
1131,13.151922
1132,12.502466
1133,14.060807
1134,12.621488
1135,12.94801
1136,12.8992195
1137,12.323855
1138,12.296827
1139,13.3129835
1140,13.345507
1141,12.847926
1142,13.337475
1143,13.440817
1144,12.326076
1145,12.439166
1146,13.142166
1147,13.142166
1148,13.493927
1149,11.225244
1150,13.106234
1151,12.959845
1152,14.485901
1153,12.607864
1154,13.457406
1155,12.644327
1156,12.765689
1157,13.579788
1158,12.628067
1159,12.660328
1160,12.496875
1161,14.375126
1162,12.983101
1163,13.086736
1164,15.446866
1165,12.994518
1166,13.038981
1167,12.175613
1168,12.577636
1169,12.523435
1170,13.71015
1171,13.955273
1172,13.3129835
1173,12.791078
1174,13.652991
1175,13.132314
1176,13.244581
1177,13.279367
1178,12.700768
1179,13.527761
1180,13.62435
1181,13.190022
1182,13.737549
1183,13.681979
1184,13.71237
1185,12.955128
1186,12.367341
1187,13.208541
1188,12.745485
1189,12.721737
1190,12.911642
1191,12.301383
1192,12.061047
1193,13.39239
1194,12.914108
1195,13.356645
1196,12.785491
1197,12.796633
1198,12.531773
1199,13.353476
1200,12.445089
1201,13.066428
1202,12.479909
1203,13.142166
1204,12.100434
1205,13.171153
1206,13.079456
1207,13.386265
1208,13.7631645
1209,12.880037
1210,13.279367
1211,13.038981
1212,13.060488
1213,12.409014
1214,13.122363
1215,13.028052
1216,13.092935
1217,14.444119
1218,11.512925
1219,12.6346035
1220,13.07107
1221,12.706848
1222,11.77529
1223,12.676076
1224,13.507626
1225,12.807652
1226,12.363076
1227,12.259613
1228,13.429848
1229,13.032438
1230,12.762827
1231,12.7938595
1232,12.765689
1233,12.245294
1234,12.430316
1235,12.983101
1236,12.506177
1237,12.989974
1238,13.3984785
1239,13.377006
1240,13.43732
1241,12.765689
1242,12.8346815
1243,12.043553
1244,13.687677
1245,12.925131
1246,13.567049
1247,14.018452
1248,13.014778
1249,13.210374
1250,12.666657
1251,12.531412
1252,12.896717
1253,13.112313
1254,12.460715
1255,13.304685
1256,12.487485
1257,12.679196
1258,13.432785
1259,12.5971
1260,13.319573
1261,13.810498
1262,13.180633
1263,13.32775
1264,12.873902
1265,13.054085
1266,13.08984
1267,12.736701
1268,12.61982
1269,13.185338
1270,12.997933
1271,13.060488
1272,14.648419
1273,13.287878
1274,12.676076
1275,12.802158
1276,13.524489
1277,13.527828
1278,13.630385
1279,12.906692
1280,13.00583
1281,12.7513
1282,14.630876
1283,12.824025
1284,12.779873
1285,12.506177
1286,12.959845
1287,12.807126
1288,12.676076
1289,12.691581
1290,12.765689
1291,12.043553
1292,12.4490185
1293,13.217673
1294,13.635187
1295,12.94801
1296,13.737549
1297,12.871977
1298,13.525158
1299,12.556729
1300,13.284482
1301,12.827992
1302,12.560245
1303,12.7938595
1304,12.524527
1305,12.966879
1306,13.649456
1307,12.663498
1308,12.8346815
1309,13.186276
1310,13.228523
1311,12.323855
1312,13.194219
1313,12.4490185
1314,13.180633
1315,15.483217
1316,13.296317
1317,13.21403
1318,12.367234
1319,13.304685
1320,12.976181
1321,13.028052
1322,12.542366
1323,12.496875
1324,13.337475
1325,11.608235
1326,13.345507
1327,12.871335
1328,13.997832
1329,13.577888
1330,13.248115
1331,13.151922
1332,13.3129835
1333,12.97154
1334,13.598598
1335,13.248996
1336,13.380874
1337,13.112313
1338,13.623138
1339,12.983101
1340,13.007962
1341,13.774689
1342,13.567049
1343,12.522707
1344,13.500735
1345,13.0496855
1346,13.337475
1347,13.507626
1348,13.017003
1349,13.017003
1350,13.644129
1351,12.7938595
1352,13.279367
1353,13.041153
1354,12.7513
1355,13.887832
1356,13.3739
1357,13.444447
1358,12.549663
1359,13.215854
1360,13.610944
1361,14.603968
1362,13.458836
1363,13.746588
1364,12.577636
1365,12.826649
1366,13.017003
1367,12.6237955
1368,13.418014
1369,12.718896
1370,12.468437
1371,13.527761
1372,12.706848
1373,13.629181
1374,13.938613
1375,12.676076
1376,12.468437
1377,12.323855
1378,12.539683
1379,13.161584
1380,13.132314
1381,12.363076
1382,13.1283455
1383,13.314635
1384,12.979647
1385,12.429216
1386,13.485617
1387,12.850554
1388,12.495004
1389,12.524527
1390,13.386265
1391,12.992254
1392,12.691581
1393,13.10216
1394,13.161392
1395,13.208541
1396,13.876135
1397,13.203021
1398,13.049792
1399,12.919023
1400,12.584509
1401,12.441145
1402,12.542545
1403,13.397854
1404,13.361381
1405,12.992254
1406,12.611538
1407,12.7513
1408,12.554967
1409,12.959845
1410,13.437174
1411,13.527828
1412,12.409014
1413,13.280126
1414,13.467371
1415,13.00583
1416,12.392552
1417,13.976779
1418,13.180633
1419,12.765689
1420,14.346139
1421,12.871335
1422,13.591116
1423,14.151983
1424,12.739329
1425,13.567049
1426,12.765689
1427,13.060488
1428,13.726242
1429,12.777052
1430,13.060488
1431,13.480038
1432,12.487485
1433,14.746492
1434,13.369224
1435,12.577636
1436,13.081541
1437,13.190022
1438,13.717897
1439,13.036805
1440,14.119312
1441,12.487296
1442,12.774081
1443,13.105217
1444,14.021711
1445,12.819906
1446,13.246349
1447,12.577636
1448,15.492607
1449,12.100712
1450,12.278394
1451,12.618182
1452,12.772806
1453,12.371023
1454,13.122363
1455,12.853176
1456,13.151922
1457,12.429216
1458,13.418757
1459,13.534473
1460,13.469493
1461,13.036805
1462,11.849398
1463,13.112313
1464,13.537119
1465,13.547631
1466,12.791078
1467,12.99453
1468,12.8992195
1469,13.3878
1470,12.468437
1471,14.099185
1472,13.160622
1473,13.3847275
1474,12.542545
1475,13.151922
1476,12.8992195
1477,13.387953
1478,12.367341
1479,13.460263
1480,13.369224
1481,13.029809
1482,13.131819
1483,13.087772
1484,13.180633
1485,12.429216
1486,12.345617
1487,13.693053
1488,13.149979
1489,13.184399
1490,12.955128
1491,12.94801
1492,13.163506
1493,13.265597
1494,12.959845
1495,13.112313
1496,12.736701
1497,13.122263
1498,14.012721
1499,13.487006
1500,12.425208
1501,12.236286
1502,12.611538
1503,13.324488
1504,13.912664
1505,12.345835
1506,13.652991
1507,12.779873
1508,12.999065
1509,12.896717
1510,12.7938595
1511,12.873902
1512,12.931203
1513,12.154779
1514,12.978262
1515,13.339309
1516,12.506177
1517,13.321215
1518,13.122363
1519,13.480038
1520,12.483705
1521,13.217673
1522,12.7278385
1523,12.043553
1524,12.911642
1525,13.560618
1526,12.959845
1527,13.477237
1528,13.226724
1529,13.60479
1530,14.038654
1531,13.615839
1532,12.923669
1533,13.7483015
1534,13.3962
1535,13.71015
1536,13.745946
1537,12.876463
1538,12.94801
1539,14.077875
1540,12.936034
1541,12.765689
1542,12.8346815
1543,13.664688
1544,13.112313
1545,12.429216
1546,12.807652
1547,13.1283455
1548,11.91839
1549,13.017003
1550,12.779873
1551,12.409014
1552,12.490875
1553,12.608199
1554,13.772081
1555,12.745485
1556,12.63623
1557,13.750972
1558,13.321215
1559,13.487006
1560,13.321215
1561,12.981951
1562,13.308843
1563,13.3163
1564,13.321215
1565,13.627372
1566,12.206022
1567,12.591335
1568,13.579155
1569,13.58861
1570,13.199232
1571,12.560069
1572,13.5625515
1573,13.171153
1574,12.621488
1575,13.489891
1576,11.849398
1577,12.367341
1578,12.99453
1579,13.3129835
1580,12.847926
1581,12.771386
1582,12.94801
1583,13.976779
1584,14.133965
1585,12.611538
1586,13.955273
1587,13.024751
1588,13.002453
1589,12.712891
1590,13.39239
1591,13.07107
1592,12.827992
1593,13.864301
1594,13.122363
1595,13.71015
1596,12.699244
1597,12.873902
1598,13.019446
1599,13.028052
1600,13.3847275
1601,13.704579
1602,13.592367
1603,13.464207
1604,12.429016
1605,13.14608
1606,13.567049
1607,12.724867
1608,12.560245
1609,12.3454
1610,13.411295
1611,12.842649
1612,13.025852
1613,13.194684
1614,12.959845
1615,12.577636
1616,12.764258
1617,12.821259
1618,13.216764
1619,12.409014
1620,12.245294
1621,12.421184
1622,13.321215
1623,13.217673
1624,13.527828
1625,12.165251
1626,12.039528
1627,13.996164
1628,13.687677
1629,12.254863
1630,12.103486
1631,13.199325
1632,13.161584
1633,12.086726
1634,12.936034
1635,13.112313
1636,12.691581
1637,12.99453
1638,12.926349
1639,13.60479
1640,13.238812
1641,13.635306
1642,13.017003
1643,12.380026
1644,12.608199
1645,13.253391
1646,12.736701
1647,13.017003
1648,12.516311
1649,13.161584
1650,12.560069
1651,12.4490185
1652,12.352335
1653,12.936034
1654,12.706848
1655,12.807652
1656,12.959845
1657,12.8992195
1658,12.721886
1659,12.742566
1660,13.10216
1661,12.711383
1662,13.774689
1663,13.4877
1664,13.629181
1665,13.404515
1666,12.301383
1667,12.765546
1668,13.217673
1669,12.88917
1670,13.361381
1671,12.587928
1672,12.733755
1673,12.560245
1674,13.560618
1675,12.319402
1676,14.626441
1677,12.014004
1678,12.524527
1679,13.00583
1680,13.142166
1681,14.022525
1682,12.873902
1683,13.038981
1684,13.458836
1685,13.681007
1686,13.060488
1687,12.832011
1688,13.142166
1689,13.054085
1690,13.263863
1691,12.188112
1692,13.623138
1693,12.54611
1694,12.694653
1695,12.736701
1696,12.99453
1697,13.526494
1698,12.736701
1699,13.237476
1700,12.506177
1701,13.304685
1702,12.300928
1703,13.332624
1704,13.058358
1705,12.341477
1706,14.050583
1707,12.807652
1708,12.969213
1709,13.217673
1710,13.023647
1711,12.141534
1712,13.162545
1713,12.611538
1714,13.591116
1715,12.730802
1716,13.592367
1717,12.7938595
1718,13.0001955
1719,13.458836
1720,13.629181
1721,12.79497
1722,12.7513
1723,12.611538
1724,12.765689
1725,12.815838
1726,12.483705
1727,12.983101
1728,12.206073
1729,13.337475
1730,14.333709
1731,12.7278385
1732,14.471993
1733,13.2076235
1734,12.437184
1735,13.00583
1736,12.84661
1737,12.154516
1738,13.058358
1739,13.304685
1740,13.573439
1741,12.826649
1742,13.00583
1743,13.138237
1744,13.567049
1745,13.20136
1746,13.499429
1747,12.891691
1748,13.0204525
1749,12.611538
1750,12.93844
1751,13.10216
1752,13.081541
1753,12.815838
1754,13.852806
1755,13.208541
1756,13.652991
1757,13.217673
1758,13.304685
1759,13.190022
1760,13.304602
1761,13.182517
1762,13.180633
1763,13.300219
1764,13.598598
1765,12.873902
1766,13.096533
1767,12.614865
1768,13.976779
1769,12.608199
1770,14.669926
1771,12.8992195
1772,13.055155
1773,12.628067
1774,12.254863
1775,12.611538
1776,12.699244
1777,12.502466
1778,13.790193
1779,12.779873
1780,13.475833
1781,13.69108
1782,12.154779
1783,13.001325
1784,13.732129
1785,12.560245
1786,13.711261
1787,13.222209
1788,12.452932
1789,12.739637
1790,12.538967
1791,13.438633
1792,12.323855
1793,12.280716
1794,13.764217
1795,13.1283455
1796,13.567049
1797,12.264341
1798,13.270783
1799,13.049792
1800,12.235631
1801,13.329377
1802,13.159659
1803,13.942143
1804,12.706848
1805,12.388394
1806,13.260385
1807,13.74294
1808,13.652991
1809,12.936034
1810,13.081541
1811,12.611538
1812,12.992254
1813,13.017003
1814,13.286181
1815,13.075272
1816,13.283631
1817,14.089347
1818,14.173185
1819,13.458836
1820,12.524527
1821,12.814479
1822,13.0241995
1823,13.316284
1824,12.4490185
1825,13.124361
1826,13.017003
1827,12.7938595
1828,13.038981
1829,13.53182
1830,12.873774
1831,13.058358
1832,13.217673
1833,13.244581
1834,12.152936
1835,14.237505
1836,12.468437
1837,12.400817
1838,13.910821
1839,12.425208
1840,13.487006
1841,13.715691
1842,13.622533
1843,13.544358
1844,13.270783
1845,12.847926
1846,13.598598
1847,13.161584
1848,14.266268
1849,12.072541
1850,12.775639
1851,13.122363
1852,12.864887
1853,12.254863
1854,12.993393
1855,12.660328
1856,12.733755
1857,13.39239
1858,13.514405
1859,13.437174
