,max_depth,learn_rate,accuracy
361,1,0.4373825503355705,49
362,63,0.4774496644295302,24
363,56,1.2654362416107383,17
364,36,1.5459060402684563,16
365,37,0.263758389261745,32
366,12,1.4123489932885906,42
367,34,0.8914765100671141,37
368,63,1.853087248322148,14
369,63,1.5459060402684563,12
370,50,1.3589261744966443,29
371,48,0.5575838926174497,51
372,17,0.7846308724832215,90
373,38,1.1585906040268457,17
374,59,0.2771140939597316,32
375,34,1.5859731543624165,17
376,30,0.4373825503355705,25
377,9,0.4640939597315437,92
378,8,0.1836241610738255,97
379,29,1.5325503355704702,17
380,63,0.8781208053691275,50
381,57,0.7979865771812081,63
382,56,0.38395973154362417,27
383,48,1.9599328859060403,19
384,36,1.1853020134228192,19
385,53,1.398993288590604,27
386,9,0.8514093959731545,94
387,48,1.8664429530201343,10
388,23,0.15691275167785235,51
389,38,0.9716107382550336,51
390,4,0.7846308724832215,83
391,10,0.263758389261745,76
392,20,0.34389261744966443,83
393,47,1.1986577181208051,13
394,24,0.15691275167785235,71
395,12,1.2520805369127517,48
396,2,1.2654362416107383,47
397,45,0.611006711409396,25
398,14,1.0383892617449666,67
399,44,0.8246979865771813,45
400,29,1.6794630872483225,16
401,59,0.4507382550335571,57
402,9,1.5459060402684563,72
403,11,1.011677852348993,40
404,49,1.118523489932886,21
405,39,0.38395973154362417,69
406,23,0.357248322147651,66
407,47,1.906510067114094,31
408,40,0.2771140939597316,32
409,53,1.2520805369127517,22
410,49,1.9866442953020136,20
411,5,1.2520805369127517,65
412,23,0.21033557046979867,42
413,19,0.22369127516778525,75
414,44,0.7579194630872483,54
415,53,0.958255033557047,66
416,32,0.6243624161073826,61
417,64,1.626040268456376,19
418,34,0.357248322147651,58
419,63,1.4123489932885906,30
420,21,0.01,76
421,22,1.1051677852348991,29
422,22,1.305503355704698,11
423,6,1.7595973154362416,53
424,25,1.9866442953020136,20
425,17,1.5191946308724833,41
426,9,0.2771140939597316,82
427,8,1.5459060402684563,49
428,32,0.6243624161073826,74
429,24,1.9599328859060403,34
430,40,0.09013422818791944,39
431,17,0.7178523489932886,63
432,27,0.9048322147651008,27
433,56,1.2253691275167786,15
434,1,0.7979865771812081,53
435,18,0.23704697986577186,96
436,27,1.3322147651006713,12
437,35,1.278791946308725,20
438,21,0.4507382550335571,38
439,55,1.7595973154362416,10
440,24,1.853087248322148,11
441,63,1.212013422818792,11
442,32,1.9599328859060403,39
443,58,0.9849664429530202,52
444,52,1.278791946308725,16
445,42,0.05006711409395973,40
446,11,1.1585906040268457,59
447,11,1.599328859060403,50
448,1,0.7312080536912752,45
449,33,0.11684563758389263,67
450,49,1.0918120805369127,29
451,41,0.1302013422818792,48
452,63,0.5842953020134228,37
453,35,0.15691275167785235,39
454,40,1.4123489932885906,11
455,55,0.7178523489932886,28
456,55,0.1302013422818792,39
457,43,1.1585906040268457,19
458,17,1.5592617449664432,66
459,21,0.0634228187919463,60
460,37,0.8914765100671141,35
461,11,1.2654362416107383,45
462,44,0.8514093959731545,63
463,59,1.0784563758389265,13
464,49,0.3973154362416108,67
465,60,1.7328859060402686,14
466,10,2.0,63
467,48,1.973288590604027,16
468,4,1.7328859060402686,56
469,30,0.4640939597315437,32
470,8,1.9866442953020136,48
471,12,1.4657718120805368,60
472,40,1.9599328859060403,17
473,38,0.8781208053691275,51
474,27,1.439060402684564,37
475,31,1.7996644295302011,17
476,32,1.893154362416108,22
477,55,1.9866442953020136,18
478,15,0.3973154362416108,83
479,30,1.8130201342281882,22
480,31,1.7996644295302011,14
481,11,0.4373825503355705,70
482,41,1.6928187919463091,18
483,15,0.8514093959731545,74
484,29,0.2771140939597316,41
485,35,0.7312080536912752,44
486,26,1.4924832214765102,29
487,26,0.6777852348993288,44
488,50,1.02503355704698,15
489,50,1.6393959731543626,26
490,1,0.23704697986577186,45
491,39,0.7846308724832215,48
492,63,1.6661073825503356,27
493,63,1.8797986577181207,21
494,62,1.051744966442953,30
495,18,0.01,97
496,41,0.4240268456375839,74
497,48,1.5859731543624165,20
498,54,0.1435570469798658,74
499,45,0.704496644295302,26
