,station_id,year,month,day,rides
356,40010,2019,12,23,1319
357,40010,2019,12,24,797
358,40010,2019,12,25,371
359,40010,2019,12,26,1057
360,40010,2019,12,27,1141
361,40010,2019,12,28,592
362,40010,2019,12,29,492
363,40010,2019,12,30,1112
364,40010,2019,12,31,998
365,40080,2019,1,1,1839
366,40080,2019,1,2,3879
367,40080,2019,1,3,4217
368,40080,2019,1,4,4422
369,40080,2019,1,5,2714
370,40080,2019,1,6,2002
371,40080,2019,1,7,4596
372,40080,2019,1,8,4962
373,40080,2019,1,9,4830
374,40080,2019,1,10,4899
375,40080,2019,1,11,4753
376,40080,2019,1,12,2663
377,40080,2019,1,13,1968
378,40080,2019,1,14,4846
379,40080,2019,1,15,4754
380,40080,2019,1,16,4951
381,40080,2019,1,17,4923
382,40080,2019,1,18,4780
383,40080,2019,1,19,2481
384,40080,2019,1,20,1735
385,40080,2019,1,21,2908
386,40080,2019,1,22,4769
387,40080,2019,1,23,5016
388,40080,2019,1,24,4909
389,40080,2019,1,25,4095
390,40080,2019,1,26,2532
391,40080,2019,1,27,1761
392,40080,2019,1,28,4941
393,40080,2019,1,29,4112
394,40080,2019,1,30,537
395,40080,2019,1,31,1629
396,40080,2019,2,1,4663
397,40080,2019,2,2,2855
398,40080,2019,2,3,2012
399,40080,2019,2,4,4832
400,40080,2019,2,5,4974
401,40080,2019,2,6,4976
402,40080,2019,2,7,5083
403,40080,2019,2,8,4494
404,40080,2019,2,9,2722
405,40080,2019,2,10,1866
406,40080,2019,2,11,4755
407,40080,2019,2,12,4963
408,40080,2019,2,13,4973
409,40080,2019,2,14,5117
410,40080,2019,2,15,4745
411,40080,2019,2,16,2765
412,40080,2019,2,17,1973
413,40080,2019,2,18,3733
414,40080,2019,2,19,4912
415,40080,2019,2,20,4946
416,40080,2019,2,21,5005
417,40080,2019,2,22,4829
418,40080,2019,2,23,2625
419,40080,2019,2,24,1832
420,40080,2019,2,25,4626
421,40080,2019,2,26,4899
422,40080,2019,2,27,4875
423,40080,2019,2,28,4953
424,40080,2019,3,1,4619
425,40080,2019,3,2,2744
426,40080,2019,3,3,1903
427,40080,2019,3,4,4226
428,40080,2019,3,5,4645
429,40080,2019,3,6,4704
430,40080,2019,3,7,4800
431,40080,2019,3,8,4721
432,40080,2019,3,9,2995
433,40080,2019,3,10,2254
434,40080,2019,3,11,4946
435,40080,2019,3,12,5168
436,40080,2019,3,13,5073
437,40080,2019,3,14,5182
438,40080,2019,3,15,5160
439,40080,2019,3,16,4820
440,40080,2019,3,17,2570
441,40080,2019,3,18,4979
442,40080,2019,3,19,5188
443,40080,2019,3,20,4943
444,40080,2019,3,21,5099
445,40080,2019,3,22,4903
446,40080,2019,3,23,3139
447,40080,2019,3,24,2205
448,40080,2019,3,25,4694
449,40080,2019,3,26,4834
450,40080,2019,3,27,4756
451,40080,2019,3,28,4879
452,40080,2019,3,29,4769
453,40080,2019,3,30,2999
454,40080,2019,3,31,2462
455,40080,2019,4,1,4979
456,40080,2019,4,2,5026
457,40080,2019,4,3,5109
458,40080,2019,4,4,4979
459,40080,2019,4,5,4681
460,40080,2019,4,6,3070
461,40080,2019,4,7,2074
462,40080,2019,4,8,5135
463,40080,2019,4,9,4927
464,40080,2019,4,10,4782
465,40080,2019,4,11,4966
466,40080,2019,4,12,4791
467,40080,2019,4,13,3152
468,40080,2019,4,14,1551
469,40080,2019,4,15,4470
470,40080,2019,4,16,4612
471,40080,2019,4,17,4707
472,40080,2019,4,18,4590
473,40080,2019,4,19,4138
474,40080,2019,4,20,2850
475,40080,2019,4,21,2016
476,40080,2019,4,22,4418
477,40080,2019,4,23,4931
478,40080,2019,4,24,5094
479,40080,2019,4,25,5302
480,40080,2019,4,26,4777
481,40080,2019,4,27,2514
482,40080,2019,4,28,2141
483,40080,2019,4,29,4357
484,40080,2019,4,30,4675
485,40080,2019,5,1,4767
486,40080,2019,5,2,4818
487,40080,2019,5,3,5093
488,40080,2019,5,4,3272
489,40080,2019,5,5,2372
490,40080,2019,5,6,4944
491,40080,2019,5,7,5064
492,40080,2019,5,8,5003
493,40080,2019,5,9,4997
494,40080,2019,5,10,5126
495,40080,2019,5,11,2890
496,40080,2019,5,12,2016
497,40080,2019,5,13,4657
498,40080,2019,5,14,4788
499,40080,2019,5,15,4840
500,40080,2019,5,16,4838
501,40080,2019,5,17,4676
502,40080,2019,5,18,2965
503,40080,2019,5,19,2186
504,40080,2019,5,20,4819
505,40080,2019,5,21,4893
506,40080,2019,5,22,5244
507,40080,2019,5,23,5259
508,40080,2019,5,24,4739
509,40080,2019,5,25,3153
510,40080,2019,5,26,2624
511,40080,2019,5,27,1669
512,40080,2019,5,28,4638
513,40080,2019,5,29,4829
514,40080,2019,5,30,4895
515,40080,2019,5,31,4800
516,40080,2019,6,1,2924
517,40080,2019,6,2,2319
518,40080,2019,6,3,4823
519,40080,2019,6,4,5071
520,40080,2019,6,5,5152
521,40080,2019,6,6,5276
522,40080,2019,6,7,5209
523,40080,2019,6,8,3760
524,40080,2019,6,9,2688
525,40080,2019,6,10,4731
526,40080,2019,6,11,4922
527,40080,2019,6,12,4605
528,40080,2019,6,13,5024
529,40080,2019,6,14,5088
530,40080,2019,6,15,3287
531,40080,2019,6,16,2239
532,40080,2019,6,17,4525
533,40080,2019,6,18,5247
534,40080,2019,6,19,4834
535,40080,2019,6,20,5019
536,40080,2019,6,21,5184
537,40080,2019,6,22,3999
538,40080,2019,6,23,2783
539,40080,2019,6,24,4644
540,40080,2019,6,25,5089
541,40080,2019,6,26,4927
542,40080,2019,6,27,5172
543,40080,2019,6,28,4619
544,40080,2019,6,29,3315
545,40080,2019,6,30,8936
546,40080,2019,7,1,4366
547,40080,2019,7,2,4543
548,40080,2019,7,3,4557
549,40080,2019,7,4,2376
550,40080,2019,7,5,3122
551,40080,2019,7,6,2682
552,40080,2019,7,7,2109
553,40080,2019,7,8,4388
554,40080,2019,7,9,4613
555,40080,2019,7,10,4585
556,40080,2019,7,11,4764
557,40080,2019,7,12,4969
558,40080,2019,7,13,3519
559,40080,2019,7,14,2711
560,40080,2019,7,15,4698
561,40080,2019,7,16,4960
562,40080,2019,7,17,4870
563,40080,2019,7,18,4466
564,40080,2019,7,19,4562
565,40080,2019,7,20,3071
566,40080,2019,7,21,2603
567,40080,2019,7,22,4622
568,40080,2019,7,23,4578
569,40080,2019,7,24,4681
570,40080,2019,7,25,4570
571,40080,2019,7,26,4512
572,40080,2019,7,27,3002
573,40080,2019,7,28,2319
574,40080,2019,7,29,4258
575,40080,2019,7,30,4596
576,40080,2019,7,31,4635
577,40080,2019,8,1,5082
578,40080,2019,8,2,5435
579,40080,2019,8,3,3904
580,40080,2019,8,4,3015
581,40080,2019,8,5,4835
582,40080,2019,8,6,4972
583,40080,2019,8,7,5051
584,40080,2019,8,8,4624
585,40080,2019,8,9,4706
586,40080,2019,8,10,3275
587,40080,2019,8,11,2401
588,40080,2019,8,12,4205
589,40080,2019,8,13,4466
590,40080,2019,8,14,4523
591,40080,2019,8,15,4594
592,40080,2019,8,16,4397
593,40080,2019,8,17,3165
594,40080,2019,8,18,2251
595,40080,2019,8,19,4368
596,40080,2019,8,20,4652
597,40080,2019,8,21,4799
598,40080,2019,8,22,4974
599,40080,2019,8,23,4772
600,40080,2019,8,24,3443
601,40080,2019,8,25,2671
602,40080,2019,8,26,4389
603,40080,2019,8,27,4742
604,40080,2019,8,28,4701
605,40080,2019,8,29,4800
606,40080,2019,8,30,4583
607,40080,2019,8,31,3114
608,40080,2019,9,1,2693
609,40080,2019,9,2,2349
610,40080,2019,9,3,4864
611,40080,2019,9,4,4979
612,40080,2019,9,5,5235
613,40080,2019,9,6,4852
614,40080,2019,9,7,3081
615,40080,2019,9,8,2283
616,40080,2019,9,9,4931
617,40080,2019,9,10,5015
618,40080,2019,9,11,5210
619,40080,2019,9,12,5376
620,40080,2019,9,13,5358
621,40080,2019,9,14,3927
622,40080,2019,9,15,2726
623,40080,2019,9,16,5231
624,40080,2019,9,17,5379
625,40080,2019,9,18,5504
626,40080,2019,9,19,5608
627,40080,2019,9,20,5446
628,40080,2019,9,21,3566
629,40080,2019,9,22,2337
630,40080,2019,9,23,5244
631,40080,2019,9,24,5239
632,40080,2019,9,25,5345
633,40080,2019,9,26,5264
634,40080,2019,9,27,4660
635,40080,2019,9,28,3198
636,40080,2019,9,29,2343
637,40080,2019,9,30,4973
638,40080,2019,10,1,5215
639,40080,2019,10,2,5243
640,40080,2019,10,3,5396
641,40080,2019,10,4,4960
642,40080,2019,10,5,3053
643,40080,2019,10,6,2258
644,40080,2019,10,7,5012
645,40080,2019,10,8,5307
646,40080,2019,10,9,5181
647,40080,2019,10,10,5369
648,40080,2019,10,11,4873
649,40080,2019,10,12,3450
650,40080,2019,10,13,4756
651,40080,2019,10,14,4638
652,40080,2019,10,15,5222
653,40080,2019,10,16,5106
654,40080,2019,10,17,5266
655,40080,2019,10,18,5180
656,40080,2019,10,19,3512
657,40080,2019,10,20,2504
658,40080,2019,10,21,4812
659,40080,2019,10,22,5219
660,40080,2019,10,23,5316
661,40080,2019,10,24,5062
662,40080,2019,10,25,4993
663,40080,2019,10,26,2777
664,40080,2019,10,27,2575
665,40080,2019,10,28,4928
666,40080,2019,10,29,5150
667,40080,2019,10,30,4894
668,40080,2019,10,31,4819
669,40080,2019,11,1,4937
670,40080,2019,11,2,3020
671,40080,2019,11,3,2441
672,40080,2019,11,4,5017
673,40080,2019,11,5,5199
674,40080,2019,11,6,5101
675,40080,2019,11,7,5186
676,40080,2019,11,8,4668
677,40080,2019,11,9,3180
678,40080,2019,11,10,2161
679,40080,2019,11,11,4291
680,40080,2019,11,12,4886
681,40080,2019,11,13,4894
682,40080,2019,11,14,5170
683,40080,2019,11,15,4949
684,40080,2019,11,16,3210
685,40080,2019,11,17,2031
686,40080,2019,11,18,4863
687,40080,2019,11,19,4979
688,40080,2019,11,20,5101
689,40080,2019,11,21,5187
690,40080,2019,11,22,5007
691,40080,2019,11,23,3485
692,40080,2019,11,24,2147
693,40080,2019,11,25,4696
694,40080,2019,11,26,4561
695,40080,2019,11,27,3484
696,40080,2019,11,28,1193
697,40080,2019,11,29,2099
698,40080,2019,11,30,1885
699,40080,2019,12,1,1568
700,40080,2019,12,2,4527
701,40080,2019,12,3,4909
702,40080,2019,12,4,4886
703,40080,2019,12,5,5004
704,40080,2019,12,6,4923
705,40080,2019,12,7,3119
706,40080,2019,12,8,2160
707,40080,2019,12,9,4577
708,40080,2019,12,10,4624
709,40080,2019,12,11,4729
710,40080,2019,12,12,4897
711,40080,2019,12,13,4717
712,40080,2019,12,14,2822
713,40080,2019,12,15,1842
714,40080,2019,12,16,4405
715,40080,2019,12,17,4642
716,40080,2019,12,18,4317
717,40080,2019,12,19,4493
718,40080,2019,12,20,4175
719,40080,2019,12,21,2555
720,40080,2019,12,22,1833
721,40080,2019,12,23,2774
722,40080,2019,12,24,1800
723,40080,2019,12,25,753
724,40080,2019,12,26,2065
725,40080,2019,12,27,2518
726,40080,2019,12,28,1956
727,40080,2019,12,29,1695
728,40080,2019,12,30,3044
729,40080,2019,12,31,3125
730,40770,2019,1,1,2724
731,40770,2019,1,2,2434
732,40770,2019,1,3,2654
733,40770,2019,1,4,2777
734,40770,2019,1,5,1981
735,40770,2019,1,6,1445
736,40770,2019,1,7,2720
737,40770,2019,1,8,3032
738,40770,2019,1,9,2933
739,40770,2019,1,10,2960
740,40770,2019,1,11,2998
741,40770,2019,1,12,1996
742,40770,2019,1,13,1410
743,40770,2019,1,14,2910
744,40770,2019,1,15,3074
745,40770,2019,1,16,3119
746,40770,2019,1,17,3040
747,40770,2019,1,18,2990
748,40770,2019,1,19,2252
749,40770,2019,1,20,1543
750,40770,2019,1,21,1868
751,40770,2019,1,22,2971
752,40770,2019,1,23,3052
753,40770,2019,1,24,2874
754,40770,2019,1,25,2565
755,40770,2019,1,26,2165
756,40770,2019,1,27,1353
757,40770,2019,1,28,2800
758,40770,2019,1,29,2469
759,40770,2019,1,30,490
760,40770,2019,1,31,1333
761,40770,2019,2,1,2819
762,40770,2019,2,2,2094
763,40770,2019,2,3,1467
764,40770,2019,2,4,2922
765,40770,2019,2,5,3627
766,40770,2019,2,6,3139
767,40770,2019,2,7,3011
768,40770,2019,2,8,3059
769,40770,2019,2,9,2603
770,40770,2019,2,10,1452
771,40770,2019,2,11,2942
772,40770,2019,2,12,2990
773,40770,2019,2,13,3049
774,40770,2019,2,14,3086
775,40770,2019,2,15,2929
776,40770,2019,2,16,2429
777,40770,2019,2,17,1624
778,40770,2019,2,18,2256
779,40770,2019,2,19,3086
780,40770,2019,2,20,3043
781,40770,2019,2,21,3143
782,40770,2019,2,22,3389
783,40770,2019,2,23,1865
784,40770,2019,2,24,1430
785,40770,2019,2,25,2828
786,40770,2019,2,26,2957
787,40770,2019,2,27,2964
788,40770,2019,2,28,2966
789,40770,2019,3,1,3080
790,40770,2019,3,2,2218
791,40770,2019,3,3,1754
792,40770,2019,3,4,2591
793,40770,2019,3,5,2887
794,40770,2019,3,6,3664
795,40770,2019,3,7,2893
796,40770,2019,3,8,3107
797,40770,2019,3,9,2335
798,40770,2019,3,10,1466
799,40770,2019,3,11,2835
800,40770,2019,3,12,3302
801,40770,2019,3,13,2958
802,40770,2019,3,14,2969
803,40770,2019,3,15,2911
804,40770,2019,3,16,2581
805,40770,2019,3,17,1795
806,40770,2019,3,18,2778
807,40770,2019,3,19,3330
808,40770,2019,3,20,3242
809,40770,2019,3,21,2928
810,40770,2019,3,22,3242
811,40770,2019,3,23,2152
812,40770,2019,3,24,1593
813,40770,2019,3,25,2838
814,40770,2019,3,26,2957
815,40770,2019,3,27,2842
816,40770,2019,3,28,2874
817,40770,2019,3,29,2925
818,40770,2019,3,30,2058
819,40770,2019,3,31,1617
820,40770,2019,4,1,2925
821,40770,2019,4,2,3015
822,40770,2019,4,3,3039
823,40770,2019,4,4,2939
824,40770,2019,4,5,2973
825,40770,2019,4,6,2282
826,40770,2019,4,7,1637
827,40770,2019,4,8,2883
828,40770,2019,4,9,2968
829,40770,2019,4,10,2953
830,40770,2019,4,11,3041
831,40770,2019,4,12,3076
832,40770,2019,4,13,2423
833,40770,2019,4,14,1291
834,40770,2019,4,15,2832
835,40770,2019,4,16,2872
836,40770,2019,4,17,2787
837,40770,2019,4,18,2841
838,40770,2019,4,19,2689
839,40770,2019,4,20,2016
840,40770,2019,4,21,1527
841,40770,2019,4,22,2779
842,40770,2019,4,23,3028
843,40770,2019,4,24,3012
844,40770,2019,4,25,3012
845,40770,2019,4,26,2991
846,40770,2019,4,27,2107
847,40770,2019,4,28,2018
848,40770,2019,4,29,2766
849,40770,2019,4,30,2922
850,40770,2019,5,1,3051
851,40770,2019,5,2,3809
852,40770,2019,5,3,3516
853,40770,2019,5,4,2882
854,40770,2019,5,5,1758
855,40770,2019,5,6,3081
856,40770,2019,5,7,3256
857,40770,2019,5,8,3076
858,40770,2019,5,9,2997
859,40770,2019,5,10,3045
860,40770,2019,5,11,2144
861,40770,2019,5,12,1322
862,40770,2019,5,13,2860
863,40770,2019,5,14,3009
864,40770,2019,5,15,3355
865,40770,2019,5,16,2987
866,40770,2019,5,17,2972
867,40770,2019,5,18,2477
868,40770,2019,5,19,1786
869,40770,2019,5,20,3048
870,40770,2019,5,21,2975
871,40770,2019,5,22,3093
872,40770,2019,5,23,3167
873,40770,2019,5,24,2896
874,40770,2019,5,25,2290
875,40770,2019,5,26,1747
876,40770,2019,5,27,1333
877,40770,2019,5,28,3704
878,40770,2019,5,29,2995
879,40770,2019,5,30,3305
880,40770,2019,5,31,3105
881,40770,2019,6,1,2685
882,40770,2019,6,2,1683
883,40770,2019,6,3,2879
884,40770,2019,6,4,3018
885,40770,2019,6,5,3072
886,40770,2019,6,6,3102
887,40770,2019,6,7,3057
888,40770,2019,6,8,2684
889,40770,2019,6,9,1717
890,40770,2019,6,10,2898
891,40770,2019,6,11,3274
892,40770,2019,6,12,2956
893,40770,2019,6,13,3089
894,40770,2019,6,14,3096
895,40770,2019,6,15,2461
896,40770,2019,6,16,1638
897,40770,2019,6,17,2919
898,40770,2019,6,18,3069
899,40770,2019,6,19,2976
900,40770,2019,6,20,2962
901,40770,2019,6,21,2971
902,40770,2019,6,22,2343
903,40770,2019,6,23,1711
904,40770,2019,6,24,2857
905,40770,2019,6,25,3030
906,40770,2019,6,26,3043
907,40770,2019,6,27,2901
908,40770,2019,6,28,2862
909,40770,2019,6,29,2237
910,40770,2019,6,30,2465
911,40770,2019,7,1,2859
912,40770,2019,7,2,2969
913,40770,2019,7,3,3022
914,40770,2019,7,4,2568
915,40770,2019,7,5,2894
916,40770,2019,7,6,2729
917,40770,2019,7,7,1555
918,40770,2019,7,8,2822
919,40770,2019,7,9,2945
920,40770,2019,7,10,2941
921,40770,2019,7,11,3040
922,40770,2019,7,12,2989
923,40770,2019,7,13,2200
924,40770,2019,7,14,1633
925,40770,2019,7,15,2757
926,40770,2019,7,16,2947
927,40770,2019,7,17,2966
928,40770,2019,7,18,2782
929,40770,2019,7,19,2812
930,40770,2019,7,20,2028
931,40770,2019,7,21,1587
932,40770,2019,7,22,2832
933,40770,2019,7,23,3077
934,40770,2019,7,24,3353
935,40770,2019,7,25,3000
936,40770,2019,7,26,2782
937,40770,2019,7,27,2132
938,40770,2019,7,28,1509
