id,title,popularity,release_date
18615,Fur: An Imaginary Portrait of Diane Arbus,4.358255000000001,2006-08-30
9829,United 93,17.501379999999997,2006-04-28
26837,B-Girl,0.631571,2009-07-29
2008,The Promise,3.866026,2005-12-15
364083,Mi America,0.039007,2015-10-16
9700,The Lost City,3.5885290000000003,2005-09-03
30379,Megiddo: The Omega Code 2,0.809588,2001-09-07
296,Terminator 3: Rise of the Machines,69.405188,2003-07-02
16769,Coal Miner's Daughter,3.826685,1980-03-07
11892,Murder by Numbers,16.167092999999998,2002-04-19
2447,The Nativity Story,3.721272,2006-12-01
34335,Nine Dead,9.68793,2010-01-01
20694,Rugrats Go Wild,8.255708,2003-06-13
9895,Man of the Year,11.203335000000001,2006-10-09
14337,Primer,23.307949,2004-10-08
10534,White Squall,10.047578999999999,1996-02-02
15070,Undisputed,17.227376,2002-08-23
20360,Namastey London,1.840511,2007-03-27
190859,American Sniper,87.53437,2014-12-11
57022,Sunshine State,4.245123,2002-06-21
146216,RED 2,44.34333,2013-07-18
16428,Breakin' All the Rules,6.9047339999999995,2004-05-14
310569,The Second Mother,9.683622,2015-02-08
52451,The Three Musketeers,36.605246,2011-08-31
5137,Sky Captain and the World of Tomorrow,24.664776,2004-09-17
10913,Dear Wendy,2.597665,2005-01-22
121676,Inescapable,6.783053,2012-09-14
9344,Kids,13.291991000000001,1995-07-28
17917,Oliver!,8.305997999999999,1968-09-26
9839,Beyond Borders,6.523472,2003-10-23
10428,Hackers,17.842246,1995-09-14
45054,There Be Dragons,6.668678999999999,2011-03-25
12100,Windtalkers,18.714197,2002-06-14
72113,Carnage,20.011435000000002,2011-09-16
62677,Songcatcher,3.363321,2001-03-01
41439,Saw: The Final Chapter,36.133536,2010-10-21
283445,Sinister 2,26.090495,2015-08-19
79694,The Apparition,6.385234,2012-08-23
20766,The Road,41.075532,2009-11-25
13938,The Last Dragon,4.928776999999999,1985-03-22
1487,Hellboy,47.479755,2004-04-02
11561,Sleeper,10.664202000000001,1973-12-17
67911,Bucky Larson: Born to Be a Star,3.919057,2011-09-09
2292,Clerks,19.748658,1994-09-13
25769,Carriers,12.708963,2009-09-04
77931,The Smurfs 2,32.473628000000005,2013-07-30
39303,2:13,1.271621,2009-04-25
10329,Congo,10.755847,1995-06-09
10934,Under the Tuscan Sun,12.309718,2003-04-30
127867,The Brass Teapot,10.639774000000001,2012-09-08
75780,Jack Reacher,56.868399,2012-12-20
11702,The Replacement Killers,9.607391,1998-02-06
53862,Trippin',0.185373,1999-05-12
12277,Undercover Brother,6.086083,2002-05-31
9614,Happy Gilmore,26.598884,1996-02-16
10156,History of the World: Part I,14.282314000000001,1981-06-12
8060,Married Life,3.004432,2007-09-12
83686,The Words,14.988745999999999,2012-09-07
805,Rosemary's Baby,26.180367,1968-06-12
92591,Bernie,12.685139999999999,2012-04-27
44040,Devil,30.934688,2010-01-13
112456,Hardflip,0.341461,2012-06-01
43595,She Done Him Wrong,0.6227520000000001,1933-02-09
7973,Caramel,4.554574,2007-07-01
334527,Criminal Activities,6.665164,2015-11-20
10283,Friday the 13th Part VIII: Jason Takes Manhattan,12.904615,1989-07-28
228150,Fury,139.575085,2014-10-15
82682,Gangster Squad,29.041197999999998,2013-01-10
116741,The Internship,1.551497,2013-06-07
14043,Nancy Drew,5.0348,2007-06-15
37950,Charlie St. Cloud,21.75433,2010-05-01
67238,Cavite,0.022173,2005-03-12
48034,Little White Lies,15.279020999999998,2010-10-20
10727,Darkness Falls,11.199544,2003-01-24
20455,Digimon: The Movie,3.7387,2000-03-17
15797,Only the Strong,5.411243,1993-08-27
522,Ed Wood,24.548633,1994-09-27
10528,Sherlock Holmes,57.834787,2009-12-23
44115,127 Hours,52.464877,2010-11-05
325789,The Infiltrator,24.672234,2016-07-13
72976,Lincoln,36.307296,2012-11-09
15511,VeggieTales: The Pirates Who Don't Do Anything,1.8001189999999998,2008-01-11
10733,The Alamo,10.660441,2004-04-07
20483,Catch That Kid,4.492858999999999,2004-02-06
281189,Gory Gory Hallelujah,0.033882999999999996,2003-11-05
364,Batman Returns,59.113174,1992-06-19
400,Things to Do in Denver When You're Dead,6.932221000000001,1995-12-01
809,Shrek 2,47.320801,2004-05-19
22538,Scott Pilgrim vs. the World,38.885195,2010-07-27
6114,Dracula,45.022964,1992-11-13
219,Volver,19.747809,2006-03-16
367551,American Hero,5.023091,2015-12-11
87825,Trouble with the Curve,18.587114,2012-09-21
9282,11:14,15.048067000000001,2003-05-16
71805,Shipwrecked,0.702971,1990-10-03
43266,How Green Was My Valley,7.700189999999999,1941-10-28
13503,Texas Rangers,5.641978,2001-11-30
9946,End of Days,20.652943,1999-11-24
57612,Dolphins and Whales: Tribes of the Ocean,0.041651,2008-02-15
180296,They Came Together,12.036888000000001,2014-06-27
177677,Mission: Impossible - Rogue Nation,114.52223700000002,2015-07-23
8374,The Boondock Saints,34.917446999999996,1999-01-22
6933,One Missed Call,12.458131,2008-01-04
266396,The Gunman,26.935458,2015-02-16
56666,Fiza,0.043023,2000-09-08
2355,Reign Over Me,20.827779999999997,2007-03-23
20065,Purple Violets,0.936232,2007-04-30
37495,Four Lions,20.544999,2010-05-07
3766,The Lady from Shanghai,8.055083999999999,1947-12-24
13363,The Man from Earth,31.339015000000003,2007-06-10
11313,Hearts in Atlantis,7.06762,2001-09-07
157386,The Spectacular Now,25.722747000000002,2013-08-02
189711,Love in the Time of Monsters,0.13361900000000002,2014-03-08
17734,Thirteen Conversations About One Thing,6.997495,2001-09-02
196867,Annie,33.439187,2014-12-19
8909,Wanted,73.82289,2008-06-19
2539,Spanglish,14.209329,2004-12-17
9513,Garfield: A Tail of Two Kitties,16.930969,2006-06-15
1891,The Empire Strikes Back,78.51783,1980-05-17
6521,The Contender,7.029126,2000-10-13
25066,Tales from the Hood,3.89204,1995-05-24
10560,Center Stage,6.961736,2000-05-12
99826,The Jimmy Show,0.098351,2002-01-16
67913,The Guard,19.411141,2011-07-07
9802,The Rock,51.469576,1996-06-06
11398,The Art of War,7.832337,2000-08-23
271969,Ben-Hur,29.608321999999998,2016-08-17
187,Sin City,66.003433,2005-04-01
150540,Inside Out,128.65596399999998,2015-06-09
2661,Batman,9.815394,1966-07-30
11531,Book of Shadows: Blair Witch 2,3.890223,2000-10-27
11551,Small Soldiers,23.088570999999998,1998-07-10
46738,Incendies,21.285206,2010-09-04
9447,Babe: Pig in the City,11.356079,1998-11-25
357441,Karachi se Lahore,0.060002999999999994,2015-07-31
169,Predator 2,27.934978000000005,1990-11-20
33542,Rumble in the Bronx,17.318839,1995-01-30
14574,The Boy in the Striped Pyjamas,34.821222999999996,2008-05-07
11374,Edtv,14.298297,1999-03-26
9903,The Hoax,5.073536,2006-10-14
111,Scarface,70.105981,1983-12-08
11191,Mystic Pizza,6.379933,1988-10-13
2069,The Whole Nine Yards,23.441135,2000-02-18
10761,Made of Honor,19.574773999999998,2008-05-02
1123,Catch a Fire,4.052219,2006-10-27
44260,Lake of Fire,0.47574799999999995,2006-09-09
18041,Gossip,5.833687,2000-04-21
241554,Run All Night,74.64653,2015-03-11
65057,The Descendants,40.903931,2011-09-09
1887,Marie Antoinette,22.364549,2006-05-24
68718,Django Unchained,82.121691,2012-12-25
10204,Around the World in 80 Days,22.643776000000003,2004-06-16
53457,Sarah's Key,10.072199000000001,2010-09-16
40494,Trapeze,1.3793540000000002,1956-05-30
65086,The Woman in Black,43.675191,2012-02-01
59967,Looper,46.377628,2012-09-26
581,Dances with Wolves,45.707834999999996,1990-11-09
23531,Whipped,2.144354,2000-09-01
37707,Splice,23.227877,2009-10-06
9947,Elektra,28.613892,2005-01-13
534,Terminator Salvation,71.862892,2009-05-20
8204,The Spiderwick Chronicles,21.436682,2008-02-14
12133,Step Brothers,22.977983,2008-07-25
9615,The Fast and the Furious: Tokyo Drift,8.282876,2006-06-03
9707,Bubba Ho-tep,9.954848,2002-06-09
9434,Grosse Pointe Blank,13.817269,1997-04-11
24746,Six-String Samurai,1.8921830000000002,1998-09-18
345,Eyes Wide Shut,27.870312,1999-07-14
20468,The Big Tease,0.502396,1999-01-01
4597,Armored,15.21229,2009-12-04
663,Saw IV,29.244768,2007-10-25
9027,The Guru,4.093287999999999,2002-08-21
11973,Thirteen Days,18.261210000000002,2000-12-24
43949,Flipped,24.210698,2010-08-06
94329,The Raid,40.285095,2011-09-08
11404,Driving Lessons,7.6678880000000005,2006-04-30
18734,L.I.E.,7.731064,2001-01-20
14434,I Think I Love My Wife,4.536745,2007-03-16
57294,Crying with Laughter,0.108135,2009-06-01
57089,Hoodwinked Too! Hood VS. Evil,10.694417,2011-04-29
9034,The Banger Sisters,6.015354,2002-09-20
18475,The Cookout,0.8305959999999999,2004-09-03
2652,Hard Candy,25.918007,2005-01-14
260947,Something Wicked,1.968679,2014-04-04
13996,Bottle Shock,6.174435,2008-08-06
9779,The Sisterhood of the Traveling Pants,17.17372,2005-06-01
150211,The Frozen,1.084387,2012-10-10
8914,Deep Blue Sea,22.991269,1999-07-28
9563,Any Given Sunday,23.127561,1999-12-16
1024,Heavenly Creatures,8.753409,1994-09-02
31535,Chairman of the Board,0.587276,1998-03-13
91586,Insidious: Chapter 2,48.375848,2013-09-12
2567,The Aviator,45.616098,2004-12-17
98369,Blue Like Jazz,1.6116,2012-04-13
241766,Lords of London,1.913302,2014-01-06
1523,The Last King of Scotland,26.286953999999998,2006-09-01
9257,S.W.A.T.,34.052253,2003-08-08
8643,The Exorcism of Emily Rose,32.602868,2005-09-09
354110,Forsaken,11.071522,2015-09-16
97367,The Place Beyond the Pines,35.395129,2013-03-20
13374,Ice Princess,13.288177,2005-03-17
1808,Velvet Goldmine,10.932711,1998-10-23
10152,Dumb and Dumberer: When Harry Met Lloyd,15.677470000000001,2003-06-13
180383,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,0.425195,2012-10-04
14256,Winter Passing,3.643608,2006-02-07
43942,Freakonomics,1.7814619999999999,2010-10-01
26306,Prefontaine,8.717235,1997-01-24
164558,One Direction: This Is Us,7.944457000000001,2013-08-28
10972,Session 9,11.064228,2001-08-10
78383,Nurse 3-D,10.013629,2013-09-28
37206,A Shine of Rainbows,12.099486,2009-10-01
5551,Space Cowboys,15.772081,2000-07-31
1571,Live Free or Die Hard,48.933370000000004,2007-06-20
94348,Alex Cross,14.513243,2012-10-18
1777,Fahrenheit 9/11,16.20985,2004-06-25
34106,You Can't Take It With You,3.426314,1938-08-23
71864,The Odd Life of Timothy Green,16.394451999999998,2012-08-15
672,Harry Potter and the Chamber of Secrets,132.397737,2002-11-13
2275,The General's Daughter,18.345613,1999-06-18
11975,The Rainmaker,12.229516,1997-11-18
241771,Beyond the Lights,8.079046,2014-09-10
2619,Splash,21.735068,1984-03-09
11978,Men of Honor,24.147269,2000-09-13
17708,Corky Romano,3.4957580000000004,2001-10-12
11977,Caddyshack,15.929648,1980-07-25
658,Goldfinger,47.812466,1964-09-17
10285,Jason Goes to Hell: The Final Friday,10.341982000000002,1993-08-13
8271,Disturbia,31.690456,2007-04-12
676,Pearl Harbor,34.20669,2001-05-21
10501,The Road to El Dorado,37.054553999999996,2000-03-31
11687,The Visitors,8.893676,1993-01-27
137093,Last Vegas,28.043508000000003,2013-10-31
316002,Accidental Love,5.644844,2015-02-10
84184,Celeste & Jesse Forever,9.436430999999999,2012-08-03
10229,A Walk to Remember,33.283553999999995,2002-01-25
209263,Enough Said,14.969092999999999,2013-09-18
2196,Death at a Funeral,20.410354,2007-02-09
3595,Ransom,16.411345,1996-11-08
41446,Scream 4,35.21926,2011-04-11
205126,Independence Daysaster,1.9594049999999998,2013-06-27
166424,Fantastic Four,38.126095,2015-08-05
9481,The Bone Collector,33.884459,1999-11-04
68179,Escape from Planet Earth,18.14218,2013-02-14
216015,Fifty Shades of Grey,98.755657,2015-02-11
9455,The Corruptor,4.068107,1999-03-12
5722,Beyond the Valley of the Dolls,4.289003,1970-07-17
9075,Black Book,13.906610999999998,2006-09-01
111794,20 Dates,0.408073,1998-01-01
824,Moulin Rouge!,57.374341,2001-03-09
9804,Waterworld,44.640291999999995,1995-07-28
5723,Once,19.052179000000002,2007-03-23
58431,Pride and Prejudice and Zombies,28.397047999999998,2016-02-04
2502,The Bourne Supremacy,53.213931,2004-07-23
18357,The Country Bears,6.908351,2002-07-26
250184,Locker 13,1.905197,2014-03-29
39833,Love Me Tender,1.444258,1956-11-15
6488,Arachnophobia,15.895660999999999,1990-08-09
13362,Taxi to the Dark Side,0.7485649999999999,2007-04-30
45269,The King's Speech,54.053576,2010-09-06
16,Dancer in the Dark,22.022228,2000-05-17
2270,Stardust,48.032734000000005,2007-08-09
191229,Iguana,0.214704,1988-04-01
8850,The Shadow,8.178203,1994-07-01
14057,Trust the Man,5.2545,2005-09-01
29076,Gun Shy,3.988432,2000-02-04
15122,Love Stinks,3.3478849999999998,1999-09-10
7512,Idiocracy,27.940093,2006-09-01
11397,Not Another Teen Movie,23.423082,2001-12-07
9454,Ever After: A Cinderella Story,21.988861,1998-07-31
46261,Don't Be Afraid of the Dark,14.562197,2010-11-06
1259,Notes on a Scandal,12.576381,2006-12-25
16172,Simply Irresistible,5.696491,1999-02-05
49018,Insidious,58.594852,2010-09-13
38810,Dogtooth,28.858238,2009-06-01
318846,The Big Short,57.518471999999996,2015-12-11
3291,"Good Night, and Good Luck.",17.717681,2005-09-16
8676,Fool's Gold,21.789614999999998,2008-02-07
1909,Don Juan DeMarco,8.870614,1994-10-01
310,Bruce Almighty,109.68478799999998,2003-05-23
9598,Babe,34.36645,1995-07-18
3902,I'm Not There.,13.032308,2007-10-01
1717,All the King's Men,7.768223,2006-09-10
270938,Falcon Rising,6.988357000000001,2014-09-05
14054,Snow Angels,4.262373999999999,2008-03-07
9916,The Last Sin Eater,2.371477,2007-02-09
12228,Inside Deep Throat,3.9800720000000003,2005-02-11
979,Irreversible,32.476098,2002-05-22
18808,Highway,3.419685,2002-01-01
4234,Scream 3,24.992057,2000-02-03
110415,Snowpiercer,64.238688,2013-08-01
10663,The Waterboy,23.839126999999998,1998-11-06
10048,Stealth,17.88953,2005-07-28
1499,Teenage Mutant Ninja Turtles III,10.207065,1993-03-17
10930,The Flower of Evil,1.229667,2003-02-09
4477,The Devil's Own,15.350451000000001,1997-03-12
146269,The Young Unknowns,0.004922,2000-03-12
4147,Road to Perdition,49.078546,2002-07-12
24663,The Open Road,1.388136,2009-02-07
77174,ParaNorman,39.539045,2012-08-03
11452,National Lampoon’s Van Wilder,35.108498,2002-03-29
8835,Legally Blonde,25.43954,2001-07-13
5072,Severance,12.898984,2006-05-19
345003,10 Days in a Madhouse,0.489271,2015-11-20
129670,Nebraska,29.223881,2013-09-21
104755,The Lords of Salem,14.504326,2012-09-10
193722,R100,3.21392,2013-10-05
335778,Risen,16.663797,2016-02-19
621,Grease,67.608041,1978-07-07
152532,Dallas Buyers Club,59.454473,2013-09-07
9381,Babylon A.D.,27.568194000000002,2008-08-20
10569,Small Time Crooks,11.423533,2000-05-19
6440,The Shipping News,11.1399,2001-12-18
745,The Sixth Sense,73.085576,1999-08-06
13551,The Dead Girl,3.069605,2006-11-07
1088,Whale Rider,12.439494999999999,2003-01-30
38363,Fair Game,12.549489999999999,2010-05-20
38031,You Will Meet a Tall Dark Stranger,12.4654,2010-05-23
189,Sin City: A Dame to Kill For,85.428395,2014-08-20
17908,My Dog Skip,5.675535,2000-01-14
8875,Timber Falls,3.6875739999999997,2007-12-07
20526,TRON: Legacy,73.79505,2010-12-10
13435,Antwone Fisher,13.349012,2002-12-19
134374,Pain & Gain,31.893932,2013-04-18
9286,Final Destination 3,31.64341,2006-02-10
12103,Don't Say a Word,11.596207000000001,2001-09-28
320435,UnDivided,0.010607,2013-02-01
7345,There Will Be Blood,37.817904999999996,2007-12-28
9981,Kicking & Screaming,8.99269,2005-05-13
16320,Serenity,45.388937,2005-08-25
1687,Escape from the Planet of the Apes,18.30961,1971-05-20
640,Catch Me If You Can,73.94404899999999,2002-12-25
37737,Kites,4.807549,2010-05-21
21355,All the Pretty Horses,7.5246710000000006,2000-12-11
11093,House of Sand and Fog,12.102725,2003-12-19
28178,Hachi: A Dog's Tale,43.217089,2009-06-13
38970,"Remember Me, My Love",4.240495,2003-02-11
28665,Fame,7.668063,2009-01-01
27576,Salt,48.829437,2010-07-21
11835,Death Sentence,12.643703,2007-08-31
39806,Princess Kaiulani,0.717811,2010-05-14
5503,The Fugitive,54.884297,1993-08-06
879,Hook,33.648404,1991-12-11
25132,Shorts,4.100942,2009-08-21
590,The Hours,20.953265,2002-12-27
2057,Original Sin,14.831401999999999,2001-08-03
1372,Blood Diamond,52.792678,2006-12-07
1724,The Incredible Hulk,62.898336,2008-06-12
30890,Radio Days,7.612849000000001,1987-01-30
156022,The Equalizer,79.92205899999999,2014-09-24
2925,The First Wives Club,10.704596,1996-09-20
29339,Nicholas Nickleby,5.099923,2002-12-27
12138,3000 Miles to Graceland,11.262655,2001-02-23
