,movie_id,genre
2445,5137,Action
2454,5174,Action
2456,5175,Action
2464,5236,Action
2477,5353,Action
2483,5491,Action
2489,5503,Action
2497,5550,Action
2503,5551,Action
2527,5820,Action
2530,5822,Action
2575,6038,Action
2580,6068,Action
2585,6071,Action
2587,6073,Action
2607,6278,Action
2611,6415,Action
2629,6479,Action
2637,6519,Action
2641,6520,Action
2661,6623,Action
2681,6950,Action
2692,6968,Action
2705,6978,Action
2713,7191,Action
2719,7220,Action
2721,7288,Action
2726,7299,Action
2733,7304,Action
2740,7305,Action
2749,7347,Action
2754,7364,Action
2764,7446,Action
2766,7450,Action
2771,7451,Action
2778,7459,Action
2783,7461,Action
2792,7485,Action
2804,7515,Action
2810,7516,Action
2824,7737,Action
2829,7873,Action
2848,8007,Action
2853,8009,Action
2857,8011,Action
2882,8068,Action
2884,8077,Action
2889,8078,Action
2904,8195,Action
2912,8198,Action
2914,8202,Action
2935,8285,Action
2938,8292,Action
2957,8337,Action
2978,8373,Action
2980,8374,Action
2988,8409,Action
2995,8427,Action
3001,8456,Action
3012,8487,Action
3021,8536,Action
3030,8584,Action
3034,8592,Action
3053,8656,Action
3064,8681,Action
3067,8698,Action
3080,8810,Action
3084,8814,Action
3092,8831,Action
3093,8834,Action
3104,8838,Action
3124,8850,Action
3127,8854,Action
3130,8869,Action
3134,8870,Action
3155,8909,Action
3162,8914,Action
3182,8960,Action
3184,8961,Action
3190,8963,Action
3204,8975,Action
3210,8982,Action
3219,8987,Action
3284,9042,Action
3292,9053,Action
3299,9067,Action
3303,9074,Action
3337,9208,Action
3341,9257,Action
3348,9268,Action
3350,9271,Action
3382,9288,Action
3387,9289,Action
3394,9292,Action
3420,9311,Action
3424,9312,Action
3428,9313,Action
3437,9331,Action
3441,9334,Action
3442,9335,Action
3453,9341,Action
3455,9342,Action
3461,9348,Action
3464,9350,Action
3469,9355,Action
3478,9361,Action
3485,9362,Action
3489,9367,Action
3499,9381,Action
3505,9383,Action
3510,9387,Action
3514,9389,Action
3525,9400,Action
3533,9414,Action
3534,9416,Action
3543,9425,Action
3553,9433,Action
3555,9434,Action
3575,9448,Action
3581,9449,Action
3593,9455,Action
3595,9457,Action
3608,9470,Action
3614,9471,Action
3619,9476,Action
3627,9486,Action
3634,9488,Action
3644,9495,Action
3655,9509,Action
3663,9515,Action
3665,9516,Action
3672,9531,Action
3685,9543,Action
3695,9548,Action
3701,9550,Action
3705,9555,Action
3710,9562,Action
3719,9567,Action
3723,9570,Action
3743,9588,Action
3752,9593,Action
3756,9594,Action
3771,9610,Action
3781,9615,Action
3790,9618,Action
3792,9619,Action
3796,9620,Action
3804,9624,Action
3807,9625,Action
3811,9626,Action
3818,9631,Action
3832,9654,Action
3842,9659,Action
3851,9664,Action
3870,9679,Action
3884,9691,Action
3889,9693,Action
3900,9702,Action
3906,9703,Action
3908,9705,Action
3942,9737,Action
3950,9759,Action
3953,9760,Action
3961,9766,Action
3969,9770,Action
3970,9772,Action
3992,9798,Action
3993,9799,Action
4000,9802,Action
4002,9804,Action
4007,9806,Action
4022,9822,Action
4025,9823,Action
4028,9824,Action
4033,9825,Action
4036,9826,Action
4039,9829,Action
4066,9869,Action
4080,9882,Action
4083,9884,Action
4090,9890,Action
4126,9920,Action
4132,9923,Action
4153,9945,Action
4154,9946,Action
4159,9947,Action
4163,9950,Action
4170,9954,Action
4175,9955,Action
4190,9978,Action
4203,9989,Action
4212,10003,Action
4226,10016,Action
4229,10017,Action
4235,10022,Action
4244,10027,Action
4257,10034,Action
4258,10040,Action
4262,10045,Action
4265,10047,Action
4268,10048,Action
4277,10054,Action
4281,10061,Action
4295,10070,Action
4301,10074,Action
4307,10077,Action
4310,10090,Action
4320,10105,Action
4327,10117,Action
4338,10135,Action
4339,10136,Action
4348,10138,Action
4366,10159,Action
4376,10167,Action
4379,10179,Action
4398,10189,Action
4412,10195,Action
4417,10196,Action
4438,10204,Action
4477,10253,Action
4527,10329,Action
4534,10336,Action
4541,10350,Action
4545,10357,Action
4555,10366,Action
4560,10375,Action
4576,10388,Action
4600,10413,Action
4609,10425,Action
4616,10428,Action
4618,10431,Action
4634,10461,Action
4644,10477,Action
4653,10483,Action
4676,10528,Action
4685,10534,Action
4688,10535,Action
4697,10550,Action
4700,10555,Action
4718,10569,Action
4731,10589,Action
4734,10590,Action
4746,10610,Action
4750,10615,Action
4753,10622,Action
4757,10623,Action
4767,10632,Action
4777,10643,Action
4789,10656,Action
4793,10661,Action
4822,10705,Action
4836,10718,Action
4840,10724,Action
4866,10743,Action
4884,10762,Action
4887,10764,Action
4891,10771,Action
4903,10782,Action
4906,10783,Action
4915,10786,Action
4916,10796,Action
4924,10803,Action
4940,10861,Action
4952,10871,Action
4957,10877,Action
4966,10890,Action
4977,10914,Action
4981,10923,Action
4990,10935,Action
5026,10991,Action
5040,10999,Action
5043,11001,Action
5055,11022,Action
5098,11090,Action
5114,11128,Action
5127,11141,Action
5138,11165,Action
5159,11194,Action
5163,11199,Action
5171,11212,Action
5181,11228,Action
5192,11237,Action
5256,11358,Action
5265,11362,Action
5269,11370,Action
5273,11371,Action
5276,11375,Action
5284,11382,Action
5296,11398,Action
5303,11411,Action
5308,11412,Action
5358,11495,Action
5365,11509,Action
5370,11517,Action
5374,11519,Action
5380,11535,Action
5383,11536,Action
5396,11551,Action
5405,11564,Action
5413,11576,Action
5474,11658,Action
5486,11665,Action
5487,11667,Action
5491,11676,Action
5495,11678,Action
5496,11679,Action
5511,11690,Action
5513,11692,Action
5520,11702,Action
5523,11770,Action
5539,11817,Action
5542,11818,Action
5558,11835,Action
5567,11863,Action
5574,11866,Action
5592,11891,Action
5604,11904,Action
5610,11918,Action
5617,11935,Action
5629,11967,Action
5634,11968,Action
5636,11969,Action
5660,11983,Action
5667,12085,Action
5668,12088,Action
5674,12094,Action
5681,12096,Action
5683,12100,Action
5687,12106,Action
5696,12113,Action
5704,12123,Action
5713,12138,Action
5715,12142,Action
5741,12160,Action
5768,12207,Action
5769,12211,Action
5776,12227,Action
5783,12244,Action
5798,12277,Action
5801,12279,Action
5807,12289,Action
5827,12437,Action
5835,12484,Action
5857,12589,Action
5868,12610,Action
5895,12704,Action
5897,12770,Action
5925,13006,Action
5930,13025,Action
5933,13027,Action
5935,13051,Action
5940,13056,Action
5942,13064,Action
5952,13072,Action
5970,13154,Action
5986,13183,Action
5991,13184,Action
5998,13191,Action
6004,13197,Action
6012,13201,Action
6023,13282,Action
6039,13389,Action
6046,13408,Action
6059,13460,Action
6061,13475,Action
6071,13491,Action
6074,13495,Action
6075,13496,Action
6081,13498,Action
6089,13503,Action
6161,13805,Action
6164,13807,Action
6165,13809,Action
6168,13811,Action
6187,13836,Action
6215,13922,Action
6221,13938,Action
6228,13950,Action
6259,14034,Action
6263,14043,Action
6298,14161,Action
6301,14164,Action
6357,14324,Action
6364,14351,Action
6376,14392,Action
6382,14396,Action
6417,14538,Action
6423,14560,Action
6429,14576,Action
6445,14623,Action
6473,14736,Action
6503,14854,Action
6510,14869,Action
6519,14877,Action
6541,15049,Action
6545,15067,Action
6548,15070,Action
6553,15074,Action
6556,15092,Action
6566,15158,Action
6574,15173,Action
6590,15239,Action
6598,15268,Action
6607,15365,Action
6639,15644,Action
6662,15745,Action
6665,15797,Action
6679,15983,Action
6689,16016,Action
6723,16205,Action
6737,16290,Action
6745,16320,Action
6759,16353,Action
6775,16441,Action
6793,16577,Action
6800,16608,Action
6817,16651,Action
6846,16869,Action
6857,16911,Action
6862,16995,Action
6865,17043,Action
6876,17130,Action
6883,17134,Action
6893,17186,Action
6909,17339,Action
6924,17577,Action
6933,17622,Action
6942,17708,Action
6951,17711,Action
6989,18065,Action
7036,18360,Action
7052,18501,Action
7060,18533,Action
7061,18550,Action
7080,18712,Action
7092,18808,Action
7097,18823,Action
7098,18828,Action
7113,18869,Action
7117,18885,Action
7119,18886,Action
7142,19150,Action
7145,19187,Action
7163,19419,Action
7167,19457,Action
7171,19495,Action
7177,19585,Action
7181,19644,Action
7185,19803,Action
7193,19898,Action
7200,19901,Action
7222,19959,Action
7227,19995,Action
7246,20083,Action
7266,20391,Action
7269,20406,Action
7278,20483,Action
7281,20504,Action
7288,20526,Action
7289,20533,Action
7305,20662,Action
7311,20697,Action
7362,21338,Action
7381,21512,Action
7388,21610,Action
7394,21724,Action
7426,22301,Action
7428,22314,Action
7444,22488,Action
7446,22538,Action
7455,22600,Action
7459,22617,Action
7464,22787,Action
7484,22820,Action
7487,22821,Action
7493,22832,Action
7503,22907,Action
7523,22972,Action
7543,23172,Action
7546,23330,Action
7559,23483,Action
7567,23629,Action
7571,23631,Action
7579,23685,Action
7585,23742,Action
7587,23759,Action
7623,24206,Action
7627,24227,Action
7630,24264,Action
7635,24266,Action
7644,24418,Action
7652,24428,Action
7657,24575,Action
7675,24746,Action
7677,24748,Action
7683,24869,Action
7723,25209,Action
7728,25212,Action
7745,25388,Action
7762,25678,Action
7771,25763,Action
7772,25769,Action
7783,25941,Action
7792,26039,Action
7797,26268,Action
7808,26352,Action
7822,26389,Action
7830,26486,Action
7868,26843,Action
7872,26916,Action
7882,27022,Action
7887,27191,Action
7893,27205,Action
7902,27342,Action
7910,27380,Action
7916,27549,Action
7923,27573,Action
7924,27576,Action
7929,27578,Action
7934,27581,Action
7937,27582,Action
7950,27759,Action
7953,27936,Action
7976,28165,Action
8000,28932,Action
8002,29015,Action
8005,29076,Action
8023,29339,Action
8030,29427,Action
8077,30379,Action
8080,30596,Action
8118,31668,Action
8125,31867,Action
8149,32740,Action
8153,33106,Action
8161,33157,Action
8163,33196,Action
8176,33542,Action
8209,34314,Action
8234,34723,Action
8241,34769,Action
8244,34813,Action
8252,34851,Action
8277,35691,Action
8283,35791,Action
8286,35944,Action
8311,36557,Action
8316,36586,Action
8322,36643,Action
8324,36647,Action
8330,36648,Action
8333,36657,Action
8337,36658,Action
8341,36668,Action
8343,36669,Action
8348,36670,Action
8367,36955,Action
8399,37498,Action
8410,37710,Action
8414,37724,Action
8420,37737,Action
8427,37821,Action
8430,37834,Action
8436,37931,Action
8440,37958,Action
8458,38055,Action
8471,38153,Action
8483,38321,Action
8489,38322,Action
8492,38356,Action
8513,38543,Action
8520,38665,Action
8524,38717,Action
8533,38780,Action
8538,38940,Action
8542,38985,Action
8556,39180,Action
8565,39254,Action
8571,39349,Action
8581,39514,Action
8605,39833,Action
8619,40160,Action
8630,40505,Action
8644,40805,Action
8652,40914,Action
8659,41009,Action
8666,41154,Action
8680,41283,Action
8687,41317,Action
8734,42151,Action
8756,42807,Action
8765,43074,Action
8767,43090,Action
8772,43213,Action
8799,43630,Action
8810,43884,Action
8825,43935,Action
8836,43959,Action
8842,44048,Action
8845,44092,Action
8850,44147,Action
8889,44833,Action
8897,44865,Action
8908,44912,Action
8909,44943,Action
8920,45132,Action
8924,45138,Action
8941,45380,Action
8943,45610,Action
9000,46528,Action
9006,46529,Action
9031,47327,Action
9041,47534,Action
9049,47816,Action
9057,47933,Action
9062,47964,Action
9066,48138,Action
9082,48340,Action
9087,48572,Action
9090,48620,Action
9094,49010,Action
9101,49017,Action
9110,49021,Action
9116,49026,Action
9121,49040,Action
9126,49049,Action
9129,49051,Action
9136,49478,Action
9150,49521,Action
9154,49524,Action
9157,49526,Action
9159,49527,Action
9164,49529,Action
9166,49530,Action
9168,49538,Action
9178,49852,Action
9214,50456,Action
9268,51497,Action
9278,51955,Action
9286,51995,Action
9292,52015,Action
9301,52451,Action
9304,52520,Action
9311,53182,Action
9318,53502,Action
9325,54054,Action
9328,54138,Action
9376,56288,Action
9380,56292,Action
9382,56491,Action
9393,56930,Action
9409,57201,Action
9446,58233,Action
9460,58574,Action
9465,58626,Action
9471,59108,Action
9476,59440,Action
9479,59678,Action
9484,59859,Action
9493,59917,Action
9497,59961,Action
9499,59962,Action
9503,59965,Action
9505,59967,Action
9514,60304,Action
9544,61791,Action
9557,62177,Action
9562,62206,Action
9575,62255,Action
9582,62630,Action
9598,62835,Action
9607,63006,Action
9634,64686,Action
9638,64688,Action
9641,64690,Action
9659,65448,Action
9681,66607,Action
9693,67373,Action
9703,67913,Action
9718,68721,Action
9724,68724,Action
9726,68726,Action
9737,68735,Action
9746,68818,Action
9750,69382,Action
9760,69848,Action
9763,70006,Action
9766,70074,Action
9770,70435,Action
9782,70829,Action
9791,71469,Action
9798,71676,Action
9802,71679,Action
9822,72190,Action
9832,72331,Action
9838,72387,Action
9843,72431,Action
9848,72545,Action
9850,72559,Action
9858,72710,Action
9911,75174,Action
9915,75612,Action
9922,75674,Action
9936,76163,Action
9937,76170,Action
9946,76338,Action
9949,76341,Action
9957,76349,Action
9973,76640,Action
9974,76649,Action
9986,76757,Action
9996,77156,Action
10013,77866,Action
10031,77948,Action
10070,79698,Action
10083,80274,Action
10101,81005,Action
10109,81390,Action
10112,81796,Action
10135,82675,Action
10138,82682,Action
10157,82700,Action
10159,82702,Action
10242,87101,Action
10245,87421,Action
10260,87827,Action
10274,88751,Action
10297,91314,Action
10318,94329,Action
10322,94348,Action
10335,96721,Action
10339,97020,Action
10345,97430,Action
10357,98549,Action
10365,98566,Action
10373,99861,Action
10382,100402,Action
10393,101299,Action
10398,102362,Action
10402,102382,Action
10403,102651,Action
10409,102899,Action
10431,106747,Action
10439,107846,Action
10441,107985,Action
10450,109414,Action
10460,109424,Action
10476,109513,Action
10481,110415,Action
10490,112456,Action
10513,116613,Action
10525,116977,Action
10530,117251,Action
10533,117263,Action
10538,118340,Action
10543,118957,Action
10545,119283,Action
10547,119450,Action
10568,122917,Action
10575,123553,Action
10596,127493,Action
10604,127585,Action
10618,131634,Action
10643,134374,Action
10650,135397,Action
10656,136400,Action
10657,136795,Action
10662,136797,Action
10667,137094,Action
10675,137113,Action
10684,138103,Action
10702,140300,Action
10711,142061,Action
10715,144336,Action
10724,146198,Action
10731,146216,Action
10732,146227,Action
10743,146631,Action
10747,147441,Action
10750,147767,Action
10782,152747,Action
10786,152760,Action
10799,156022,Action
10807,157350,Action
10868,166424,Action
10876,168259,Action
10878,168530,Action
10882,168705,Action
10900,171424,Action
10922,173931,Action
10928,174751,Action
10943,177572,Action
10947,177677,Action
10967,182873,Action
10974,184315,Action
10992,187017,Action
10998,188207,Action
11003,188927,Action
11012,190859,Action
11020,192102,Action
11029,192141,Action
11031,192210,Action
11043,193756,Action
11054,198184,Action
11062,198663,Action
11086,203801,Action
11090,204082,Action
11094,205126,Action
11106,205775,Action
11116,206213,Action
11128,206647,Action
11140,208869,Action
11143,209112,Action
11176,216282,Action
11182,218043,Action
11212,224569,Action
11216,225574,Action
11250,228150,Action
11274,228967,Action
11309,240832,Action
11315,241254,Action
11321,241554,Action
11334,242166,Action
11345,244114,Action
11350,244316,Action
11351,244339,Action
11381,250066,Action
11398,252360,Action
11416,253450,Action
11418,253626,Action
11423,254128,Action
11432,254473,Action
11433,254904,Action
11442,256040,Action
11444,256092,Action
11453,256687,Action
11458,256740,Action
11466,256961,Action
11473,257088,Action
11476,257344,Action
11487,258489,Action
11498,260346,Action
11531,266396,Action
11541,267860,Action
11554,268920,Action
11566,270554,Action
11568,270938,Action
11575,271110,Action
11598,273481,Action
11608,274854,Action
11667,285923,Action
11686,287948,Action
11695,290555,Action
11699,290595,Action
11708,290864,Action
11719,291805,Action
11735,293660,Action
11743,294254,Action
11754,295914,Action
11768,297761,Action
11779,299552,Action
11785,300168,Action
11790,300671,Action
11795,300673,Action
11808,302156,Action
11814,302699,Action
11825,307081,Action
11828,308529,Action
11832,308531,Action
11854,312113,Action
11870,315011,Action
11880,316152,Action
11884,316727,Action
11887,317930,Action
11911,322194,Action
11921,323271,Action
11922,323675,Action
11925,323677,Action
11935,324668,Action
11938,325173,Action
11945,326284,Action
11950,327833,Action
11961,329540,Action
11978,332411,Action
11986,333355,Action
11998,335778,Action
12001,336004,Action
12010,342521,Action
12024,347755,Action
12039,352978,Action
12043,354624,Action
12048,356483,Action
12052,356841,Action
12066,361159,Action
12086,365222,Action
12091,367551,Action
12096,370464,Action
12108,375290,Action
12119,378237,Action
12122,380733,Action
12126,381902,Action
12128,385383,Action
12136,389425,Action
12144,407887,Action
12151,417859,Action
