,movie_id,genre
199,165,Science Fiction
200,165,Comedy
201,165,Adventure
202,167,Drama
203,167,Science Fiction
204,168,Science Fiction
205,168,Adventure
206,169,Action
207,169,Thriller
208,169,Science Fiction
209,170,Horror
210,170,Thriller
211,170,Science Fiction
212,172,Thriller
213,172,Adventure
214,172,Action
215,172,Science Fiction
216,173,Adventure
217,173,Drama
218,173,Science Fiction
219,174,Adventure
220,174,Action
221,174,Thriller
222,174,Science Fiction
223,176,Crime
224,176,Mystery
225,176,Horror
226,177,Drama
227,177,Comedy
228,179,Crime
229,179,Thriller
230,180,Action
231,180,Thriller
232,180,Science Fiction
233,180,Mystery
234,182,War
235,182,Mystery
236,182,Crime
237,182,Thriller
238,182,Drama
239,182,Romance
240,184,Romance
241,184,Crime
242,184,Comedy
243,186,Mystery
244,186,Crime
245,186,Thriller
246,186,Drama
247,187,Crime
248,187,Thriller
249,187,Action
250,189,Crime
251,189,Thriller
252,193,Science Fiction
253,193,Action
254,193,Adventure
255,193,Thriller
256,194,Romance
257,194,Comedy
258,196,Comedy
259,196,Family
260,196,Adventure
261,196,Science Fiction
262,197,Drama
263,197,Action
264,197,History
265,197,War
266,199,Science Fiction
267,199,Thriller
268,199,Adventure
269,199,Action
270,200,Action
271,200,Thriller
272,200,Adventure
273,200,Science Fiction
274,201,Adventure
275,201,Science Fiction
276,201,Action
277,201,Thriller
278,203,Drama
279,203,Crime
280,205,Drama
281,205,History
282,205,War
283,207,Drama
284,214,Crime
285,214,Horror
286,214,Thriller
287,215,Horror
288,217,Adventure
289,217,Action
290,218,Thriller
291,218,Science Fiction
292,218,Action
293,219,Comedy
294,219,Drama
295,219,Romance
296,223,Drama
297,223,Mystery
298,226,Crime
299,226,Drama
300,227,Drama
301,227,Crime
302,231,Drama
303,231,Thriller
304,235,Drama
305,235,Crime
306,238,Drama
307,238,Crime
308,239,Comedy
309,239,Romance
310,240,Drama
311,240,Crime
312,242,Drama
313,242,Crime
314,242,Thriller
315,243,Romance
316,243,Music
317,243,Comedy
318,243,Drama
319,245,Romance
320,245,Comedy
321,245,Drama
322,248,Comedy
323,248,Drama
324,251,Drama
325,251,Romance
326,251,Mystery
327,251,Thriller
328,251,Fantasy
329,252,Fantasy
330,252,Family
331,253,Thriller
332,253,Adventure
333,253,Action
334,254,Action
335,254,Drama
336,254,Adventure
337,257,Crime
338,257,Drama
339,257,Family
340,261,Romance
341,261,Drama
342,268,Fantasy
343,268,Action
344,272,Drama
345,272,Crime
346,272,Action
347,274,Thriller
348,274,Drama
349,274,Crime
350,277,Action
351,277,Thriller
352,277,Fantasy
353,278,Crime
354,278,Drama
355,279,Drama
356,279,History
357,279,Music
358,280,Science Fiction
359,280,Action
360,280,Thriller
361,284,Romance
362,284,Comedy
363,284,Drama
364,285,Adventure
365,285,Fantasy
366,285,Action
367,288,Western
368,289,Drama
369,289,Romance
370,291,Documentary
371,292,Comedy
372,292,Music
373,292,Documentary
374,296,Thriller
375,296,Science Fiction
376,296,Action
377,297,Fantasy
378,297,Mystery
379,297,Drama
380,298,Thriller
381,298,Crime
382,302,Thriller
383,302,Crime
384,306,Crime
385,306,Comedy
386,306,Action
387,309,Drama
388,310,Fantasy
389,310,Comedy
390,311,Drama
391,311,Crime
392,314,Crime
393,314,Action
394,319,Action
395,319,Thriller
396,319,Crime
397,319,Romance
398,320,Crime
399,320,Mystery
400,320,Thriller
401,321,Romance
402,321,Comedy
403,322,Thriller
404,322,Mystery
405,322,Crime
406,322,Drama
407,326,Horror
408,326,Thriller
409,326,Action
410,326,Crime
411,327,Crime
412,327,Drama
413,327,Thriller
414,329,Science Fiction
415,329,Adventure
416,330,Science Fiction
417,330,Action
418,330,Adventure
419,331,Adventure
420,331,Thriller
421,331,Action
422,331,Science Fiction
423,332,Comedy
424,332,Adventure
425,332,Action
426,332,Family
427,334,Drama
428,335,Western
429,338,Comedy
430,338,Drama
431,338,Romance
432,342,Comedy
433,342,Drama
434,345,Drama
435,345,Mystery
436,346,Drama
437,346,Action
438,348,Science Fiction
439,348,Thriller
440,348,Action
441,348,Horror
442,350,Drama
443,350,Romance
444,350,Comedy
445,364,Action
446,364,Fantasy
447,377,Horror
448,380,Drama
449,387,War
450,387,History
451,387,Adventure
452,387,Action
453,387,Drama
454,388,Crime
455,388,Drama
456,388,Thriller
457,389,Drama
458,391,Western
459,392,Comedy
460,392,Drama
461,392,Romance
462,393,Action
463,393,Thriller
464,393,Crime
465,395,Adventure
466,395,Action
467,395,Science Fiction
468,398,Drama
469,398,Crime
470,400,Crime
471,400,Drama
472,401,Comedy
473,401,Romance
474,401,Drama
475,403,Comedy
476,403,Drama
477,404,Drama
478,408,Family
479,408,Fantasy
480,408,Animation
481,409,War
482,409,Romance
483,409,Drama
484,411,Family
485,411,Fantasy
486,411,Adventure
487,414,Action
488,414,Crime
489,414,Fantasy
490,415,Crime
491,415,Action
492,415,Fantasy
493,421,Adventure
494,421,Drama
495,421,Comedy
496,423,War
497,423,Drama
498,424,War
499,424,History
500,424,Drama
501,425,Family
502,425,Animation
503,425,Comedy
504,425,Adventure
505,429,Western
506,431,Mystery
507,431,Thriller
508,431,Science Fiction
509,433,Family
510,433,Fantasy
511,433,Comedy
512,435,Thriller
513,435,Adventure
514,435,Action
515,435,Science Fiction
516,436,Drama
517,436,Thriller
518,436,Crime
519,440,Science Fiction
520,440,Thriller
521,440,Fantasy
522,440,Action
523,440,Horror
524,451,Romance
525,451,Drama
526,453,Drama
527,453,Romance
528,454,Romance
529,454,Drama
530,455,Comedy
531,455,Drama
532,455,Romance
533,462,Drama
534,464,Romance
535,464,Comedy
536,464,Music
537,464,Drama
538,468,Romance
539,468,Drama
540,470,Thriller
541,470,Crime
542,470,Drama
543,473,Drama
544,473,Mystery
545,473,Thriller
546,479,Thriller
547,479,Crime
548,479,Adventure
549,479,Action
550,480,Romance
551,480,Comedy
552,480,Drama
553,489,Drama
554,492,Drama
555,492,Comedy
556,492,Fantasy
557,496,Comedy
558,497,Fantasy
559,497,Drama
560,497,Crime
561,500,Thriller
562,500,Crime
563,503,Thriller
564,503,Drama
565,503,Adventure
566,503,Action
567,504,Crime
568,504,Drama
569,507,Thriller
570,507,Crime
571,507,Drama
572,507,Action
573,508,Comedy
574,508,Romance
575,508,Drama
576,509,Drama
577,509,Romance
578,509,Comedy
579,510,Drama
580,512,Mystery
581,512,Comedy
582,522,Drama
583,522,History
584,522,Comedy
585,524,Drama
586,524,Crime
587,525,Action
588,525,Crime
589,525,Comedy
590,525,Music
591,526,Romance
592,526,Fantasy
593,526,Adventure
594,526,Drama
595,533,Animation
596,533,Adventure
597,533,Family
598,533,Comedy
599,534,Science Fiction
600,534,Thriller
601,534,Action
602,535,Romance
603,535,Music
604,535,Drama
605,539,Thriller
606,539,Drama
607,539,Horror
608,540,Action
609,542,Drama
610,542,Romance
611,544,Comedy
612,544,Romance
613,546,Drama
614,547,Drama
615,547,Romance
616,549,History
617,549,Drama
618,550,Drama
619,557,Action
620,557,Fantasy
621,558,Action
622,558,Adventure
623,558,Fantasy
624,559,Action
625,559,Fantasy
626,559,Adventure
627,562,Action
628,562,Thriller
629,563,Science Fiction
630,563,Action
631,563,Thriller
632,563,Adventure
633,568,Drama
634,573,Crime
635,573,Drama
636,573,Mystery
637,573,Thriller
638,576,Western
639,576,Adventure
640,577,Thriller
641,577,Comedy
642,577,Drama
643,577,Fantasy
644,578,Horror
645,578,Thriller
646,578,Adventure
647,579,Thriller
648,579,Horror
649,580,Thriller
650,580,Adventure
651,581,Adventure
652,581,Drama
653,581,Western
654,582,Thriller
655,582,Drama
656,584,Crime
657,584,Thriller
658,584,Action
659,585,Family
660,585,Comedy
661,585,Animation
662,586,Comedy
663,586,Drama
664,587,Drama
665,587,Fantasy
666,587,Adventure
667,588,Horror
668,588,Mystery
669,590,Drama
670,591,Mystery
671,591,Thriller
672,592,Mystery
673,592,Drama
674,592,Crime
675,593,Mystery
676,593,Drama
677,593,Adventure
678,593,Science Fiction
679,594,Drama
680,594,Comedy
681,595,Crime
682,595,Drama
683,597,Thriller
684,597,Romance
685,597,Drama
686,598,Drama
687,598,Crime
688,601,Science Fiction
689,601,Adventure
690,601,Family
691,601,Fantasy
692,602,Action
693,602,Science Fiction
694,602,Adventure
695,603,Action
696,603,Science Fiction
697,604,Adventure
698,604,Action
699,604,Thriller
700,604,Science Fiction
701,605,Adventure
702,605,Action
703,605,Thriller
704,605,Science Fiction
705,606,Drama
706,607,Science Fiction
707,607,Comedy
708,607,Adventure
709,607,Action
710,608,Adventure
711,608,Comedy
712,608,Action
713,608,Science Fiction
714,609,Horror
715,612,Thriller
716,612,Drama
717,612,Action
718,612,History
719,613,History
720,613,War
721,613,Drama
722,615,Drama
723,616,History
724,616,Action
725,616,Drama
726,616,War
727,617,Crime
728,617,Drama
729,617,Mystery
730,619,Thriller
731,619,Romance
732,619,Music
733,619,Drama
734,619,Action
735,621,Romance
736,622,Thriller
737,622,Horror
738,622,Mystery
739,627,Crime
740,627,Drama
741,628,Romance
742,628,Horror
743,629,Thriller
744,629,Crime
745,629,Drama
746,630,Fantasy
747,630,Family
748,630,Adventure
749,634,Comedy
750,634,Romance
751,634,Drama
752,639,Romance
753,639,Drama
754,639,Comedy
755,640,Crime
756,640,Drama
757,641,Drama
758,641,Crime
759,642,History
760,642,Drama
761,642,Crime
762,642,Western
763,644,Science Fiction
764,644,Drama
765,644,Adventure
766,646,Adventure
767,646,Action
768,646,Thriller
769,650,Crime
770,650,Drama
771,652,Adventure
772,652,War
773,652,Drama
774,654,Crime
775,654,Drama
776,657,Thriller
777,657,Adventure
778,657,Action
779,658,Action
780,658,Adventure
781,658,Thriller
782,660,Adventure
783,660,Action
784,660,Thriller
785,663,Crime
786,663,Thriller
787,663,Horror
788,664,Drama
789,664,Adventure
790,664,Action
791,666,Drama
792,667,Thriller
793,667,Adventure
794,667,Action
795,668,Thriller
796,668,Action
797,668,Adventure
798,670,Action
799,670,Mystery
800,670,Thriller
801,670,Drama
802,671,Fantasy
803,671,Adventure
804,671,Family
805,672,Adventure
806,672,Fantasy
807,672,Family
808,673,Adventure
809,673,Fantasy
810,673,Family
811,674,Adventure
812,674,Fantasy
813,674,Family
814,675,Mystery
815,675,Adventure
816,675,Family
817,675,Fantasy
818,676,War
819,676,Romance
820,676,History
821,679,Action
822,679,Thriller
823,679,Horror
824,679,Science Fiction
825,680,Crime
826,680,Thriller
827,681,Thriller
828,681,Action
829,681,Adventure
830,682,Thriller
831,682,Action
832,682,Adventure
833,686,Science Fiction
834,686,Mystery
835,686,Drama
836,687,Drama
837,688,Romance
838,688,Drama
839,691,Thriller
840,691,Adventure
841,691,Action
842,692,Comedy
843,692,Crime
844,692,Horror
845,693,Comedy
846,693,Romance
847,694,Horror
848,694,Thriller
849,698,Thriller
850,698,Action
851,698,Adventure
852,698,Science Fiction
853,699,Thriller
854,699,Adventure
855,699,Action
856,700,Action
857,700,Adventure
858,700,Thriller
859,702,Drama
860,703,Drama
861,703,Romance
862,703,Comedy
863,704,Comedy
864,704,Music
865,707,Adventure
866,707,Action
867,707,Thriller
868,708,Thriller
869,708,Adventure
870,708,Action
871,709,Action
872,709,Thriller
873,709,Adventure
874,710,Action
875,710,Adventure
876,710,Thriller
877,711,Drama
878,712,Romance
879,712,Drama
880,712,Comedy
881,713,Romance
882,713,Drama
883,714,Action
884,714,Thriller
885,714,Adventure
886,744,War
887,744,Romance
888,744,Action
889,745,Mystery
890,745,Drama
891,745,Thriller
892,746,History
893,746,Drama
894,747,Horror
895,747,Comedy
896,752,Fantasy
897,752,Thriller
898,752,Action
899,754,Action
900,754,Crime
901,754,Science Fiction
902,754,Thriller
903,755,Horror
904,755,Crime
905,755,Thriller
906,755,Action
907,756,Family
908,756,Music
909,756,Animation
910,762,Comedy
911,762,Adventure
912,762,Fantasy
913,764,Horror
914,765,Horror
915,765,Fantasy
916,765,Comedy
917,766,Comedy
918,766,Horror
919,766,Fantasy
920,767,Adventure
921,767,Fantasy
922,767,Family
923,768,Mystery
924,768,Horror
925,768,Thriller
926,769,Crime
927,769,Drama
928,770,Romance
929,770,War
930,770,Drama
931,771,Family
932,771,Comedy
933,772,Comedy
934,772,Family
935,772,Adventure
936,772,Crime
937,773,Drama
938,773,Comedy
939,782,Science Fiction
940,782,Romance
941,782,Mystery
942,782,Thriller
943,783,History
944,783,Drama
945,786,Drama
946,786,Music
947,787,Comedy
948,787,Drama
949,787,Action
950,787,Thriller
951,788,Comedy
952,788,Drama
953,788,Family
954,790,Horror
955,792,Action
956,792,Drama
957,792,War
958,794,Thriller
959,794,Horror
960,795,Drama
961,795,Fantasy
962,795,Romance
963,796,Romance
964,796,Thriller
965,796,Drama
966,801,Drama
967,801,Comedy
968,801,War
969,802,Drama
970,802,Romance
971,805,Mystery
972,805,Drama
973,805,Horror
974,807,Thriller
975,807,Mystery
976,807,Crime
977,808,Comedy
978,808,Family
979,808,Adventure
980,808,Animation
981,808,Fantasy
982,809,Fantasy
983,809,Family
984,809,Comedy
985,809,Animation
986,809,Adventure
987,810,Adventure
988,810,Family
989,810,Comedy
990,810,Fantasy
991,810,Animation
992,811,Science Fiction
993,811,Adventure
994,811,Drama
995,812,Comedy
996,812,Family
997,812,Romance
998,812,Animation
999,812,Fantasy
1000,812,Adventure
1001,813,Comedy
1002,816,Crime
1003,816,Comedy
1004,816,Science Fiction
1005,817,Adventure
1006,817,Comedy
1007,817,Crime
1008,817,Science Fiction
1009,818,Comedy
1010,818,Crime
1011,818,Science Fiction
1012,819,Drama
1013,819,Crime
1014,819,Thriller
1015,820,History
1016,820,Thriller
1017,820,Drama
1018,821,Drama
1019,821,History
1020,824,Drama
1021,824,Romance
1022,824,Music
1023,826,War
1024,826,History
1025,826,Drama
1026,834,Fantasy
1027,834,Action
1028,834,Science Fiction
1029,834,Thriller
1030,837,Horror
1031,837,Mystery
1032,837,Science Fiction
1033,838,Drama
1034,838,Comedy
1035,840,Drama
1036,840,Science Fiction
1037,841,Science Fiction
1038,841,Action
1039,841,Adventure
1040,844,Science Fiction
1041,844,Romance
1042,844,Drama
1043,844,Fantasy
1044,846,Mystery
1045,846,Science Fiction
1046,846,Thriller
1047,848,Fantasy
1048,849,Fantasy
1049,849,Adventure
1050,849,Action
1051,850,Family
1052,850,Comedy
1053,853,War
1054,854,Romance
1055,854,Crime
1056,854,Fantasy
1057,854,Comedy
1058,855,War
1059,855,History
1060,855,Action
1061,857,Drama
1062,857,History
1063,857,War
1064,859,Drama
1065,859,Romance
1066,860,Science Fiction
1067,860,Thriller
1068,861,Adventure
1069,861,Science Fiction
1070,861,Action
1071,862,Comedy
1072,862,Animation
1073,862,Family
1074,863,Family
1075,863,Comedy
1076,863,Animation
1077,864,Comedy
1078,865,Science Fiction
1079,865,Action
1080,866,Drama
1081,868,Crime
1082,868,Drama
1083,869,Thriller
1084,869,Science Fiction
1085,869,Adventure
1086,869,Action
1087,872,Comedy
1088,872,Music
1089,872,Romance
1090,873,Drama
1091,874,History
1092,874,Drama
1093,879,Comedy
1094,879,Family
1095,879,Adventure
1096,879,Fantasy
1097,881,Drama
1098,887,Drama
1099,887,History
1100,887,Romance
1101,888,Family
1102,888,Fantasy
1103,888,Comedy
1104,889,Romance
1105,889,Comedy
1106,889,Family
1107,889,Science Fiction
1108,905,Romance
1109,905,Thriller
1110,905,Drama
1111,907,Romance
1112,907,War
1113,907,Drama
1114,913,Romance
1115,913,Crime
1116,913,Drama
1117,920,Adventure
1118,920,Family
1119,920,Comedy
1120,920,Animation
1121,921,History
1122,921,Drama
1123,921,Romance
1124,924,Horror
1125,924,Action
1126,924,Fantasy
1127,925,Drama
1128,926,Science Fiction
1129,926,Comedy
1130,926,Family
1131,927,Fantasy
1132,927,Horror
1133,927,Comedy
1134,928,Comedy
1135,928,Horror
1136,928,Fantasy
1137,935,War
1138,935,Comedy
1139,935,Drama
1140,943,Crime
1141,943,Thriller
1142,943,Comedy
1143,943,Action
1144,943,Adventure
1145,944,Crime
1146,944,Thriller
1147,944,Adventure
1148,944,Action
1149,944,Comedy
1150,947,Drama
1151,947,War
1152,947,History
1153,947,Adventure
1154,948,Horror
1155,948,Thriller
1156,950,Family
1157,950,Adventure
1158,950,Animation
1159,950,Comedy
1160,951,Comedy
1161,953,Animation
1162,953,Family
1163,954,Action
1164,954,Thriller
1165,954,Adventure
1166,955,Thriller
1167,955,Adventure
1168,955,Action
1169,956,Action
1170,956,Adventure
1171,956,Thriller
1172,957,Science Fiction
1173,957,Comedy
1174,978,Drama
1175,978,Adventure
1176,978,History
1177,979,Thriller
1178,979,Drama
1179,979,Mystery
1180,979,Crime
1181,985,Science Fiction
1182,985,Horror
1183,985,Drama
1184,985,Fantasy
1185,987,Comedy
1186,987,Drama
1187,987,Romance
1188,990,Drama
1189,1018,Mystery
1190,1018,Drama
1191,1018,Thriller
1192,1024,Drama
1193,1024,Fantasy
1194,1051,Thriller
1195,1051,Crime
1196,1051,Action
1197,1073,Drama
1198,1073,Thriller
1199,1073,Mystery
1200,1088,Drama
1201,1088,Family
1202,1090,Thriller
1203,1090,Mystery
1204,1090,Science Fiction
1205,1091,Science Fiction
1206,1091,Horror
1207,1091,Mystery
1208,1103,Action
1209,1103,Science Fiction
1210,1116,Drama
1211,1116,History
1212,1116,War
1213,1123,Action
1214,1123,Drama
1215,1123,Thriller
1216,1124,Drama
1217,1124,Mystery
1218,1124,Thriller
1219,1125,Drama
1220,1164,Drama
1221,1165,Drama
1222,1213,Crime
1223,1213,Drama
1224,1213,Thriller
1225,1245,Romance
1226,1245,Drama
1227,1246,Drama
1228,1248,Crime
1229,1248,Drama
1230,1248,Thriller
1231,1250,Horror
1232,1250,Fantasy
1233,1250,Action
1234,1250,Thriller
1235,1251,Drama
1236,1251,War
1237,1251,Action
1238,1251,Adventure
1239,1255,Drama
1240,1255,Science Fiction
1241,1255,Horror
1242,1257,Comedy
1243,1259,Drama
1244,1259,Romance
1245,1262,Comedy
1246,1262,Drama
1247,1262,Fantasy
1248,1262,Romance
1249,1265,Family
1250,1265,Adventure
1251,1265,Drama
1252,1266,Thriller
1253,1266,Action
1254,1266,Crime
1255,1266,Drama
1256,1268,Family
1257,1268,Comedy
1258,1271,War
1259,1271,Adventure
1260,1271,Action
1261,1272,Science Fiction
1262,1272,Thriller
1263,1273,Adventure
1264,1273,Animation
1265,1273,Family
1266,1273,Comedy
1267,1282,Documentary
1268,1359,Thriller
1269,1359,Crime
1270,1359,Drama
1271,1360,Romance
1272,1360,Drama
1273,1365,Romance
1274,1365,Drama
1275,1366,Drama
1276,1368,War
1277,1368,Adventure
1278,1368,Thriller
1279,1368,Action
1280,1369,Action
1281,1369,Thriller
1282,1369,War
1283,1369,Adventure
1284,1370,Action
1285,1370,War
1286,1370,Adventure
1287,1370,Thriller
1288,1372,Drama
1289,1372,Thriller
1290,1372,Action
1291,1378,Romance
1292,1378,Drama
1293,1378,Comedy
1294,1381,Drama
1295,1381,Science Fiction
1296,1381,Romance
1297,1381,Adventure
1298,1382,Drama
1299,1382,Comedy
1300,1389,Comedy
1301,1389,Crime
1302,1389,Romance
1303,1391,Drama
1304,1391,Romance
1305,1402,Drama
1306,1408,Adventure
1307,1408,Action
1308,1412,Drama
1309,1415,Comedy
1310,1415,Drama
1311,1415,Crime
1312,1417,War
1313,1417,Drama
1314,1417,Fantasy
1315,1422,Drama
1316,1422,Thriller
1317,1422,Crime
1318,1424,Mystery
1319,1424,Drama
1320,1424,Thriller
1321,1427,Crime
1322,1427,Fantasy
1323,1427,Drama
1324,1428,Action
1325,1429,Crime
1326,1429,Drama
1327,1430,Documentary
1328,1435,Drama
1329,1435,Documentary
1330,1439,Romance
1331,1439,Drama
1332,1439,History
1333,1440,Drama
1334,1440,Romance
1335,1443,Drama
1336,1443,Romance
1337,1452,Action
1338,1452,Fantasy
1339,1452,Adventure
1340,1452,Science Fiction
1341,1487,Science Fiction
1342,1487,Action
1343,1487,Fantasy
1344,1491,Fantasy
1345,1491,Romance
1346,1491,Drama
1347,1491,Thriller
1348,1493,Comedy
1349,1493,Crime
1350,1493,Action
1351,1494,Action
1352,1494,Drama
1353,1494,Fantasy
1354,1495,War
1355,1495,History
1356,1495,Adventure
1357,1495,Action
1358,1495,Drama
1359,1497,Family
1360,1497,Science Fiction
1361,1497,Action
1362,1497,Comedy
1363,1497,Adventure
1364,1499,Family
1365,1499,Adventure
1366,1499,Comedy
1367,1499,Fantasy
1368,1499,Action
1369,1499,Science Fiction
1370,1523,Drama
1371,1535,Action
1372,1535,Thriller
1373,1535,Crime
1374,1537,Adventure
1375,1537,Crime
1376,1537,Thriller
1377,1537,Action
1378,1538,Thriller
1379,1538,Crime
1380,1538,Drama
1381,1542,Crime
1382,1542,Comedy
1383,1544,Comedy
1384,1544,Drama
1385,1544,Romance
1386,1546,Comedy
1387,1546,Drama
1388,1547,Comedy
1389,1547,Horror
1390,1548,Drama
1391,1548,Comedy
1392,1550,Comedy
1393,1550,Drama
1394,1551,Drama
1395,1551,Science Fiction
1396,1551,Thriller
1397,1551,Horror
1398,1555,Comedy
1399,1555,Drama
1400,1555,Romance
1401,1562,Thriller
1402,1562,Horror
1403,1562,Science Fiction
1404,1571,Thriller
1405,1571,Action
1406,1572,Action
1407,1572,Thriller
1408,1573,Action
1409,1573,Thriller
1410,1574,Action
1411,1574,Comedy
1412,1574,Drama
1413,1574,Crime
1414,1574,Music
1415,1576,Science Fiction
1416,1576,Horror
1417,1576,Action
1418,1577,Horror
1419,1577,Science Fiction
1420,1577,Action
1421,1578,Drama
1422,1579,Thriller
1423,1579,Drama
1424,1579,Adventure
1425,1579,Action
1426,1581,Romance
1427,1581,Comedy
1428,1584,Music
1429,1584,Comedy
1430,1585,Fantasy
1431,1585,Family
1432,1585,Drama
1433,1586,Mystery
1434,1586,Thriller
1435,1587,Romance
1436,1587,Drama
1437,1588,Comedy
1438,1590,Drama
1439,1591,Drama
1440,1593,Family
1441,1593,Comedy
1442,1593,Adventure
1443,1593,Fantasy
1444,1593,Action
1445,1597,Romance
1446,1597,Comedy
1447,1598,Thriller
1448,1598,Crime
1449,1599,Comedy
1450,1599,Romance
1451,1613,Action
1452,1613,Comedy
1453,1613,Crime
1454,1613,Thriller
1455,1619,Drama
1456,1619,Thriller
1457,1619,Crime
1458,1619,Action
1459,1620,Crime
1460,1620,Drama
1461,1620,Thriller
1462,1620,Action
1463,1621,Comedy
1464,1624,Comedy
1465,1635,Action
1466,1635,Thriller
1467,1635,Science Fiction
1468,1635,Adventure
1469,1636,Comedy
1470,1636,Romance
1471,1636,Fantasy
1472,1637,Adventure
1473,1637,Crime
1474,1637,Action
1475,1639,Action
1476,1639,Adventure
1477,1639,Thriller
1478,1640,Drama
1479,1642,Drama
1480,1642,Action
1481,1642,Mystery
1482,1642,Thriller
1483,1642,Crime
1484,1645,Drama
1485,1645,Crime
1486,1645,Thriller
1487,1646,Drama
1488,1646,Crime
1489,1648,Adventure
1490,1648,Comedy
1491,1648,Science Fiction
1492,1649,Comedy
1493,1649,Family
1494,1649,Fantasy
1495,1649,Adventure
1496,1649,Science Fiction
1497,1651,Drama
1498,1651,Crime
1499,1651,Romance
1500,1656,Action
1501,1656,Adventure
1502,1667,Documentary
1503,1667,Family
1504,1669,Thriller
1505,1669,Action
1506,1669,Adventure
1507,1677,Drama
1508,1677,Music
1509,1683,Horror
1510,1685,Mystery
1511,1685,Science Fiction
1512,1685,Adventure
1513,1687,Action
1514,1687,Science Fiction
1515,1688,Action
1516,1688,Science Fiction
1517,1690,Horror
1518,1691,Horror
1519,1696,Drama
1520,1696,Horror
1521,1696,Crime
1522,1698,Horror
1523,1698,Thriller
1524,1701,Action
1525,1701,Thriller
1526,1701,Crime
1527,1705,Action
1528,1705,Science Fiction
1529,1710,Thriller
1530,1710,Drama
1531,1717,Thriller
1532,1717,Drama
1533,1722,Romance
1534,1722,Drama
1535,1722,History
1536,1724,Science Fiction
1537,1724,Action
1538,1724,Adventure
1539,1725,Crime
1540,1725,Drama
1541,1725,Music
1542,1726,Action
1543,1726,Science Fiction
1544,1726,Adventure
1545,1729,Fantasy
1546,1729,Action
1547,1729,Adventure
1548,1734,Action
1549,1734,Fantasy
1550,1734,Adventure
1551,1735,Action
1552,1735,Fantasy
1553,1735,Adventure
1554,1770,Thriller
1555,1770,Drama
1556,1771,Science Fiction
1557,1771,Adventure
