,time,duration,source_computer,source_port,destination_computer,destination_port,protocol,packet_count,byte_count
65,471692,0,C5808,N25113,C26871,N19580,6,1,60
66,471692,0,C5808,N25114,C26871,N2289,6,1,60
67,471692,0,C5808,N25118,C26871,N21075,6,1,60
68,471692,0,C5808,N25141,C26871,N19704,6,1,60
69,471692,0,C5808,N25144,C26871,N20520,6,1,60
70,471692,0,C5808,N25147,C26871,N19386,6,1,60
71,471692,0,C5808,N25161,C26871,N21122,6,1,60
72,471692,0,C5808,N25172,C26871,N17612,6,1,60
73,471692,0,C5808,N25173,C26871,N3886,6,1,60
74,471692,0,C5808,N25179,C26871,N6684,6,1,60
75,471692,0,C5808,N25205,C26871,N10490,6,1,60
76,471692,0,C5808,N25243,C26871,N19656,6,1,60
77,471692,0,C5808,N25259,C26871,N2885,6,1,60
78,471692,0,C5808,N25271,C26871,N19295,6,1,60
79,471692,0,C5808,N25273,C26871,N20334,6,1,60
80,471692,0,C5808,N25311,C26871,N17311,6,1,60
81,471692,0,C5808,N25339,C26871,N20548,6,1,60
82,471692,0,C5808,N25340,C26871,N17635,6,1,60
83,471692,0,C5808,N25364,C26871,N19801,6,1,60
84,471692,0,C5808,N25372,C26871,20011,6,1,60
85,471692,0,C5808,N25386,C26871,N18025,6,1,60
86,471692,0,C5808,N25388,C26871,N660,6,1,60
87,471692,0,C5808,N2541,C26871,N7085,6,1,60
88,471692,0,C5808,N25418,C26871,N12204,6,1,60
89,471692,0,C5808,N25419,C26871,N19086,6,1,60
90,471692,0,C5808,N25427,C26871,N2773,6,1,60
91,471692,0,C5808,N25434,C26871,N12960,6,1,60
92,471692,0,C5808,N25458,C26871,N14467,6,1,60
93,471692,0,C5808,N25471,C26871,N12633,6,1,60
94,471692,0,C5808,N25475,C26871,N1945,6,1,60
95,471692,0,C5808,N25499,C26871,N19018,6,1,60
96,471692,0,C5808,N255,C26871,N17772,6,1,60
97,471692,0,C5808,N25501,C26871,N14938,6,1,60
98,471692,0,C5808,N25507,C26871,N21446,6,1,60
99,471692,0,C5808,N25518,C26871,N5480,6,1,60
100,471692,0,C5808,N25550,C26871,N993,6,1,60
101,471692,0,C5808,N25557,C26871,N21161,6,1,60
102,471692,0,C5808,N25578,C26871,N21225,6,1,60
103,471692,0,C5808,N25587,C26871,N3485,6,1,60
104,471692,0,C5808,N25605,C26871,5355,6,1,60
105,471692,0,C5808,N25605,C26871,N20608,6,1,60
106,471692,0,C5808,N25626,C26871,N16890,6,1,60
107,471692,0,C5808,N25681,C26871,N19459,6,1,60
108,471692,0,C5808,N25681,C26871,N7817,6,1,60
109,471692,0,C5808,N25698,C26871,N20877,6,1,60
110,471692,0,C5808,N25704,C26871,N3746,6,1,60
111,471692,0,C5808,N25704,C26871,N583,6,1,60
112,471692,0,C5808,N25707,C26871,N14222,6,1,60
113,471692,0,C5808,N25711,C26871,N17362,6,1,60
114,471692,0,C5808,N25724,C26871,N13721,6,1,60
115,471692,0,C5808,N25729,C26871,N18258,6,1,60
116,471692,0,C5808,N25739,C26871,N3188,6,1,60
117,471692,0,C5808,N25746,C26871,N20797,6,1,60
118,471692,0,C5808,N25746,C26871,N236,6,1,60
119,471692,0,C5808,N25751,C26871,N17052,6,1,60
120,471692,0,C5808,N25757,C26871,N15344,6,1,60
121,471692,0,C5808,N25764,C26871,N20449,6,1,60
122,471692,0,C5808,N25821,C26871,N8338,6,1,60
123,471692,0,C5808,N25832,C26871,N3689,6,1,60
124,471692,0,C5808,N25880,C26871,N17133,6,1,60
125,471692,0,C5808,N25909,C26871,N17731,6,1,60
126,471692,0,C5808,N25938,C26871,N13210,6,1,60
127,471692,0,C5808,N25957,C26871,N10972,6,1,60
128,471692,0,C5808,N25989,C26871,N11460,6,1,60
129,471692,0,C5808,N25996,C26871,N12231,6,1,60
130,471692,0,C5808,N26009,C26871,N18178,6,1,60
131,471692,0,C5808,N26013,C26871,N16881,6,1,60
132,471692,0,C5808,N26064,C26871,N12359,6,1,60
133,471692,0,C5808,N26067,C26871,N17921,6,1,60
134,471692,0,C5808,N26081,C26871,N11552,6,1,60
135,471692,0,C5808,N2612,C26871,N19403,6,1,60
136,471692,0,C5808,N26127,C26871,N5527,6,1,60
137,471692,0,C5808,N26163,C26871,N344,6,1,60
138,471692,0,C5808,N26164,C26871,N7605,6,1,60
139,471692,0,C5808,N2617,C26871,N20815,6,1,60
140,471692,0,C5808,N2621,C26871,N14147,6,1,60
141,471692,0,C5808,N26314,C26871,N20555,6,1,60
142,471692,0,C5808,N26335,C26871,N19234,6,1,60
143,471692,0,C5808,N26371,C26871,N21229,6,1,60
144,471692,0,C5808,N26382,C26871,N19206,6,1,60
145,471692,0,C5808,N26476,C26871,N19179,6,1,60
146,471692,0,C5808,N2649,C26871,N9682,6,1,60
147,471692,0,C5808,N2654,C26871,N13758,6,1,60
148,471692,0,C5808,N26554,C26871,N16979,6,1,60
149,471692,0,C5808,N2663,C26871,N18193,6,1,60
150,471692,0,C5808,N26672,C26871,N5030,6,1,60
151,471692,0,C5808,N26676,C26871,N8861,6,1,60
152,471692,0,C5808,N26679,C26871,N14878,6,1,60
153,471692,0,C5808,N2669,C26871,N5217,6,1,60
154,471692,0,C5808,N26715,C26871,N18092,6,1,60
155,471692,0,C5808,N26718,C26871,N20627,6,1,60
156,471692,0,C5808,N26731,C26871,N17720,6,1,60
157,471692,0,C5808,N26750,C26871,N16088,6,1,60
158,471692,0,C5808,N26753,C26871,N17077,6,1,60
159,471692,0,C5808,N26820,C26871,N13074,6,1,60
160,471692,0,C5808,N26831,C26871,N10778,6,1,60
161,471692,0,C5808,N26885,C26871,N17141,6,1,60
162,471692,0,C5808,N26947,C26871,N6852,6,1,60
163,471692,0,C5808,N26974,C26871,N17453,6,1,60
164,471692,0,C5808,N27038,C26871,N19448,6,1,60
165,471692,0,C5808,N2711,C26871,N18676,6,1,60
166,471692,0,C5808,N27147,C26871,N21252,6,1,60
167,471692,0,C5808,N2721,C26871,N11451,6,1,60
168,471692,0,C5808,N2723,C26871,N19023,6,1,60
169,471692,0,C5808,N2724,C26871,42,6,1,60
170,471692,0,C5808,N27256,C26871,N18333,6,1,60
171,471692,0,C5808,N27278,C26871,104,6,1,60
172,471692,0,C5808,N27324,C26871,607,6,1,60
173,471692,0,C5808,N27348,C26871,N19442,6,1,60
174,471692,0,C5808,N2739,C26871,N13726,6,1,60
175,471692,0,C5808,N27404,C26871,N19140,6,1,60
176,471692,0,C5808,N27429,C26871,N9730,6,1,60
177,471692,0,C5808,N27433,C26871,N802,6,1,60
178,471692,0,C5808,N27489,C26871,N18317,6,1,60
179,471692,0,C5808,N27515,C26871,N789,6,1,60
180,471692,0,C5808,N2756,C26871,163,6,1,60
181,471692,0,C5808,N27574,C26871,N17995,6,1,60
182,471692,0,C5808,N27647,C26871,N10321,6,1,60
183,471692,0,C5808,N27657,C26871,N15585,6,1,60
184,471692,0,C5808,N27667,C26871,N10930,6,1,60
185,471692,0,C5808,N27735,C26871,N17022,6,1,60
186,471692,0,C5808,N27826,C26871,N21148,6,1,60
187,471692,0,C5808,N27878,C26871,N17460,6,1,60
188,471692,0,C5808,N27880,C26871,N17317,6,1,60
189,471692,0,C5808,N27894,C26871,N19017,6,1,60
190,471692,0,C5808,N27924,C26871,N10165,6,1,60
191,471692,0,C5808,N27960,C26871,N10785,6,1,60
192,471692,0,C5808,N27961,C26871,N20362,6,1,60
193,471692,0,C5808,N27965,C26871,N19405,6,1,60
194,471692,0,C5808,N28029,C26871,N10515,6,1,60
195,471692,0,C5808,N282,C26871,N15391,6,1,60
196,471692,0,C5808,N28202,C26871,N7315,6,1,60
197,471692,0,C5808,N28209,C26871,N7980,6,1,60
198,471692,0,C5808,N2824,C26871,102,6,1,60
199,471692,0,C5808,N28258,C26871,N20345,6,1,60
200,471692,0,C5808,N28279,C26871,N19772,6,1,60
201,471692,0,C5808,N2831,C26871,N228,6,1,60
202,471692,0,C5808,N28319,C26871,N18305,6,1,60
203,471692,0,C5808,N285,C26871,N757,6,1,60
204,471692,0,C5808,N2850,C26871,N17451,6,1,60
205,471692,0,C5808,N2866,C26871,N16368,6,1,60
206,471692,0,C5808,N2868,C26871,N16049,6,1,60
207,471692,0,C5808,N2868,C26871,N5552,6,1,60
208,471692,0,C5808,N2904,C26871,N13078,6,1,60
209,471692,0,C5808,N29084,C26871,N20860,6,1,60
210,471692,0,C5808,N29096,C26871,N19803,6,1,60
211,471692,0,C5808,N29103,C26871,N5540,6,1,60
212,471692,0,C5808,N29186,C26871,N133,6,1,60
213,471692,0,C5808,N29191,C26871,N19409,6,1,60
214,471692,0,C5808,N2922,C26871,N2538,6,1,60
215,471692,0,C5808,N29229,C26871,N19592,6,1,60
216,471692,0,C5808,N29232,C26871,N18912,6,1,60
217,471692,0,C5808,N29270,C26871,13,6,1,60
218,471692,0,C5808,N29342,C26871,N10442,6,1,60
219,471692,0,C5808,N29468,C26871,N18200,6,1,60
220,471692,0,C5808,N29491,C26871,N4867,6,1,60
221,471692,0,C5808,N29519,C26871,N17665,6,1,60
222,471692,0,C5808,N2955,C26871,N17826,6,1,60
223,471692,0,C5808,N29587,C26871,N13991,6,1,60
224,471692,0,C5808,N29589,C26871,N17442,6,1,60
225,471692,0,C5808,N29683,C26871,N10489,6,1,60
226,471692,0,C5808,N29745,C26871,N15519,6,1,60
227,471692,0,C5808,N29804,C26871,N18263,6,1,60
228,471692,0,C5808,N29870,C26871,N3074,6,1,60
229,471692,0,C5808,N2991,C26871,N17085,6,1,60
230,471692,0,C5808,N29915,C26871,N14494,6,1,60
231,471692,0,C5808,N29915,C26871,N19160,6,1,60
232,471692,0,C5808,N29983,C26871,N18327,6,1,60
233,471692,0,C5808,N29983,C26871,N18626,6,1,60
234,471692,0,C5808,N3013,C26871,N11627,6,1,60
235,471692,0,C5808,N3017,C26871,N19005,6,1,60
236,471692,0,C5808,N302,C26871,N6498,6,1,60
237,471692,0,C5808,N30215,C26871,N18080,6,1,60
238,471692,0,C5808,N30267,C26871,N18059,6,1,60
239,471692,0,C5808,N30273,C26871,N11375,6,1,60
240,471692,0,C5808,N30273,C26871,N20818,6,1,60
241,471692,0,C5808,N30492,C26871,N13052,6,1,60
242,471692,0,C5808,N30532,C26871,N20619,6,1,60
243,471692,0,C5808,N3072,C26871,N6966,6,1,60
244,471692,0,C5808,N30817,C26871,N6514,6,1,60
245,471692,0,C5808,N30852,C26871,N17584,6,1,60
246,471692,0,C5808,N30930,C26871,N17694,6,1,60
247,471692,0,C5808,N30930,C26871,N18375,6,1,60
248,471692,0,C5808,N30931,C26871,N4915,6,1,60
249,471692,0,C5808,N30986,C26871,N6904,6,1,60
250,471692,0,C5808,N3099,C26871,N21476,6,1,60
251,471692,0,C5808,N31027,C26871,N8874,6,1,60
252,471692,0,C5808,N3103,C26871,N2976,6,1,60
253,471692,0,C5808,N31032,C26871,N18860,6,1,60
254,471692,0,C5808,N3108,C26871,N20791,6,1,60
255,471692,0,C5808,N31150,C26871,N12388,6,1,60
256,471692,0,C5808,N31154,C26871,N18630,6,1,60
257,471692,0,C5808,N31161,C26871,N20393,6,1,60
258,471692,0,C5808,N31184,C26871,N3596,6,1,60
259,471692,0,C5808,N31193,C26871,N3392,6,1,60
260,471692,0,C5808,N312,C26871,N20402,6,1,60
261,471692,0,C5808,N31204,C26871,N17420,6,1,60
262,471692,0,C5808,N31238,C26871,N15633,6,1,60
263,471692,0,C5808,N31240,C26871,N18318,6,1,60
264,471692,0,C5808,N31293,C26871,N18667,6,1,60
265,471692,0,C5808,N31293,C26871,N8191,6,1,60
266,471692,0,C5808,N31300,C26871,N19216,6,1,60
267,471692,0,C5808,N31466,C26871,N19768,6,1,60
268,471692,0,C5808,N31538,C26871,N8594,6,1,60
269,471692,0,C5808,N31568,C26871,N16877,6,1,60
270,471692,0,C5808,N31577,C26871,N1853,6,1,60
271,471692,0,C5808,N3159,C26871,N1035,6,1,60
272,471692,0,C5808,N31793,C26871,N6253,6,1,60
273,471692,0,C5808,N31823,C26871,N12872,6,1,60
274,471692,0,C5808,N31827,C26871,N3626,6,1,60
275,471692,0,C5808,N31837,C26871,N1454,6,1,60
276,471692,0,C5808,N31879,C26871,N19215,6,1,60
277,471692,0,C5808,N31881,C26871,N20850,6,1,60
278,471692,0,C5808,N31952,C26871,N19389,6,1,60
279,471692,0,C5808,N31962,C26871,N17474,6,1,60
280,471692,0,C5808,N3198,C26871,N5645,6,1,60
281,471692,0,C5808,N32043,C26871,N12244,6,1,60
282,471692,0,C5808,N32067,C26871,N17701,6,1,60
283,471692,0,C5808,N32099,C26871,N16969,6,1,60
284,471692,0,C5808,N32102,C26871,N21419,6,1,60
285,471692,0,C5808,N32120,C26871,N930,6,1,60
286,471692,0,C5808,N32130,C26871,N5671,6,1,60
287,471692,0,C5808,N3216,C26871,N6591,6,1,60
288,471692,0,C5808,N32176,C26871,N19709,6,1,60
289,471692,0,C5808,N32181,C26871,N6571,6,1,60
290,471692,0,C5808,N32184,C26871,N319,6,1,60
291,471692,0,C5808,N32194,C26871,N3961,6,1,60
292,471692,0,C5808,N32207,C26871,N8846,6,1,60
293,471692,0,C5808,N32211,C26871,N10585,6,1,60
294,471692,0,C5808,N32235,C26871,N18282,6,1,60
295,471692,0,C5808,N32239,C26871,N15682,6,1,60
296,471692,0,C5808,N3226,C26871,N8550,6,1,60
297,471692,0,C5808,N32260,C26871,5190,6,1,60
298,471692,0,C5808,N32263,C26871,N20354,6,1,60
299,471692,0,C5808,N32283,C26871,N10518,6,1,60
300,471692,0,C5808,N32312,C26871,N732,6,1,60
301,471692,0,C5808,N32351,C26871,N18620,6,1,60
302,471692,0,C5808,N32356,C26871,N6747,6,1,60
303,471692,0,C5808,N32363,C26871,N21406,6,1,60
304,471692,0,C5808,N32366,C26871,N11895,6,1,60
305,471692,0,C5808,N32367,C26871,N19247,6,1,60
306,471692,0,C5808,N32368,C26871,N9381,6,1,60
307,471692,0,C5808,N32372,C26871,N14508,6,1,60
308,471692,0,C5808,N32381,C26871,N18030,6,1,60
309,471692,0,C5808,N32384,C26871,N19633,6,1,60
310,471692,0,C5808,N32385,C26871,N17715,6,1,60
311,471692,0,C5808,N32387,C26871,N9854,6,1,60
312,471692,0,C5808,N32399,C26871,10083,6,1,60
313,471692,0,C5808,N32401,C26871,N3966,6,1,60
314,471692,0,C5808,N32419,C26871,N17322,6,1,60
315,471692,0,C5808,N32433,C26871,N6874,6,1,60
316,471692,0,C5808,N32438,C26871,N4416,6,1,60
317,471692,0,C5808,N32443,C26871,N4843,6,1,60
318,471692,0,C5808,N32461,C26871,N18149,6,1,60
319,471692,0,C5808,N32487,C26871,N13668,6,1,60
320,471692,0,C5808,N32490,C26871,N6569,6,1,60
321,471692,0,C5808,N32516,C26871,N10132,6,1,60
322,471692,0,C5808,N32526,C26871,N19798,6,1,60
323,471692,0,C5808,N32547,C26871,N15840,6,1,60
324,471692,0,C5808,N32553,C26871,N466,6,1,60
325,471692,0,C5808,N32553,C26871,N9896,6,1,60
326,471692,0,C5808,N32567,C26871,N11896,6,1,60
327,471692,0,C5808,N3257,C26871,N20495,6,1,60
328,471692,0,C5808,N32584,C26871,N9663,6,1,60
329,471692,0,C5808,N32593,C26871,N11324,6,1,60
330,471692,0,C5808,N32619,C26871,N6154,6,1,60
331,471692,0,C5808,N32651,C26871,107,6,1,60
332,471692,0,C5808,N32656,C26871,N10577,6,1,60
333,471692,0,C5808,N32659,C26871,N5089,6,1,60
334,471692,0,C5808,N32678,C26871,N8060,6,1,60
335,471692,0,C5808,N32720,C26871,N7629,6,1,60
336,471692,0,C5808,N32721,C26871,N7794,6,1,60
337,471692,0,C5808,N32744,C26871,N11362,6,1,60
338,471692,0,C5808,N32772,C26871,N12280,6,1,60
339,471692,0,C5808,N32813,C26871,N747,6,1,60
340,471692,0,C5808,N32833,C26871,N2948,6,1,60
341,471692,0,C5808,N32841,C26871,N20889,6,1,60
342,471692,0,C5808,N3285,C26871,N18191,6,1,60
343,471692,0,C5808,N32857,C26871,N11680,6,1,60
344,471692,0,C5808,N32867,C26871,N13463,6,1,60
345,471692,0,C5808,N32868,C26871,N11631,6,1,60
346,471692,0,C5808,N32878,C26871,N4559,6,1,60
347,471692,0,C5808,N32894,C26871,N11115,6,1,60
348,471692,0,C5808,N32896,C26871,N14836,6,1,60
349,471692,0,C5808,N32912,C26871,N20788,6,1,60
350,471692,0,C5808,N32930,C26871,N14521,6,1,60
351,471692,0,C5808,N32953,C26871,1701,6,1,60
352,471692,0,C5808,N32959,C26871,N21471,6,1,60
353,471692,0,C5808,N32981,C26871,N7247,6,1,60
354,471692,0,C5808,N32992,C26871,N6396,6,1,60
355,471692,0,C5808,N32997,C26871,N5514,6,1,60
356,471692,0,C5808,N33020,C26871,749,6,1,60
357,471692,0,C5808,N33022,C26871,N7814,6,1,60
358,471692,0,C5808,N33039,C26871,N13158,6,1,60
359,471692,0,C5808,N33047,C26871,2000,6,1,60
360,471692,0,C5808,N33058,C26871,N20514,6,1,60
361,471692,0,C5808,N33070,C26871,N4528,6,1,60
362,471692,0,C5808,N3310,C26871,N8682,6,1,60
363,471692,0,C5808,N33127,C26871,N4173,6,1,60
364,471692,0,C5808,N33136,C26871,N4649,6,1,60
365,471692,0,C5808,N33143,C26871,N18934,6,1,60
366,471692,0,C5808,N33161,C26871,N3677,6,1,60
367,471692,0,C5808,N33172,C26871,N17444,6,1,60
368,471692,0,C5808,N33173,C26871,N16989,6,1,60
369,471692,0,C5808,N33175,C26871,512,6,1,60
370,471692,0,C5808,N33177,C26871,N21259,6,1,60
371,471692,0,C5808,N33214,C26871,N6622,6,1,60
372,471692,0,C5808,N33241,C26871,N20589,6,1,60
373,471692,0,C5808,N33244,C26871,N19236,6,1,60
374,471692,0,C5808,N33259,C26871,N17882,6,1,60
375,471692,0,C5808,N33272,C26871,N8352,6,1,60
376,471692,0,C5808,N33297,C26871,N18420,6,1,60
377,471692,0,C5808,N333,C26871,N21413,6,1,60
378,471692,0,C5808,N33303,C26871,N17458,6,1,60
379,471692,0,C5808,N33321,C26871,7,6,1,60
380,471692,0,C5808,N33334,C26871,N6460,6,1,60
381,471692,0,C5808,N33336,C26871,N18908,6,1,60
382,471692,0,C5808,N33339,C26871,N20297,6,1,60
383,471692,0,C5808,N33351,C26871,N17456,6,1,60
384,471692,0,C5808,N33381,C26871,N10517,6,1,60
385,471692,0,C5808,N33381,C26871,N3079,6,1,60
386,471692,0,C5808,N33404,C26871,N17705,6,1,60
387,471692,0,C5808,N33415,C26871,N17820,6,1,60
388,471692,0,C5808,N33423,C26871,N18674,6,1,60
389,471692,0,C5808,N33440,C26871,N14985,6,1,60
390,471692,0,C5808,N33443,C26871,N17080,6,1,60
391,471692,0,C5808,N33448,C26871,N21159,6,1,60
392,471692,0,C5808,N3347,C26871,N5083,6,1,60
393,471692,0,C5808,N33470,C26871,N7973,6,1,60
394,471692,0,C5808,N33478,C26871,N21071,6,1,60
395,471692,0,C5808,N33484,C26871,N17829,6,1,60
396,471692,0,C5808,N33495,C26871,N14523,6,1,60
397,471692,0,C5808,N33512,C26871,N3052,6,1,60
398,471692,0,C5808,N33513,C26871,N20389,6,1,60
399,471692,0,C5808,N33532,C26871,N16477,6,1,60
400,471692,0,C5808,N33544,C26871,N17391,6,1,60
401,471692,0,C5808,N33552,C26871,N15295,6,1,60
402,471692,0,C5808,N33563,C26871,N9739,6,1,60
403,471692,0,C5808,N33577,C26871,N20271,6,1,60
404,471692,0,C5808,N33577,C26871,N4985,6,1,60
405,471692,0,C5808,N33585,C26871,N8410,6,1,60
406,471692,0,C5808,N33586,C26871,N20852,6,1,60
407,471692,0,C5808,N33652,C26871,N17809,6,1,60
408,471692,0,C5808,N33661,C26871,4569,6,1,60
409,471692,0,C5808,N33665,C26871,N15200,6,1,60
410,471692,0,C5808,N33669,C26871,95,6,1,60
411,471692,0,C5808,N33697,C26871,N1028,6,1,60
412,471692,0,C5808,N33710,C26871,N17707,6,1,60
413,471692,0,C5808,N33716,C26871,N15854,6,1,60
414,471692,0,C5808,N33725,C26871,N11569,6,1,60
415,471692,0,C5808,N33739,C26871,N21234,6,1,60
416,471692,0,C5808,N33742,C26871,N18651,6,1,60
417,471692,0,C5808,N33799,C26871,N3702,6,1,60
418,471692,0,C5808,N33801,C26871,N18510,6,1,60
419,471692,0,C5808,N33814,C26871,6002,6,1,60
420,471692,0,C5808,N33821,C26871,N18133,6,1,60
421,471692,0,C5808,N33830,C26871,N17796,6,1,60
422,471692,0,C5808,N33844,C26871,N18053,6,1,60
423,471692,0,C5808,N33847,C26871,N20331,6,1,60
424,471692,0,C5808,N33850,C26871,N20821,6,1,60
425,471692,0,C5808,N33852,C26871,372,6,1,60
426,471692,0,C5808,N33866,C26871,N15164,6,1,60
427,471692,0,C5808,N33900,C26871,N17518,6,1,60
428,471692,0,C5808,N33902,C26871,N17838,6,1,60
429,471692,0,C5808,N3396,C26871,N18966,6,1,60
430,471692,0,C5808,N33987,C26871,N18315,6,1,60
431,471692,0,C5808,N33988,C26871,N14338,6,1,60
432,471692,0,C5808,N3399,C26871,N20314,6,1,60
433,471692,0,C5808,N34189,C26871,N10712,6,1,60
434,471692,0,C5808,N34313,C26871,N21134,6,1,60
435,471692,0,C5808,N34445,C26871,N18291,6,1,60
436,471692,0,C5808,N34483,C26871,N17119,6,1,60
437,471692,0,C5808,N34604,C26871,N13616,6,1,60
438,471692,0,C5808,N34630,C26871,N18108,6,1,60
439,471692,0,C5808,N34658,C26871,N1991,6,1,60
440,471692,0,C5808,N34897,C26871,N11852,6,1,60
441,471692,0,C5808,N34903,C26871,N20854,6,1,60
442,471692,0,C5808,N34929,C26871,N21146,6,1,60
443,471692,0,C5808,N34944,C26871,N17484,6,1,60
444,471692,0,C5808,N34950,C26871,N171,6,1,60
445,471692,0,C5808,N35079,C26871,117,6,1,60
446,471692,0,C5808,N3512,C26871,1313,6,1,60
447,471692,0,C5808,N35199,C26871,N14223,6,1,60
448,471692,0,C5808,N35201,C26871,N11671,6,1,60
449,471692,0,C5808,N35204,C26871,N17380,6,1,60
450,471692,0,C5808,N35212,C26871,N10021,6,1,60
451,471692,0,C5808,N35238,C26871,N20510,6,1,60
452,471692,0,C5808,N35274,C26871,N14796,6,1,60
453,471692,0,C5808,N35320,C26871,N18098,6,1,60
454,471692,0,C5808,N35324,C26871,N4997,6,1,60
455,471692,0,C5808,N35325,C26871,N17932,6,1,60
456,471692,0,C5808,N35341,C26871,N19395,6,1,60
457,471692,0,C5808,N35370,C26871,N19188,6,1,60
458,471692,0,C5808,N35370,C26871,N19747,6,1,60
459,471692,0,C5808,N35378,C26871,N15454,6,1,60
460,471692,0,C5808,N35395,C26871,N18009,6,1,60
461,471692,0,C5808,N35395,C26871,N20350,6,1,60
462,471692,0,C5808,N35404,C26871,4369,6,1,60
463,471692,0,C5808,N35419,C26871,22273,6,1,60
464,471692,0,C5808,N35423,C26871,N17883,6,1,60
465,471692,0,C5808,N35429,C26871,N19520,6,1,60
466,471692,0,C5808,N35450,C26871,N17793,6,1,60
467,471692,0,C5808,N35459,C26871,4559,6,1,60
468,471692,0,C5808,N35460,C26871,N19559,6,1,60
469,471692,0,C5808,N35476,C26871,N18556,6,1,60
470,471692,0,C5808,N35492,C26871,N5581,6,1,60
471,471692,0,C5808,N35503,C26871,N17853,6,1,60
472,471692,0,C5808,N35516,C26871,N11500,6,1,60
473,471692,0,C5808,N35522,C26871,N17564,6,1,60
474,471692,0,C5808,N35614,C26871,N6668,6,1,60
475,471692,0,C5808,N35626,C26871,N1456,6,1,60
476,471692,0,C5808,N35637,C26871,631,6,1,60
477,471692,0,C5808,N35658,C26871,N12203,6,1,60
478,471692,0,C5808,N35689,C26871,N3429,6,1,60
479,471692,0,C5808,N35710,C26871,N21157,6,1,60
480,471692,0,C5808,N35711,C26871,N18390,6,1,60
481,471692,0,C5808,N35732,C26871,N6566,6,1,60
