,Unnamed: 0,country,food_category,consumption,co2_emission
295,296,Austria,soybeans,2.06,0.93
296,297,Austria,nuts,7.88,13.95
297,298,Oman,pork,0.01,0.04
298,299,Oman,poultry,31.51,33.85
299,300,Oman,beef,15.1,465.95
300,301,Oman,lamb_goat,12.87,450.71
301,302,Oman,fish,21.56,34.42
302,303,Oman,eggs,7.8,7.17
303,304,Oman,dairy,152.28,216.91
304,305,Oman,wheat,64.1,12.22
305,306,Oman,rice,56.55,72.37
306,307,Oman,soybeans,0.21,0.09
307,308,Oman,nuts,1.68,2.97
308,309,Italy,pork,40.28,142.57
309,310,Italy,poultry,18.61,19.99
310,311,Italy,beef,18.6,573.96
311,312,Italy,lamb_goat,0.92,32.22
312,313,Italy,fish,15.6,24.91
313,314,Italy,eggs,13.34,12.25
314,315,Italy,dairy,246.88,351.66
315,316,Italy,wheat,146.37,27.91
316,317,Italy,rice,5.74,7.35
317,318,Italy,soybeans,0.01,0.0
318,319,Italy,nuts,7.63,13.51
319,320,Bahamas,pork,32.74,115.88
320,321,Bahamas,poultry,45.74,49.13
321,322,Bahamas,beef,19.92,614.69
322,323,Bahamas,lamb_goat,5.22,182.8
323,324,Bahamas,fish,18.8,30.02
324,325,Bahamas,eggs,6.2,5.7
325,326,Bahamas,dairy,104.76,149.22
326,327,Bahamas,wheat,39.98,7.62
327,328,Bahamas,rice,23.97,30.67
328,329,Bahamas,soybeans,0.09,0.04
329,330,Bahamas,nuts,4.03,7.13
330,331,Portugal,pork,37.91,134.18
331,332,Portugal,poultry,30.14,32.38
332,333,Portugal,beef,16.45,507.61
333,334,Portugal,lamb_goat,2.38,83.35
334,335,Portugal,fish,45.39,72.47
335,336,Portugal,eggs,9.05,8.31
336,337,Portugal,dairy,205.04,292.06
337,338,Portugal,wheat,94.3,17.98
338,339,Portugal,rice,14.86,19.02
339,340,Portugal,soybeans,0.01,0.0
340,341,Portugal,nuts,3.91,6.92
341,342,Malta,pork,34.24,121.19
342,343,Malta,poultry,26.4,28.36
343,344,Malta,beef,19.22,593.09
344,345,Malta,lamb_goat,1.19,41.67
345,346,Malta,fish,24.58,39.25
346,347,Malta,eggs,11.64,10.69
347,348,Malta,dairy,190.06,270.72
348,349,Malta,wheat,139.58,26.62
349,350,Malta,rice,4.96,6.35
350,351,Malta,soybeans,0.05,0.02
351,352,Malta,nuts,5.62,9.95
352,353,Armenia,pork,9.67,34.23
353,354,Armenia,poultry,13.35,14.34
354,355,Armenia,beef,19.66,606.67
355,356,Armenia,lamb_goat,3.02,105.76
356,357,Armenia,fish,4.36,6.96
357,358,Armenia,eggs,11.69,10.74
358,359,Armenia,dairy,209.03,297.74
359,360,Armenia,wheat,130.6,24.91
360,361,Armenia,rice,3.18,4.07
361,362,Armenia,soybeans,0.0,0.0
362,363,Armenia,nuts,2.55,4.51
363,364,Slovenia,pork,28.19,99.78
364,365,Slovenia,poultry,23.46,25.2
365,366,Slovenia,beef,18.43,568.71
366,367,Slovenia,lamb_goat,0.79,27.67
367,368,Slovenia,fish,7.76,12.39
368,369,Slovenia,eggs,9.36,8.6
369,370,Slovenia,dairy,235.01,334.75
370,371,Slovenia,wheat,103.43,19.72
371,372,Slovenia,rice,3.95,5.05
372,373,Slovenia,soybeans,0.75,0.34
373,374,Slovenia,nuts,5.28,9.35
374,375,Chile,pork,24.68,87.35
375,376,Chile,poultry,36.52,39.23
376,377,Chile,beef,23.86,736.27
377,378,Chile,lamb_goat,0.42,14.71
378,379,Chile,fish,7.65,12.21
379,380,Chile,eggs,9.97,9.16
380,381,Chile,dairy,116.11,165.39
381,382,Chile,wheat,104.74,19.97
382,383,Chile,rice,8.85,11.33
383,384,Chile,soybeans,0.04,0.02
384,385,Chile,nuts,2.22,3.93
385,386,Venezuela,pork,7.23,25.59
386,387,Venezuela,poultry,39.28,42.19
387,388,Venezuela,beef,25.89,798.91
388,389,Venezuela,lamb_goat,0.32,11.21
389,390,Venezuela,fish,8.34,13.32
390,391,Venezuela,eggs,5.63,5.17
391,392,Venezuela,dairy,117.79,167.78
392,393,Venezuela,wheat,49.17,9.38
393,394,Venezuela,rice,23.39,29.93
394,395,Venezuela,soybeans,0.0,0.0
395,396,Venezuela,nuts,0.35,0.62
396,397,Belgium,pork,38.65,136.8
397,398,Belgium,poultry,12.2,13.11
398,399,Belgium,beef,15.63,482.31
399,400,Belgium,lamb_goat,1.32,46.23
400,401,Belgium,fish,18.97,30.29
401,402,Belgium,eggs,12.59,11.57
402,403,Belgium,dairy,236.19,336.43
403,404,Belgium,wheat,111.91,21.34
404,405,Belgium,rice,8.61,11.02
405,406,Belgium,soybeans,0.07,0.03
406,407,Belgium,nuts,7.32,12.96
407,408,Germany,pork,51.81,183.38
408,409,Germany,poultry,17.75,19.07
409,410,Germany,beef,13.16,406.09
410,411,Germany,lamb_goat,0.73,25.56
411,412,Germany,fish,11.16,17.82
412,413,Germany,eggs,12.2,11.21
413,414,Germany,dairy,258.7,368.49
414,415,Germany,wheat,83.41,15.91
415,416,Germany,rice,3.34,4.27
416,417,Germany,soybeans,0.88,0.4
417,418,Germany,nuts,7.96,14.09
418,419,Russia,pork,25.66,90.82
419,420,Russia,poultry,27.5,29.54
420,421,Russia,beef,16.98,523.97
421,422,Russia,lamb_goat,1.4,49.03
422,423,Russia,fish,20.82,33.24
423,424,Russia,eggs,15.43,14.17
424,425,Russia,dairy,163.57,232.99
425,426,Russia,wheat,130.99,24.98
426,427,Russia,rice,4.71,6.03
427,428,Russia,soybeans,0.05,0.02
428,429,Russia,nuts,1.62,2.87
429,430,Croatia,pork,42.79,151.46
430,431,Croatia,poultry,8.52,9.15
431,432,Croatia,beef,12.41,382.95
432,433,Croatia,lamb_goat,1.71,59.88
433,434,Croatia,fish,15.83,25.28
434,435,Croatia,eggs,8.48,7.79
435,436,Croatia,dairy,231.02,329.06
436,437,Croatia,wheat,106.59,20.33
437,438,Croatia,rice,2.64,3.38
438,439,Croatia,soybeans,0.0,0.0
439,440,Croatia,nuts,3.88,6.87
440,441,Belarus,pork,40.37,142.89
441,442,Belarus,poultry,31.29,33.61
442,443,Belarus,beef,17.11,527.98
443,444,Belarus,lamb_goat,0.11,3.85
444,445,Belarus,fish,15.75,25.15
445,446,Belarus,eggs,15.86,14.57
446,447,Belarus,dairy,133.73,190.49
447,448,Belarus,wheat,60.48,11.53
448,449,Belarus,rice,3.17,4.06
449,450,Belarus,soybeans,0.3,0.14
450,451,Belarus,nuts,3.36,5.95
451,452,Spain,pork,48.92,173.15
452,453,Spain,poultry,28.63,30.75
453,454,Spain,beef,12.15,374.92
454,455,Spain,lamb_goat,2.16,75.64
455,456,Spain,fish,28.83,46.03
456,457,Spain,eggs,13.32,12.24
457,458,Spain,dairy,164.29,234.01
458,459,Spain,wheat,93.88,17.9
459,460,Spain,rice,8.32,10.65
460,461,Spain,soybeans,0.02,0.01
461,462,Spain,nuts,7.44,13.17
462,463,Paraguay,pork,26.24,92.88
463,464,Paraguay,poultry,6.39,6.86
464,465,Paraguay,beef,19.81,611.29
465,466,Paraguay,lamb_goat,0.56,19.61
466,467,Paraguay,fish,3.6,5.75
467,468,Paraguay,eggs,18.83,17.3
468,469,Paraguay,dairy,75.72,107.86
469,470,Paraguay,wheat,31.51,6.01
470,471,Paraguay,rice,4.91,6.28
471,472,Paraguay,soybeans,0.0,0.0
472,473,Paraguay,nuts,1.6,2.83
473,474,New Caledonia,pork,19.9,70.44
474,475,New Caledonia,poultry,44.36,47.65
475,476,New Caledonia,beef,16.07,495.89
476,477,New Caledonia,lamb_goat,1.95,68.29
477,478,New Caledonia,fish,19.38,30.94
478,479,New Caledonia,eggs,8.85,8.13
479,480,New Caledonia,dairy,108.0,153.84
480,481,New Caledonia,wheat,81.75,15.59
481,482,New Caledonia,rice,17.47,22.36
482,483,New Caledonia,soybeans,0.55,0.25
483,484,New Caledonia,nuts,2.96,5.24
484,485,South Africa,pork,4.16,14.72
485,486,South Africa,poultry,37.57,40.36
486,487,South Africa,beef,18.03,556.37
487,488,South Africa,lamb_goat,4.28,149.89
488,489,South Africa,fish,5.56,8.88
489,490,South Africa,eggs,7.21,6.62
490,491,South Africa,dairy,55.75,79.41
491,492,South Africa,wheat,60.13,11.47
492,493,South Africa,rice,17.41,22.28
493,494,South Africa,soybeans,1.27,0.57
494,495,South Africa,nuts,1.04,1.84
495,496,Barbados,pork,8.3,29.38
496,497,Barbados,poultry,42.62,45.78
497,498,Barbados,beef,13.13,405.16
498,499,Barbados,lamb_goat,4.08,142.88
499,500,Barbados,fish,37.41,59.73
500,501,Barbados,eggs,9.61,8.83
501,502,Barbados,dairy,110.48,157.37
502,503,Barbados,wheat,65.71,12.53
503,504,Barbados,rice,15.66,20.04
504,505,Barbados,soybeans,0.1,0.05
505,506,Barbados,nuts,4.16,7.36
506,507,Lithuania,pork,45.67,161.65
507,508,Lithuania,poultry,26.84,28.83
508,509,Lithuania,beef,4.49,138.55
509,510,Lithuania,lamb_goat,0.24,8.4
510,511,Lithuania,fish,42.39,67.68
511,512,Lithuania,eggs,13.11,12.04
512,513,Lithuania,dairy,295.46,420.85
513,514,Lithuania,wheat,121.59,23.19
514,515,Lithuania,rice,3.07,3.93
515,516,Lithuania,soybeans,0.02,0.01
516,517,Lithuania,nuts,2.13,3.77
517,518,Turkey,pork,0.01,0.04
518,519,Turkey,poultry,18.78,20.17
519,520,Turkey,beef,11.64,359.19
520,521,Turkey,lamb_goat,4.68,163.89
521,522,Turkey,fish,5.58,8.91
522,523,Turkey,eggs,8.2,7.53
523,524,Turkey,dairy,193.94,276.25
524,525,Turkey,wheat,169.96,32.41
525,526,Turkey,rice,10.74,13.74
526,527,Turkey,soybeans,1.71,0.77
527,528,Turkey,nuts,7.97,14.11
528,529,Estonia,pork,29.68,105.05
529,530,Estonia,poultry,21.11,22.68
530,531,Estonia,beef,7.19,221.87
531,532,Estonia,lamb_goat,0.44,15.41
532,533,Estonia,fish,12.78,20.41
533,534,Estonia,eggs,12.66,11.63
534,535,Estonia,dairy,284.85,405.74
535,536,Estonia,wheat,89.36,17.04
536,537,Estonia,rice,2.56,3.28
537,538,Estonia,soybeans,0.04,0.02
538,539,Estonia,nuts,4.29,7.59
539,540,Mexico,pork,15.23,53.91
540,541,Mexico,poultry,30.12,32.35
541,542,Mexico,beef,15.33,473.05
542,543,Mexico,lamb_goat,0.89,31.17
543,544,Mexico,fish,7.56,12.07
544,545,Mexico,eggs,18.34,16.85
545,546,Mexico,dairy,111.87,159.35
546,547,Mexico,wheat,35.21,6.71
547,548,Mexico,rice,5.64,7.22
548,549,Mexico,soybeans,0.02,0.01
549,550,Mexico,nuts,2.51,4.44
550,551,Costa Rica,pork,10.28,36.39
551,552,Costa Rica,poultry,24.47,26.29
552,553,Costa Rica,beef,15.23,469.97
553,554,Costa Rica,lamb_goat,0.02,0.7
554,555,Costa Rica,fish,11.32,18.07
555,556,Costa Rica,eggs,10.55,9.69
556,557,Costa Rica,dairy,183.28,261.06
557,558,Costa Rica,wheat,39.31,7.5
558,559,Costa Rica,rice,45.69,58.47
559,560,Costa Rica,soybeans,1.54,0.69
560,561,Costa Rica,nuts,1.38,2.44
561,562,Bolivia,pork,8.89,31.47
562,563,Bolivia,poultry,34.31,36.86
563,564,Bolivia,beef,19.78,610.37
564,565,Bolivia,lamb_goat,1.72,60.23
565,566,Bolivia,fish,2.18,3.48
566,567,Bolivia,eggs,5.18,4.76
567,568,Bolivia,dairy,46.04,65.58
568,569,Bolivia,wheat,49.99,9.53
569,570,Bolivia,rice,26.99,34.54
570,571,Bolivia,soybeans,0.01,0.0
571,572,Bolivia,nuts,9.16,16.21
572,573,Ecuador,pork,14.44,51.11
573,574,Ecuador,poultry,21.85,23.47
574,575,Ecuador,beef,16.61,512.55
575,576,Ecuador,lamb_goat,0.44,15.41
576,577,Ecuador,fish,5.17,8.25
577,578,Ecuador,eggs,8.01,7.36
578,579,Ecuador,dairy,139.6,198.85
579,580,Ecuador,wheat,39.19,7.47
580,581,Ecuador,rice,45.07,57.68
581,582,Ecuador,soybeans,0.0,0.0
582,583,Ecuador,nuts,0.98,1.73
583,584,Panama,pork,13.48,47.71
584,585,Panama,poultry,30.81,33.1
585,586,Panama,beef,20.4,629.5
586,587,Panama,lamb_goat,0.01,0.35
587,588,Panama,fish,11.05,17.64
588,589,Panama,eggs,4.53,4.16
589,590,Panama,dairy,70.29,100.12
590,591,Panama,wheat,38.96,7.43
591,592,Panama,rice,66.42,85.0
592,593,Panama,soybeans,3.53,1.59
593,594,Panama,nuts,1.05,1.86
594,595,Czech Republic,pork,41.17,145.72
595,596,Czech Republic,poultry,19.09,20.51
596,597,Czech Republic,beef,8.15,251.49
597,598,Czech Republic,lamb_goat,0.34,11.91
598,599,Czech Republic,fish,8.25,13.17
599,600,Czech Republic,eggs,11.66,10.71
600,601,Czech Republic,dairy,195.2,278.04
601,602,Czech Republic,wheat,92.67,17.67
602,603,Czech Republic,rice,4.79,6.13
603,604,Czech Republic,soybeans,0.82,0.37
604,605,Czech Republic,nuts,2.47,4.37
605,606,Romania,pork,25.31,89.58
606,607,Romania,poultry,15.38,16.52
607,608,Romania,beef,4.78,147.5
608,609,Romania,lamb_goat,3.41,119.42
609,610,Romania,fish,6.07,9.69
610,611,Romania,eggs,12.94,11.89
611,612,Romania,dairy,238.33,339.48
612,613,Romania,wheat,134.87,25.72
613,614,Romania,rice,2.59,3.31
614,615,Romania,soybeans,0.01,0.0
615,616,Romania,nuts,1.8,3.19
616,617,Colombia,pork,6.51,23.04
617,618,Colombia,poultry,27.57,29.62
618,619,Colombia,beef,16.36,504.84
619,620,Colombia,lamb_goat,0.21,7.35
620,621,Colombia,fish,6.01,9.6
621,622,Colombia,eggs,10.78,9.9
622,623,Colombia,dairy,108.47,154.5
623,624,Colombia,wheat,29.79,5.68
624,625,Colombia,rice,28.02,35.86
625,626,Colombia,soybeans,0.89,0.4
626,627,Colombia,nuts,0.42,0.74
627,628,Maldives,pork,1.22,4.32
628,629,Maldives,poultry,18.47,19.84
629,630,Maldives,beef,9.44,291.3
630,631,Maldives,lamb_goat,0.7,24.51
631,632,Maldives,fish,179.71,286.94
632,633,Maldives,eggs,10.79,9.91
633,634,Maldives,dairy,111.47,158.78
634,635,Maldives,wheat,77.77,14.83
635,636,Maldives,rice,50.73,64.92
636,637,Maldives,soybeans,0.2,0.09
637,638,Maldives,nuts,15.83,28.02
638,639,Cyprus,pork,38.38,135.85
639,640,Cyprus,poultry,24.45,26.26
640,641,Cyprus,beef,5.79,178.67
641,642,Cyprus,lamb_goat,5.05,176.85
642,643,Cyprus,fish,14.86,23.73
643,644,Cyprus,eggs,8.98,8.25
644,645,Cyprus,dairy,113.31,161.4
645,646,Cyprus,wheat,83.25,15.88
646,647,Cyprus,rice,4.94,6.32
647,648,Cyprus,soybeans,0.04,0.02
648,649,Cyprus,nuts,4.6,8.14
649,650,Serbia,pork,32.04,113.41
650,651,Serbia,poultry,10.64,11.43
651,652,Serbia,beef,7.05,217.55
652,653,Serbia,lamb_goat,3.56,124.67
653,654,Serbia,fish,5.59,8.93
654,655,Serbia,eggs,8.89,8.17
655,656,Serbia,dairy,148.53,211.57
