,season,team_1,team_2,home,seed_diff,score_diff,score_1,score_2,won,pred
84,1985,4562,6664,0,-4,-2,84,86,0,-9.261291688523029
85,1985,5077,6664,0,-1,2,63,61,1,-3.2074551733204104
86,1985,5884,6664,0,-15,-13,83,96,0,-25.817775551262603
87,1985,8059,6732,0,7,17,85,68,1,3.99300560669048
88,1985,6542,6830,0,3,9,79,70,1,2.05920380978317
89,1985,5077,6898,0,13,12,67,55,1,19.859616890172102
90,1985,2340,6966,0,11,13,75,62,1,15.4569442196543
91,1985,4562,7000,0,7,24,78,54,1,2.20484734151508
92,1985,513,7201,0,-5,1,59,58,1,-2.81975058204052
93,1985,9629,7693,0,9,5,85,80,1,2.4107819316000296
94,1985,4698,8059,0,1,13,70,57,1,-1.51666795489605
95,1985,6732,8059,0,-7,-17,68,85,0,-3.9930056066913395
96,1985,8405,8239,0,15,24,83,59,1,16.8550707981354
97,1985,410,8405,0,-8,-3,65,68,0,-8.228651780864919
98,1985,3132,8405,0,0,18,77,59,1,2.7753370064148397
99,1985,4264,8405,0,-11,-16,70,86,0,-5.673486268640361
100,1985,5929,8405,0,-2,-9,60,69,0,-2.41538426130131
101,1985,8239,8405,0,-15,-24,59,83,0,-16.8550707981353
102,1985,2204,8662,0,-3,-5,65,70,0,0.0521058554377021
103,1985,3234,8662,0,5,17,70,53,1,4.22998722519407
104,1985,3132,8746,0,7,17,63,46,1,13.062735705013402
105,1985,10088,8746,0,-1,-3,57,60,0,7.08205165287446
106,1985,764,8984,0,-5,2,55,53,1,-0.0031810385112223103
107,1985,9847,9167,0,-5,4,79,75,1,-3.50920246863702
108,1985,5077,9269,0,5,1,67,66,1,6.7957417100427495
109,1985,5246,9269,0,-3,-2,68,70,0,5.30419268326908
110,1985,4264,9629,0,-8,3,64,61,1,2.33379995473185
111,1985,7693,9629,0,-9,-5,80,85,0,-2.41078193159915
112,1985,3779,9663,0,-1,3,58,55,1,-0.0478401664169681
113,1985,5929,9847,0,8,13,86,73,1,7.00417925426477
114,1985,9167,9847,0,5,-4,75,79,0,3.50920246863778
115,1985,73,9884,0,-5,4,63,59,1,0.414316413977865
116,1985,4907,9884,0,-13,-16,65,81,0,-12.3642896721546
117,1985,2082,10020,0,-1,-2,49,51,0,-0.8173696925411921
118,1985,3132,10020,0,7,-2,64,66,0,10.3241388733296
119,1985,4941,10020,0,3,-3,43,46,0,4.42956443319412
120,1985,5077,10020,0,6,-7,45,52,0,5.70374754689216
121,1985,5212,10020,0,7,-4,55,59,0,9.95624308597276
122,1985,6281,10020,0,6,-12,44,56,0,6.01561914512624
123,1985,8746,10088,0,1,3,60,57,1,-7.08205165287285
124,1985,4264,10366,0,-7,8,66,58,1,-0.167065193665145
125,1985,3166,10564,0,5,8,67,59,1,6.958953373075549
126,1986,5213,40,0,13,6,70,64,1,23.802879243257898
127,1986,3746,74,0,1,-2,56,58,0,4.7864256324857495
128,1986,4265,74,0,4,5,68,63,1,5.873774747715941
129,1986,10787,74,0,-7,-17,80,97,0,-7.264537125038769
130,1986,514,289,0,1,10,73,63,1,3.8100567401598595
131,1986,5930,357,0,8,14,80,66,1,17.0184858676843
132,1986,6543,357,0,11,-7,83,90,0,18.3666537125945
133,1986,289,514,0,-1,-10,63,73,0,-3.81005674015468
134,1986,4597,514,0,6,8,84,76,1,6.07449595158666
135,1986,8406,514,0,7,-16,65,81,0,4.3368478392011
136,1986,9630,514,0,4,-7,63,70,0,0.539847184770409
137,1986,5078,589,0,11,32,95,63,1,18.714733843422998
138,1986,4597,867,0,5,14,82,68,1,10.1458544043805
139,1986,9848,867,0,-3,-18,65,83,0,-1.77958144887477
140,1986,8663,909,0,13,49,101,52,1,28.979758956142
141,1986,3819,1551,0,11,-4,79,83,0,6.25492681693387
142,1986,5851,1551,0,7,1,71,70,1,-0.24227299257194396
143,1986,8440,1551,0,8,-6,69,75,0,-5.31912117339282
144,1986,4265,2049,0,15,20,75,55,1,21.611012779337695
145,1986,2341,2205,0,11,7,74,67,1,12.390629387911401
146,1986,6665,2205,0,8,-5,69,74,0,8.580514458359911
147,1986,10055,2205,0,7,-4,68,72,0,5.4570002486900995
148,1986,4597,2307,0,13,20,93,73,1,27.7363862359685
149,1986,2205,2341,0,-11,-7,67,74,0,-12.390629387909
150,1986,4150,2341,0,0,-4,67,71,0,0.5993555915459511
151,1986,4597,2341,0,-1,3,72,69,1,-2.6259867715941803
152,1986,5652,2341,0,-15,-7,78,85,0,-29.0714859639557
153,1986,5851,2341,0,-6,-21,50,71,0,-9.68746955721943
154,1986,6733,2341,0,-7,-28,61,89,0,-12.196323902112999
155,1986,3746,2710,0,9,24,75,51,1,24.4459444189669
156,1986,5247,3133,0,-1,12,80,68,1,1.998905477807
157,1986,8985,3133,0,-9,-6,64,70,0,-14.5945429550035
158,1986,4733,3235,0,-9,6,70,64,1,-9.329669049215891
159,1986,4840,3235,0,-13,-15,53,68,0,-31.307732831361605
160,1986,10021,3235,0,-8,-5,61,66,0,-14.288033714993599
161,1986,74,3746,0,-1,2,58,56,1,-4.78642563248925
162,1986,2710,3746,0,-9,-24,51,75,0,-24.4459444189645
163,1986,1551,3819,0,-11,4,83,79,1,-6.25492681692997
164,1986,5930,3921,0,5,2,66,64,1,1.0187718735456701
165,1986,5179,3955,0,-3,-2,79,81,0,-7.210018455894389
166,1986,5213,3955,0,5,-3,69,72,0,8.58850687943425
167,1986,5930,3955,0,1,4,70,66,1,2.80296428641962
168,1986,8747,4059,0,-1,11,61,50,1,-1.54332297488388
169,1986,2341,4150,0,0,4,71,67,1,-0.5993555915392359
170,1986,5247,4150,0,-4,-10,86,96,0,-2.75672415737468
171,1986,5885,4150,0,-15,-25,46,71,0,-31.1651491719041
172,1986,5930,4150,0,-5,-8,67,75,0,-5.76172049694777
173,1986,8747,4150,0,-8,-22,43,65,0,-13.6713923312553
174,1986,74,4265,0,-4,-5,63,68,0,-5.87377474772718
175,1986,2049,4265,0,-15,-20,55,75,0,-21.6110127793434
176,1986,4733,4265,0,-10,2,59,57,1,-7.9996330044996
177,1986,10225,4265,0,-7,-7,64,71,0,-11.3234271135555
178,1986,514,4597,0,-6,-8,76,84,0,-6.074495951588111
179,1986,867,4597,0,-5,-14,68,82,0,-10.145854404380302
180,1986,2307,4597,0,-13,-20,73,93,0,-27.736386235971302
181,1986,2341,4597,0,1,-3,69,72,0,2.6259867715941603
182,1986,4733,4597,0,-9,-11,77,88,0,-5.846142862972799
183,1986,6282,4597,0,-1,-15,79,94,0,7.51127227854244
184,1986,3235,4733,0,9,-6,64,70,0,9.32966904921327
185,1986,4265,4733,0,10,-2,57,59,0,7.99963300449265
186,1986,4597,4733,0,9,11,88,77,1,5.84614286296958
187,1986,5078,4733,0,8,-2,81,83,0,5.3342954165377
188,1986,7202,4733,0,5,-7,87,94,0,2.33729866945176
189,1986,3235,4840,0,13,15,68,53,1,31.307732831359402
190,1986,6967,4942,0,-7,-5,64,69,0,-7.29108501488088
191,1986,9630,4942,0,1,6,70,64,1,-1.4700942701509698
192,1986,589,5078,0,-11,-32,63,95,0,-18.714733843420397
193,1986,4733,5078,0,-8,2,83,81,1,-5.33429541653779
194,1986,3955,5179,0,3,2,81,79,1,7.21001845589437
195,1986,40,5213,0,-13,-6,64,70,0,-23.8028792432604
196,1986,3955,5213,0,-5,3,72,69,1,-8.588506879436869
197,1986,3133,5247,0,1,-12,68,80,0,-1.9989054778008202
198,1986,4150,5247,0,4,10,96,86,1,2.75672415738097
199,1986,10367,5247,0,-7,-2,70,72,0,-12.1332746239619
200,1986,9270,5383,0,5,2,66,64,1,1.02521009506089
201,1986,8406,5548,0,15,9,83,74,1,17.4769347196641
202,1986,2341,5652,0,15,7,85,78,1,29.071485963957898
203,1986,1551,5851,0,-7,-1,70,71,0,0.242272992572918
204,1986,2341,5851,0,6,21,71,50,1,9.6874695572232
205,1986,8663,5851,0,5,-12,85,97,0,9.29621702223375
206,1986,9168,5851,0,-3,-19,68,87,0,-1.93323649664496
207,1986,4150,5885,0,15,25,71,46,1,31.1651491719085
208,1986,357,5930,0,-8,-14,66,80,0,-17.0184858676877
209,1986,3921,5930,0,-5,-2,64,66,0,-1.01877187354559
210,1986,3955,5930,0,-1,-4,66,70,0,-2.80296428641734
211,1986,4150,5930,0,5,8,75,67,1,5.7617204969536795
212,1986,10225,5979,0,1,8,67,59,1,-1.2201187325668301
213,1986,4597,6282,0,1,15,94,79,1,-7.511272278548889
214,1986,9270,6282,0,-3,-18,59,77,0,-13.58355543891
215,1986,9766,6282,0,-11,-12,72,84,0,-23.5105613524584
216,1986,6665,6373,0,9,6,80,74,1,15.200897818243599
217,1986,357,6543,0,-11,7,90,83,1,-18.3666537126004
218,1986,2205,6665,0,-8,5,74,69,1,-8.58051445836128
219,1986,6373,6665,0,-9,-6,74,80,0,-15.200897818245
220,1986,2341,6733,0,7,28,89,61,1,12.1963239021164
221,1986,10469,6733,0,-1,-8,64,72,0,-2.44326131832146
222,1986,4942,6967,0,7,5,69,64,1,7.29108501488235
223,1986,4733,7202,0,-5,7,94,87,1,-2.33729866945196
224,1986,8440,7358,0,5,1,60,59,1,-0.537673699753281
225,1986,514,8406,0,-7,16,81,65,1,-4.33684783919972
226,1986,5548,8406,0,-15,-9,74,83,0,-17.476934719662598
227,1986,1551,8440,0,-8,6,75,69,1,5.319121173391981
228,1986,7358,8440,0,-5,-1,59,60,0,0.5376736997531321
229,1986,909,8663,0,-13,-49,52,101,0,-28.979758956144
230,1986,5851,8663,0,-5,12,97,85,1,-9.296217022232609
231,1986,4059,8747,0,1,-11,50,61,0,1.5433229748881299
232,1986,4150,8747,0,8,22,65,43,1,13.6713923312603
233,1986,3133,8985,0,9,6,70,64,1,14.594542955007999
234,1986,5851,9168,0,3,19,87,68,1,1.93323649664523
235,1986,5383,9270,0,-5,-2,64,66,0,-1.02521009506146
236,1986,6282,9270,0,3,18,77,59,1,13.583555438905302
237,1986,9630,9471,0,9,23,74,51,1,9.057799780634301
238,1986,514,9630,0,-4,7,70,63,1,-0.5398471847702129
239,1986,4942,9630,0,-1,-6,64,70,0,1.4700942701526
240,1986,9471,9630,0,-9,-23,51,74,0,-9.05779978063511
241,1986,6282,9766,0,11,12,84,72,1,23.5105613524547
242,1986,867,9848,0,3,18,83,65,1,1.77958144887638
243,1986,3235,10021,0,8,5,66,61,1,14.2880337149922
244,1986,10089,10021,0,3,-9,62,71,0,2.67589565362285
245,1986,2205,10055,0,-7,4,72,68,1,-5.45700024869053
246,1986,10021,10089,0,-3,9,71,62,1,-2.6758956536228595
247,1986,4265,10225,0,7,7,71,64,1,11.32342711355
248,1986,5979,10225,0,-1,-8,59,67,0,1.2201187325668301
249,1986,5247,10367,0,7,2,72,70,1,12.1332746239641
250,1986,6733,10469,0,1,8,72,64,1,2.44326131832212
251,1986,74,10787,0,7,17,97,80,1,7.2645371250325
252,1987,5886,75,0,-13,-17,71,88,0,-20.783956452531896
253,1987,6150,75,0,-5,-25,76,101,0,-8.32751507668928
254,1987,7169,75,0,-4,21,103,82,1,-5.87658846319188
255,1987,9849,290,0,3,7,98,91,1,-3.95962745702069
256,1987,3820,515,0,7,17,107,90,1,5.659978856508991
257,1987,7661,515,0,-1,-1,61,62,0,-6.00638440427278
258,1987,3747,556,0,11,-1,67,68,0,17.151763630934997
259,1987,7169,556,0,8,3,90,87,1,12.579056009263502
260,1987,3134,954,0,15,22,75,53,1,23.5341790577173
261,1987,6150,1049,0,3,4,83,79,1,2.1711313606186295
262,1987,9404,1083,0,9,19,92,73,1,6.884622675449849
263,1987,5447,1518,0,-9,5,65,60,1,-8.09326265492502
264,1987,4564,2206,0,-11,-14,62,76,0,-9.06114891436864
265,1987,4734,2206,0,-7,5,63,58,1,-5.25387617935868
266,1987,8407,2206,0,-3,-8,75,83,0,-3.1025890668289797
267,1987,3820,2342,0,4,6,88,82,1,2.3161342841419
268,1987,8918,2342,0,-7,-7,51,58,0,-12.539337607799899
269,1987,10788,2342,0,-8,-5,60,65,0,-17.0889153051139
270,1987,3820,2711,0,15,34,92,58,1,23.9838641677843
271,1987,5931,2781,0,-5,-12,70,82,0,-8.68747786982591
272,1987,7203,2781,0,3,-19,66,85,0,-1.2060081147552
273,1987,8664,2781,0,4,6,87,81,1,-3.2277571875453503
274,1987,8664,3050,0,13,6,79,73,1,22.2488130673134
275,1987,954,3134,0,-15,-22,53,75,0,-23.5341790577139
276,1987,4151,3134,0,-4,-13,57,70,0,-3.9863771989086803
277,1987,6631,3134,0,-8,-3,79,82,0,-2.8233788621540294
278,1987,7169,3134,0,-5,15,88,73,1,-3.1170665251814995
279,1987,4185,3168,0,-1,3,82,79,1,-1.1123053660868798
280,1987,4734,3236,0,-3,6,85,79,1,-0.7005066747932249
281,1987,4151,3561,0,7,11,66,55,1,0.883426928993707
282,1987,9631,3679,0,15,25,95,70,1,24.299859955454103
283,1987,556,3747,0,-11,1,68,67,1,-17.1517636309342
284,1987,515,3820,0,-7,-17,90,107,0,-5.65997885650775
285,1987,2342,3820,0,-4,-6,82,88,0,-2.31613428414219
286,1987,2711,3820,0,-15,-34,58,92,0,-23.9838641677883
287,1987,4734,3820,0,-9,-1,76,77,0,-9.088181663813161
288,1987,8664,3820,0,-1,-1,73,74,0,-3.23503916401734
289,1987,9631,3820,0,0,-4,93,97,0,3.1261684174504
290,1987,6666,3922,0,-4,-2,91,93,0,-4.23109923299434
291,1987,7830,3922,0,-13,-23,76,99,0,-17.6132775586369
292,1987,9631,3922,0,1,3,84,81,1,2.4634843127300696
293,1987,9849,3922,0,-5,-2,82,84,0,-10.649683460327
294,1987,3134,4151,0,4,13,70,57,1,3.98637719891114
295,1987,3561,4151,0,-7,-11,55,66,0,-0.883426928992375
296,1987,5447,4151,0,-8,-4,63,67,0,-4.15443681569411
297,1987,3168,4185,0,1,-3,79,82,0,1.11230536608918
298,1987,9631,4185,0,8,19,80,61,1,12.7390327108089
299,1987,6631,4266,0,-1,14,91,77,1,2.60661164296019
300,1987,2206,4564,0,11,14,76,62,1,9.06114891437026
301,1987,2206,4734,0,7,-5,58,63,0,5.2538761793598
302,1987,3236,4734,0,3,-6,79,85,0,0.7005066747882691
303,1987,3820,4734,0,9,1,77,76,1,9.08818166380935
304,1987,8748,4734,0,8,-10,62,72,0,2.4308527455599402
305,1987,7002,4841,0,11,25,93,68,1,19.791404513798398
306,1987,8714,4909,0,9,16,76,60,1,9.80587038463871
307,1987,5852,5214,0,1,-15,82,97,0,-5.551425175553429
308,1987,6283,5214,0,8,12,109,97,1,10.2226910652761
309,1987,10788,5384,0,-9,1,70,69,1,-10.7567095202454
310,1987,1518,5447,0,9,-5,60,65,0,8.093262654928559
311,1987,4151,5447,0,8,4,67,63,1,4.1544368156922795
312,1987,6544,5717,0,7,13,84,71,1,7.62933272375878
313,1987,5214,5852,0,-1,15,97,82,1,5.55142517555263
314,1987,75,5886,0,13,17,88,71,1,20.7839564525307
315,1987,2781,5931,0,5,12,82,70,1,8.68747786982678
316,1987,75,6150,0,5,25,101,76,1,8.32751507668723
317,1987,1049,6150,0,-3,-4,79,83,0,-2.17113136061858
318,1987,5214,6283,0,-8,-12,97,109,0,-10.222691065278902
319,1987,6544,6283,0,-4,-6,68,74,0,-13.7961565855792
320,1987,6900,6283,0,-15,-31,82,113,0,-25.178284684856703
321,1987,8664,6283,0,-1,4,79,75,1,-8.16971258903816
322,1987,7203,6374,0,11,9,104,95,1,15.317928042823
323,1987,5717,6544,0,-7,-13,71,84,0,-7.62933272375749
324,1987,6283,6544,0,4,6,74,68,1,13.796156585576401
325,1987,8714,6544,0,1,-1,57,58,0,1.5489989821386498
326,1987,3134,6631,0,8,3,82,79,1,2.8233788621561495
327,1987,4266,6631,0,1,-14,77,91,0,-2.6066116429629798
328,1987,3922,6666,0,4,2,93,91,1,4.23109923299852
329,1987,7002,6666,0,3,-3,93,96,0,-0.219560013273952
330,1987,9169,6666,0,-5,-5,69,74,0,-7.2239248506021205
331,1987,6283,6900,0,15,31,113,82,1,25.1782846848526
332,1987,4841,7002,0,-11,-25,68,93,0,-19.7914045137977
333,1987,6666,7002,0,-3,3,96,93,1,0.21956001327673
334,1987,75,7169,0,4,-21,82,103,0,5.8765884631899
335,1987,556,7169,0,-8,-3,87,90,0,-12.5790560092644
336,1987,3134,7169,0,5,-15,73,88,0,3.1170665251838194
337,1987,8664,7169,0,4,14,77,63,1,2.8020234241781496
338,1987,9271,7169,0,-5,-22,68,90,0,-8.8979935508509
339,1987,2781,7203,0,-3,19,85,66,1,1.20600811475455
340,1987,6374,7203,0,-11,-9,95,104,0,-15.3179280428244
341,1987,515,7661,0,1,1,62,61,1,6.006384404276741
342,1987,3922,7830,0,13,23,99,76,1,17.6132775586387
343,1987,8748,8241,0,13,19,75,56,1,16.191942765897
344,1987,2206,8407,0,3,8,83,75,1,3.10258906682984
345,1987,10566,8407,0,-5,-2,55,57,0,-6.22570554915022
346,1987,2781,8664,0,-4,-6,81,87,0,3.2277571875456696
347,1987,3050,8664,0,-13,-6,73,79,0,-22.2488130673138
348,1987,3820,8664,0,1,1,74,73,1,3.23503916401317
349,1987,6283,8664,0,1,-4,75,79,0,8.1697125890341
350,1987,7169,8664,0,-4,-14,63,77,0,-2.8020234241791497
351,1987,10226,8664,0,-8,-18,86,104,0,-3.5268318881253
352,1987,4909,8714,0,-9,-16,60,76,0,-9.80587038463724
353,1987,6544,8714,0,-1,1,58,57,1,-1.54899898213844
354,1987,4734,8748,0,-8,10,72,62,1,-2.43085274556141
355,1987,8241,8748,0,-13,-19,56,75,0,-16.1919427658976
356,1987,2342,8918,0,7,7,58,51,1,12.5393376078031
357,1987,6666,9169,0,5,5,74,69,1,7.22392485060539
358,1987,7169,9271,0,5,22,90,68,1,8.89799355085046
359,1987,1083,9404,0,-9,-19,73,92,0,-6.884622675448821
360,1987,10754,9404,0,-8,10,78,68,1,-6.76424648194108
361,1987,3679,9631,0,-15,-25,70,95,0,-24.299859955455197
362,1987,3820,9631,0,0,4,97,93,1,-3.12616841745583
363,1987,3922,9631,0,-1,-3,81,84,0,-2.4634843127302797
364,1987,4185,9631,0,-8,-19,61,80,0,-12.7390327108086
365,1987,10754,9631,0,-11,-14,78,92,0,-16.5340384813554
366,1987,290,9849,0,-3,-7,91,98,0,3.95962745701985
367,1987,3922,9849,0,5,2,84,82,1,10.6496834603288
368,1987,10754,10056,0,-7,4,64,60,1,-7.5842094282482995
369,1987,8664,10226,0,8,18,104,86,1,3.52683188812433
370,1987,10470,10226,0,3,-2,62,64,0,-3.06207173296686
371,1987,10226,10470,0,-3,2,64,62,1,3.0620717329662996
372,1987,8407,10566,0,5,2,57,55,1,6.2257055491496205
373,1987,9404,10754,0,8,-10,68,78,0,6.76424648194064
374,1987,9631,10754,0,11,14,92,78,1,16.5340384813537
375,1987,10056,10754,0,7,-4,60,64,0,7.58420942824909
376,1987,2342,10788,0,8,5,65,60,1,17.0889153051175
377,1987,5384,10788,0,9,-1,69,70,0,10.756709520246401
378,1988,1849,291,0,-15,-40,50,90,0,-33.274847275694796
379,1988,3923,291,0,-4,-20,79,99,0,-5.923629274630639
380,1988,6284,291,0,-1,-18,52,70,0,-9.15978855856132
381,1988,6667,291,0,0,8,86,78,1,1.6947108484454099
382,1988,7962,291,0,-7,-29,55,84,0,-13.3493452560657
383,1988,10023,413,0,5,8,82,74,1,1.71390103421306
384,1988,869,516,0,-1,-4,86,90,0,-1.47411511137451
385,1988,6667,516,0,7,20,107,87,1,15.0514966219313
386,1988,5080,625,0,-1,15,75,60,1,3.3411394530915404
387,1988,5215,733,0,11,5,63,58,1,10.9102794823914
388,1988,2343,801,0,13,16,85,69,1,24.1525158757669
389,1988,516,869,0,1,4,90,86,1,1.47411511138082
390,1988,1349,1050,0,-9,-6,92,98,0,-10.4712330975478
391,1988,4599,1050,0,-1,21,97,76,1,0.910515369934693
392,1988,1050,1349,0,9,6,98,92,1,10.471233097546301
393,1988,6667,1383,0,15,28,94,66,1,31.7812824844898
394,1988,291,1849,0,15,40,90,50,1,33.2748472757065
395,1988,4186,2207,0,1,8,66,58,1,4.00570325322286
396,1988,10567,2207,0,-7,-21,62,83,0,-3.45560889194031
397,1988,801,2343,0,-13,-16,69,85,0,-24.1525158757636
398,1988,4152,2343,0,-4,7,66,59,1,-10.2331857530625
399,1988,7292,2343,0,-9,-1,72,73,0,-16.005831926419802
400,1988,8062,2343,0,-5,-15,79,94,0,-13.035381961278999
401,1988,8749,2343,0,1,-10,53,63,0,-6.41518310179216
402,1988,7003,2479,0,13,18,108,90,1,15.357198390859098
403,1988,7204,2678,0,15,15,94,79,1,26.937854180229998
404,1988,5215,2782,0,3,23,108,85,1,7.478615841019121
405,1988,8408,2782,0,-5,-3,59,62,0,-3.4951972966069595
406,1988,3923,2881,0,7,4,102,98,1,10.580218778815698
407,1988,4735,3135,0,-1,-3,63,66,0,-3.2916952086757405
408,1988,8749,3135,0,7,21,74,53,1,2.93942761557967
409,1988,3957,3237,0,-7,-12,78,90,0,-1.09396277504812
410,1988,7360,3237,0,-8,4,59,55,1,-11.105670177547
411,1988,9734,3748,0,-11,-9,72,81,0,-18.8486818126563
412,1988,10023,3748,0,-3,3,66,63,1,-9.06190791277492
413,1988,7360,3821,0,-9,3,72,69,1,-15.291873544498198
414,1988,291,3923,0,4,20,99,79,1,5.923629274648711
415,1988,2881,3923,0,-7,-4,98,102,0,-10.580218778808698
416,1988,9632,3923,0,1,-18,86,104,0,-3.8980010300539703
417,1988,3237,3957,0,7,12,90,78,1,1.0939627750461898
418,1988,2343,4152,0,4,-7,59,66,0,10.2331857530683
419,1988,4186,4152,0,2,-13,58,71,0,1.75356652375588
420,1988,5752,4152,0,-8,-3,58,61,0,-10.556774085363301
421,1988,6667,4152,0,5,-4,79,83,0,15.8337847112936
422,1988,9955,4152,0,-1,-13,64,77,0,0.520232875600733
423,1988,10789,4152,0,-5,-13,72,85,0,-3.84840571434097
424,1988,2207,4186,0,-1,-8,58,66,0,-4.00570325322169
425,1988,4152,4186,0,-2,13,71,58,1,-1.75356652375103
426,1988,4301,4186,0,-9,-13,53,66,0,-10.098273139227999
427,1988,7204,4186,0,3,-3,70,73,0,6.58684677786378
428,1988,4944,4267,0,-5,-9,81,90,0,-8.028793949332071
