32.119999,14.48,16.120001
32.369999,15.02,16.709999
31.669999,14.45,16.24
31.079998,14.62,16.299999
32.289998,15.25,16.629999
33.25, 15.6,16.559999
31.829998, 14.8,15.64
30.89,14.06,14.93
31.779998,13.82, 15.1
33.05,14.65,15.48
32.709999,14.82,15.24
32.469999,14.74,15.69
32.919999,15.08,15.97
31.179998,14.32,15.92
30.749999,14.47,15.95
31.759999,14.98,16.27
31.409999,14.69, 16.0
31.45,14.88,15.93
30.54,14.58,15.72
29.649999,14.06,15.34
29.809999,13.93,15.38
28.749999,14.63,14.99
29.039999,15.08,14.97
28.549999,14.44,14.94
28.23,14.04, 15.1
29.659999,14.83,15.35
28.749999,14.91, 15.7
29.59,15.63,15.71
29.68,15.82,16.23
29.599999,15.72,16.049999
30.699999,15.48,15.89
30.899999,15.26,15.84
30.94,15.17,15.62
31.029998,14.69,15.61
31.64, 14.9,15.94
31.129998,14.53,15.47
30.84,14.13,15.42
30.269998,13.58,15.02
29.599999,13.46,15.16
30.399999,13.51,14.96
29.769998,13.16,14.62
30.629998, 13.9,15.11
30.34,13.72,15.99
30.609999,14.31, 16.0
30.84,14.17,16.190001
30.919999,14.06,16.09
30.409999,13.71,15.78
30.359999,13.97,16.129999
30.33,13.86,16.129999
31.34,14.04,16.290001
30.159999, 14.2,15.78
30.709999,14.71,15.64
30.629998,14.54,15.52
30.509999,14.54,15.46
 31.2,14.48,15.51
31.519999,14.19,15.53
31.579998, 14.1,15.66
30.619998,13.73,15.48
30.529998,13.52,15.43
30.34,13.98,15.92
31.509999,14.35,16.120001
31.929998,14.22,15.96
31.989998,14.61,15.68
31.95,14.94,15.69
31.939998,14.85,15.56
31.709999,14.71,15.53
31.85,14.91,15.74
31.579998, 14.8,15.55
 31.6,14.77,15.47
 32.2,14.93,15.73
 32.7,15.49,15.72
32.95,15.82,15.92
32.639998, 15.7,15.82
32.869999,15.74,15.83
33.05,16.309999,15.78
33.26,16.299999, 16.0
33.029999, 15.9,16.139999
33.16,16.15,16.120001
32.96,16.24,15.37
33.31,16.17,15.12
34.51,16.450001,15.36
35.059998,15.85,15.01
35.139999,15.93,14.75
34.67,15.82, 14.5
36.02,15.91,14.78
36.359998,15.79,14.89
36.559998,15.47,14.86
36.619998,15.33, 14.9
35.739999,15.15,14.83
36.37,15.25,14.93
36.249999,15.38,14.72
35.72,14.86,14.62
35.109998,14.72,14.42
35.589999,14.81,14.62
35.779999,14.86,14.62
36.249999,14.82,14.63
36.18,14.59,14.49
37.33,14.79,14.55
37.619998,14.37,14.63
36.83,14.58,14.89
37.689999, 14.6,15.18
37.79,14.64,15.15
37.389999, 14.4,15.41
37.419998,14.46,15.51
37.619998,14.44,15.49
37.089999,14.55,15.39
38.079998,14.72,15.54
37.869998,14.82,15.43
37.239999,15.16,15.32
36.989999,15.23, 15.3
36.899999, 15.4,15.22
36.589999,15.33,15.46
36.63,15.08,15.18
35.729999,14.65,15.27
35.62,14.63,15.07
36.299999,14.44, 15.1
35.47,14.16,14.99
35.759998,14.34,14.88
36.459998,14.68,15.06
36.12,14.16,14.87
35.499998,13.99,14.79
36.079999,14.02,15.01
35.87,13.87,15.49
40.619997,13.66, 15.4
40.29,13.39, 15.6
39.649997,13.23,15.33
39.299997,12.82,15.43
39.859999,13.08, 15.5
41.049998,13.09,15.53
41.229999,12.98,15.57
41.019997, 13.0,15.54
40.749998,13.23,15.63
41.16,12.85,15.67
40.379998,12.63, 15.4
39.44,12.26,15.15
40.070001,12.47,15.35
40.19,12.46,15.36
40.559999,12.51, 15.3
41.21,12.42,15.44
40.74,13.21,15.19
40.249997,13.13, 15.5
40.049997, 13.0, 15.4
39.859999,12.74,15.28
39.029998,12.65,14.87
38.359999,12.08,15.42
39.509999,12.29,15.58
39.220001,12.14,15.29
39.679998,12.44,15.38
39.659999,12.11,15.35
40.349997, 12.4,15.36
41.490001,12.72,15.47
39.59,12.57,15.25
39.19,12.43,15.24
38.820001,11.98,14.92
39.159999,11.73,15.01
39.759999,12.07, 15.1
40.94,12.39,15.36
40.899998,11.89,15.36
41.049998,12.12,15.65
40.929999,12.26, 15.3
40.909999,12.51,15.47
40.169997,12.18,15.34
40.129998,12.03,15.36
40.669997,12.29,15.36
42.490001, 12.4,15.49
43.499998,13.24,15.65
42.949998,13.45,15.74
41.829999,12.84,15.52
42.799998, 13.0,15.61
41.81,12.59,15.44
42.499998,12.73,15.35
42.290001,13.14,15.52
40.779999,13.24,15.45
42.01,13.82,15.83
41.219997,13.45,15.84
41.199998, 13.8,15.98
40.929999,13.66,15.85
40.409999, 13.4,15.78
40.679998,13.22,15.75
39.679998,12.82,15.82
39.129998,12.61, 15.8
39.309999, 12.4,15.69
39.949997,12.56,15.74
38.599997, 12.6,15.65
39.070001,12.37, 15.6
40.459999,13.06, 15.7
43.949998,13.19,15.73
44.849999,12.81,15.92
44.239997,12.98,15.76
43.519997,12.84,15.43
43.189996,13.09, 15.5
43.789997,13.15, 15.8
45.219998,13.48,16.110001
45.599999,13.33,15.98
44.299999,13.54,15.84
43.889997,13.39,15.99
43.769998,13.44,15.75
44.499999,13.72,15.97
44.769998,14.01,16.040001
45.610001,14.15,16.219999
44.939997,14.23,16.17
44.269998,14.71,16.01
43.989997,14.62,15.15
45.319998,14.81,15.02
45.360001,14.59,14.73
44.98,14.48,14.76
45.789997,14.78,14.99
46.869998,14.65,15.03
46.399999,14.65,14.96
45.849999,14.61,14.97
46.999999,14.64,14.92
46.809997,14.31,14.87
47.099999, 14.6,14.92
46.98,14.35,14.85
46.939997,14.29,14.72
47.489998,14.32,14.84
46.549999,14.05,14.67
47.469999,14.03,14.65
47.359997,13.28,14.89
47.159997,13.32,15.09
48.909997,13.73,15.11
49.239998, 13.4,15.22
48.530001,13.28,15.11
48.330001,13.44,15.16
47.989998,13.59, 15.4
48.880001,13.68, 15.6
49.969999,13.84,15.77
50.479997,13.46,15.68
49.959997,13.55,15.91
50.389998,13.71,15.86
50.079997,13.61,15.79
49.469999,13.67,15.74
49.309997,13.66, 16.0
48.030001,13.41,15.68
47.539998,13.18,15.61
49.119999,13.28,16.040001
48.369999,13.34,15.98
48.230001,13.12,15.83
 48.4,13.17,15.94
48.589998,13.04,16.209999
49.489998,13.62,16.27
48.730001, 13.3,16.09
47.919999,13.17,16.030001
46.219998,12.89,15.85
46.759997,12.67,15.83
47.489998,12.74,15.92
47.85,12.63,15.88
47.399999,12.79,15.68
48.239998,13.16,15.92
 48.2,13.06,16.09
50.829997,12.86, 16.0
49.969999,12.11,15.84
50.15,11.97,15.77
49.35,12.33,16.67
48.880001,12.17,16.549999
48.339998,12.18,16.610001
49.509997,12.05,16.790001
48.259997,11.98,16.84
49.219999,12.55,16.950001
48.689998,12.49,17.110001
49.35,13.02,17.370001
49.489998,13.01,17.459999
 48.4,12.61,17.389999
47.869999,12.68,17.24
47.73,12.19,17.26
47.469999,11.92,17.51
47.739998,11.83,17.85
46.469998,11.54,17.83
46.519998,11.59,17.889999
47.259997,11.38,17.860001
47.919999, 11.7,18.360001
48.259997,11.49,18.24
48.630001,11.82, 18.4
49.009997, 11.9,18.57
51.400001,12.11,18.76
51.15,12.16,18.93
51.47,12.26,18.91
52.199996,12.04,18.870001
52.82,11.97,18.77
52.039999,11.75,18.549999
51.989999, 12.1,18.93
52.02,11.96,18.889999
51.989999,11.98,19.200001
51.739999,11.96,19.200001
51.17,12.36,19.43
51.989999,12.65,19.52
51.859998,12.52,19.379999
51.02,12.53,19.35
50.359998,12.59,19.639999
51.309998,12.54,19.690001
51.909998,12.56,19.620001
51.339999,12.65, 19.6
52.139999,12.64,19.690001
51.350001,12.35,19.35
51.079997,12.25,19.65
50.239998,12.24,19.57
50.289998,12.16, 19.6
49.809997, 12.1, 19.5
 51.0,12.26, 19.9
53.589999,12.72,20.08
52.449996,12.73,19.780001
52.779997,13.15,19.860001
53.509998,12.77, 19.4
52.679997,12.49,19.66
52.759998,12.21,19.32
52.999996,12.23,18.99
53.699997,12.21,19.290001
53.179997, 12.2,19.43
52.509998,11.98,19.52
52.899996,12.09,20.07
54.17,12.25,20.129999
54.209999,12.17,20.02
53.37,12.11, 19.9
53.379997,12.13,20.110001
55.19,12.19,20.440001
56.529998,12.41,20.370001
55.949997,12.61,20.309999
55.659999,12.34,19.700001
55.779998,12.32,20.120001
55.969996,12.26,19.629999
